;,2022 Source Energy Output,,
;,Source:,,Arch2030
;,Last modified:,,SAC - 10/2/18 - updated table w/ data from E3 ('LR Source Non-Res (15 year)' tab of 9/17/18 spreadsheet) via CE/Architecture2030 (e-mail 9/27/18)
;,,,SAC - 8/25/18 - created table w/ data from Architecture2030
;,,,
;,MoDaHr,Btu/kWh,Btu/kWh
TABLE SecTDV_ZEROCode,,,
,MoDaHr,TDV,TDV
,Region=,SoCal,NoCal
,10101,6188,6316
,10102,6132,6317
,10103,6132,6317
,10104,6114,6314
,10105,6131,6320
,10106,6131,6329
,10107,6164,6317
,10108,6220,6317
,10109,4315,5674
,10110,3571,3914
,10111,3517,3926
,10112,3400,3913
,10113,3370,3913
,10114,3415,3911
,10115,3634,3906
,10116,4736,4551
,10117,6550,6494
,10118,6556,6490
,10119,6558,6489
,10120,6558,6490
,10121,6559,6490
,10122,6561,6490
,10123,6206,6320
,10124,5931,5849
,10201,4992,4864
,10202,4897,4721
,10203,4870,4707
,10204,4793,4667
,10205,4991,4880
,10206,6141,6555
,10207,6841,6984
,10208,6778,6979
,10209,4961,6547
,10210,4189,4607
,10211,3707,4101
,10212,3547,3668
,10213,3401,3318
,10214,3364,3248
,10215,3640,3598
,10216,4579,4511
,10217,6871,6972
,10218,6872,6975
,10219,6879,6974
,10220,6881,6974
,10221,6883,6973
,10222,6880,6972
,10223,5849,5920
,10224,5320,5115
,10301,5215,5093
,10302,5212,5099
,10303,5169,5052
,10304,5164,5518
,10305,4952,5521
,10306,5239,5520
,10307,5238,5518
,10308,4965,5520
,10309,4227,4649
,10310,3333,4053
,10311,2789,3416
,10312,2519,3220
,10313,2570,2973
,10314,2842,3126
,10315,3230,3403
,10316,4352,4297
,10317,5587,5514
,10318,6239,6067
,10319,6237,6068
,10320,6234,6068
,10321,6221,6067
,10322,5921,5844
,10323,5575,5509
,10324,5564,5511
,10401,5852,5694
,10402,6189,6310
,10403,6492,6685
,10404,6789,6866
,10405,6796,6869
,10406,6844,6871
,10407,6853,6870
,10408,6850,6870
,10409,4489,4477
,10410,3175,3054
,10411,3107,3039
,10412,3073,2990
,10413,2800,2776
,10414,2822,2569
,10415,3110,3029
,10416,4003,4036
,10417,6803,6864
,10418,6880,6859
,10419,6880,6860
,10420,6880,6859
,10421,6880,6858
,10422,6859,6858
,10423,6841,6861
,10424,6834,6863
,10501,5228,5273
,10502,5246,5271
,10503,5244,5270
,10504,5150,5084
,10505,5343,5271
,10506,5434,5310
,10507,5621,5593
,10508,5368,5269
,10509,4616,5052
,10510,3689,3749
,10511,3409,3317
,10512,3228,3091
,10513,3223,3079
,10514,3219,3074
,10515,3414,3306
,10516,4565,4622
,10517,5796,5737
,10518,5886,5849
,10519,5886,5850
,10520,5826,5763
,10521,5680,5733
,10522,5297,5260
,10523,5169,5260
,10524,5112,5029
,10601,4382,4504
,10602,4373,4507
,10603,4369,4511
,10604,4417,4515
,10605,4603,4517
,10606,4694,4607
,10607,4708,4649
,10608,4695,4603
,10609,4030,4092
,10610,2618,2505
,10611,2525,2321
,10612,2411,2256
,10613,2380,2213
,10614,2378,2203
,10615,2535,2308
,10616,3981,4041
,10617,4964,4723
,10618,6516,6205
,10619,6683,6388
,10620,6042,5768
,10621,5902,5687
,10622,4760,4716
,10623,4499,4573
,10624,4394,4496
,10701,5792,5886
,10702,5559,5463
,10703,5144,5040
,10704,4999,4880
,10705,5714,5664
,10706,6511,6496
,10707,6566,6613
,10708,6566,6609
,10709,4548,4536
,10710,3486,3483
,10711,3224,3162
,10712,3036,3030
,10713,3170,3029
,10714,3165,3029
,10715,3242,3179
,10716,4691,4514
,10717,7699,7846
,10718,7736,7858
,10719,7743,7857
,10720,7731,7845
,10721,7728,7844
,10722,7331,7394
,10723,6408,6629
,10724,5791,5890
,10801,6270,6287
,10802,6270,6286
,10803,6197,6247
,10804,6063,6020
,10805,6888,6941
,10806,7150,7003
,10807,7150,6999
,10808,7150,6994
,10809,5943,6937
,10810,4444,4777
,10811,4286,4186
,10812,4082,4081
,10813,4032,3986
,10814,4076,4042
,10815,4294,4162
,10816,5222,5140
,10817,7149,6983
,10818,7150,6981
,10819,7150,6982
,10820,7151,6982
,10821,7151,6983
,10822,7151,6982
,10823,6742,6585
,10824,5708,5878
,10901,4792,4875
,10902,4945,5019
,10903,5142,5249
,10904,5221,5328
,10905,6249,6342
,10906,6943,6898
,10907,6993,6894
,10908,7094,6891
,10909,5220,5235
,10910,4106,4177
,10911,3301,3206
,10912,3114,3059
,10913,3039,2986
,10914,3037,2982
,10915,3261,3218
,10916,4879,4500
,10917,7092,6887
,10918,7093,6886
,10919,7094,6885
,10920,7095,6884
,10921,7096,6886
,10922,7096,6885
,10923,6021,5856
,10924,5645,5467
,11001,5449,5296
,11002,4992,4907
,11003,4708,4636
,11004,4590,4507
,11005,4820,4705
,11006,5794,6165
,11007,5795,6231
,11008,5639,6231
,11009,3393,4170
,11010,2822,2953
,11011,2361,2882
,11012,2281,2151
,11013,2232,2394
,11014,2292,2541
,11015,2401,2864
,11016,3321,3234
,11017,5577,5870
,11018,6616,6652
,11019,6619,6651
,11020,6621,6650
,11021,6623,6651
,11022,6591,6649
,11023,5667,5794
,11024,4878,4839
,11101,5113,5062
,11102,5423,5273
,11103,5739,5699
,11104,6097,6185
,11105,6333,6609
,11106,6540,6820
,11107,6544,6821
,11108,6535,6820
,11109,4190,4212
,11110,3195,3168
,11111,3026,3131
,11112,3010,3116
,11113,2953,2752
,11114,3022,2821
,11115,3157,3093
,11116,3815,3742
,11117,6101,6087
,11118,7199,7250
,11119,7204,7250
,11120,7207,7250
,11121,7209,7250
,11122,7090,7110
,11123,6403,6247
,11124,6144,5951
,11201,5597,5490
,11202,5998,5846
