;,2025 Energy Code: Long-term System Cost (LSC) NEM3 Hourly Factors,,,,,,,,,,,,,,,
;,Source:,,E3 via CEC  ~4/5/23:  PV_Export_Factors_20221209.xlsx,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Last modified:,,05/16/23 - SAC - converted into look-up table for CBECC(-Res) rulesets,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Electricity TDV (CZ1; 30-yr PV$/kWh),Electricity TDV (CZ2; 30-yr PV$/kWh),Electricity TDV (CZ3; 30-yr PV$/kWh),Electricity TDV (CZ4; 30-yr PV$/kWh),Electricity TDV (CZ5; 30-yr PV$/kWh),Electricity TDV (CZ6; 30-yr PV$/kWh),Electricity TDV (CZ7; 30-yr PV$/kWh),Electricity TDV (CZ8; 30-yr PV$/kWh),Electricity TDV (CZ9; 30-yr PV$/kWh),Electricity TDV (CZ10; 30-yr PV$/kWh),Electricity TDV (CZ11; 30-yr PV$/kWh),Electricity TDV (CZ12; 30-yr PV$/kWh),Electricity TDV (CZ13; 30-yr PV$/kWh),Electricity TDV (CZ14; 30-yr PV$/kWh),Electricity TDV (CZ15; 30-yr PV$/kWh),Electricity TDV (CZ16; 30-yr PV$/kWh)
; MoDaHr,,,,,,,,,,,,,,,,
; CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
40223,0.943712607,0.943712607,0.943712607,0.943712607,0.943712607,1.338388559,1.338388559,1.338388559,1.338388559,1.338388559,0.943712607,0.943712607,0.943712607,1.338388559,1.338388559,1.338388559
40224,0.932611513,0.932611513,0.932611513,0.932611513,0.932611513,1.33590687,1.33590687,1.33590687,1.33590687,1.33590687,0.932611513,0.932611513,0.932611513,1.33590687,1.33590687,1.33590687
40301,1.288800707,1.288800707,1.288800707,1.288800707,1.288800707,1.437623195,1.437623195,1.437623195,1.437623195,1.437623195,1.288800707,1.288800707,1.288800707,1.437623195,1.437623195,1.437623195
40302,1.288157187,1.288157187,1.288157187,1.288157187,1.288157187,1.43749184,1.43749184,1.43749184,1.43749184,1.43749184,1.288157187,1.288157187,1.288157187,1.43749184,1.43749184,1.43749184
40303,1.288009324,1.288009324,1.288009324,1.288009324,1.288009324,1.437463934,1.437463934,1.437463934,1.437463934,1.437463934,1.288009324,1.288009324,1.288009324,1.437463934,1.437463934,1.437463934
40304,1.288084954,1.288084954,1.288084954,1.288084954,1.288084954,1.437482682,1.437482682,1.437482682,1.437482682,1.437482682,1.288084954,1.288084954,1.288084954,1.437482682,1.437482682,1.437482682
40305,1.288429351,1.288429351,1.288429351,1.288429351,1.288429351,1.437544837,1.437544837,1.437544837,1.437544837,1.437544837,1.288429351,1.288429351,1.288429351,1.437544837,1.437544837,1.437544837
40306,1.289072905,1.289072905,1.289072905,1.289072905,1.289072905,1.4376719,1.4376719,1.4376719,1.4376719,1.4376719,1.289072905,1.289072905,1.289072905,1.4376719,1.4376719,1.4376719
40307,1.289456091,1.289456091,1.289456091,1.289456091,1.289456091,1.374264073,1.374264073,1.374264073,1.374264073,1.374264073,1.289456091,1.289456091,1.289456091,1.374264073,1.374264073,1.374264073
40308,0.350654101,0.350654101,0.350654101,0.350654101,0.350654101,0.383549702,0.383549702,0.383549702,0.383549702,0.383549702,0.350654101,0.350654101,0.350654101,0.383549702,0.383549702,0.383549702
40309,0.210754433,0.210754433,0.210754433,0.210754433,0.210754433,0.335683996,0.335683996,0.335683996,0.335683996,0.335683996,0.210754433,0.210754433,0.210754433,0.335683996,0.335683996,0.335683996
40310,0.190493038,0.190493038,0.190493038,0.190493038,0.190493038,0.297204761,0.297204761,0.297204761,0.297204761,0.297204761,0.190493038,0.190493038,0.190493038,0.297204761,0.297204761,0.297204761
40311,0.154993092,0.154993092,0.154993092,0.154993092,0.154993092,0.301909807,0.301909807,0.301909807,0.301909807,0.301909807,0.154993092,0.154993092,0.154993092,0.301909807,0.301909807,0.301909807
40312,0.165302524,0.165302524,0.165302524,0.165302524,0.165302524,0.303656131,0.303656131,0.303656131,0.303656131,0.303656131,0.165302524,0.165302524,0.165302524,0.303656131,0.303656131,0.303656131
40313,0.162366117,0.162366117,0.162366117,0.162366117,0.162366117,0.301792844,0.301792844,0.301792844,0.301792844,0.301792844,0.162366117,0.162366117,0.162366117,0.301792844,0.301792844,0.301792844
40314,0.154211632,0.154211632,0.154211632,0.154211632,0.154211632,0.300554621,0.300554621,0.300554621,0.300554621,0.300554621,0.154211632,0.154211632,0.154211632,0.300554621,0.300554621,0.300554621
40315,0.168015733,0.168015733,0.168015733,0.168015733,0.168015733,0.304605199,0.304605199,0.304605199,0.304605199,0.304605199,0.168015733,0.168015733,0.168015733,0.304605199,0.304605199,0.304605199
40316,0.146672227,0.146672227,0.146672227,0.146672227,0.146672227,0.335143689,0.335143689,0.335143689,0.335143689,0.335143689,0.146672227,0.146672227,0.146672227,0.335143689,0.335143689,0.335143689
40317,0.194423136,0.194423136,0.194423136,0.194423136,0.194423136,0.388950219,0.388950219,0.388950219,0.388950219,0.388950219,0.194423136,0.194423136,0.194423136,0.388950219,0.388950219,0.388950219
40318,1.224783936,1.224783936,1.224783936,1.224783936,1.224783936,1.44043576,1.44043576,1.44043576,1.44043576,1.44043576,1.224783936,1.224783936,1.224783936,1.44043576,1.44043576,1.44043576
40319,1.726902899,1.726902899,1.726902899,1.726902899,1.726902899,1.633151077,1.633151077,1.633151077,1.633151077,1.633151077,1.726902899,1.726902899,1.726902899,1.633151077,1.633151077,10.85425228
40320,1.727139713,1.727139713,1.727139713,1.727139713,1.727139713,1.633219001,1.633219001,1.633219001,1.633219001,1.633219001,1.727139713,1.727139713,1.727139713,1.633219001,1.633219001,9.603698976
40321,1.728898851,1.728898851,1.728898851,1.728898851,1.728898851,1.633743181,1.633743181,1.633743181,1.633743181,1.633743181,1.728898851,1.728898851,1.728898851,1.633743181,1.633743181,7.870874957
40322,1.73008219,1.73008219,1.73008219,1.73008219,1.73008219,1.634074276,1.634074276,1.634074276,1.634074276,1.634074276,1.73008219,1.73008219,1.73008219,1.634074276,1.634074276,1.634074276
40323,1.754467048,1.754467048,1.754467048,1.754467048,1.754467048,1.638598915,1.638598915,1.638598915,1.638598915,1.638598915,1.754467048,1.754467048,1.754467048,1.638598915,1.638598915,1.638598915
40324,1.743326865,1.743326865,1.743326865,1.743326865,1.743326865,1.63612732,1.63612732,1.63612732,1.63612732,1.63612732,1.743326865,1.743326865,1.743326865,1.63612732,1.63612732,1.63612732
40401,1.881548359,1.881548359,1.881548359,1.881548359,1.881548359,1.782609845,1.782609845,1.782609845,1.782609845,1.782609845,1.881548359,1.881548359,1.881548359,1.782609845,1.782609845,1.782609845
40402,1.881001885,1.881001885,1.881001885,1.881001885,1.881001885,1.78251078,1.78251078,1.78251078,1.78251078,1.78251078,1.881001885,1.881001885,1.881001885,1.78251078,1.78251078,1.78251078
40403,1.880823188,1.880823188,1.880823188,1.880823188,1.880823188,1.782914399,1.782914399,1.782914399,1.782914399,1.782914399,1.880823188,1.880823188,1.880823188,1.782914399,1.782914399,1.782914399
40404,1.880785607,1.880785607,1.880785607,1.880785607,1.880785607,1.782360548,1.782360548,1.782360548,1.782360548,1.782360548,1.880785607,1.880785607,1.880785607,1.782360548,1.782360548,1.782360548
40405,1.880906661,1.880906661,1.880906661,1.880906661,1.880906661,1.782358061,1.782358061,1.782358061,1.782358061,1.782358061,1.880906661,1.880906661,1.880906661,1.782358061,1.782358061,1.782358061
40406,1.881311788,1.881311788,1.881311788,1.881311788,1.881311788,1.782417933,1.782417933,1.782417933,1.782417933,1.782417933,1.881311788,1.881311788,1.881311788,1.782417933,1.782417933,1.782417933
40407,1.881753633,1.881753633,1.881753633,1.881753633,1.881753633,1.713035661,1.713035661,1.713035661,1.713035661,1.713035661,1.881753633,1.881753633,1.881753633,1.713035661,1.713035661,1.713035661
40408,1.532024968,1.532024968,1.532024968,1.532024968,1.532024968,1.331992486,1.331992486,1.331992486,1.331992486,1.331992486,1.532024968,1.532024968,1.532024968,1.331992486,1.331992486,1.331992486
40409,0.768709611,0.768709611,0.768709611,0.768709611,0.768709611,0.941246166,0.941246166,0.941246166,0.941246166,0.941246166,0.768709611,0.768709611,0.768709611,0.941246166,0.941246166,0.941246166
40410,0.584195347,0.584195347,0.584195347,0.584195347,0.584195347,0.667160837,0.667160837,0.667160837,0.667160837,0.667160837,0.584195347,0.584195347,0.584195347,0.667160837,0.667160837,0.667160837
40411,0.548863175,0.548863175,0.548863175,0.548863175,0.548863175,0.657591472,0.657591472,0.657591472,0.657591472,0.657591472,0.548863175,0.548863175,0.548863175,0.657591472,0.657591472,0.657591472
40412,0.545244331,0.545244331,0.545244331,0.545244331,0.545244331,0.639011501,0.639011501,0.639011501,0.639011501,0.639011501,0.545244331,0.545244331,0.545244331,0.639011501,0.639011501,0.639011501
40413,0.541467728,0.541467728,0.541467728,0.541467728,0.541467728,0.641940915,0.641940915,0.641940915,0.641940915,0.641940915,0.541467728,0.541467728,0.541467728,0.641940915,0.641940915,0.641940915
40414,0.526713658,0.526713658,0.526713658,0.526713658,0.526713658,0.629019797,0.629019797,0.629019797,0.629019797,0.629019797,0.526713658,0.526713658,0.526713658,0.629019797,0.629019797,0.629019797
40415,0.550219025,0.550219025,0.550219025,0.550219025,0.550219025,0.629983966,0.629983966,0.629983966,0.629983966,0.629983966,0.550219025,0.550219025,0.550219025,0.629983966,0.629983966,0.629983966
40416,0.534978206,0.534978206,0.534978206,0.534978206,0.534978206,0.63654421,0.63654421,0.63654421,0.63654421,0.63654421,0.534978206,0.534978206,0.534978206,0.63654421,0.63654421,0.63654421
40417,0.6540523,0.6540523,0.6540523,0.6540523,0.6540523,0.707344311,0.707344311,0.707344311,0.707344311,0.707344311,0.6540523,0.6540523,0.6540523,0.707344311,0.707344311,0.707344311
40418,1.895065945,1.895065945,1.895065945,1.895065945,1.895065945,1.805726091,1.805726091,1.805726091,1.805726091,1.805726091,1.895065945,1.895065945,1.895065945,1.805726091,1.805726091,1.805726091
40419,1.914216628,1.914216628,1.914216628,1.914216628,1.914216628,9.28394396,14.49453166,1.827316379,1.827316379,1.827316379,1.914216628,1.914216628,1.914216628,1.827316379,1.827316379,1.827316379
40420,1.913883337,1.913883337,1.913883337,1.913883337,1.913883337,5.365104268,1.827237623,1.827237623,1.827237623,1.827237623,1.913883337,1.913883337,1.913883337,1.827237623,1.827237623,1.827237623
40421,1.919818788,1.919818788,1.919818788,1.919818788,1.919818788,2.386095533,1.827403313,1.827403313,1.827403313,1.827403313,1.919818788,1.919818788,1.919818788,1.827403313,1.827403313,1.827403313
40422,1.920414638,1.920414638,1.920414638,1.920414638,1.920414638,1.826971139,1.826971139,1.826971139,1.826971139,1.826971139,1.920414638,1.920414638,1.920414638,1.826971139,1.826971139,1.826971139
40423,1.949599942,1.949599942,1.949599942,1.949599942,1.949599942,1.832206854,1.832206854,1.832206854,1.832206854,1.832206854,1.949599942,1.949599942,1.949599942,1.832206854,1.832206854,1.832206854
40424,1.932521241,1.932521241,1.932521241,1.932521241,1.932521241,1.829185476,1.829185476,1.829185476,1.829185476,1.829185476,1.932521241,1.932521241,1.932521241,1.829185476,1.829185476,1.829185476
40501,1.852527405,1.852527405,1.852527405,1.852527405,1.852527405,1.752444279,1.752444279,1.752444279,1.752444279,1.752444279,1.852527405,1.852527405,1.852527405,1.752444279,1.752444279,1.752444279
40502,1.852033888,1.852033888,1.852033888,1.852033888,1.852033888,1.752397861,1.752397861,1.752397861,1.752397861,1.752397861,1.852033888,1.852033888,1.852033888,1.752397861,1.752397861,1.752397861
40503,1.851811735,1.851811735,1.851811735,1.851811735,1.851811735,1.752376113,1.752376113,1.752376113,1.752376113,1.752376113,1.851811735,1.851811735,1.851811735,1.752376113,1.752376113,1.752376113
40504,1.846165852,1.846165852,1.846165852,1.846165852,1.846165852,1.750261585,1.750261585,1.750261585,1.750261585,1.750261585,1.846165852,1.846165852,1.846165852,1.750261585,1.750261585,1.750261585
40505,1.846446524,1.846446524,1.846446524,1.846446524,1.846446524,1.750289747,1.750289747,1.750289747,1.750289747,1.750289747,1.846446524,1.846446524,1.846446524,1.750289747,1.750289747,1.750289747
40506,1.852519191,1.852519191,1.852519191,1.852519191,1.852519191,1.752444459,1.752444459,1.752444459,1.752444459,1.752444459,1.852519191,1.852519191,1.852519191,1.752444459,1.752444459,1.752444459
40507,1.852841119,1.852841119,1.852841119,1.852841119,1.852841119,1.737216082,1.737216082,1.737216082,1.737216082,1.737216082,1.852841119,1.852841119,1.852841119,1.737216082,1.737216082,1.737216082
40508,1.850068023,1.850068023,1.850068023,1.850068023,1.850068023,1.404542634,1.404542634,1.404542634,1.404542634,1.404542634,1.850068023,1.850068023,1.850068023,1.404542634,1.404542634,1.404542634
40509,1.694196317,1.694196317,1.694196317,1.694196317,1.694196317,1.219283038,1.219283038,1.219283038,1.219283038,1.219283038,1.694196317,1.694196317,1.694196317,1.219283038,1.219283038,1.219283038
40510,1.478300588,1.478300588,1.478300588,1.478300588,1.478300588,1.119010375,1.119010375,1.119010375,1.119010375,1.119010375,1.478300588,1.478300588,1.478300588,1.119010375,1.119010375,1.119010375
40511,1.463839311,1.463839311,1.463839311,1.463839311,1.463839311,1.125344475,1.125344475,1.125344475,1.125344475,1.125344475,1.463839311,1.463839311,1.463839311,1.125344475,1.125344475,1.125344475
40512,1.439480032,1.439480032,1.439480032,1.439480032,1.439480032,1.111659064,1.111659064,1.111659064,1.111659064,1.111659064,1.439480032,1.439480032,1.439480032,1.111659064,1.111659064,1.111659064
40513,1.425693321,1.425693321,1.425693321,1.425693321,1.425693321,1.117454241,1.117454241,1.117454241,1.117454241,1.117454241,1.425693321,1.425693321,1.425693321,1.117454241,1.117454241,1.117454241
40514,1.475426131,1.475426131,1.475426131,1.475426131,1.475426131,1.122420893,1.122420893,1.122420893,1.122420893,1.122420893,1.475426131,1.475426131,1.475426131,1.122420893,1.122420893,1.122420893
40515,1.51918963,1.51918963,1.51918963,1.51918963,1.51918963,1.1090824,1.1090824,1.1090824,1.1090824,1.1090824,1.51918963,1.51918963,1.51918963,1.1090824,1.1090824,1.1090824
40516,1.483620218,1.483620218,1.483620218,1.483620218,1.483620218,1.122371714,1.122371714,1.122371714,1.122371714,1.122371714,1.483620218,1.483620218,1.483620218,1.122371714,1.122371714,1.122371714
40517,1.530551231,1.530551231,1.530551231,1.530551231,1.530551231,1.161372735,1.161372735,1.161372735,1.161372735,1.161372735,1.530551231,1.530551231,1.530551231,1.161372735,1.161372735,1.161372735
40518,1.852786004,1.852786004,1.852786004,1.852786004,1.852786004,1.752368944,1.752368944,1.752368944,1.752368944,1.752368944,1.852786004,1.852786004,1.852786004,1.752368944,1.752368944,1.752368944
40519,1.852722873,1.852722873,10.8976236,1.852722873,1.852722873,1.752370591,1.752370591,1.752370591,1.752370591,1.752370591,1.852722873,1.852722873,1.852722873,1.752370591,1.752370591,1.752370591
40520,1.852282892,1.852282892,8.405920884,1.852282892,1.852282892,1.752315071,1.752315071,1.752315071,1.752315071,1.752315071,1.852282892,1.852282892,1.852282892,1.752315071,1.752315071,1.752315071
40521,1.852871833,1.852871833,4.548824567,1.852871833,1.852871833,1.752444734,1.752444734,1.752444734,1.752444734,1.752444734,1.852871833,1.852871833,1.852871833,1.752444734,1.752444734,1.752444734
40522,1.853708477,1.853708477,1.853708477,1.853708477,1.853708477,1.75256164,1.75256164,1.75256164,1.75256164,1.75256164,1.853708477,1.853708477,1.853708477,1.75256164,1.75256164,1.75256164
40523,1.878540687,1.878540687,1.878540687,1.878540687,1.878540687,1.756800056,1.756800056,1.756800056,1.756800056,1.756800056,1.878540687,1.878540687,1.878540687,1.756800056,1.756800056,1.756800056
40524,1.866527384,1.866527384,1.866527384,1.866527384,1.866527384,1.754706473,1.754706473,1.754706473,1.754706473,1.754706473,1.866527384,1.866527384,1.866527384,1.754706473,1.754706473,1.754706473
40601,1.779840877,1.779840877,1.779840877,1.779840877,1.779840877,1.667065299,1.667065299,1.667065299,1.667065299,1.667065299,1.779840877,1.779840877,1.779840877,1.667065299,1.667065299,1.667065299
40602,1.779427199,1.779427199,1.779427199,1.779427199,1.779427199,1.667046016,1.667046016,1.667046016,1.667046016,1.667046016,1.779427199,1.779427199,1.779427199,1.667046016,1.667046016,1.667046016
40603,1.779334531,1.779334531,1.779334531,1.779334531,1.779334531,1.667045108,1.667045108,1.667045108,1.667045108,1.667045108,1.779334531,1.779334531,1.779334531,1.667045108,1.667045108,1.667045108
40604,1.77838381,1.77838381,1.77838381,1.77838381,1.77838381,1.666642277,1.666642277,1.666642277,1.666642277,1.666642277,1.77838381,1.77838381,1.77838381,1.666642277,1.666642277,1.666642277
40605,1.779557492,1.779557492,1.779557492,1.779557492,1.779557492,1.666984385,1.666984385,1.666984385,1.666984385,1.666984385,1.779557492,1.779557492,1.779557492,1.666984385,1.666984385,1.666984385
40606,1.78011641,1.78011641,1.78011641,1.78011641,1.78011641,1.667116744,1.667116744,1.667116744,1.667116744,1.667116744,1.78011641,1.78011641,1.78011641,1.667116744,1.667116744,1.667116744
40607,1.780256426,1.780256426,1.780256426,1.780256426,1.780256426,1.642299686,1.642299686,1.642299686,1.642299686,1.642299686,1.780256426,1.780256426,1.780256426,1.642299686,1.642299686,1.642299686
40608,1.780466403,1.780466403,1.780466403,1.780466403,1.780466403,1.226699699,1.226699699,1.226699699,1.226699699,1.226699699,1.780466403,1.780466403,1.780466403,1.226699699,1.226699699,1.226699699
40609,1.790726803,1.790726803,1.790726803,1.790726803,1.790726803,1.160345666,1.160345666,1.160345666,1.160345666,1.160345666,1.790726803,1.790726803,1.790726803,1.160345666,1.160345666,1.160345666
40610,1.731327087,1.731327087,1.731327087,1.731327087,1.731327087,1.160962441,1.160962441,1.160962441,1.160962441,1.160962441,1.731327087,1.731327087,1.731327087,1.160962441,1.160962441,1.160962441
40611,1.730045967,1.730045967,1.730045967,1.730045967,1.730045967,1.162743821,1.162743821,1.162743821,1.162743821,1.162743821,1.730045967,1.730045967,1.730045967,1.162743821,1.162743821,1.162743821
40612,1.642495985,1.642495985,1.642495985,1.642495985,1.642495985,1.147341504,1.147341504,1.147341504,1.147341504,1.147341504,1.642495985,1.642495985,1.642495985,1.147341504,1.147341504,1.147341504
40613,1.633435208,1.633435208,1.633435208,1.633435208,1.633435208,1.143992752,1.143992752,1.143992752,1.143992752,1.143992752,1.633435208,1.633435208,1.633435208,1.143992752,1.143992752,1.143992752
40614,1.646519977,1.646519977,1.646519977,1.646519977,1.646519977,1.151618631,1.151618631,1.151618631,1.151618631,1.151618631,1.646519977,1.646519977,1.646519977,1.151618631,1.151618631,1.151618631
40615,1.656359378,1.656359378,1.656359378,1.656359378,1.656359378,1.14126676,1.14126676,1.14126676,1.14126676,1.14126676,1.656359378,1.656359378,1.656359378,1.14126676,1.14126676,1.14126676
40616,1.609182362,1.609182362,1.609182362,1.609182362,1.609182362,1.151348604,1.151348604,1.151348604,1.151348604,1.151348604,1.609182362,1.609182362,1.609182362,1.151348604,1.151348604,1.151348604
40617,1.637444041,1.637444041,1.637444041,1.637444041,1.637444041,1.238209083,1.238209083,1.238209083,1.238209083,1.238209083,1.637444041,1.637444041,1.637444041,1.238209083,1.238209083,1.238209083
40618,1.779731051,1.779731051,1.779731051,1.779731051,1.779731051,1.666893249,1.666893249,1.666893249,1.666893249,1.666893249,1.779731051,1.779731051,1.779731051,1.666893249,1.666893249,1.666893249
40619,16.24795462,8.262311377,3.882604355,1.779750615,1.779750615,1.66690339,1.66690339,1.66690339,1.66690339,1.66690339,1.779750615,1.779750615,1.779750615,1.66690339,1.66690339,1.66690339
40620,10.96184539,4.363338459,6.158316075,1.779332068,1.779332068,4.218719131,1.666858799,1.666858799,1.666858799,1.666858799,1.779332068,1.779332068,1.779332068,1.666858799,1.666858799,1.666858799
40621,10.6958304,1.780290825,1.780290825,1.780290825,1.780290825,6.172919536,1.667030954,1.667030954,1.667030954,1.667030954,1.780290825,1.780290825,1.780290825,1.667030954,1.667030954,1.667030954
40622,5.232414952,1.780841186,1.780841186,1.780841186,1.780841186,1.667119434,1.667119434,1.667119434,1.667119434,1.667119434,1.780841186,1.780841186,1.780841186,1.667119434,1.667119434,1.667119434
40623,1.810697647,1.810697647,1.810697647,1.810697647,1.810697647,1.671643636,1.671643636,1.671643636,1.671643636,1.671643636,1.810697647,1.810697647,1.810697647,1.671643636,1.671643636,1.671643636
40624,1.78166297,1.78166297,1.78166297,1.78166297,1.78166297,1.667563571,1.667563571,1.667563571,1.667563571,1.667563571,1.78166297,1.78166297,1.78166297,1.667563571,1.667563571,1.667563571
40701,1.280920594,1.280920594,1.280920594,1.280920594,1.280920594,1.398269287,1.398269287,1.398269287,1.398269287,1.398269287,1.280920594,1.280920594,1.280920594,1.398269287,1.398269287,1.398269287
40702,1.277821076,1.277821076,1.277821076,1.277821076,1.277821076,1.39807628,1.39807628,1.39807628,1.39807628,1.39807628,1.277821076,1.277821076,1.277821076,1.39807628,1.39807628,1.39807628
40703,1.216098821,1.216098821,1.216098821,1.216098821,1.216098821,1.378929839,1.378929839,1.378929839,1.378929839,1.378929839,1.216098821,1.216098821,1.216098821,1.378929839,1.378929839,1.378929839
40704,1.083246386,1.083246386,1.083246386,1.083246386,1.083246386,1.365302208,1.365302208,1.365302208,1.365302208,1.365302208,1.083246386,1.083246386,1.083246386,1.365302208,1.365302208,1.365302208
40705,1.083337245,1.083337245,1.083337245,1.083337245,1.083337245,1.365302724,1.365302724,1.365302724,1.365302724,1.365302724,1.083337245,1.083337245,1.083337245,1.365302724,1.365302724,1.365302724
40706,1.09343912,1.09343912,1.09343912,1.09343912,1.09343912,1.365298267,1.365298267,1.365298267,1.365298267,1.365298267,1.09343912,1.09343912,1.09343912,1.365298267,1.365298267,1.365298267
40707,0.927053936,0.927053936,0.927053936,0.927053936,0.927053936,0.884970577,0.884970577,0.884970577,0.884970577,0.884970577,0.927053936,0.927053936,0.927053936,0.884970577,0.884970577,0.884970577
40708,0.901779222,0.901779222,0.901779222,0.901779222,0.901779222,0.49428024,0.49428024,0.49428024,0.49428024,0.49428024,0.901779222,0.901779222,0.901779222,0.49428024,0.49428024,0.49428024
40709,0.643940213,0.643940213,0.643940213,0.643940213,0.643940213,0.442079429,0.442079429,0.442079429,0.442079429,0.442079429,0.643940213,0.643940213,0.643940213,0.442079429,0.442079429,0.442079429
40710,0.536649424,0.536649424,0.536649424,0.536649424,0.536649424,0.435583674,0.435583674,0.435583674,0.435583674,0.435583674,0.536649424,0.536649424,0.536649424,0.435583674,0.435583674,0.435583674
40711,0.528358728,0.528358728,0.528358728,0.528358728,0.528358728,0.436376454,0.436376454,0.436376454,0.436376454,0.436376454,0.528358728,0.528358728,0.528358728,0.436376454,0.436376454,0.436376454
40712,0.528379039,0.528379039,0.528379039,0.528379039,0.528379039,0.437938244,0.437938244,0.437938244,0.437938244,0.437938244,0.528379039,0.528379039,0.528379039,0.437938244,0.437938244,0.437938244
40713,0.520926354,0.520926354,0.520926354,0.520926354,0.520926354,0.436296019,0.436296019,0.436296019,0.436296019,0.436296019,0.520926354,0.520926354,0.520926354,0.436296019,0.436296019,0.436296019
40714,0.512229145,0.512229145,0.512229145,0.512229145,0.512229145,0.441414705,0.441414705,0.441414705,0.441414705,0.441414705,0.512229145,0.512229145,0.512229145,0.441414705,0.441414705,0.441414705
40715,0.515348397,0.515348397,0.515348397,0.515348397,0.515348397,0.439758285,0.439758285,0.439758285,0.439758285,0.439758285,0.515348397,0.515348397,0.515348397,0.439758285,0.439758285,0.439758285
40716,0.480226812,0.480226812,0.480226812,0.480226812,0.480226812,0.446078169,0.446078169,0.446078169,0.446078169,0.446078169,0.480226812,0.480226812,0.480226812,0.446078169,0.446078169,0.446078169
40717,0.504465612,0.504465612,0.504465612,0.504465612,0.504465612,0.468142945,0.468142945,0.468142945,0.468142945,0.468142945,0.504465612,0.504465612,0.504465612,0.468142945,0.468142945,0.468142945
40718,0.892795422,0.892795422,0.892795422,0.892795422,0.892795422,0.885155341,0.885155341,0.885155341,0.885155341,0.885155341,0.892795422,0.892795422,0.892795422,0.885155341,0.885155341,0.885155341
40719,5.605472363,7.741209026,0.954182359,0.954182359,29.45764465,0.906551638,0.906551638,0.906551638,0.906551638,0.906551638,0.954182359,0.954182359,0.954182359,0.906551638,0.906551638,2.789137824
40720,4.57186815,2.781269407,0.957914844,0.957914844,30.34716892,0.906844907,0.906844907,0.906844907,0.906844907,0.906844907,0.957914844,0.957914844,0.957914844,0.906844907,0.906844907,2.8650207
40721,0.958896296,0.958896296,0.958896296,0.958896296,22.37590726,4.631897442,0.907038463,0.907038463,0.907038463,0.907038463,0.958896296,0.958896296,0.958896296,0.907038463,0.907038463,2.134752592
40722,0.959305264,0.959305264,0.959305264,0.959305264,12.15742681,0.90713355,0.90713355,0.90713355,0.90713355,0.90713355,0.959305264,0.959305264,0.959305264,0.90713355,0.90713355,0.90713355
40723,0.95965149,0.95965149,0.95965149,0.95965149,0.95965149,0.907247399,0.907247399,0.907247399,0.907247399,0.907247399,0.95965149,0.95965149,0.95965149,0.907247399,0.907247399,0.907247399
40724,0.969852969,0.969852969,0.969852969,0.969852969,0.969852969,0.911040008,0.911040008,0.911040008,0.911040008,0.911040008,0.969852969,0.969852969,0.969852969,0.911040008,0.911040008,0.911040008
40801,0.887574915,0.887574915,0.887574915,0.887574915,0.887574915,0.855774779,0.855774779,0.855774779,0.855774779,0.855774779,0.887574915,0.887574915,0.887574915,0.855774779,0.855774779,0.855774779
40802,0.887230287,0.887230287,0.887230287,0.887230287,0.887230287,0.85571363,0.85571363,0.85571363,0.85571363,0.85571363,0.887230287,0.887230287,0.887230287,0.85571363,0.85571363,0.85571363
40803,0.887229356,0.887229356,0.887229356,0.887229356,0.887229356,0.855746025,0.855746025,0.855746025,0.855746025,0.855746025,0.887229356,0.887229356,0.887229356,0.855746025,0.855746025,0.855746025
40804,0.865552726,0.865552726,0.865552726,0.865552726,0.865552726,0.847741304,0.847741304,0.847741304,0.847741304,0.847741304,0.865552726,0.865552726,0.865552726,0.847741304,0.847741304,0.847741304
40805,0.865651881,0.865651881,0.865651881,0.865651881,0.865651881,0.847758799,0.847758799,0.847758799,0.847758799,0.847758799,0.865651881,0.865651881,0.865651881,0.847758799,0.847758799,0.847758799
40806,0.865831204,0.865831204,0.865831204,0.865831204,0.865831204,0.848318942,0.848318942,0.848318942,0.848318942,0.848318942,0.865831204,0.865831204,0.865831204,0.848318942,0.848318942,0.848318942
40807,0.708798199,0.708798199,0.708798199,0.708798199,0.708798199,0.571717683,0.571717683,0.571717683,0.571717683,0.571717683,0.708798199,0.708798199,0.708798199,0.571717683,0.571717683,0.571717683
40808,0.192907825,0.192907825,0.192907825,0.192907825,0.192907825,0.175053863,0.175053863,0.175053863,0.175053863,0.175053863,0.192907825,0.192907825,0.192907825,0.175053863,0.175053863,0.175053863
40809,0.099349578,0.099349578,0.099349578,0.099349578,0.099349578,0.110826833,0.110826833,0.110826833,0.110826833,0.110826833,0.099349578,0.099349578,0.099349578,0.110826833,0.110826833,0.110826833
40810,0.067483521,0.067483521,0.067483521,0.067483521,0.067483521,0.126272103,0.126272103,0.126272103,0.126272103,0.126272103,0.067483521,0.067483521,0.067483521,0.126272103,0.126272103,0.126272103
40811,0.054546739,0.054546739,0.054546739,0.054546739,0.054546739,0.11080628,0.11080628,0.11080628,0.11080628,0.11080628,0.054546739,0.054546739,0.054546739,0.11080628,0.11080628,0.11080628
40812,0.052767981,0.052767981,0.052767981,0.052767981,0.052767981,0.106886698,0.106886698,0.106886698,0.106886698,0.106886698,0.052767981,0.052767981,0.052767981,0.106886698,0.106886698,0.106886698
