;,2025 Energy Code: Long-term System Cost (LSC) NEM3 Hourly Factors,,,,,,,,,,,,,,,
;,Source:,,E3 via CEC  ~4/5/23:  PV_Export_Factors_20221209.xlsx,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Last modified:,,05/16/23 - SAC - converted into look-up table for CBECC(-Res) rulesets,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Electricity TDV (CZ1; 30-yr PV$/kWh),Electricity TDV (CZ2; 30-yr PV$/kWh),Electricity TDV (CZ3; 30-yr PV$/kWh),Electricity TDV (CZ4; 30-yr PV$/kWh),Electricity TDV (CZ5; 30-yr PV$/kWh),Electricity TDV (CZ6; 30-yr PV$/kWh),Electricity TDV (CZ7; 30-yr PV$/kWh),Electricity TDV (CZ8; 30-yr PV$/kWh),Electricity TDV (CZ9; 30-yr PV$/kWh),Electricity TDV (CZ10; 30-yr PV$/kWh),Electricity TDV (CZ11; 30-yr PV$/kWh),Electricity TDV (CZ12; 30-yr PV$/kWh),Electricity TDV (CZ13; 30-yr PV$/kWh),Electricity TDV (CZ14; 30-yr PV$/kWh),Electricity TDV (CZ15; 30-yr PV$/kWh),Electricity TDV (CZ16; 30-yr PV$/kWh)
; MoDaHr,,,,,,,,,,,,,,,,
; CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
100104,2.200875535,2.200875535,2.200875535,2.200875535,2.200875535,2.111862081,2.111862081,2.111862081,2.111862081,2.111862081,2.200875535,2.200875535,2.200875535,2.111862081,2.111862081,2.111862081
100105,2.201758168,2.201758168,2.201758168,2.201758168,2.201758168,2.112913002,2.112913002,2.112913002,2.112913002,2.112913002,2.201758168,2.201758168,2.201758168,2.112913002,2.112913002,2.112913002
100106,2.212839615,2.212839615,2.212839615,2.212839615,2.212839615,2.116761904,2.116761904,2.116761904,2.116761904,2.116761904,2.212839615,2.212839615,2.212839615,2.116761904,2.116761904,2.116761904
100107,2.217525653,2.217525653,2.217525653,2.217525653,2.217525653,1.770000426,1.770000426,1.770000426,1.770000426,1.770000426,2.217525653,2.217525653,2.217525653,1.770000426,1.770000426,1.770000426
100108,0.806630877,0.806630877,0.806630877,0.806630877,0.806630877,0.786305493,0.786305493,0.786305493,0.786305493,0.786305493,0.806630877,0.806630877,0.806630877,0.786305493,0.786305493,0.786305493
100109,0.670214923,0.670214923,0.670214923,0.670214923,0.670214923,0.737316531,0.737316531,0.737316531,0.737316531,0.737316531,0.670214923,0.670214923,0.670214923,0.737316531,0.737316531,0.737316531
100110,0.6615777,0.6615777,0.6615777,0.6615777,0.6615777,0.752929973,0.752929973,0.752929973,0.752929973,0.752929973,0.6615777,0.6615777,0.6615777,0.752929973,0.752929973,0.752929973
100111,0.665408293,0.665408293,0.665408293,0.665408293,0.665408293,0.735241299,0.735241299,0.735241299,0.735241299,0.735241299,0.665408293,0.665408293,0.665408293,0.735241299,0.735241299,0.735241299
100112,0.662949584,0.662949584,0.662949584,0.662949584,0.662949584,0.748117173,0.748117173,0.748117173,0.748117173,0.748117173,0.662949584,0.662949584,0.662949584,0.748117173,0.748117173,0.748117173
100113,0.662437261,0.662437261,0.662437261,0.662437261,0.662437261,0.755461304,0.755461304,0.755461304,0.755461304,0.755461304,0.662437261,0.662437261,0.662437261,0.755461304,0.755461304,0.755461304
100114,0.690019561,0.690019561,0.690019561,0.690019561,0.690019561,0.742893176,0.742893176,0.742893176,0.742893176,0.742893176,0.690019561,0.690019561,0.690019561,0.742893176,0.742893176,0.742893176
100115,0.694823104,0.694823104,0.694823104,0.694823104,0.694823104,0.753652605,0.753652605,0.753652605,0.753652605,0.753652605,0.694823104,0.694823104,0.694823104,0.753652605,0.753652605,0.753652605
100116,0.679216088,0.679216088,0.679216088,0.679216088,0.679216088,0.779805294,0.779805294,0.779805294,0.779805294,0.779805294,0.679216088,0.679216088,0.679216088,0.779805294,0.779805294,0.779805294
100117,1.551041708,1.551041708,1.551041708,1.551041708,1.551041708,1.47739663,1.47739663,1.47739663,1.47739663,1.47739663,1.551041708,1.551041708,1.551041708,1.47739663,1.47739663,1.47739663
100118,2.273407403,2.273407403,2.273407403,19.76177791,2.273407403,2.16596201,2.16596201,13.6179389,12.32138982,13.11626462,2.273407403,3.671946446,8.818717617,3.521797995,5.105445703,2.16596201
100119,2.266433278,2.266433278,6.01467649,20.15078648,2.266433278,2.160308845,2.160308845,13.1306485,11.11328007,12.18965549,2.266433278,3.36684677,6.148382964,2.228575367,2.366138263,2.160308845
100120,2.276587635,2.276587635,6.023051549,19.50169932,2.276587635,2.163620956,2.163620956,10.5159645,10.42931295,11.17275774,2.276587635,2.276587635,2.42894024,2.163620956,2.163620956,2.163620956
100121,2.292380466,2.292380466,10.33860426,15.7528808,2.292380466,3.021007021,2.173097719,8.724171607,11.88713691,6.503582596,2.292380466,2.292380466,2.292380466,2.173097719,2.173097719,2.173097719
100122,8.544757472,8.544757472,8.544757472,11.28006572,8.544757472,8.424416882,8.424416882,8.984797741,15.36143857,8.487677509,8.544757472,8.544757472,8.544757472,8.424416882,8.424416882,8.424416882
100123,8.303708503,8.303708503,8.303708503,8.303708503,8.303708503,8.14293726,8.14293726,8.14293726,11.68153518,8.14293726,8.303708503,8.303708503,8.303708503,8.14293726,8.14293726,8.14293726
100124,9.110132183,9.110132183,9.110132183,9.110132183,9.110132183,9.017409291,9.017409291,9.017409291,9.365366088,9.017409291,9.110132183,9.110132183,9.110132183,9.017409291,9.017409291,9.017409291
100201,8.915128841,8.915128841,8.915128841,8.915128841,8.915128841,8.840677799,8.840677799,8.840677799,8.840677799,8.840677799,8.915128841,8.915128841,8.915128841,8.840677799,8.840677799,8.840677799
100202,2.812685946,2.812685946,2.812685946,2.812685946,2.812685946,2.74274955,2.74274955,2.74274955,2.74274955,2.74274955,2.812685946,2.812685946,2.812685946,2.74274955,2.74274955,2.74274955
100203,2.196031502,2.196031502,2.196031502,2.196031502,2.196031502,2.147016785,2.147016785,2.147016785,2.147016785,2.147016785,2.196031502,2.196031502,2.196031502,2.147016785,2.147016785,2.147016785
100204,2.156099214,2.156099214,2.156099214,2.156099214,2.156099214,2.138750809,2.138750809,2.138750809,2.138750809,2.138750809,2.156099214,2.156099214,2.156099214,2.138750809,2.138750809,2.138750809
100205,2.421221622,2.421221622,2.421221622,2.421221622,2.421221622,2.370852916,2.370852916,2.370852916,2.370852916,2.370852916,2.421221622,2.421221622,2.421221622,2.370852916,2.370852916,2.370852916
100206,4.415115295,4.415115295,4.415115295,4.415115295,4.415115295,4.344437108,4.344437108,4.344437108,4.344437108,4.344437108,4.415115295,4.415115295,4.415115295,4.344437108,4.344437108,4.344437108
100207,3.594055075,3.594055075,3.594055075,3.594055075,3.594055075,3.38172942,3.38172942,3.38172942,3.38172942,3.38172942,3.594055075,3.594055075,3.594055075,3.38172942,3.38172942,3.38172942
100208,1.045412243,1.045412243,1.045412243,1.045412243,1.045412243,0.928874469,0.928874469,0.928874469,0.928874469,0.928874469,1.045412243,1.045412243,1.045412243,0.928874469,0.928874469,0.928874469
100209,0.842393143,0.842393143,0.842393143,0.842393143,0.842393143,0.915397766,0.915397766,0.915397766,0.915397766,0.915397766,0.842393143,0.842393143,0.842393143,0.915397766,0.915397766,0.915397766
100210,0.825872051,0.825872051,0.825872051,0.825872051,0.825872051,0.92244114,0.92244114,0.92244114,0.92244114,0.92244114,0.825872051,0.825872051,0.825872051,0.92244114,0.92244114,0.92244114
100211,0.823317965,0.823317965,0.823317965,0.823317965,0.823317965,0.916519364,0.916519364,0.916519364,0.916519364,0.916519364,0.823317965,0.823317965,0.823317965,0.916519364,0.916519364,0.916519364
100212,0.826674612,0.826674612,0.826674612,0.826674612,0.826674612,0.917318603,0.917318603,0.917318603,0.917318603,0.917318603,0.826674612,0.826674612,0.826674612,0.917318603,0.917318603,0.917318603
100213,0.847796038,0.847796038,0.847796038,0.847796038,0.847796038,0.925398001,0.925398001,0.925398001,0.925398001,0.925398001,0.847796038,0.847796038,0.847796038,0.925398001,0.925398001,0.925398001
100214,0.849397054,0.849397054,0.849397054,0.849397054,0.849397054,0.916732429,0.916732429,0.916732429,0.916732429,0.916732429,0.849397054,0.849397054,0.849397054,0.916732429,0.916732429,0.916732429
100215,0.865062446,0.865062446,0.865062446,0.865062446,0.865062446,0.930214716,0.930214716,0.930214716,0.930214716,0.930214716,0.865062446,0.865062446,0.865062446,0.930214716,0.930214716,0.930214716
100216,0.867796034,0.867796034,0.867796034,0.867796034,0.867796034,0.94974072,0.94974072,0.94974072,0.94974072,0.94974072,0.867796034,0.867796034,0.867796034,0.94974072,0.94974072,0.94974072
100217,1.588601615,1.588601615,1.588601615,1.588601615,1.588601615,1.682366368,1.682366368,1.682366368,1.682366368,1.682366368,1.588601615,1.588601615,1.588601615,1.682366368,1.682366368,1.682366368
100218,2.235921936,2.235921936,2.235921936,26.32418046,2.235921936,2.137635354,2.137635354,11.52671699,8.928910942,7.261951316,2.235921936,7.000115285,10.38067081,2.736509156,4.808754461,2.137635354
100219,2.231739914,2.231739914,9.243705127,20.73818441,2.231739914,2.137810467,2.137810467,11.65894546,8.074825654,7.246152729,2.231739914,7.622230569,6.420015861,3.959841908,3.43140727,2.137810467
100220,2.244099235,2.244099235,8.185662238,17.05077154,2.244099235,2.142763506,2.142763506,8.24986341,7.085969249,6.682711128,2.244099235,6.076089569,2.244099235,2.190131611,2.142763506,2.142763506
100221,2.723340687,2.723340687,14.23094115,13.37511904,2.723340687,2.612981104,2.612981104,6.8492156,6.732937091,6.274092934,2.723340687,4.978500734,3.107002719,2.749799342,2.612981104,2.612981104
100222,7.603223063,7.603223063,7.603223063,8.787795651,7.603223063,7.457543268,7.457543268,7.457543268,8.247917361,7.457543268,7.603223063,7.603223063,7.603223063,7.457543268,7.457543268,7.457543268
100223,5.771269855,5.771269855,5.771269855,5.771269855,5.771269855,5.661400766,5.661400766,5.661400766,5.661400766,5.661400766,5.771269855,5.771269855,5.771269855,5.661400766,5.661400766,5.661400766
100224,6.633184021,6.633184021,6.633184021,6.633184021,6.633184021,6.541612102,6.541612102,6.541612102,6.541612102,6.541612102,6.633184021,6.633184021,6.633184021,6.541612102,6.541612102,6.541612102
100301,4.217178364,4.217178364,4.217178364,4.217178364,4.217178364,4.14731243,4.14731243,4.14731243,4.14731243,4.14731243,4.217178364,4.217178364,4.217178364,4.14731243,4.14731243,4.14731243
100302,2.729250595,2.729250595,2.729250595,2.729250595,2.729250595,2.679331849,2.679331849,2.679331849,2.679331849,2.679331849,2.729250595,2.729250595,2.729250595,2.679331849,2.679331849,2.679331849
100303,2.463981803,2.463981803,2.463981803,2.463981803,2.463981803,2.416957269,2.416957269,2.416957269,2.416957269,2.416957269,2.463981803,2.463981803,2.463981803,2.416957269,2.416957269,2.416957269
100304,2.195127393,2.195127393,2.195127393,2.195127393,2.195127393,2.158104706,2.158104706,2.158104706,2.158104706,2.158104706,2.195127393,2.195127393,2.195127393,2.158104706,2.158104706,2.158104706
100305,2.204964315,2.204964315,2.204964315,2.204964315,2.204964315,2.155546128,2.155546128,2.155546128,2.155546128,2.155546128,2.204964315,2.204964315,2.204964315,2.155546128,2.155546128,2.155546128
100306,2.845241995,2.845241995,2.845241995,2.845241995,2.845241995,2.786628811,2.786628811,2.786628811,2.786628811,2.786628811,2.845241995,2.845241995,2.845241995,2.786628811,2.786628811,2.786628811
100307,2.779461301,2.779461301,2.779461301,2.779461301,2.779461301,2.493459274,2.493459274,2.493459274,2.493459274,2.493459274,2.779461301,2.779461301,2.779461301,2.493459274,2.493459274,2.493459274
100308,1.247225567,1.247225567,1.247225567,1.247225567,1.247225567,1.088170235,1.088170235,1.088170235,1.088170235,1.088170235,1.247225567,1.247225567,1.247225567,1.088170235,1.088170235,1.088170235
100309,1.138014566,1.138014566,1.138014566,1.138014566,1.138014566,1.07305607,1.07305607,1.07305607,1.07305607,1.07305607,1.138014566,1.138014566,1.138014566,1.07305607,1.07305607,1.07305607
100310,1.129592723,1.129592723,1.129592723,1.129592723,1.129592723,1.079833077,1.079833077,1.079833077,1.079833077,1.079833077,1.129592723,1.129592723,1.129592723,1.079833077,1.079833077,1.079833077
100311,1.131426531,1.131426531,1.131426531,1.131426531,1.131426531,1.080441263,1.080441263,1.080441263,1.080441263,1.080441263,1.131426531,1.131426531,1.131426531,1.080441263,1.080441263,1.080441263
100312,1.137988688,1.137988688,1.137988688,1.137988688,1.137988688,1.074168295,1.074168295,1.074168295,1.074168295,1.074168295,1.137988688,1.137988688,1.137988688,1.074168295,1.074168295,1.074168295
100313,1.146002801,1.146002801,1.146002801,1.146002801,1.146002801,1.086876397,1.086876397,1.086876397,1.086876397,1.086876397,1.146002801,1.146002801,1.146002801,1.086876397,1.086876397,1.086876397
100314,1.155011691,1.155011691,1.155011691,1.155011691,1.155011691,1.076280159,1.076280159,1.076280159,1.076280159,1.076280159,1.155011691,1.155011691,1.155011691,1.076280159,1.076280159,1.076280159
100315,1.159210375,1.159210375,1.159210375,1.159210375,1.159210375,1.093503598,1.093503598,1.093503598,1.093503598,1.093503598,1.159210375,1.159210375,1.159210375,1.093503598,1.093503598,1.093503598
100316,1.154418393,1.154418393,1.154418393,1.154418393,1.154418393,1.110887221,1.110887221,1.110887221,1.110887221,1.110887221,1.154418393,1.154418393,1.154418393,1.110887221,1.110887221,1.110887221
100317,2.026673549,2.026673549,2.026673549,2.026673549,2.026673549,1.874614219,1.874614219,1.874614219,1.874614219,1.874614219,2.026673549,2.026673549,2.026673549,1.874614219,1.874614219,1.874614219
100318,2.279849291,2.279849291,2.279849291,2.279849291,17.18785684,5.912046408,42.20120098,14.7093038,7.002664456,6.245986807,10.94846481,23.90929503,19.59758834,2.77161172,7.831631251,2.150706962
100319,2.262801636,2.262801636,2.262801636,2.262801636,16.26380411,2.678213603,33.48772521,13.39056099,5.931368297,5.187010507,7.679203685,15.71180904,17.33921701,2.869049182,4.281693694,2.150311428
100320,2.283949857,2.283949857,2.283949857,2.283949857,15.29375579,2.155253045,4.151339806,11.2035367,4.18734346,3.661656231,5.890856261,8.490983561,13.07228472,2.155253045,2.155253045,2.155253045
100321,2.295712327,2.295712327,2.295712327,2.295712327,15.91635117,2.162280468,2.162280468,10.84193279,3.544398228,2.996377482,2.295712327,4.862744211,10.43231505,2.162280468,2.162280468,2.162280468
100322,2.287170703,2.287170703,2.287170703,2.287170703,9.072409499,2.159325244,2.159325244,6.867961723,2.159325244,2.159325244,2.287170703,2.294651263,2.287170703,2.159325244,2.159325244,2.159325244
100323,2.264512846,2.264512846,2.264512846,2.264512846,2.264512846,2.157933235,2.157933235,2.157933235,2.157933235,2.157933235,2.264512846,2.264512846,2.264512846,2.157933235,2.157933235,2.157933235
100324,2.250872712,2.250872712,2.250872712,2.250872712,2.250872712,2.156605835,2.156605835,2.156605835,2.156605835,2.156605835,2.250872712,2.250872712,2.250872712,2.156605835,2.156605835,2.156605835
100401,2.254436172,2.254436172,2.254436172,2.254436172,2.254436172,2.146433647,2.146433647,2.146433647,2.146433647,2.146433647,2.254436172,2.254436172,2.254436172,2.146433647,2.146433647,2.146433647
100402,2.24758885,2.24758885,2.24758885,2.24758885,2.24758885,2.143380171,2.143380171,2.143380171,2.143380171,2.143380171,2.24758885,2.24758885,2.24758885,2.143380171,2.143380171,2.143380171
100403,2.239676476,2.239676476,2.239676476,2.239676476,2.239676476,2.137242388,2.137242388,2.137242388,2.137242388,2.137242388,2.239676476,2.239676476,2.239676476,2.137242388,2.137242388,2.137242388
100404,2.234602407,2.234602407,2.234602407,2.234602407,2.234602407,2.135992988,2.135992988,2.135992988,2.135992988,2.135992988,2.234602407,2.234602407,2.234602407,2.135992988,2.135992988,2.135992988
100405,2.237678524,2.237678524,2.237678524,2.237678524,2.237678524,2.141126024,2.141126024,2.141126024,2.141126024,2.141126024,2.237678524,2.237678524,2.237678524,2.141126024,2.141126024,2.141126024
100406,2.249684291,2.249684291,2.249684291,2.249684291,2.249684291,2.142502732,2.142502732,2.142502732,2.142502732,2.142502732,2.249684291,2.249684291,2.249684291,2.142502732,2.142502732,2.142502732
100407,2.25681456,2.25681456,2.25681456,2.25681456,2.25681456,1.997585891,1.997585891,1.997585891,1.997585891,1.997585891,2.25681456,2.25681456,2.25681456,1.997585891,1.997585891,1.997585891
100408,1.232570447,1.232570447,1.232570447,1.232570447,1.232570447,0.892132443,0.892132443,0.892132443,0.892132443,0.892132443,1.232570447,1.232570447,1.232570447,0.892132443,0.892132443,0.892132443
100409,0.867049342,0.867049342,0.867049342,0.867049342,0.867049342,0.844333905,0.844333905,0.844333905,0.844333905,0.844333905,0.867049342,0.867049342,0.867049342,0.844333905,0.844333905,0.844333905
100410,0.787544171,0.787544171,0.787544171,0.787544171,0.787544171,0.854068463,0.854068463,0.854068463,0.854068463,0.854068463,0.787544171,0.787544171,0.787544171,0.854068463,0.854068463,0.854068463
100411,0.789006879,0.789006879,0.789006879,0.789006879,0.789006879,0.846157574,0.846157574,0.846157574,0.846157574,0.846157574,0.789006879,0.789006879,0.789006879,0.846157574,0.846157574,0.846157574
100412,0.78241366,0.78241366,0.78241366,0.78241366,0.78241366,0.847227661,0.847227661,0.847227661,0.847227661,0.847227661,0.78241366,0.78241366,0.78241366,0.847227661,0.847227661,0.847227661
100413,0.798131633,0.798131633,0.798131633,0.798131633,0.798131633,0.846247744,0.846247744,0.846247744,0.846247744,0.846247744,0.798131633,0.798131633,0.798131633,0.846247744,0.846247744,0.846247744
100414,0.793843919,0.793843919,0.793843919,0.793843919,0.793843919,0.851882454,0.851882454,0.851882454,0.851882454,0.851882454,0.793843919,0.793843919,0.793843919,0.851882454,0.851882454,0.851882454
100415,0.807672792,0.807672792,0.807672792,0.807672792,0.807672792,0.849025958,0.849025958,0.849025958,0.849025958,0.849025958,0.807672792,0.807672792,0.807672792,0.849025958,0.849025958,0.849025958
100416,0.79768301,0.79768301,0.79768301,0.79768301,0.79768301,0.872301745,0.872301745,0.872301745,0.872301745,0.872301745,0.79768301,0.79768301,0.79768301,0.872301745,0.872301745,0.872301745
100417,1.429716421,1.429716421,1.429716421,1.429716421,1.429716421,1.436366765,1.436366765,1.436366765,1.436366765,1.436366765,1.429716421,1.429716421,1.429716421,1.436366765,1.436366765,1.436366765
100418,2.262505435,2.262505435,2.262505435,2.262505435,34.6901608,4.623032965,36.59326555,2.134981449,2.134981449,2.134981449,2.262505435,2.262505435,2.262505435,2.134981449,4.024501094,2.134981449
100419,2.262467833,2.262467833,2.262467833,2.262467833,31.11438383,2.533003033,29.75387173,2.136068564,2.136068564,2.136068564,2.262467833,2.262467833,2.262467833,2.136068564,3.391250788,2.136068564
100420,2.265071955,2.265071955,2.265071955,2.265071955,29.94390733,2.13719663,7.146229938,2.13719663,2.13719663,2.13719663,2.265071955,2.265071955,2.265071955,2.13719663,2.13719663,2.13719663
100421,2.272979011,2.272979011,2.272979011,2.272979011,23.61625695,2.139471581,2.139471581,2.139471581,2.139471581,2.139471581,2.272979011,2.272979011,2.272979011,2.139471581,2.139471581,2.139471581
100422,2.269691572,2.269691572,2.269691572,2.269691572,12.3350657,2.141020232,2.141020232,2.141020232,2.141020232,2.141020232,2.269691572,2.269691572,2.269691572,2.141020232,2.141020232,2.141020232
100423,2.267023129,2.267023129,2.267023129,2.267023129,2.267023129,2.142508148,2.142508148,2.142508148,2.142508148,2.142508148,2.267023129,2.267023129,2.267023129,2.142508148,2.142508148,2.142508148
100424,2.261749113,2.261749113,2.261749113,2.261749113,2.261749113,2.141501924,2.141501924,2.141501924,2.141501924,2.141501924,2.261749113,2.261749113,2.261749113,2.141501924,2.141501924,2.141501924
100501,2.544955029,2.544955029,2.544955029,2.544955029,2.544955029,2.433279321,2.433279321,2.433279321,2.433279321,2.433279321,2.544955029,2.544955029,2.544955029,2.433279321,2.433279321,2.433279321
100502,2.213179609,2.213179609,2.213179609,2.213179609,2.213179609,2.105050692,2.105050692,2.105050692,2.105050692,2.105050692,2.213179609,2.213179609,2.213179609,2.105050692,2.105050692,2.105050692
100503,1.987594832,1.987594832,1.987594832,1.987594832,1.987594832,1.884037735,1.884037735,1.884037735,1.884037735,1.884037735,1.987594832,1.987594832,1.987594832,1.884037735,1.884037735,1.884037735
100504,1.978072807,1.978072807,1.978072807,1.978072807,1.978072807,1.879847737,1.879847737,1.879847737,1.879847737,1.879847737,1.978072807,1.978072807,1.978072807,1.879847737,1.879847737,1.879847737
100505,1.978745547,1.978745547,1.978745547,1.978745547,1.978745547,1.880547694,1.880547694,1.880547694,1.880547694,1.880547694,1.978745547,1.978745547,1.978745547,1.880547694,1.880547694,1.880547694
100506,1.990867343,1.990867343,1.990867343,1.990867343,1.990867343,1.884996733,1.884996733,1.884996733,1.884996733,1.884996733,1.990867343,1.990867343,1.990867343,1.884996733,1.884996733,1.884996733
100507,2.105629873,2.105629873,2.105629873,2.105629873,2.105629873,1.964440344,1.964440344,1.964440344,1.964440344,1.964440344,2.105629873,2.105629873,2.105629873,1.964440344,1.964440344,1.964440344
100508,1.824078201,1.824078201,1.824078201,1.824078201,1.824078201,1.328322611,1.328322611,1.328322611,1.328322611,1.328322611,1.824078201,1.824078201,1.824078201,1.328322611,1.328322611,1.328322611
100509,1.28237919,1.28237919,1.28237919,1.28237919,1.28237919,1.140005564,1.140005564,1.140005564,1.140005564,1.140005564,1.28237919,1.28237919,1.28237919,1.140005564,1.140005564,1.140005564
100510,1.181912667,1.181912667,1.181912667,1.181912667,1.181912667,1.123671719,1.123671719,1.123671719,1.123671719,1.123671719,1.181912667,1.181912667,1.181912667,1.123671719,1.123671719,1.123671719
100511,1.194054013,1.194054013,1.194054013,1.194054013,1.194054013,1.127767745,1.127767745,1.127767745,1.127767745,1.127767745,1.194054013,1.194054013,1.194054013,1.127767745,1.127767745,1.127767745
100512,1.158355473,1.158355473,1.158355473,1.158355473,1.158355473,1.135299451,1.135299451,1.135299451,1.135299451,1.135299451,1.158355473,1.158355473,1.158355473,1.135299451,1.135299451,1.135299451
100513,1.151565173,1.151565173,1.151565173,1.151565173,1.151565173,1.13352524,1.13352524,1.13352524,1.13352524,1.13352524,1.151565173,1.151565173,1.151565173,1.13352524,1.13352524,1.13352524
100514,1.187932506,1.187932506,1.187932506,1.187932506,1.187932506,1.142489201,1.142489201,1.142489201,1.142489201,1.142489201,1.187932506,1.187932506,1.187932506,1.142489201,1.142489201,1.142489201
100515,1.204601006,1.204601006,1.204601006,1.204601006,1.204601006,1.145931051,1.145931051,1.145931051,1.145931051,1.145931051,1.204601006,1.204601006,1.204601006,1.145931051,1.145931051,1.145931051
100516,1.344102712,1.344102712,1.344102712,1.344102712,1.344102712,1.280162258,1.280162258,1.280162258,1.280162258,1.280162258,1.344102712,1.344102712,1.344102712,1.280162258,1.280162258,1.280162258
100517,1.754022391,1.754022391,1.754022391,1.754022391,1.754022391,1.665373792,1.665373792,1.665373792,1.665373792,1.665373792,1.754022391,1.754022391,1.754022391,1.665373792,1.665373792,1.665373792
100518,1.988067497,1.988067497,1.988067497,1.988067497,32.66412372,1.882736904,5.709653462,1.882736904,1.882736904,1.882736904,1.988067497,1.988067497,1.988067497,1.882736904,1.882736904,1.882736904
100519,1.984245308,1.984245308,1.984245308,1.984245308,28.73571334,2.145308175,1.881990132,1.881990132,1.881990132,1.881990132,1.984245308,1.984245308,1.984245308,1.881990132,1.881990132,1.881990132
100520,1.994790275,1.994790275,1.994790275,1.994790275,25.84081489,4.312780207,1.884985573,1.884985573,1.884985573,1.884985573,1.994790275,1.994790275,1.994790275,1.884985573,1.884985573,1.884985573
100521,2.000917656,2.000917656,2.000917656,2.000917656,19.89482756,3.464771819,1.886674756,1.886674756,1.886674756,1.886674756,2.000917656,2.000917656,2.000917656,1.886674756,1.886674756,1.886674756
100522,2.080803278,2.080803278,2.080803278,2.080803278,9.553662962,1.965948799,1.965948799,1.965948799,1.965948799,1.965948799,2.080803278,2.080803278,2.080803278,1.965948799,1.965948799,1.965948799
100523,2.548213673,2.548213673,2.548213673,2.548213673,2.548213673,2.432210604,2.432210604,2.432210604,2.432210604,2.432210604,2.548213673,2.548213673,2.548213673,2.432210604,2.432210604,2.432210604
100524,2.006097263,2.006097263,2.006097263,2.006097263,2.006097263,1.891606611,1.891606611,1.891606611,1.891606611,1.891606611,2.006097263,2.006097263,2.006097263,1.891606611,1.891606611,1.891606611
100601,1.873741855,1.873741855,1.873741855,1.873741855,1.873741855,1.768016579,1.768016579,1.768016579,1.768016579,1.768016579,1.873741855,1.873741855,1.873741855,1.768016579,1.768016579,1.768016579
100602,1.865220335,1.865220335,1.865220335,1.865220335,1.865220335,1.767585728,1.767585728,1.767585728,1.767585728,1.767585728,1.865220335,1.865220335,1.865220335,1.767585728,1.767585728,1.767585728
100603,1.863581565,1.863581565,1.863581565,1.863581565,1.863581565,1.766300046,1.766300046,1.766300046,1.766300046,1.766300046,1.863581565,1.863581565,1.863581565,1.766300046,1.766300046,1.766300046
100604,1.845628032,1.845628032,1.845628032,1.845628032,1.845628032,1.761102915,1.761102915,1.761102915,1.761102915,1.761102915,1.845628032,1.845628032,1.845628032,1.761102915,1.761102915,1.761102915
100605,1.848350993,1.848350993,1.848350993,1.848350993,1.848350993,1.763507157,1.763507157,1.763507157,1.763507157,1.763507157,1.848350993,1.848350993,1.848350993,1.763507157,1.763507157,1.763507157
100606,1.848798691,1.848798691,1.848798691,1.848798691,1.848798691,1.763531427,1.763531427,1.763531427,1.763531427,1.763531427,1.848798691,1.848798691,1.848798691,1.763531427,1.763531427,1.763531427
100607,1.837643777,1.837643777,1.837643777,1.837643777,1.837643777,1.727867963,1.727867963,1.727867963,1.727867963,1.727867963,1.837643777,1.837643777,1.837643777,1.727867963,1.727867963,1.727867963
100608,0.69162858,0.69162858,0.69162858,0.69162858,0.69162858,0.62935393,0.62935393,0.62935393,0.62935393,0.62935393,0.69162858,0.69162858,0.69162858,0.62935393,0.62935393,0.62935393
100609,0.478467787,0.478467787,0.478467787,0.478467787,0.478467787,0.572927808,0.572927808,0.572927808,0.572927808,0.572927808,0.478467787,0.478467787,0.478467787,0.572927808,0.572927808,0.572927808
100610,0.453693318,0.453693318,0.453693318,0.453693318,0.453693318,0.580356798,0.580356798,0.580356798,0.580356798,0.580356798,0.453693318,0.453693318,0.453693318,0.580356798,0.580356798,0.580356798
100611,0.449984581,0.449984581,0.449984581,0.449984581,0.449984581,0.56082982,0.56082982,0.56082982,0.56082982,0.56082982,0.449984581,0.449984581,0.449984581,0.56082982,0.56082982,0.56082982
100612,0.448336495,0.448336495,0.448336495,0.448336495,0.448336495,0.573177966,0.573177966,0.573177966,0.573177966,0.573177966,0.448336495,0.448336495,0.448336495,0.573177966,0.573177966,0.573177966
100613,0.451496581,0.451496581,0.451496581,0.451496581,0.451496581,0.575523144,0.575523144,0.575523144,0.575523144,0.575523144,0.451496581,0.451496581,0.451496581,0.575523144,0.575523144,0.575523144
100614,0.457081225,0.457081225,0.457081225,0.457081225,0.457081225,0.574462313,0.574462313,0.574462313,0.574462313,0.574462313,0.457081225,0.457081225,0.457081225,0.574462313,0.574462313,0.574462313
100615,0.497352786,0.497352786,0.497352786,0.497352786,0.497352786,0.595441085,0.595441085,0.595441085,0.595441085,0.595441085,0.497352786,0.497352786,0.497352786,0.595441085,0.595441085,0.595441085
100616,0.512186136,0.512186136,0.512186136,0.512186136,0.512186136,0.665100794,0.665100794,0.665100794,0.665100794,0.665100794,0.512186136,0.512186136,0.512186136,0.665100794,0.665100794,0.665100794
100617,1.032169812,1.032169812,1.032169812,1.032169812,1.032169812,1.503133686,1.503133686,1.503133686,1.503133686,1.503133686,1.032169812,1.032169812,1.032169812,1.503133686,1.503133686,1.503133686
