,MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,30503,3.126146994,3.126146994,3.126146994,3.126146994,3.126146994,3.153458626,3.144795202,3.153458626,3.153458626,3.153458626,3.126146994,3.126146994,3.126146994,3.153458626,3.153458626,3.153458626,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30504,3.126722765,3.126722765,3.126722765,3.126722765,3.126722765,3.154039427,3.145374408,3.154039427,3.154039427,3.154039427,3.126722765,3.126722765,3.126722765,3.154039427,3.154039427,3.154039427,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30505,3.134300237,3.134300237,3.134300237,3.134300237,3.134300237,3.1616831,3.152997082,3.1616831,3.1616831,3.1616831,3.134300237,3.134300237,3.134300237,3.1616831,3.1616831,3.1616831,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30506,3.166707665,3.166707665,3.166707665,3.166707665,3.166707665,3.194373655,3.185597827,3.194373655,3.194373655,3.194373655,3.166707665,3.166707665,3.166707665,3.194373655,3.194373655,3.194373655,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30507,3.177136333,3.177136333,3.177136333,3.177136333,3.177136333,3.204893434,3.196088705,3.204893434,3.204893434,3.204893434,3.177136333,3.177136333,3.177136333,3.204893434,3.204893434,3.204893434,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30508,3.103655948,3.103655948,3.103655948,3.103655948,3.103655948,3.130771087,3.122169992,3.130771087,3.130771087,3.130771087,3.103655948,3.103655948,3.103655948,3.130771087,3.130771087,3.130771087,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30509,1.280948405,1.280948405,1.280948405,1.280948405,1.280948405,1.265755769,1.264435513,1.265755769,1.265755769,1.265755769,1.280948405,1.280948405,1.280948405,1.265755769,1.265755769,1.265755769,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30510,0.5347754,0.5347754,0.5347754,0.5347754,0.5347754,0.528432719,0.527881533,0.528432719,0.528432719,0.528432719,0.5347754,0.5347754,0.5347754,0.528432719,0.528432719,0.528432719,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30511,0.538754432,0.538754432,0.538754432,0.538754432,0.538754432,0.532364557,0.53180927,0.532364557,0.532364557,0.532364557,0.538754432,0.538754432,0.538754432,0.532364557,0.532364557,0.532364557,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30512,0.537455163,0.537455163,0.537455163,0.537455163,0.537455163,0.531080698,0.53052675,0.531080698,0.531080698,0.531080698,0.537455163,0.537455163,0.537455163,0.531080698,0.531080698,0.531080698,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30513,0.532744494,0.532744494,0.532744494,0.532744494,0.532744494,0.526425899,0.525876807,0.526425899,0.526425899,0.526425899,0.532744494,0.532744494,0.532744494,0.526425899,0.526425899,0.526425899,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30514,0.53191181,0.53191181,0.53191181,0.53191181,0.53191181,0.525603092,0.525054857,0.525603092,0.525603092,0.525603092,0.53191181,0.53191181,0.53191181,0.525603092,0.525603092,0.525603092,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30515,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,0.528998077,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30516,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,0.595950128,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30517,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,3.18789984,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30518,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,3.210903872,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30519,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,3.212118309,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30520,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,3.212859442,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30521,3.234540358,3.234540358,3.234540358,3.234540358,3.234540358,3.196177224,3.192843428,3.196177224,3.196177224,3.196177224,3.234540358,3.234540358,3.234540358,3.196177224,3.196177224,3.196177224,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30522,3.235316104,3.235316104,3.235316104,3.235316104,3.235316104,3.19694377,3.193609173,3.19694377,3.19694377,3.19694377,3.235316104,3.235316104,3.235316104,3.19694377,3.19694377,3.19694377,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30523,3.13641492,3.13641492,3.13641492,3.13641492,3.13641492,3.163816258,3.155124379,3.163816258,3.163816258,3.163816258,3.13641492,3.13641492,3.13641492,3.163816258,3.163816258,3.163816258,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30524,3.123641863,3.123641863,3.123641863,3.123641863,3.123641863,3.150931609,3.142275128,3.150931609,3.150931609,3.150931609,3.123641863,3.123641863,3.123641863,3.150931609,3.150931609,3.150931609,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30601,3.245681432,3.245681432,3.245681432,3.245681432,3.245681432,3.274037379,3.265042692,3.274037379,3.274037379,3.274037379,3.245681432,3.245681432,3.245681432,3.274037379,3.274037379,3.274037379,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30602,3.22284702,3.22284702,3.22284702,3.22284702,3.22284702,3.251003473,3.242072067,3.251003473,3.251003473,3.251003473,3.22284702,3.22284702,3.22284702,3.251003473,3.251003473,3.251003473,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30603,3.217976956,3.217976956,3.217976956,3.217976956,3.217976956,3.246090861,3.237172952,3.246090861,3.246090861,3.246090861,3.217976956,3.217976956,3.217976956,3.246090861,3.246090861,3.246090861,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30604,3.218944508,3.218944508,3.218944508,3.218944508,3.218944508,3.247066867,3.238146276,3.247066867,3.247066867,3.247066867,3.218944508,3.218944508,3.218944508,3.247066867,3.247066867,3.247066867,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30605,3.277846108,3.277846108,3.277846108,3.277846108,3.277846108,3.306483061,3.297399237,3.306483061,3.306483061,3.306483061,3.277846108,3.277846108,3.277846108,3.306483061,3.306483061,3.306483061,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30606,3.278087614,3.278087614,3.278087614,3.278087614,3.278087614,3.306726678,3.297642184,3.306726678,3.306726678,3.306726678,3.278087614,3.278087614,3.278087614,3.306726678,3.306726678,3.306726678,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30607,3.287683244,3.287683244,3.287683244,3.287683244,3.287683244,3.316406139,3.307295054,3.316406139,3.316406139,3.316406139,3.287683244,3.287683244,3.287683244,3.316406139,3.316406139,3.316406139,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30608,3.232826535,3.232826535,3.232826535,3.232826535,3.232826535,3.261070174,3.252111112,3.261070174,3.261070174,3.261070174,3.232826535,3.232826535,3.232826535,3.261070174,3.261070174,3.261070174,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30609,0.394978599,0.394978599,0.394978599,0.394978599,0.394978599,0.390293971,0.389886872,0.390293971,0.390293971,0.390293971,0.394978599,0.394978599,0.394978599,0.390293971,0.390293971,0.390293971,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30617,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,0.231877749,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30618,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,3.039131019,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30619,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,3.043483752,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30620,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,3.044472237,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30621,3.064333165,3.064333165,3.064333165,3.064333165,3.064333165,3.027988767,3.024830401,3.027988767,3.027988767,3.027988767,3.064333165,3.064333165,3.064333165,3.027988767,3.027988767,3.027988767,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30622,3.063291207,3.063291207,3.063291207,3.063291207,3.063291207,3.026959167,3.023801874,3.026959167,3.026959167,3.026959167,3.063291207,3.063291207,3.063291207,3.026959167,3.026959167,3.026959167,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30623,2.97782962,2.97782962,2.97782962,2.97782962,2.97782962,3.003845475,2.99559308,3.003845475,3.003845475,3.003845475,2.97782962,2.97782962,2.97782962,3.003845475,3.003845475,3.003845475,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30624,2.979356409,2.979356409,2.979356409,2.979356409,2.979356409,3.005385602,2.997128976,3.005385602,3.005385602,3.005385602,2.979356409,2.979356409,2.979356409,3.005385602,3.005385602,3.005385602,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30701,3.211261949,3.211261949,3.211261949,3.211261949,3.211261949,3.239317189,3.230417888,3.239317189,3.239317189,3.239317189,3.211261949,3.211261949,3.211261949,3.239317189,3.239317189,3.239317189,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30702,3.140054594,3.140054594,3.140054594,3.140054594,3.140054594,3.167487729,3.158785764,3.167487729,3.167487729,3.167487729,3.140054594,3.140054594,3.140054594,3.167487729,3.167487729,3.167487729,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30703,3.094375818,3.094375818,3.094375818,3.094375818,3.094375818,3.12140988,3.112834503,3.12140988,3.12140988,3.12140988,3.094375818,3.094375818,3.094375818,3.12140988,3.12140988,3.12140988,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30704,3.106,3.106,3.106,3.106,3.106,3.133135618,3.124528027,3.133135618,3.133135618,3.133135618,3.106,3.106,3.106,3.133135618,3.133135618,3.133135618,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30705,3.166243393,3.166243393,3.166243393,3.166243393,3.166243393,3.193905328,3.185130786,3.193905328,3.193905328,3.193905328,3.166243393,3.166243393,3.166243393,3.193905328,3.193905328,3.193905328,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30706,3.228328396,3.228328396,3.228328396,3.228328396,3.228328396,3.256532737,3.247586141,3.256532737,3.256532737,3.256532737,3.228328396,3.228328396,3.228328396,3.256532737,3.256532737,3.256532737,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30707,3.264251516,3.264251516,3.264251516,3.264251516,3.264251516,3.2927697,3.283723551,3.2927697,3.2927697,3.2927697,3.264251516,3.264251516,3.264251516,3.2927697,3.2927697,3.2927697,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30708,1.827070577,1.827070577,1.827070577,1.827070577,1.827070577,1.843032807,1.837969486,1.843032807,1.843032807,1.843032807,1.827070577,1.827070577,1.827070577,1.843032807,1.843032807,1.843032807,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30709,0.041681327,0.041681327,0.041681327,0.041681327,0.041681327,0.042045477,0.041929966,0.042045477,0.042045477,0.042045477,0.041681327,0.041681327,0.041681327,0.042045477,0.042045477,0.042045477,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,30716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
