,MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,52110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52116,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,0.01841497,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52117,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,0.422744969,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52118,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,1.471440681,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52119,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,2.355119537,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52120,2.350165084,2.350165084,2.350165084,2.350165084,2.350165084,2.322291047,2.319868764,2.322291047,2.322291047,2.322291047,2.350165084,2.350165084,2.350165084,2.322291047,2.322291047,2.322291047,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52121,2.311352706,2.311352706,2.311352706,2.311352706,2.311352706,2.283939002,2.281556722,2.283939002,2.283939002,2.283939002,2.311352706,2.311352706,2.311352706,2.283939002,2.283939002,2.283939002,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52122,2.105472811,2.105472811,2.105472811,2.105472811,2.105472811,2.123867307,2.118032456,2.123867307,2.123867307,2.123867307,2.105472811,2.105472811,2.105472811,2.123867307,2.123867307,2.123867307,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52123,2.021874537,2.021874537,2.021874537,2.021874537,2.021874537,2.039538675,2.033935498,2.039538675,2.039538675,2.039538675,2.021874537,2.021874537,2.021874537,2.039538675,2.039538675,2.039538675,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52124,2.017852275,2.017852275,2.017852275,2.017852275,2.017852275,2.035481273,2.029889242,2.035481273,2.035481273,2.035481273,2.017852275,2.017852275,2.017852275,2.035481273,2.035481273,2.035481273,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52201,2.200012413,2.200012413,2.200012413,2.200012413,2.200012413,2.219232855,2.213136009,2.219232855,2.219232855,2.219232855,2.200012413,2.200012413,2.200012413,2.219232855,2.219232855,2.219232855,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52202,2.195910331,2.195910331,2.195910331,2.195910331,2.195910331,2.215094936,2.209009457,2.215094936,2.215094936,2.215094936,2.195910331,2.195910331,2.195910331,2.215094936,2.215094936,2.215094936,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52203,2.183156061,2.183156061,2.183156061,2.183156061,2.183156061,2.202229238,2.196179105,2.202229238,2.202229238,2.202229238,2.183156061,2.183156061,2.183156061,2.202229238,2.202229238,2.202229238,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52204,2.18651413,2.18651413,2.18651413,2.18651413,2.18651413,2.205616645,2.199557205,2.205616645,2.205616645,2.205616645,2.18651413,2.18651413,2.18651413,2.205616645,2.205616645,2.205616645,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52205,2.192848367,2.192848367,2.192848367,2.192848367,2.192848367,2.212006221,2.205929227,2.212006221,2.212006221,2.212006221,2.192848367,2.192848367,2.192848367,2.212006221,2.212006221,2.212006221,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52206,2.179134812,2.179134812,2.179134812,2.179134812,2.179134812,2.198172857,2.192133868,2.198172857,2.198172857,2.198172857,2.179134812,2.179134812,2.179134812,2.198172857,2.198172857,2.198172857,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52207,0.49219094,0.49219094,0.49219094,0.49219094,0.49219094,0.496490974,0.495126976,0.496490974,0.496490974,0.496490974,0.49219094,0.49219094,0.49219094,0.496490974,0.496490974,0.496490974,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52208,0.169894014,0.169894014,0.169894014,0.169894014,0.169894014,0.167878993,0.167703885,0.167878993,0.167878993,0.167878993,0.169894014,0.169894014,0.169894014,0.167878993,0.167878993,0.167878993,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52209,0.070750228,0.070750228,0.070750228,0.070750228,0.070750228,0.069911098,0.069838177,0.069911098,0.069911098,0.069911098,0.070750228,0.070750228,0.070750228,0.069911098,0.069911098,0.069911098,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52210,0.064336398,0.064336398,0.064336398,0.064336398,0.064336398,0.063573339,0.063507028,0.063573339,0.063573339,0.063573339,0.064336398,0.064336398,0.064336398,0.063573339,0.063573339,0.063573339,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52211,0.064980767,0.064980767,0.064980767,0.064980767,0.064980767,0.064210065,0.06414309,0.064210065,0.064210065,0.064210065,0.064980767,0.064980767,0.064980767,0.064210065,0.064210065,0.064210065,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52212,0.102367933,0.102367933,0.102367933,0.102367933,0.102367933,0.101153802,0.101048293,0.101153802,0.101153802,0.101153802,0.102367933,0.102367933,0.102367933,0.101153802,0.101153802,0.101153802,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52213,0.086545847,0.086545847,0.086545847,0.086545847,0.086545847,0.085519374,0.085430172,0.085519374,0.085519374,0.085519374,0.086545847,0.086545847,0.086545847,0.085519374,0.085519374,0.085519374,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52214,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,0.071390624,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52215,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,0.140812415,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52216,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,0.36258494,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52217,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,0.723580774,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52218,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,2.559622896,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52219,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,3.217719444,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52220,3.226212622,3.226212622,3.226212622,3.226212622,3.226212622,3.187948259,3.184623046,3.187948259,3.187948259,3.187948259,3.226212622,3.226212622,3.226212622,3.187948259,3.187948259,3.187948259,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52221,3.079411418,3.079411418,3.079411418,3.079411418,3.079411418,3.042888184,3.039714277,3.042888184,3.042888184,3.042888184,3.079411418,3.079411418,3.079411418,3.042888184,3.042888184,3.042888184,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52222,2.672576126,2.672576126,2.672576126,2.672576126,2.672576126,2.695925129,2.688518676,2.695925129,2.695925129,2.695925129,2.672576126,2.672576126,2.672576126,2.695925129,2.695925129,2.695925129,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52223,2.394811741,2.394811741,2.394811741,2.394811741,2.394811741,2.415734051,2.409097361,2.415734051,2.415734051,2.415734051,2.394811741,2.394811741,2.394811741,2.415734051,2.415734051,2.415734051,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52224,2.315185556,2.315185556,2.315185556,2.315185556,2.315185556,2.33541221,2.328996187,2.33541221,2.33541221,2.33541221,2.315185556,2.315185556,2.315185556,2.33541221,2.33541221,2.33541221,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52301,1.177083886,1.177083886,1.177083886,1.177083886,1.177083886,1.187367498,1.184105471,1.187367498,1.187367498,1.187367498,1.177083886,1.177083886,1.177083886,1.187367498,1.187367498,1.187367498,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52302,1.165336237,1.165336237,1.165336237,1.165336237,1.165336237,1.175517215,1.172287744,1.175517215,1.175517215,1.175517215,1.165336237,1.165336237,1.165336237,1.175517215,1.175517215,1.175517215,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52303,1.164300367,1.164300367,1.164300367,1.164300367,1.164300367,1.174472295,1.171245695,1.174472295,1.174472295,1.174472295,1.164300367,1.164300367,1.164300367,1.174472295,1.174472295,1.174472295,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52304,1.166487047,1.166487047,1.166487047,1.166487047,1.166487047,1.176678079,1.173445419,1.176678079,1.176678079,1.176678079,1.166487047,1.166487047,1.166487047,1.176678079,1.176678079,1.176678079,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52305,1.169965448,1.169965448,1.169965448,1.169965448,1.169965448,1.180186869,1.176944569,1.180186869,1.180186869,1.180186869,1.169965448,1.169965448,1.169965448,1.180186869,1.180186869,1.180186869,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52306,1.161057365,1.161057365,1.161057365,1.161057365,1.161057365,1.171200961,1.167983347,1.171200961,1.171200961,1.171200961,1.161057365,1.161057365,1.161057365,1.171200961,1.171200961,1.171200961,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52307,0.577313479,0.577313479,0.577313479,0.577313479,0.577313479,0.582357187,0.580757291,0.582357187,0.582357187,0.582357187,0.577313479,0.577313479,0.577313479,0.582357187,0.582357187,0.582357187,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52308,0.160926543,0.160926543,0.160926543,0.160926543,0.160926543,0.16233248,0.161886508,0.16233248,0.16233248,0.16233248,0.160926543,0.160926543,0.160926543,0.16233248,0.16233248,0.16233248,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52309,0.041467039,0.041467039,0.041467039,0.041467039,0.041467039,0.041829317,0.0417144,0.041829317,0.041829317,0.041829317,0.041467039,0.041467039,0.041467039,0.041829317,0.041829317,0.041829317,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52310,0.024922343,0.024922343,0.024922343,0.024922343,0.024922343,0.025140077,0.02507101,0.025140077,0.025140077,0.025140077,0.024922343,0.024922343,0.024922343,0.025140077,0.025140077,0.025140077,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52311,0.012869725,0.012869725,0.012869725,0.012869725,0.012869725,0.012982162,0.012946496,0.012982162,0.012982162,0.012982162,0.012869725,0.012869725,0.012869725,0.012982162,0.012982162,0.012982162,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52312,0.014447713,0.014447713,0.014447713,0.014447713,0.014447713,0.014573935,0.014533897,0.014573935,0.014573935,0.014573935,0.014447713,0.014447713,0.014447713,0.014573935,0.014573935,0.014573935,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52313,0.014020492,0.014020492,0.014020492,0.014020492,0.014020492,0.014142982,0.014104127,0.014142982,0.014142982,0.014142982,0.014020492,0.014020492,0.014020492,0.014142982,0.014142982,0.014142982,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52314,0.017897844,0.017897844,0.017897844,0.017897844,0.017897844,0.018054209,0.018004609,0.018054209,0.018054209,0.018054209,0.017897844,0.017897844,0.017897844,0.018054209,0.018054209,0.018054209,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52315,0.029036998,0.029036998,0.029036998,0.029036998,0.029036998,0.029290681,0.029210211,0.029290681,0.029290681,0.029290681,0.029036998,0.029036998,0.029036998,0.029290681,0.029290681,0.029290681,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52316,0.045871991,0.045871991,0.045871991,0.045871991,0.045871991,0.046272752,0.046145628,0.046272752,0.046272752,0.046272752,0.045871991,0.045871991,0.045871991,0.046272752,0.046272752,0.046272752,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52317,0.426886822,0.426886822,0.426886822,0.426886822,0.426886822,0.430616326,0.429433303,0.430616326,0.430616326,0.430616326,0.426886822,0.426886822,0.426886822,0.430616326,0.430616326,0.430616326,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52318,0.952451165,0.952451165,0.952451165,0.952451165,0.952451165,0.96077227,0.958132762,0.96077227,0.96077227,0.96077227,0.952451165,0.952451165,0.952451165,0.96077227,0.96077227,0.96077227,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52319,1.917594086,1.917594086,1.917594086,1.917594086,1.917594086,1.934347177,1.92903299,1.934347177,1.934347177,1.934347177,1.917594086,1.917594086,1.917594086,1.934347177,1.934347177,1.934347177,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,52320,1.916274979,1.916274979,1.916274979,1.916274979,1.916274979,1.933016545,1.927706014,1.933016545,1.933016545,1.933016545,1.916274979,1.916274979,1.916274979,1.933016545,1.933016545,1.933016545,87.58043176,87.58043176,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,86.34881867,86.34881867,87.58043176,87.58043176,87.58043176,86.34881867,86.34881867,86.34881867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
