,MoDaHr,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,40907,4.015486071,4.025105946,4.021856907,4.011074463,4.021794896,4.084578237,3.722060788,4.07513046,4.075309649,4.072700749,4.009948369,4.015163188,4.010002126,4.070456908,4.068868104,4.078862574,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40908,3.541242633,3.550305136,3.547244345,3.537086632,3.547185927,3.668933485,3.337122099,3.659984673,3.660154399,3.657683283,3.536025784,3.540938457,3.536076426,3.655557947,3.654053052,3.663519684,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40909,3.440443122,3.449387156,3.446366377,3.43634145,3.446308723,3.597667284,3.271120742,3.588804025,3.588972128,3.586524637,3.435294469,3.440142922,3.435344449,3.584419619,3.582929111,3.59230524,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40910,3.354985012,3.363828608,3.360841751,3.3509294,3.360784744,3.595597075,3.269203471,3.586736301,3.586904357,3.584457552,3.349894176,3.354688184,3.349943595,3.582353124,3.580863034,3.590236534,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40911,3.351029449,3.359868397,3.35688311,3.346975969,3.356826133,3.604578919,3.277521774,3.595707362,3.595875623,3.59342584,3.34594129,3.350732777,3.345990683,3.591318851,3.589826949,3.599211855,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40912,3.351310596,3.360149874,3.357164476,3.347256965,3.357107497,3.592963905,3.266764829,3.584106292,3.584274288,3.581828356,3.346222247,3.351013913,3.346271642,3.579724679,3.578235121,3.587605277,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40913,3.350147552,3.358985463,3.356000526,3.346094547,3.355943556,3.616696652,3.288744301,3.607810549,3.607979085,3.605525285,3.345059989,3.349850915,3.345109377,3.603414842,3.601920493,3.611320788,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40914,3.334351749,3.343171095,3.340192428,3.330307257,3.340135578,3.652377854,3.321789528,3.643448917,3.643618265,3.641152638,3.329274873,3.334055734,3.329324156,3.639032021,3.637530469,3.646976076,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40915,3.361270375,3.370121359,3.367132007,3.357211375,3.367074952,3.601129145,3.274326855,3.59226173,3.592429912,3.589981273,3.356175287,3.360973299,3.356224748,3.587875268,3.586384061,3.595764587,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40916,3.33697503,3.34579746,3.342817752,3.332929125,3.342760882,3.679320191,3.34674148,3.670358911,3.670528873,3.668054314,3.33189638,3.336678912,3.33194568,3.665926016,3.664419025,3.673898847,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40917,3.563514303,3.572602981,3.569533349,3.559346298,3.569474763,3.821481685,3.478400688,3.812349745,3.812522944,3.810001259,3.558282385,3.563209248,3.558333174,3.80783243,3.806296739,3.815957096,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40918,5.227522385,5.238566751,5.234836601,5.222457515,5.234765408,5.280219169,4.82937286,5.269336069,5.269542481,5.266537233,5.221164671,5.227151689,5.221226389,5.263952504,5.262122326,5.273635173,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40919,5.316246618,5.327395261,5.323629892,5.311133928,5.323558027,5.386687088,4.927975383,5.375676178,5.375885014,5.372844472,5.309828878,5.315872423,5.309891177,5.370229388,5.368377717,5.38002577,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40920,5.317581286,5.328731497,5.324965598,5.312467876,5.324893723,5.387061757,4.928322373,5.376050397,5.376259242,5.373218576,5.311162642,5.317207038,5.311224951,5.370603386,5.368751638,5.380400167,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40921,5.319101415,5.330253413,5.326486911,5.313987186,5.326415024,5.38750388,4.928731834,5.376491989,5.376700844,5.373660031,5.312681743,5.318727107,5.312744062,5.371044715,5.369192878,5.380841969,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40922,5.321315632,5.332470232,5.328702851,5.31620021,5.328630948,5.388271598,4.929442836,5.377258786,5.377467658,5.374426591,5.314894462,5.320941237,5.314956795,5.371811056,5.369959064,5.381609129,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40923,5.354521505,5.365715132,5.36193457,5.349388185,5.361862415,5.394013884,4.934760906,5.382994178,5.383203181,5.38016021,5.348077869,5.3541458,5.348140421,5.377543038,5.375689887,5.387347245,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,40924,5.335700592,5.346872099,5.343099008,5.330577417,5.343026995,5.389665797,4.930734038,5.378651311,5.378860215,5.375818686,5.32926969,5.335325629,5.329332118,5.373202753,5.37135048,5.383002316,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41001,5.371886819,5.383100855,5.3793134,5.36674414,5.379241114,5.370724839,4.913192357,5.359733091,5.359941564,5.356906313,5.365431435,5.371510429,5.365494101,5.354295781,5.352447332,5.364075114,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41002,5.371495169,5.382708744,5.378921445,5.366352701,5.378849161,5.370695895,4.913165552,5.359704182,5.359912654,5.356877413,5.36504005,5.371118794,5.365102713,5.354266889,5.352418446,5.364046191,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41003,5.331578799,5.342745461,5.338974006,5.326457845,5.338902025,5.358135529,4.901533092,5.347158894,5.34736708,5.344336003,5.325150685,5.331203998,5.325213086,5.34172906,5.339883152,5.351494947,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41004,5.32948305,5.340647249,5.336876627,5.324363226,5.336804661,5.357596885,4.901034241,5.346620897,5.34682907,5.343798172,5.323056355,5.329108333,5.323118741,5.341191382,5.339345583,5.350956694,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41005,5.329673016,5.340837439,5.33706674,5.324553089,5.336994773,5.35822531,4.90161624,5.347248567,5.347456755,5.344425648,5.323246192,5.329298291,5.32330858,5.341818679,5.339972754,5.351584662,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41006,5.330328488,5.341493681,5.337722723,5.325208208,5.337650751,5.357803575,4.901225661,5.346827338,5.347035516,5.344004549,5.323901221,5.329953738,5.323963613,5.341397701,5.33955186,5.351163233,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41007,5.296410133,5.307535463,5.303777968,5.291308135,5.303706253,5.17322813,4.730285864,5.162473469,5.162677445,5.159707664,5.290005814,5.296036721,5.290067983,5.157153439,5.15534486,5.166721836,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41008,4.709603244,4.720038906,4.716514341,4.704817522,4.716447072,4.24732567,3.872785134,4.23768252,4.237865415,4.235202566,4.703595932,4.709252979,4.703654248,4.232912324,4.231290665,4.241491812,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41009,4.347154613,4.357164294,4.3537836,4.342564242,4.353719077,3.831640409,3.487808929,3.822496273,3.822669704,3.820144651,4.341392518,4.346818646,4.341448453,3.817972925,3.816435184,3.826108442,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41010,4.27131021,4.281230752,4.277880165,4.266760718,4.277816216,3.787870531,3.447272583,3.77877894,3.778951374,3.776440831,4.265599429,4.270977235,4.265654866,3.774281584,3.772752679,3.782370352,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41011,4.260013219,4.269920484,4.266574381,4.255469816,4.266510518,3.804452136,3.46262921,3.795340639,3.79551345,3.792997411,4.254310081,4.25968069,4.254365444,3.790833437,3.789301184,3.798939914,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41012,4.252287593,4.262185778,4.258842742,4.247748354,4.258778937,3.798884597,3.457472977,3.789779784,3.789952468,3.787438274,4.246589681,4.251955368,4.246644994,3.785275887,3.783744759,3.793376419,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41013,4.251098383,4.26099517,4.257652606,4.246559785,4.25758881,3.803658413,3.461894123,3.794547869,3.794720662,3.792204886,4.245401276,4.250766205,4.24545658,3.790041138,3.788509045,3.798146768,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41014,4.257914743,4.267819541,4.264474271,4.253372471,4.264410424,3.790910434,3.450087911,3.781815194,3.781987697,3.779476146,4.252213024,4.257582296,4.252268373,3.777316033,3.775786514,3.785408047,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41015,4.26015799,4.270065425,4.266719264,4.255614509,4.2666554,3.798253269,3.456888289,3.789149214,3.789321884,3.786807899,4.254454753,4.259825454,4.254510117,3.784645692,3.783114691,3.792745549,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41016,4.239593866,4.249477132,4.246139134,4.235061468,4.246075426,3.813119092,3.470655888,3.803997191,3.804170199,3.801651287,4.233904542,4.239262142,4.233959771,3.799484842,3.797950839,3.807600576,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41017,4.305647474,4.315608372,4.312244155,4.301079475,4.312179946,3.951556401,3.598866038,3.942268311,3.942444472,3.939879668,4.299913461,4.305313144,4.299969124,3.937673753,3.936111803,3.945937345,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41018,5.131230175,5.14216137,5.138469443,5.126217205,5.138398979,5.32644696,4.872185539,5.315508365,5.31571583,5.312695258,5.124937609,5.130863278,5.124998694,5.310097349,5.308257838,5.319829391,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41019,11.1718207,5.149397002,5.145702206,5.133440448,5.145631688,5.328365201,4.873962069,5.317424304,5.317631812,5.314610604,5.132159857,5.138090131,5.13222099,5.312012149,5.310172251,5.32174624,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41020,11.07959353,5.150866072,5.147170693,5.134907002,5.147100164,5.32827441,4.873877985,5.317333622,5.317541128,5.31451995,5.13362621,5.139557418,5.133687352,5.31192152,5.310081641,5.321655514,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41021,9.322725235,5.156094282,5.15239683,5.14012626,5.152326261,5.328474061,4.874062886,5.317533033,5.317740544,5.3147193,5.138844749,5.144779285,5.138905925,5.312120813,5.310280893,5.32185502,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41022,5.147398172,5.158348369,5.154650024,5.142376488,5.154579438,5.329168551,4.874706071,5.31822669,5.318434216,5.315412742,5.141094667,5.147030637,5.141155858,5.312814057,5.310973997,5.322549006,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41023,5.187225721,5.198222727,5.194508572,5.18218257,5.194437684,5.334831041,4.87995024,5.323882382,5.324090038,5.321066686,5.18089527,5.186856615,5.180956723,5.318466387,5.316625184,5.328207384,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41024,5.163059561,5.174028165,5.170323603,5.158029436,5.170252898,5.331611448,4.876968497,5.320666654,5.320874237,5.317851952,5.156745461,5.162691409,5.156806755,5.315252571,5.313412018,5.324990129,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41101,4.508751232,4.518950835,4.515505997,4.504073765,4.51544025,5.191317628,4.747038986,5.180541251,5.180745639,5.177769861,4.502879808,4.50840889,4.502936805,5.175210479,5.173398249,5.184798197,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41102,4.508482892,4.51868218,4.515237448,4.503805569,4.515171702,5.191326775,4.747047458,5.180550387,5.180754775,5.177778995,4.502611649,4.508140561,4.502668644,5.17521961,5.173407377,5.184807337,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41103,4.508495771,4.518695074,4.515250338,4.503818441,4.515184592,5.19138045,4.747097167,5.180603998,5.180808387,5.177832588,4.50262452,4.50815344,4.502681515,5.175273188,5.173460945,5.184860973,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41104,4.50889043,4.519090197,4.515645303,4.504212887,4.515579555,5.192005154,4.747675721,5.181227952,5.181432356,5.17845635,4.503018912,4.508548083,4.503075909,5.175896772,5.174084402,5.185485224,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
,41105,4.509641299,4.519841948,4.516396757,4.504963352,4.516331003,5.192153725,4.747813316,5.181376344,5.181580751,5.178604696,4.503769273,4.509298922,4.503826275,5.176045076,5.174232676,5.185633686,47.5828242,47.5828242,47.5828242,47.5828242,47.5828242,47.608456,47.6177851,47.608456,47.608456,47.608456,47.5828242,47.5828242,47.5828242,47.608456,47.608456,47.608456,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934,83.58193934
