,MoDaHr,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,60104,4.494511218,4.504694086,4.5012549,4.489841426,4.50118926,5.227816756,4.780841714,5.216996563,5.217201782,5.214213905,4.488649429,4.494169438,4.488706332,5.211644117,5.209824518,5.221270817,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60105,4.499392451,4.509581056,4.506139932,4.494720028,4.506074256,5.228834176,4.781783972,5.218012763,5.218218005,5.215229791,4.493527359,4.499050479,4.493584294,5.212659712,5.210839908,5.222287499,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60106,4.476518577,4.486680297,4.483248254,4.471858482,4.48318275,4.960499492,4.533272712,4.950000204,4.950199337,4.947300074,4.47066896,4.476177506,4.470725745,4.9448065,4.943040867,4.954147693,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60107,4.14452163,4.154293159,4.1509929,4.140040475,4.150929912,4.213277473,3.841252272,4.203675196,4.203857316,4.201205753,4.138896629,4.144193657,4.138951233,4.198925219,4.197310433,4.207468342,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60108,3.948221423,3.957762243,3.954539904,3.94384607,3.954478403,4.108855801,3.744544828,4.099378879,4.099558621,4.096941673,3.94272923,3.947901193,3.942782545,4.094690911,4.093097205,4.103122506,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60109,3.878754568,3.888213744,3.88501898,3.874416655,3.884958005,4.090230058,3.727295076,4.080775496,4.080954814,4.078344041,3.873309373,3.878437078,3.873362232,4.076098588,4.074508643,4.084510291,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60110,3.556499102,3.565579536,3.562512689,3.552334878,3.562454155,4.090642462,3.727677014,4.081187405,4.081366732,4.078755822,3.551271931,3.556194325,3.551322674,4.076510252,4.074920224,4.084922395,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60111,3.540945108,3.55000726,3.546946588,3.536789267,3.546888172,4.05517302,3.694827902,4.045760542,4.045939062,4.043339909,3.53572846,3.540640944,3.5357791,4.041104452,4.039521584,4.049478712,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60112,3.539459236,3.548519643,3.54545956,3.535304196,3.545401155,4.056872812,3.696402121,4.047458294,4.047636852,4.045037137,3.534243593,3.539155131,3.534294224,4.042801195,4.041217984,4.05117727,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60113,3.559618174,3.568702273,3.565634188,3.555452269,3.565575631,4.077345177,3.715362075,4.067906083,4.068085107,4.065478605,3.554388892,3.559313273,3.554439656,4.063236827,4.061649483,4.071634767,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60114,3.569299901,3.578395379,3.575323451,3.565128778,3.575264821,4.064708769,3.703659191,4.055284844,4.05546358,4.052861267,3.564064069,3.568994618,3.564114896,4.050623092,4.049038298,4.059007536,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60115,3.570862327,3.579959641,3.576887093,3.566690362,3.576828451,4.071865088,3.710286831,4.062432572,4.062611471,4.060006786,3.565625438,3.570556983,3.565676275,4.05776657,4.056180332,4.066158658,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60116,3.582018059,3.591128484,3.588051508,3.577840081,3.587992781,4.129810228,3.763951232,4.120308152,4.120488371,4.117864477,3.576773622,3.581712274,3.576824533,4.11560774,4.114009804,4.124061716,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60117,3.633192066,3.642362635,3.639265346,3.628986506,3.639206231,4.168944313,3.800194257,4.159395257,4.159576367,4.156939501,3.627913007,3.632884263,3.627964254,4.154671607,4.153065771,4.16316738,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60118,4.294174243,4.304121657,4.300761994,4.289612428,4.300697872,4.474544966,4.083218436,4.464629048,4.464817116,4.462078945,4.288447993,4.293840366,4.28850358,4.459723921,4.458056391,4.46854609,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60119,4.522100951,4.532316245,4.528866108,4.517416289,4.528800259,5.18570899,4.741844691,5.174939347,5.175143607,5.172169688,4.516220496,4.521758083,11.75845514,12.13442473,12.67341983,5.179193632,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60120,4.522422304,4.532637975,4.52918771,14.34709597,4.652182037,5.185773701,4.741904621,5.17500398,5.175208241,5.172234301,22.47010001,24.87753137,25.4062074,13.30038487,9.427776959,5.179258296,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60121,4.542171493,4.552410375,4.548952271,10.6790125,4.54888627,7.995635579,4.740438766,5.173423095,5.17362732,5.170653905,23.72175082,16.30549638,18.02525822,11.76486104,5.888999255,5.17767666,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60122,4.496897315,4.507082987,4.503642855,4.492226237,4.503577197,5.17890793,4.735546065,5.168146451,5.168350556,5.165378893,14.81695711,7.86904932,5.564691439,8.248803011,5.161013323,5.172397512,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60123,4.550447644,4.560696253,4.557234864,4.545747703,4.5571688,5.185957958,4.742075266,5.175188015,5.175392281,5.17241828,4.54454801,4.550103658,4.544605281,5.169860426,5.168049277,5.179442419,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60124,4.515149831,4.525356955,4.521909577,4.510468915,4.521843781,5.180609212,4.737121662,5.16984569,5.170049834,5.167077606,4.509274078,4.514807237,4.509331117,5.164521277,5.162711208,5.174097557,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60201,4.468593479,4.478745886,4.475316988,4.463937656,4.475251545,4.879930909,4.458656192,4.869528341,4.869725639,4.866853084,4.462749224,4.468252722,4.462805957,4.864382481,4.862633113,4.873637622,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60202,4.46792872,4.478080346,4.474651712,4.463273255,4.474586274,4.87940652,4.458170543,4.869004581,4.869201867,4.866329486,4.462084915,4.467587989,4.462141644,4.863859033,4.86210977,4.873113614,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60203,4.466625951,4.476776045,4.473347929,4.461971189,4.4732825,4.879372443,4.458138983,4.868970545,4.86916783,4.86629546,4.460783028,4.466285271,4.460839748,4.863825017,4.862075761,4.873079561,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60204,4.466625265,4.476775358,4.473347242,4.461970502,4.473281813,4.879379571,4.458145584,4.868977664,4.86917495,4.866302578,4.460782342,4.466284585,4.460839062,4.863832132,4.862082875,4.873086684,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60205,4.465969052,4.476118374,4.472690519,4.461314644,4.472625095,4.879264876,4.458039363,4.868863107,4.86906039,4.866188056,4.460126573,4.465628398,4.460183289,4.863717643,4.861968409,4.872972073,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60206,4.310279214,4.320245556,4.3168795,4.305708719,4.316815256,4.410994884,4.024363163,4.401155256,4.401341877,4.398624772,4.304542068,4.309944701,4.304597761,4.396287867,4.394633166,4.405042162,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60207,3.575601878,3.584704763,3.581630333,3.571427358,3.581571655,3.702779729,3.368467927,3.693790286,3.693960783,3.691478447,3.570361783,3.575296347,3.570412651,3.689343461,3.687831733,3.697341347,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60208,3.468832088,3.477809488,3.47477744,3.464715115,3.474719571,3.669386573,3.337541715,3.660437217,3.660606953,3.658135687,3.463664229,3.468530769,3.463714396,3.656010221,3.654505235,3.663972442,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60209,3.457379753,3.466343692,3.46331619,3.453268952,3.463258408,3.632827158,3.303683154,3.62392169,3.624090594,3.621631447,3.452219641,3.457078885,3.452269733,3.619516405,3.618018799,3.627439578,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60210,3.489646996,3.498648859,3.495608549,3.485518804,3.495550522,3.668667572,3.336875831,3.65971908,3.659888799,3.657417772,3.484465054,3.489344856,3.484515358,3.655292511,3.65378767,3.663253964,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60211,3.487195905,3.496194887,3.49315555,3.483069034,3.493097541,3.655798714,3.324957669,3.64686567,3.647035096,3.644568335,3.482015621,3.486893861,3.482065908,3.642446743,3.6409445,3.650394452,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60212,3.470870276,3.479850071,3.476817214,3.466752204,3.476759329,3.629092635,3.300224521,3.62019165,3.620360469,3.61790256,3.465701038,3.470568876,3.465751218,3.615788582,3.614291731,3.623707768,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60213,3.481826084,3.490818755,3.487781549,3.477702107,3.487723582,3.638318364,3.308768693,3.629406304,3.629575333,3.627114366,3.476649433,3.481524252,3.476699685,3.624997758,3.623499044,3.632926797,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60214,3.511467433,3.520494941,3.517445969,3.50732748,3.517387777,3.636508063,3.307092129,3.627598177,3.627767164,3.625306797,3.506270728,3.511164432,3.506321175,3.623190705,3.621692357,3.63111781,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60215,3.519946764,3.528984238,3.5259319,3.515802241,3.525873644,3.640595115,3.310877247,3.631680322,3.631849403,3.629387681,3.514744323,3.519643428,3.514794825,3.627270424,3.62577125,3.635201894,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60216,3.534891871,3.543946909,3.540888639,3.530739293,3.54083027,3.660810792,3.329599476,3.651871731,3.652041272,3.649572848,3.529679318,3.534587945,3.529729919,3.647449828,3.645946573,3.655402889,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60217,3.618663476,3.62781697,3.624725448,3.614465747,3.624666443,3.735104816,3.398404975,3.726076568,3.726247801,3.723754749,3.613394247,3.618356246,3.613445398,3.721610547,3.720092294,3.729642958,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60218,3.947028167,3.956567584,3.953345719,3.942653456,3.953284227,4.049818142,3.68986862,4.040412092,4.04059049,4.037993113,3.941536781,3.946707984,3.941590088,4.035759183,4.034177396,4.044127723,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60219,4.49688525,4.507070907,4.50363078,4.492214178,4.503565122,4.663400488,4.258122116,4.653257856,4.653450224,4.650649448,4.491021854,4.496543376,6.103375642,4.665529191,10.65711099,4.657264456,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60220,4.50952065,4.519721158,4.665084513,29.14703708,4.516210261,5.168799074,4.259514549,5.392536061,4.654951959,6.235174172,20.90325575,25.22872793,17.78426871,5.21538071,8.655597875,4.65876687,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60221,4.501563298,4.511754454,4.508312469,24.1568179,4.508246776,6.43835743,4.256219822,4.734953808,4.658197564,5.404491987,9.975413026,22.19275147,13.64970972,5.248010212,5.66390768,4.65521191,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60222,4.48120327,4.491370496,4.487936593,8.559124908,4.487871054,4.657311667,4.252483111,4.647176344,4.647368574,4.644569816,4.475350484,10.795961,5.166069765,4.642162684,4.640458257,4.651180057,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60223,4.484694257,4.494865586,4.491430298,4.480029756,4.491364732,4.657140077,4.252324198,4.64700496,4.647197186,4.644398485,4.478839109,4.484352864,4.478895948,4.641991402,4.64028701,4.651008591,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60224,4.520140743,4.530353733,4.526904374,4.515457137,4.52683854,4.660195242,4.25515366,4.650056458,4.650248753,4.64744904,4.514261614,4.519797953,4.514318685,4.645041085,4.643336077,4.654061538,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60301,4.50757153,4.517769747,4.514325377,4.502894699,4.514259639,4.781834251,4.367806498,4.771549444,4.771744509,4.768904473,4.501700904,4.507229235,4.501757893,4.766461838,4.764732273,4.775612207,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
,60302,4.501148318,4.511338985,4.507897165,4.496474948,4.507831475,4.780348726,4.366430716,4.770065702,4.770260732,4.767421189,4.495282038,4.500806276,4.495338984,4.764978977,4.763249712,4.77412776,47.248291,47.248291,47.248291,47.248291,47.248291,47.27604609,47.28655117,47.27604609,47.27604609,47.27604609,47.248291,47.248291,47.248291,47.27604609,47.27604609,47.27604609,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552,77.52359552
