,MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,12310,1.132729787,1.132729787,1.132729787,1.132729787,1.132729787,1.119295092,1.118127603,1.119295092,1.119295092,1.119295092,1.132729787,1.132729787,1.132729787,1.119295092,1.119295092,1.119295092,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12311,0.482125522,0.482125522,0.482125522,0.482125522,0.482125522,0.476407292,0.475910371,0.476407292,0.476407292,0.476407292,0.482125522,0.482125522,0.482125522,0.476407292,0.476407292,0.476407292,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12312,0.476627988,0.476627988,0.476627988,0.476627988,0.476627988,0.470974961,0.470483707,0.470974961,0.470974961,0.470974961,0.476627988,0.476627988,0.476627988,0.470974961,0.470974961,0.470974961,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12313,0.471178382,0.471178382,0.471178382,0.471178382,0.471178382,0.465589991,0.465104353,0.465589991,0.465589991,0.465589991,0.471178382,0.471178382,0.471178382,0.465589991,0.465589991,0.465589991,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12314,0.477101643,0.477101643,0.477101643,0.477101643,0.477101643,0.471442998,0.470951256,0.471442998,0.471442998,0.471442998,0.477101643,0.477101643,0.477101643,0.471442998,0.471442998,0.471442998,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12315,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,0.479261568,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12316,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,0.795712601,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12317,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,4.520236533,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12318,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,5.858547558,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12319,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,5.857847497,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12320,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,5.85726115,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12321,5.891498958,5.891498958,5.891498958,5.891498958,5.891498958,5.821623075,5.815550788,5.821623075,5.821623075,5.821623075,5.891498958,5.891498958,5.891498958,5.821623075,5.821623075,5.821623075,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12322,5.880973906,5.880973906,5.880973906,5.880973906,5.880973906,5.811222856,5.805161416,5.811222856,5.811222856,5.811222856,5.880973906,5.880973906,5.880973906,5.811222856,5.811222856,5.811222856,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12323,5.715469686,5.715469686,5.715469686,5.715469686,5.715469686,5.765402975,5.749563818,5.765402975,5.765402975,5.765402975,5.715469686,5.715469686,5.715469686,5.765402975,5.765402975,5.765402975,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12324,5.709641088,5.709641088,5.709641088,5.709641088,5.709641088,5.759523456,5.743700451,5.759523456,5.759523456,5.759523456,5.709641088,5.709641088,5.709641088,5.759523456,5.759523456,5.759523456,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12401,5.024460839,5.024460839,5.024460839,5.024460839,5.024460839,5.06835712,5.05443294,5.06835712,5.06835712,5.06835712,5.024460839,5.024460839,5.024460839,5.06835712,5.06835712,5.06835712,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12402,4.880208714,4.880208714,4.880208714,4.880208714,4.880208714,4.922844734,4.909320317,4.922844734,4.922844734,4.922844734,4.880208714,4.880208714,4.880208714,4.922844734,4.922844734,4.922844734,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12403,4.710000551,4.710000551,4.710000551,4.710000551,4.710000551,4.751149544,4.738096822,4.751149544,4.751149544,4.751149544,4.710000551,4.710000551,4.710000551,4.751149544,4.751149544,4.751149544,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12404,4.669485928,4.669485928,4.669485928,4.669485928,4.669485928,4.710280964,4.697340519,4.710280964,4.710280964,4.710280964,4.669485928,4.669485928,4.669485928,4.710280964,4.710280964,4.710280964,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12405,4.71296706,4.71296706,4.71296706,4.71296706,4.71296706,4.75414197,4.741081026,4.75414197,4.75414197,4.75414197,4.71296706,4.71296706,4.71296706,4.75414197,4.75414197,4.75414197,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12406,4.899276922,4.899276922,4.899276922,4.899276922,4.899276922,4.942079532,4.928502271,4.942079532,4.942079532,4.942079532,4.899276922,4.899276922,4.899276922,4.942079532,4.942079532,4.942079532,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12407,5.118704281,5.118704281,5.118704281,5.118704281,5.118704281,5.16342392,5.149238566,5.16342392,5.16342392,5.16342392,5.118704281,5.118704281,5.118704281,5.16342392,5.16342392,5.16342392,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12408,5.105522512,5.105522512,5.105522512,5.105522512,5.105522512,5.150126989,5.135978165,5.150126989,5.150126989,5.150126989,5.105522512,5.105522512,5.105522512,5.150126989,5.150126989,5.150126989,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12409,4.168188751,4.168188751,4.168188751,4.168188751,4.168188751,4.204604197,4.193052986,4.204604197,4.204604197,4.204604197,4.168188751,4.168188751,4.168188751,4.204604197,4.204604197,4.204604197,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12410,3.668338285,3.668338285,3.668338285,3.668338285,3.668338285,3.700386779,3.690220793,3.700386779,3.700386779,3.700386779,3.668338285,3.668338285,3.668338285,3.700386779,3.700386779,3.700386779,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12411,3.401276019,3.401276019,3.401276019,3.401276019,3.401276019,3.430991319,3.421565437,3.430991319,3.430991319,3.430991319,3.401276019,3.401276019,3.401276019,3.430991319,3.430991319,3.430991319,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12412,3.377039953,3.377039953,3.377039953,3.377039953,3.377039953,3.406543515,3.397184797,3.406543515,3.406543515,3.406543515,3.377039953,3.377039953,3.377039953,3.406543515,3.406543515,3.406543515,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12413,3.397746791,3.397746791,3.397746791,3.397746791,3.397746791,3.427431259,3.418015156,3.427431259,3.427431259,3.427431259,3.397746791,3.397746791,3.397746791,3.427431259,3.427431259,3.427431259,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12414,3.665750095,3.665750095,3.665750095,3.665750095,3.665750095,3.697775978,3.687617164,3.697775978,3.697775978,3.697775978,3.665750095,3.665750095,3.665750095,3.697775978,3.697775978,3.697775978,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12415,3.62931467,3.62931467,3.62931467,3.62931467,3.62931467,3.661022234,3.650964392,3.661022234,3.661022234,3.661022234,3.62931467,3.62931467,3.62931467,3.661022234,3.661022234,3.661022234,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12416,4.194470567,4.194470567,4.194470567,4.194470567,4.194470567,4.231115624,4.219491579,4.231115624,4.231115624,4.231115624,4.194470567,4.194470567,4.194470567,4.231115624,4.231115624,4.231115624,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12417,4.949424873,4.949424873,4.949424873,4.949424873,4.949424873,4.9926656,4.978949366,4.9926656,4.9926656,4.9926656,4.949424873,4.949424873,4.949424873,4.9926656,4.9926656,4.9926656,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12418,5.5318175,5.5318175,5.5318175,5.5318175,5.5318175,5.58014631,5.564816104,5.58014631,5.58014631,5.58014631,5.5318175,5.5318175,5.5318175,5.58014631,5.58014631,5.58014631,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12419,5.531286586,5.531286586,5.531286586,5.531286586,5.531286586,5.579610758,5.564282023,5.579610758,5.579610758,5.579610758,5.531286586,5.531286586,5.531286586,5.579610758,5.579610758,5.579610758,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12420,5.529656575,5.529656575,5.529656575,5.529656575,5.529656575,5.577966505,5.562642288,5.577966505,5.577966505,5.577966505,5.529656575,5.529656575,5.529656575,5.577966505,5.577966505,5.577966505,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12421,5.529627488,5.529627488,5.529627488,5.529627488,5.529627488,5.577937165,5.562613028,5.577937165,5.577937165,5.577937165,5.529627488,5.529627488,5.529627488,5.577937165,5.577937165,5.577937165,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12422,5.528930017,5.528930017,5.528930017,5.528930017,5.528930017,5.5772336,5.561911396,5.5772336,5.5772336,5.5772336,5.528930017,5.528930017,5.528930017,5.5772336,5.5772336,5.5772336,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12423,5.360968478,5.360968478,5.360968478,5.360968478,5.360968478,5.407804663,5.392947927,5.407804663,5.407804663,5.407804663,5.360968478,5.360968478,5.360968478,5.407804663,5.407804663,5.407804663,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12424,5.072491287,5.072491287,5.072491287,5.072491287,5.072491287,5.116807186,5.102749901,5.116807186,5.116807186,5.116807186,5.072491287,5.072491287,5.072491287,5.116807186,5.116807186,5.116807186,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12501,4.638297781,4.638297781,4.638297781,4.638297781,4.638297781,4.678820342,4.665966327,4.678820342,4.678820342,4.678820342,4.638297781,4.638297781,4.638297781,4.678820342,4.678820342,4.678820342,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12502,4.282416848,4.282416848,4.282416848,4.282416848,4.282416848,4.319830249,4.30796248,4.319830249,4.319830249,4.319830249,4.282416848,4.282416848,4.282416848,4.319830249,4.319830249,4.319830249,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12503,4.12462877,4.12462877,4.12462877,4.12462877,4.12462877,4.160663653,4.149233159,4.160663653,4.160663653,4.160663653,4.12462877,4.12462877,4.12462877,4.160663653,4.160663653,4.160663653,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12504,4.080498695,4.080498695,4.080498695,4.080498695,4.080498695,4.116148036,4.104839838,4.116148036,4.116148036,4.116148036,4.080498695,4.080498695,4.080498695,4.116148036,4.116148036,4.116148036,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12505,4.185208886,4.185208886,4.185208886,4.185208886,4.185208886,4.221773028,4.210174649,4.221773028,4.221773028,4.221773028,4.185208886,4.185208886,4.185208886,4.221773028,4.221773028,4.221773028,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12506,4.291758349,4.291758349,4.291758349,4.291758349,4.291758349,4.329253363,4.317359706,4.329253363,4.329253363,4.329253363,4.291758349,4.291758349,4.291758349,4.329253363,4.329253363,4.329253363,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12507,4.449571786,4.449571786,4.449571786,4.449571786,4.449571786,4.48844554,4.476114538,4.48844554,4.48844554,4.48844554,4.449571786,4.449571786,4.449571786,4.48844554,4.48844554,4.48844554,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12508,4.158969551,4.158969551,4.158969551,4.158969551,4.158969551,4.195304453,4.18377879,4.195304453,4.195304453,4.195304453,4.158969551,4.158969551,4.158969551,4.195304453,4.195304453,4.195304453,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12509,0.193787059,0.193787059,0.193787059,0.193787059,0.193787059,0.195480083,0.194943045,0.195480083,0.195480083,0.195480083,0.193787059,0.193787059,0.193787059,0.195480083,0.195480083,0.195480083,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12517,1.399933911,1.399933911,1.399933911,1.399933911,1.399933911,1.412164455,1.408284848,1.412164455,1.412164455,1.412164455,1.399933911,1.399933911,1.399933911,1.412164455,1.412164455,1.412164455,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12518,4.784188454,4.784188454,4.784188454,4.784188454,4.784188454,4.825985591,4.812727273,4.825985591,4.825985591,4.825985591,4.784188454,4.784188454,4.784188454,4.825985591,4.825985591,4.825985591,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12519,4.794024057,4.794024057,4.794024057,4.794024057,4.794024057,4.835907123,4.822621547,4.835907123,4.835907123,4.835907123,4.794024057,4.794024057,4.794024057,4.835907123,4.835907123,4.835907123,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12520,4.794271164,4.794271164,4.794271164,4.794271164,4.794271164,4.836156389,4.822870129,4.836156389,4.836156389,4.836156389,4.794271164,4.794271164,4.794271164,4.836156389,4.836156389,4.836156389,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,12521,4.795751222,4.795751222,4.795751222,4.795751222,4.795751222,4.837649377,4.824359016,4.837649377,4.837649377,4.837649377,4.795751222,4.795751222,4.795751222,4.837649377,4.837649377,4.837649377,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
