;,; Use with 2009 calendar year and updated (2022) CEC weather data,,,,,,,,,,,,,,,,
;,"; Version ID: Long Run Marginal Emissions Factors Deep_Decarb, Elec Non-Res (15 Year)",,,,,,,,,,,,,,,,
;,; MoDaHr,Electricity Long Run Emissions (CZ1; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ2; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ3; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ4; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ5; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ6; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ7; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ8; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ9; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ10; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ11; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ12; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ13; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ14; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ15; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ16; tonnes CO2-e/kWh)
TABLE C02ElecByCZ,,,,,,,,,,,,,,,,,
,MoDaHr,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,72010,3.80E-05,3.80E-05,3.80E-05,3.80E-05,3.80E-05,3.83E-05,3.82E-05,3.83E-05,3.83E-05,3.83E-05,3.80E-05,3.80E-05,3.80E-05,3.83E-05,3.83E-05,3.83E-05
,72011,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.66E-05,3.65E-05,3.66E-05,3.66E-05,3.66E-05,3.63E-05,3.63E-05,3.63E-05,3.66E-05,3.66E-05,3.66E-05
,72012,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.32E-05,2.32E-05,2.32E-05,2.32E-05,2.32E-05,2.31E-05,2.31E-05,2.31E-05,2.32E-05,2.32E-05,2.32E-05
,72013,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.56E-05,2.56E-05,2.56E-05,2.56E-05,2.56E-05,2.55E-05,2.55E-05,2.55E-05,2.56E-05,2.56E-05,2.56E-05
,72014,3.24E-05,3.24E-05,3.24E-05,3.24E-05,3.24E-05,3.17E-05,3.16E-05,3.17E-05,3.17E-05,3.17E-05,3.24E-05,3.24E-05,3.24E-05,3.17E-05,3.17E-05,3.17E-05
,72015,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.05E-05,3.04E-05,3.05E-05,3.05E-05,3.05E-05,3.12E-05,3.12E-05,3.12E-05,3.05E-05,3.05E-05,3.05E-05
,72016,4.26E-05,4.26E-05,4.26E-05,4.26E-05,4.26E-05,4.17E-05,4.16E-05,4.17E-05,4.17E-05,4.17E-05,4.26E-05,4.26E-05,4.26E-05,4.17E-05,4.17E-05,4.17E-05
,72017,9.84E-05,9.84E-05,9.84E-05,9.84E-05,9.84E-05,9.63E-05,9.60E-05,9.63E-05,9.63E-05,9.63E-05,9.84E-05,9.84E-05,9.84E-05,9.63E-05,9.63E-05,9.63E-05
,72018,0.000229551,0.000229551,0.000229551,0.000229551,0.000229551,0.000224564,0.000223821,0.000224564,0.000224564,0.000224564,0.000229551,0.000229551,0.000229551,0.000224564,0.000224564,0.000224564
,72019,0.000340077,0.000340077,0.000340077,0.000340077,0.000340077,0.000332688,0.000331587,0.000332688,0.000332688,0.000332688,0.000340077,0.000340077,0.000340077,0.000332688,0.000332688,0.000332688
,72020,0.000389295,0.000389295,0.000389295,0.000389295,0.000389295,0.000392007,0.000390971,0.000392007,0.000392007,0.000392007,0.000389295,0.000389295,0.000389295,0.000392007,0.000392007,0.000392007
,72021,0.000305916,0.000305916,0.000305916,0.000305916,0.000305916,0.000308047,0.000307233,0.000308047,0.000308047,0.000308047,0.000305916,0.000305916,0.000305916,0.000308047,0.000308047,0.000308047
,72022,0.000271409,0.000271409,0.000271409,0.000271409,0.000271409,0.000275635,0.000274157,0.000275635,0.000275635,0.000275635,0.000271409,0.000271409,0.000271409,0.000275635,0.000275635,0.000275635
,72023,0.000243351,0.000243351,0.000243351,0.000243351,0.000243351,0.00024714,0.000245815,0.00024714,0.00024714,0.00024714,0.000243351,0.000243351,0.000243351,0.00024714,0.00024714,0.00024714
,72024,0.000238362,0.000238362,0.000238362,0.000238362,0.000238362,0.000242073,0.000240776,0.000242073,0.000242073,0.000242073,0.000238362,0.000238362,0.000238362,0.000242073,0.000242073,0.000242073
,72101,0.000239283,0.000239283,0.000239283,0.000239283,0.000239283,0.000243008,0.000241705,0.000243008,0.000243008,0.000243008,0.000239283,0.000239283,0.000239283,0.000243008,0.000243008,0.000243008
,72102,0.000237064,0.000237064,0.000237064,0.000237064,0.000237064,0.000240755,0.000239464,0.000240755,0.000240755,0.000240755,0.000237064,0.000237064,0.000237064,0.000240755,0.000240755,0.000240755
,72103,0.000237874,0.000237874,0.000237874,0.000237874,0.000237874,0.000241577,0.000240282,0.000241577,0.000241577,0.000241577,0.000237874,0.000237874,0.000237874,0.000241577,0.000241577,0.000241577
,72104,0.000238848,0.000238848,0.000238848,0.000238848,0.000238848,0.000242567,0.000241266,0.000242567,0.000242567,0.000242567,0.000238848,0.000238848,0.000238848,0.000242567,0.000242567,0.000242567
,72105,0.00024001,0.00024001,0.00024001,0.00024001,0.00024001,0.000243746,0.000242439,0.000243746,0.000243746,0.000243746,0.00024001,0.00024001,0.00024001,0.000243746,0.000243746,0.000243746
,72106,0.000240597,0.000240597,0.000240597,0.000240597,0.000240597,0.000244343,0.000243033,0.000244343,0.000244343,0.000244343,0.000240597,0.000240597,0.000240597,0.000244343,0.000244343,0.000244343
,72107,0.000213568,0.000213568,0.000213568,0.000213568,0.000213568,0.000216893,0.00021573,0.000216893,0.000216893,0.000216893,0.000213568,0.000213568,0.000213568,0.000216893,0.000216893,0.000216893
,72108,6.67E-05,6.67E-05,6.67E-05,6.67E-05,6.67E-05,6.72E-05,6.70E-05,6.72E-05,6.72E-05,6.72E-05,6.67E-05,6.67E-05,6.67E-05,6.72E-05,6.72E-05,6.72E-05
,72109,4.12E-05,4.12E-05,4.12E-05,4.12E-05,4.12E-05,4.15E-05,4.14E-05,4.15E-05,4.15E-05,4.15E-05,4.12E-05,4.12E-05,4.12E-05,4.15E-05,4.15E-05,4.15E-05
,72110,1.71E-05,1.71E-05,1.71E-05,1.71E-05,1.71E-05,1.72E-05,1.71E-05,1.72E-05,1.72E-05,1.72E-05,1.71E-05,1.71E-05,1.71E-05,1.72E-05,1.72E-05,1.72E-05
,72111,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.47E-05,1.47E-05,1.47E-05,1.48E-05,1.48E-05,1.48E-05
,72112,1.44E-05,1.44E-05,1.44E-05,1.44E-05,1.44E-05,1.45E-05,1.44E-05,1.45E-05,1.45E-05,1.45E-05,1.44E-05,1.44E-05,1.44E-05,1.45E-05,1.45E-05,1.45E-05
,72113,1.42E-05,1.42E-05,1.42E-05,1.42E-05,1.42E-05,1.43E-05,1.43E-05,1.43E-05,1.43E-05,1.43E-05,1.42E-05,1.42E-05,1.42E-05,1.43E-05,1.43E-05,1.43E-05
,72114,1.45E-05,1.45E-05,1.45E-05,1.45E-05,1.45E-05,1.42E-05,1.42E-05,1.42E-05,1.42E-05,1.42E-05,1.45E-05,1.45E-05,1.45E-05,1.42E-05,1.42E-05,1.42E-05
,72115,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.62E-05,1.62E-05,1.62E-05,1.58E-05,1.58E-05,1.58E-05
,72116,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.64E-05,3.63E-05,3.64E-05,3.64E-05,3.64E-05,3.72E-05,3.72E-05,3.72E-05,3.64E-05,3.64E-05,3.64E-05
,72117,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.28E-05,9.25E-05,9.28E-05,9.28E-05,9.28E-05,9.48E-05,9.48E-05,9.48E-05,9.28E-05,9.28E-05,9.28E-05
,72118,0.000221915,0.000221915,0.000221915,0.000221915,0.000221915,0.000217093,0.000216375,0.000217093,0.000217093,0.000217093,0.000221915,0.000221915,0.000221915,0.000217093,0.000217093,0.000217093
,72119,0.000319771,0.000319771,0.000319771,0.000319771,0.000319771,0.000312823,0.000311789,0.000312823,0.000312823,0.000312823,0.000319771,0.000319771,0.000319771,0.000312823,0.000312823,0.000312823
,72120,0.000341755,0.000341755,0.000341755,0.000341755,0.000341755,0.000344136,0.000343227,0.000344136,0.000344136,0.000344136,0.000341755,0.000341755,0.000341755,0.000344136,0.000344136,0.000344136
,72121,0.000303507,0.000303507,0.000303507,0.000303507,0.000303507,0.000305622,0.000304814,0.000305622,0.000305622,0.000305622,0.000303507,0.000303507,0.000303507,0.000305622,0.000305622,0.000305622
,72122,0.000265564,0.000265564,0.000265564,0.000265564,0.000265564,0.000269698,0.000268252,0.000269698,0.000269698,0.000269698,0.000265564,0.000265564,0.000265564,0.000269698,0.000269698,0.000269698
,72123,0.000243763,0.000243763,0.000243763,0.000243763,0.000243763,0.000247558,0.000246231,0.000247558,0.000247558,0.000247558,0.000243763,0.000243763,0.000243763,0.000247558,0.000247558,0.000247558
,72124,0.000241231,0.000241231,0.000241231,0.000241231,0.000241231,0.000244986,0.000243673,0.000244986,0.000244986,0.000244986,0.000241231,0.000241231,0.000241231,0.000244986,0.000244986,0.000244986
,72201,0.000242701,0.000242701,0.000242701,0.000242701,0.000242701,0.000246479,0.000245158,0.000246479,0.000246479,0.000246479,0.000242701,0.000242701,0.000242701,0.000246479,0.000246479,0.000246479
,72202,0.000242269,0.000242269,0.000242269,0.000242269,0.000242269,0.000246041,0.000244722,0.000246041,0.000246041,0.000246041,0.000242269,0.000242269,0.000242269,0.000246041,0.000246041,0.000246041
,72203,0.000241375,0.000241375,0.000241375,0.000241375,0.000241375,0.000245133,0.000243819,0.000245133,0.000245133,0.000245133,0.000241375,0.000241375,0.000241375,0.000245133,0.000245133,0.000245133
,72204,0.000241459,0.000241459,0.000241459,0.000241459,0.000241459,0.000245219,0.000243904,0.000245219,0.000245219,0.000245219,0.000241459,0.000241459,0.000241459,0.000245219,0.000245219,0.000245219
,72205,0.000241902,0.000241902,0.000241902,0.000241902,0.000241902,0.000245668,0.00024435,0.000245668,0.000245668,0.000245668,0.000241902,0.000241902,0.000241902,0.000245668,0.000245668,0.000245668
,72206,0.000242029,0.000242029,0.000242029,0.000242029,0.000242029,0.000245797,0.000244479,0.000245797,0.000245797,0.000245797,0.000242029,0.000242029,0.000242029,0.000245797,0.000245797,0.000245797
,72207,0.000214592,0.000214592,0.000214592,0.000214592,0.000214592,0.000217932,0.000216764,0.000217932,0.000217932,0.000217932,0.000214592,0.000214592,0.000214592,0.000217932,0.000217932,0.000217932
,72208,7.89E-05,7.89E-05,7.89E-05,7.89E-05,7.89E-05,7.95E-05,7.93E-05,7.95E-05,7.95E-05,7.95E-05,7.89E-05,7.89E-05,7.89E-05,7.95E-05,7.95E-05,7.95E-05
,72209,3.57E-05,3.57E-05,3.57E-05,3.57E-05,3.57E-05,3.59E-05,3.58E-05,3.59E-05,3.59E-05,3.59E-05,3.57E-05,3.57E-05,3.57E-05,3.59E-05,3.59E-05,3.59E-05
,72210,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.26E-05,1.25E-05,1.26E-05,1.26E-05,1.26E-05,1.25E-05,1.25E-05,1.25E-05,1.26E-05,1.26E-05,1.26E-05
,72211,1.40E-05,1.40E-05,1.40E-05,1.40E-05,1.40E-05,1.41E-05,1.40E-05,1.41E-05,1.41E-05,1.41E-05,1.40E-05,1.40E-05,1.40E-05,1.41E-05,1.41E-05,1.41E-05
,72212,1.40E-05,1.40E-05,1.40E-05,1.40E-05,1.40E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.40E-05,1.40E-05,1.40E-05,1.41E-05,1.41E-05,1.41E-05
,72213,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.21E-05,1.21E-05,1.21E-05,1.21E-05,1.21E-05,1.20E-05,1.20E-05,1.20E-05,1.21E-05,1.21E-05,1.21E-05
,72214,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.21E-05,1.20E-05,1.21E-05,1.21E-05,1.21E-05,1.23E-05,1.23E-05,1.23E-05,1.21E-05,1.21E-05,1.21E-05
,72215,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.34E-05,1.33E-05,1.34E-05,1.34E-05,1.34E-05,1.37E-05,1.37E-05,1.37E-05,1.34E-05,1.34E-05,1.34E-05
,72216,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.64E-05,3.63E-05,3.64E-05,3.64E-05,3.64E-05,3.72E-05,3.72E-05,3.72E-05,3.64E-05,3.64E-05,3.64E-05
,72217,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.23E-05,8.21E-05,8.23E-05,8.23E-05,8.23E-05,8.42E-05,8.42E-05,8.42E-05,8.23E-05,8.23E-05,8.23E-05
,72218,0.000229947,0.000229947,0.000229947,0.000229947,0.000229947,0.00022495,0.000224207,0.00022495,0.00022495,0.00022495,0.000229947,0.000229947,0.000229947,0.00022495,0.00022495,0.00022495
,72219,0.000308837,0.000308837,0.000308837,0.000308837,0.000308837,0.000302127,0.000301128,0.000302127,0.000302127,0.000302127,0.000308837,0.000308837,0.000308837,0.000302127,0.000302127,0.000302127
,72220,0.000304845,0.000304845,0.000304845,0.000304845,0.000304845,0.000306969,0.000306158,0.000306969,0.000306969,0.000306969,0.000304845,0.000304845,0.000304845,0.000306969,0.000306969,0.000306969
,72221,0.000294165,0.000294165,0.000294165,0.000294165,0.000294165,0.000296215,0.000295432,0.000296215,0.000296215,0.000296215,0.000294165,0.000294165,0.000294165,0.000296215,0.000296215,0.000296215
,72222,0.000264988,0.000264988,0.000264988,0.000264988,0.000264988,0.000269114,0.000267671,0.000269114,0.000269114,0.000269114,0.000264988,0.000264988,0.000264988,0.000269114,0.000269114,0.000269114
,72223,0.000244916,0.000244916,0.000244916,0.000244916,0.000244916,0.000248729,0.000247396,0.000248729,0.000248729,0.000248729,0.000244916,0.000244916,0.000244916,0.000248729,0.000248729,0.000248729
,72224,0.000243609,0.000243609,0.000243609,0.000243609,0.000243609,0.000247401,0.000246075,0.000247401,0.000247401,0.000247401,0.000243609,0.000243609,0.000243609,0.000247401,0.000247401,0.000247401
,72301,0.000240093,0.000240093,0.000240093,0.000240093,0.000240093,0.000243831,0.000242524,0.000243831,0.000243831,0.000243831,0.000240093,0.000240093,0.000240093,0.000243831,0.000243831,0.000243831
,72302,0.000239916,0.000239916,0.000239916,0.000239916,0.000239916,0.000243651,0.000242344,0.000243651,0.000243651,0.000243651,0.000239916,0.000239916,0.000239916,0.000243651,0.000243651,0.000243651
,72303,0.000239986,0.000239986,0.000239986,0.000239986,0.000239986,0.000243722,0.000242415,0.000243722,0.000243722,0.000243722,0.000239986,0.000239986,0.000239986,0.000243722,0.000243722,0.000243722
,72304,0.000240408,0.000240408,0.000240408,0.000240408,0.000240408,0.000244151,0.000242842,0.000244151,0.000244151,0.000244151,0.000240408,0.000240408,0.000240408,0.000244151,0.000244151,0.000244151
,72305,0.000240718,0.000240718,0.000240718,0.000240718,0.000240718,0.000244466,0.000243155,0.000244466,0.000244466,0.000244466,0.000240718,0.000240718,0.000240718,0.000244466,0.000244466,0.000244466
,72306,0.000240989,0.000240989,0.000240989,0.000240989,0.000240989,0.000244741,0.000243429,0.000244741,0.000244741,0.000244741,0.000240989,0.000240989,0.000240989,0.000244741,0.000244741,0.000244741
,72307,0.000213032,0.000213032,0.000213032,0.000213032,0.000213032,0.000216348,0.000215188,0.000216348,0.000216348,0.000216348,0.000213032,0.000213032,0.000213032,0.000216348,0.000216348,0.000216348
,72308,6.99E-05,6.99E-05,6.99E-05,6.99E-05,6.99E-05,7.04E-05,7.02E-05,7.04E-05,7.04E-05,7.04E-05,6.99E-05,6.99E-05,6.99E-05,7.04E-05,7.04E-05,7.04E-05
,72309,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.45E-05,2.44E-05,2.45E-05,2.45E-05,2.45E-05,2.43E-05,2.43E-05,2.43E-05,2.45E-05,2.45E-05,2.45E-05
,72310,5.05E-06,5.05E-06,5.05E-06,5.05E-06,5.05E-06,5.08E-06,5.07E-06,5.08E-06,5.08E-06,5.08E-06,5.05E-06,5.05E-06,5.05E-06,5.08E-06,5.08E-06,5.08E-06
,72311,1.36E-06,1.36E-06,1.36E-06,1.36E-06,1.36E-06,1.37E-06,1.37E-06,1.37E-06,1.37E-06,1.37E-06,1.36E-06,1.36E-06,1.36E-06,1.37E-06,1.37E-06,1.37E-06
,72312,1.39E-06,1.39E-06,1.39E-06,1.39E-06,1.39E-06,1.40E-06,1.39E-06,1.40E-06,1.40E-06,1.40E-06,1.39E-06,1.39E-06,1.39E-06,1.40E-06,1.40E-06,1.40E-06
,72313,1.48E-06,1.48E-06,1.48E-06,1.48E-06,1.48E-06,1.49E-06,1.48E-06,1.49E-06,1.49E-06,1.49E-06,1.48E-06,1.48E-06,1.48E-06,1.49E-06,1.49E-06,1.49E-06
,72314,1.54E-06,1.54E-06,1.54E-06,1.54E-06,1.54E-06,1.51E-06,1.50E-06,1.51E-06,1.51E-06,1.51E-06,1.54E-06,1.54E-06,1.54E-06,1.51E-06,1.51E-06,1.51E-06
,72315,1.63E-06,1.63E-06,1.63E-06,1.63E-06,1.63E-06,1.59E-06,1.59E-06,1.59E-06,1.59E-06,1.59E-06,1.63E-06,1.63E-06,1.63E-06,1.59E-06,1.59E-06,1.59E-06
,72316,1.38E-05,1.38E-05,1.38E-05,1.38E-05,1.38E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.38E-05,1.38E-05,1.38E-05,1.35E-05,1.35E-05,1.35E-05
,72317,5.61E-05,5.61E-05,5.61E-05,5.61E-05,5.61E-05,5.49E-05,5.47E-05,5.49E-05,5.49E-05,5.49E-05,5.61E-05,5.61E-05,5.61E-05,5.49E-05,5.49E-05,5.49E-05
,72318,0.000209984,0.000209984,0.000209984,0.000209984,0.000209984,0.000205422,0.000204743,0.000205422,0.000205422,0.000205422,0.000209984,0.000209984,0.000209984,0.000205422,0.000205422,0.000205422
,72319,0.000274695,0.000274695,0.000274695,0.000274695,0.000274695,0.000268727,0.000267838,0.000268727,0.000268727,0.000268727,0.000274695,0.000274695,0.000274695,0.000268727,0.000268727,0.000268727
,72320,0.000265303,0.000265303,0.000265303,0.000265303,0.000265303,0.000267152,0.000266446,0.000267152,0.000267152,0.000267152,0.000265303,0.000265303,0.000265303,0.000267152,0.000267152,0.000267152
,72321,0.000261568,0.000261568,0.000261568,0.000261568,0.000261568,0.000263391,0.000262695,0.000263391,0.000263391,0.000263391,0.000261568,0.000261568,0.000261568,0.000263391,0.000263391,0.000263391
,72322,0.000252397,0.000252397,0.000252397,0.000252397,0.000252397,0.000256327,0.000254952,0.000256327,0.000256327,0.000256327,0.000252397,0.000252397,0.000252397,0.000256327,0.000256327,0.000256327
,72323,0.000245634,0.000245634,0.000245634,0.000245634,0.000245634,0.000249458,0.00024812,0.000249458,0.000249458,0.000249458,0.000245634,0.000245634,0.000245634,0.000249458,0.000249458,0.000249458
,72324,0.000242883,0.000242883,0.000242883,0.000242883,0.000242883,0.000246664,0.000245342,0.000246664,0.000246664,0.000246664,0.000242883,0.000242883,0.000242883,0.000246664,0.000246664,0.000246664
,72401,0.000240779,0.000240779,0.000240779,0.000240779,0.000240779,0.000244528,0.000243217,0.000244528,0.000244528,0.000244528,0.000240779,0.000240779,0.000240779,0.000244528,0.000244528,0.000244528
,72402,0.000240469,0.000240469,0.000240469,0.000240469,0.000240469,0.000244213,0.000242904,0.000244213,0.000244213,0.000244213,0.000240469,0.000240469,0.000240469,0.000244213,0.000244213,0.000244213
,72403,0.000240524,0.000240524,0.000240524,0.000240524,0.000240524,0.000244269,0.000242959,0.000244269,0.000244269,0.000244269,0.000240524,0.000240524,0.000240524,0.000244269,0.000244269,0.000244269
,72404,0.000241014,0.000241014,0.000241014,0.000241014,0.000241014,0.000244766,0.000243454,0.000244766,0.000244766,0.000244766,0.000241014,0.000241014,0.000241014,0.000244766,0.000244766,0.000244766
,72405,0.000241712,0.000241712,0.000241712,0.000241712,0.000241712,0.000245475,0.000244159,0.000245475,0.000245475,0.000245475,0.000241712,0.000241712,0.000241712,0.000245475,0.000245475,0.000245475
,72406,0.000242179,0.000242179,0.000242179,0.000242179,0.000242179,0.00024595,0.000244631,0.00024595,0.00024595,0.00024595,0.000242179,0.000242179,0.000242179,0.00024595,0.00024595,0.00024595
,72407,0.000215731,0.000215731,0.000215731,0.000215731,0.000215731,0.000219089,0.000217915,0.000219089,0.000219089,0.000219089,0.000215731,0.000215731,0.000215731,0.000219089,0.000219089,0.000219089
,72408,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.59E-05,7.57E-05,7.59E-05,7.59E-05,7.59E-05,7.54E-05,7.54E-05,7.54E-05,7.59E-05,7.59E-05,7.59E-05
,72409,2.82E-05,2.82E-05,2.82E-05,2.82E-05,2.82E-05,2.84E-05,2.83E-05,2.84E-05,2.84E-05,2.84E-05,2.82E-05,2.82E-05,2.82E-05,2.84E-05,2.84E-05,2.84E-05
,72410,5.61E-06,5.61E-06,5.61E-06,5.61E-06,5.61E-06,5.65E-06,5.64E-06,5.65E-06,5.65E-06,5.65E-06,5.61E-06,5.61E-06,5.61E-06,5.65E-06,5.65E-06,5.65E-06
,72411,7.61E-06,7.61E-06,7.61E-06,7.61E-06,7.61E-06,7.66E-06,7.64E-06,7.66E-06,7.66E-06,7.66E-06,7.61E-06,7.61E-06,7.61E-06,7.66E-06,7.66E-06,7.66E-06
,72412,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.99E-06,6.97E-06,6.99E-06,6.99E-06,6.99E-06,6.94E-06,6.94E-06,6.94E-06,6.99E-06,6.99E-06,6.99E-06
,72413,5.62E-06,5.62E-06,5.62E-06,5.62E-06,5.62E-06,5.66E-06,5.65E-06,5.66E-06,5.66E-06,5.66E-06,5.62E-06,5.62E-06,5.62E-06,5.66E-06,5.66E-06,5.66E-06
,72414,5.85E-06,5.85E-06,5.85E-06,5.85E-06,5.85E-06,5.72E-06,5.70E-06,5.72E-06,5.72E-06,5.72E-06,5.85E-06,5.85E-06,5.85E-06,5.72E-06,5.72E-06,5.72E-06
,72415,6.31E-06,6.31E-06,6.31E-06,6.31E-06,6.31E-06,6.17E-06,6.15E-06,6.17E-06,6.17E-06,6.17E-06,6.31E-06,6.31E-06,6.31E-06,6.17E-06,6.17E-06,6.17E-06
,72416,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.33E-05,1.32E-05,1.33E-05,1.33E-05,1.33E-05,1.36E-05,1.36E-05,1.36E-05,1.33E-05,1.33E-05,1.33E-05
,72417,5.55E-05,5.55E-05,5.55E-05,5.55E-05,5.55E-05,5.43E-05,5.41E-05,5.43E-05,5.43E-05,5.43E-05,5.55E-05,5.55E-05,5.55E-05,5.43E-05,5.43E-05,5.43E-05
,72418,0.000232377,0.000232377,0.000232377,0.000232377,0.000232377,0.000227328,0.000226577,0.000227328,0.000227328,0.000227328,0.000232377,0.000232377,0.000232377,0.000227328,0.000227328,0.000227328
,72419,0.000274836,0.000274836,0.000274836,0.000274836,0.000274836,0.000268865,0.000267976,0.000268865,0.000268865,0.000268865,0.000274836,0.000274836,0.000274836,0.000268865,0.000268865,0.000268865
,72420,0.000265242,0.000265242,0.000265242,0.000265242,0.000265242,0.00026709,0.000266384,0.00026709,0.00026709,0.00026709,0.000265242,0.000265242,0.000265242,0.00026709,0.00026709,0.00026709
,72421,0.000260775,0.000260775,0.000260775,0.000260775,0.000260775,0.000262592,0.000261898,0.000262592,0.000262592,0.000262592,0.000260775,0.000260775,0.000260775,0.000262592,0.000262592,0.000262592
,72422,0.000248222,0.000248222,0.000248222,0.000248222,0.000248222,0.000252087,0.000250735,0.000252087,0.000252087,0.000252087,0.000248222,0.000248222,0.000248222,0.000252087,0.000252087,0.000252087
,72423,0.000242452,0.000242452,0.000242452,0.000242452,0.000242452,0.000246227,0.000244906,0.000246227,0.000246227,0.000246227,0.000242452,0.000242452,0.000242452,0.000246227,0.000246227,0.000246227
,72424,0.000241148,0.000241148,0.000241148,0.000241148,0.000241148,0.000244902,0.000243589,0.000244902,0.000244902,0.000244902,0.000241148,0.000241148,0.000241148,0.000244902,0.000244902,0.000244902
,72501,0.000248831,0.000248831,0.000248831,0.000248831,0.000248831,0.000252705,0.00025135,0.000252705,0.000252705,0.000252705,0.000248831,0.000248831,0.000248831,0.000252705,0.000252705,0.000252705
,72502,0.000248921,0.000248921,0.000248921,0.000248921,0.000248921,0.000252796,0.000251441,0.000252796,0.000252796,0.000252796,0.000248921,0.000248921,0.000248921,0.000252796,0.000252796,0.000252796
,72503,0.000249008,0.000249008,0.000249008,0.000249008,0.000249008,0.000252884,0.000251529,0.000252884,0.000252884,0.000252884,0.000249008,0.000249008,0.000249008,0.000252884,0.000252884,0.000252884
,72504,0.000249152,0.000249152,0.000249152,0.000249152,0.000249152,0.000253031,0.000251674,0.000253031,0.000253031,0.000253031,0.000249152,0.000249152,0.000249152,0.000253031,0.000253031,0.000253031
,72505,0.000249311,0.000249311,0.000249311,0.000249311,0.000249311,0.000253192,0.000251834,0.000253192,0.000253192,0.000253192,0.000249311,0.000249311,0.000249311,0.000253192,0.000253192,0.000253192
,72506,0.000249811,0.000249811,0.000249811,0.000249811,0.000249811,0.0002537,0.000252339,0.0002537,0.0002537,0.0002537,0.000249811,0.000249811,0.000249811,0.0002537,0.0002537,0.0002537
,72507,0.000225771,0.000225771,0.000225771,0.000225771,0.000225771,0.000229286,0.000228057,0.000229286,0.000229286,0.000229286,0.000225771,0.000225771,0.000225771,0.000229286,0.000229286,0.000229286
,72508,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.63E-05,9.58E-05,9.63E-05,9.63E-05,9.63E-05,9.48E-05,9.48E-05,9.48E-05,9.63E-05,9.63E-05,9.63E-05
,72509,3.71E-05,3.71E-05,3.71E-05,3.71E-05,3.71E-05,3.77E-05,3.75E-05,3.77E-05,3.77E-05,3.77E-05,3.71E-05,3.71E-05,3.71E-05,3.77E-05,3.77E-05,3.77E-05
,72510,1.79E-05,1.79E-05,1.79E-05,1.79E-05,1.79E-05,1.81E-05,1.81E-05,1.81E-05,1.81E-05,1.81E-05,1.79E-05,1.79E-05,1.79E-05,1.81E-05,1.81E-05,1.81E-05
,72511,1.93E-05,1.93E-05,1.93E-05,1.93E-05,1.93E-05,1.96E-05,1.95E-05,1.96E-05,1.96E-05,1.96E-05,1.93E-05,1.93E-05,1.93E-05,1.96E-05,1.96E-05,1.96E-05
