;,; Use with 2009 calendar year and updated (2022) CEC weather data,,,,,,,,,,,,,,,,
;,"; Version ID: Long Run Marginal Emissions Factors Deep_Decarb, Elec Non-Res (15 Year)",,,,,,,,,,,,,,,,
;,; MoDaHr,Electricity Long Run Emissions (CZ1; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ2; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ3; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ4; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ5; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ6; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ7; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ8; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ9; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ10; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ11; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ12; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ13; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ14; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ15; tonnes CO2-e/kWh),Electricity Long Run Emissions (CZ16; tonnes CO2-e/kWh)
TABLE C02ElecByCZ,,,,,,,,,,,,,,,,,
,MoDaHr,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,30401,0.000210394,0.000210394,0.000210394,0.000210394,0.000210394,0.000212232,0.000211649,0.000212232,0.000212232,0.000212232,0.000210394,0.000210394,0.000210394,0.000212232,0.000212232,0.000212232
,30402,0.000210486,0.000210486,0.000210486,0.000210486,0.000210486,0.000212324,0.000211741,0.000212324,0.000212324,0.000212324,0.000210486,0.000210486,0.000210486,0.000212324,0.000212324,0.000212324
,30403,0.000210541,0.000210541,0.000210541,0.000210541,0.000210541,0.000212381,0.000211797,0.000212381,0.000212381,0.000212381,0.000210541,0.000210541,0.000210541,0.000212381,0.000212381,0.000212381
,30404,0.000210589,0.000210589,0.000210589,0.000210589,0.000210589,0.000212428,0.000211845,0.000212428,0.000212428,0.000212428,0.000210589,0.000210589,0.000210589,0.000212428,0.000212428,0.000212428
,30405,0.000210721,0.000210721,0.000210721,0.000210721,0.000210721,0.000212562,0.000211979,0.000212562,0.000212562,0.000212562,0.000210721,0.000210721,0.000210721,0.000212562,0.000212562,0.000212562
,30406,0.000211569,0.000211569,0.000211569,0.000211569,0.000211569,0.000213417,0.000212831,0.000213417,0.000213417,0.000213417,0.000211569,0.000211569,0.000211569,0.000213417,0.000213417,0.000213417
,30407,0.000213748,0.000213748,0.000213748,0.000213748,0.000213748,0.000215615,0.000215023,0.000215615,0.000215615,0.000215615,0.000213748,0.000213748,0.000213748,0.000215615,0.000215615,0.000215615
,30408,0.000210814,0.000210814,0.000210814,0.000210814,0.000210814,0.000212655,0.000212071,0.000212655,0.000212655,0.000212655,0.000210814,0.000210814,0.000210814,0.000212655,0.000212655,0.000212655
,30409,0.000171757,0.000171757,0.000171757,0.000171757,0.000171757,0.00016972,0.000169543,0.00016972,0.00016972,0.00016972,0.000171757,0.000171757,0.000171757,0.00016972,0.00016972,0.00016972
,30410,6.08E-05,6.08E-05,6.08E-05,6.08E-05,6.08E-05,6.00E-05,6.00E-05,6.00E-05,6.00E-05,6.00E-05,6.08E-05,6.08E-05,6.08E-05,6.00E-05,6.00E-05,6.00E-05
,30411,2.11E-05,2.11E-05,2.11E-05,2.11E-05,2.11E-05,2.09E-05,2.08E-05,2.09E-05,2.09E-05,2.09E-05,2.11E-05,2.11E-05,2.11E-05,2.09E-05,2.09E-05,2.09E-05
,30412,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.02E-05,2.02E-05,2.02E-05,2.02E-05,2.02E-05,2.04E-05,2.04E-05,2.04E-05,2.02E-05,2.02E-05,2.02E-05
,30413,1.87E-05,1.87E-05,1.87E-05,1.87E-05,1.87E-05,1.85E-05,1.85E-05,1.85E-05,1.85E-05,1.85E-05,1.87E-05,1.87E-05,1.87E-05,1.85E-05,1.85E-05,1.85E-05
,30414,2.11E-05,2.11E-05,2.11E-05,2.11E-05,2.11E-05,2.09E-05,2.09E-05,2.09E-05,2.09E-05,2.09E-05,2.11E-05,2.11E-05,2.11E-05,2.09E-05,2.09E-05,2.09E-05
,30415,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05
,30416,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05,3.86E-05
,30417,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907,0.000145907
,30418,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012,0.000222012
,30419,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202,0.000225202
,30420,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184,0.000225184
,30421,0.000226634,0.000226634,0.000226634,0.000226634,0.000226634,0.000223946,0.000223713,0.000223946,0.000223946,0.000223946,0.000226634,0.000226634,0.000226634,0.000223946,0.000223946,0.000223946
,30422,0.00022386,0.00022386,0.00022386,0.00022386,0.00022386,0.000221205,0.000220974,0.000221205,0.000221205,0.000221205,0.00022386,0.00022386,0.00022386,0.000221205,0.000221205,0.000221205
,30423,0.000214747,0.000214747,0.000214747,0.000214747,0.000214747,0.000216623,0.000216028,0.000216623,0.000216623,0.000216623,0.000214747,0.000214747,0.000214747,0.000216623,0.000216623,0.000216623
,30424,0.000214032,0.000214032,0.000214032,0.000214032,0.000214032,0.000215902,0.000215309,0.000215902,0.000215902,0.000215902,0.000214032,0.000214032,0.000214032,0.000215902,0.000215902,0.000215902
,30501,0.000188529,0.000188529,0.000188529,0.000188529,0.000188529,0.000190176,0.000189654,0.000190176,0.000190176,0.000190176,0.000188529,0.000188529,0.000188529,0.000190176,0.000190176,0.000190176
,30502,0.000188016,0.000188016,0.000188016,0.000188016,0.000188016,0.000189658,0.000189137,0.000189658,0.000189658,0.000189658,0.000188016,0.000188016,0.000188016,0.000189658,0.000189658,0.000189658
,30503,0.000187669,0.000187669,0.000187669,0.000187669,0.000187669,0.000189309,0.000188789,0.000189309,0.000189309,0.000189309,0.000187669,0.000187669,0.000187669,0.000189309,0.000189309,0.000189309
,30504,0.000187713,0.000187713,0.000187713,0.000187713,0.000187713,0.000189353,0.000188833,0.000189353,0.000189353,0.000189353,0.000187713,0.000187713,0.000187713,0.000189353,0.000189353,0.000189353
,30505,0.000188508,0.000188508,0.000188508,0.000188508,0.000188508,0.000190154,0.000189632,0.000190154,0.000190154,0.000190154,0.000188508,0.000188508,0.000188508,0.000190154,0.000190154,0.000190154
,30506,0.000191565,0.000191565,0.000191565,0.000191565,0.000191565,0.000193239,0.000192708,0.000193239,0.000193239,0.000193239,0.000191565,0.000191565,0.000191565,0.000193239,0.000193239,0.000193239
,30507,0.000192362,0.000192362,0.000192362,0.000192362,0.000192362,0.000194043,0.00019351,0.000194043,0.000194043,0.000194043,0.000192362,0.000192362,0.000192362,0.000194043,0.000194043,0.000194043
,30508,0.000185078,0.000185078,0.000185078,0.000185078,0.000185078,0.000186695,0.000186182,0.000186695,0.000186695,0.000186695,0.000185078,0.000185078,0.000185078,0.000186695,0.000186695,0.000186695
,30509,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.60E-05,7.51E-05,7.50E-05,7.51E-05,7.51E-05,7.51E-05,7.60E-05,7.60E-05,7.60E-05,7.51E-05,7.51E-05,7.51E-05
,30510,3.87E-06,3.87E-06,3.87E-06,3.87E-06,3.87E-06,3.83E-06,3.82E-06,3.83E-06,3.83E-06,3.83E-06,3.87E-06,3.87E-06,3.87E-06,3.83E-06,3.83E-06,3.83E-06
,30511,3.84E-06,3.84E-06,3.84E-06,3.84E-06,3.84E-06,3.79E-06,3.79E-06,3.79E-06,3.79E-06,3.79E-06,3.84E-06,3.84E-06,3.84E-06,3.79E-06,3.79E-06,3.79E-06
,30512,3.81E-06,3.81E-06,3.81E-06,3.81E-06,3.81E-06,3.76E-06,3.76E-06,3.76E-06,3.76E-06,3.76E-06,3.81E-06,3.81E-06,3.81E-06,3.76E-06,3.76E-06,3.76E-06
,30513,3.68E-06,3.68E-06,3.68E-06,3.68E-06,3.68E-06,3.64E-06,3.63E-06,3.64E-06,3.64E-06,3.64E-06,3.68E-06,3.68E-06,3.68E-06,3.64E-06,3.64E-06,3.64E-06
,30514,3.69E-06,3.69E-06,3.69E-06,3.69E-06,3.69E-06,3.64E-06,3.64E-06,3.64E-06,3.64E-06,3.64E-06,3.69E-06,3.69E-06,3.69E-06,3.64E-06,3.64E-06,3.64E-06
,30515,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06,3.74E-06
,30516,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05
,30517,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441,0.000191441
,30518,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036,0.000194036
,30519,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158,0.000194158
,30520,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184,0.000194184
,30521,0.000195479,0.000195479,0.000195479,0.000195479,0.000195479,0.000193161,0.000192959,0.000193161,0.000193161,0.000193161,0.000195479,0.000195479,0.000195479,0.000193161,0.000193161,0.000193161
,30522,0.000195516,0.000195516,0.000195516,0.000195516,0.000195516,0.000193197,0.000192995,0.000193197,0.000193197,0.000193197,0.000195516,0.000195516,0.000195516,0.000193197,0.000193197,0.000193197
,30523,0.000188953,0.000188953,0.000188953,0.000188953,0.000188953,0.000190604,0.00019008,0.000190604,0.000190604,0.000190604,0.000188953,0.000188953,0.000188953,0.000190604,0.000190604,0.000190604
,30524,0.000187717,0.000187717,0.000187717,0.000187717,0.000187717,0.000189357,0.000188837,0.000189357,0.000189357,0.000189357,0.000187717,0.000187717,0.000187717,0.000189357,0.000189357,0.000189357
,30601,0.000203285,0.000203285,0.000203285,0.000203285,0.000203285,0.000205061,0.000204498,0.000205061,0.000205061,0.000205061,0.000203285,0.000203285,0.000203285,0.000205061,0.000205061,0.000205061
,30602,0.000201393,0.000201393,0.000201393,0.000201393,0.000201393,0.000203152,0.000202594,0.000203152,0.000203152,0.000203152,0.000201393,0.000201393,0.000201393,0.000203152,0.000203152,0.000203152
,30603,0.000201094,0.000201094,0.000201094,0.000201094,0.000201094,0.000202851,0.000202293,0.000202851,0.000202851,0.000202851,0.000201094,0.000201094,0.000201094,0.000202851,0.000202851,0.000202851
,30604,0.000201067,0.000201067,0.000201067,0.000201067,0.000201067,0.000202824,0.000202267,0.000202824,0.000202824,0.000202824,0.000201067,0.000201067,0.000201067,0.000202824,0.000202824,0.000202824
,30605,0.00020652,0.00020652,0.00020652,0.00020652,0.00020652,0.000208324,0.000207752,0.000208324,0.000208324,0.000208324,0.00020652,0.00020652,0.00020652,0.000208324,0.000208324,0.000208324
,30606,0.000206226,0.000206226,0.000206226,0.000206226,0.000206226,0.000208027,0.000207456,0.000208027,0.000208027,0.000208027,0.000206226,0.000206226,0.000206226,0.000208027,0.000208027,0.000208027
,30607,0.000207208,0.000207208,0.000207208,0.000207208,0.000207208,0.000209019,0.000208444,0.000209019,0.000209019,0.000209019,0.000207208,0.000207208,0.000207208,0.000209019,0.000209019,0.000209019
,30608,0.000202522,0.000202522,0.000202522,0.000202522,0.000202522,0.000204291,0.00020373,0.000204291,0.000204291,0.000204291,0.000202522,0.000202522,0.000202522,0.000204291,0.000204291,0.000204291
,30609,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.19E-05,4.14E-05,4.14E-05,4.14E-05,4.14E-05,4.14E-05,4.19E-05,4.19E-05,4.19E-05,4.14E-05,4.14E-05,4.14E-05
,30610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30617,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05
,30618,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316,0.000204316
,30619,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636,0.000204636
,30620,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679,0.000204679
,30621,0.000205946,0.000205946,0.000205946,0.000205946,0.000205946,0.000203503,0.000203291,0.000203503,0.000203503,0.000203503,0.000205946,0.000205946,0.000205946,0.000203503,0.000203503,0.000203503
,30622,0.000205768,0.000205768,0.000205768,0.000205768,0.000205768,0.000203327,0.000203115,0.000203327,0.000203327,0.000203327,0.000205768,0.000205768,0.000205768,0.000203327,0.000203327,0.000203327
,30623,0.0001999,0.0001999,0.0001999,0.0001999,0.0001999,0.000201647,0.000201093,0.000201647,0.000201647,0.000201647,0.0001999,0.0001999,0.0001999,0.000201647,0.000201647,0.000201647
,30624,0.000199999,0.000199999,0.000199999,0.000199999,0.000199999,0.000201746,0.000201192,0.000201746,0.000201746,0.000201746,0.000199999,0.000199999,0.000199999,0.000201746,0.000201746,0.000201746
,30701,0.000202629,0.000202629,0.000202629,0.000202629,0.000202629,0.000204399,0.000203838,0.000204399,0.000204399,0.000204399,0.000202629,0.000202629,0.000202629,0.000204399,0.000204399,0.000204399
,30702,0.000195265,0.000195265,0.000195265,0.000195265,0.000195265,0.000196971,0.00019643,0.000196971,0.000196971,0.000196971,0.000195265,0.000195265,0.000195265,0.000196971,0.000196971,0.000196971
,30703,0.000190351,0.000190351,0.000190351,0.000190351,0.000190351,0.000192014,0.000191487,0.000192014,0.000192014,0.000192014,0.000190351,0.000190351,0.000190351,0.000192014,0.000192014,0.000192014
,30704,0.000191553,0.000191553,0.000191553,0.000191553,0.000191553,0.000193227,0.000192696,0.000193227,0.000193227,0.000193227,0.000191553,0.000191553,0.000191553,0.000193227,0.000193227,0.000193227
,30705,0.000197655,0.000197655,0.000197655,0.000197655,0.000197655,0.000199382,0.000198834,0.000199382,0.000199382,0.000199382,0.000197655,0.000197655,0.000197655,0.000199382,0.000199382,0.000199382
,30706,0.000203716,0.000203716,0.000203716,0.000203716,0.000203716,0.000205496,0.000204932,0.000205496,0.000205496,0.000205496,0.000203716,0.000203716,0.000203716,0.000205496,0.000205496,0.000205496
,30707,0.00020716,0.00020716,0.00020716,0.00020716,0.00020716,0.00020897,0.000208396,0.00020897,0.00020897,0.00020897,0.00020716,0.00020716,0.00020716,0.00020897,0.00020897,0.00020897
,30708,0.00012837,0.00012837,0.00012837,0.00012837,0.00012837,0.000129491,0.000129135,0.000129491,0.000129491,0.000129491,0.00012837,0.00012837,0.00012837,0.000129491,0.000129491,0.000129491
,30709,4.43E-06,4.43E-06,4.43E-06,4.43E-06,4.43E-06,4.46E-06,4.45E-06,4.46E-06,4.46E-06,4.46E-06,4.43E-06,4.43E-06,4.43E-06,4.46E-06,4.46E-06,4.46E-06
,30710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30717,3.67E-05,3.67E-05,3.67E-05,3.67E-05,3.67E-05,3.70E-05,3.69E-05,3.70E-05,3.70E-05,3.70E-05,3.67E-05,3.67E-05,3.67E-05,3.70E-05,3.70E-05,3.70E-05
,30718,0.000208337,0.000208337,0.000208337,0.000208337,0.000208337,0.000210157,0.00020958,0.000210157,0.000210157,0.000210157,0.000208337,0.000208337,0.000208337,0.000210157,0.000210157,0.000210157
,30719,0.000209243,0.000209243,0.000209243,0.000209243,0.000209243,0.000211071,0.000210491,0.000211071,0.000211071,0.000211071,0.000209243,0.000209243,0.000209243,0.000211071,0.000211071,0.000211071
,30720,0.000209495,0.000209495,0.000209495,0.000209495,0.000209495,0.000211325,0.000210744,0.000211325,0.000211325,0.000211325,0.000209495,0.000209495,0.000209495,0.000211325,0.000211325,0.000211325
,30721,0.000209644,0.000209644,0.000209644,0.000209644,0.000209644,0.000211476,0.000210895,0.000211476,0.000211476,0.000211476,0.000209644,0.000209644,0.000209644,0.000211476,0.000211476,0.000211476
,30722,0.000209709,0.000209709,0.000209709,0.000209709,0.000209709,0.000211541,0.00021096,0.000211541,0.000211541,0.000211541,0.000209709,0.000209709,0.000209709,0.000211541,0.000211541,0.000211541
,30723,0.000207645,0.000207645,0.000207645,0.000207645,0.000207645,0.000209459,0.000208884,0.000209459,0.000209459,0.000209459,0.000207645,0.000207645,0.000207645,0.000209459,0.000209459,0.000209459
,30724,0.000204729,0.000204729,0.000204729,0.000204729,0.000204729,0.000206518,0.00020595,0.000206518,0.000206518,0.000206518,0.000204729,0.000204729,0.000204729,0.000206518,0.000206518,0.000206518
,30801,0.000205412,0.000205412,0.000205412,0.000205412,0.000205412,0.000207207,0.000206638,0.000207207,0.000207207,0.000207207,0.000205412,0.000205412,0.000205412,0.000207207,0.000207207,0.000207207
,30802,0.000204809,0.000204809,0.000204809,0.000204809,0.000204809,0.000206599,0.000206031,0.000206599,0.000206599,0.000206599,0.000204809,0.000204809,0.000204809,0.000206599,0.000206599,0.000206599
,30803,0.000201062,0.000201062,0.000201062,0.000201062,0.000201062,0.000202819,0.000202262,0.000202819,0.000202819,0.000202819,0.000201062,0.000201062,0.000201062,0.000202819,0.000202819,0.000202819
,30804,0.000198635,0.000198635,0.000198635,0.000198635,0.000198635,0.000200371,0.00019982,0.000200371,0.000200371,0.000200371,0.000198635,0.000198635,0.000198635,0.000200371,0.000200371,0.000200371
,30805,0.000202392,0.000202392,0.000202392,0.000202392,0.000202392,0.00020416,0.000203599,0.00020416,0.00020416,0.00020416,0.000202392,0.000202392,0.000202392,0.00020416,0.00020416,0.00020416
,30806,0.000206063,0.000206063,0.000206063,0.000206063,0.000206063,0.000207864,0.000207293,0.000207864,0.000207864,0.000207864,0.000206063,0.000206063,0.000206063,0.000207864,0.000207864,0.000207864
,30807,0.000206128,0.000206128,0.000206128,0.000206128,0.000206128,0.000207929,0.000207358,0.000207929,0.000207929,0.000207929,0.000206128,0.000206128,0.000206128,0.000207929,0.000207929,0.000207929
,30808,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.57E-05,6.56E-05,6.57E-05,6.57E-05,6.57E-05,6.52E-05,6.52E-05,6.52E-05,6.57E-05,6.57E-05,6.57E-05
,30809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30817,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.39E-05,2.39E-05,2.39E-05,2.41E-05,2.41E-05,2.41E-05
,30818,0.000205725,0.000205725,0.000205725,0.000205725,0.000205725,0.000207522,0.000206952,0.000207522,0.000207522,0.000207522,0.000205725,0.000205725,0.000205725,0.000207522,0.000207522,0.000207522
,30819,0.000208213,0.000208213,0.000208213,0.000208213,0.000208213,0.000210032,0.000209455,0.000210032,0.000210032,0.000210032,0.000208213,0.000208213,0.000208213,0.000210032,0.000210032,0.000210032
,30820,0.000208211,0.000208211,0.000208211,0.000208211,0.000208211,0.00021003,0.000209453,0.00021003,0.00021003,0.00021003,0.000208211,0.000208211,0.000208211,0.00021003,0.00021003,0.00021003
,30821,0.000208339,0.000208339,0.000208339,0.000208339,0.000208339,0.00021016,0.000209582,0.00021016,0.00021016,0.00021016,0.000208339,0.000208339,0.000208339,0.00021016,0.00021016,0.00021016
,30822,0.000208221,0.000208221,0.000208221,0.000208221,0.000208221,0.00021004,0.000209463,0.00021004,0.00021004,0.00021004,0.000208221,0.000208221,0.000208221,0.00021004,0.00021004,0.00021004
,30823,0.000206028,0.000206028,0.000206028,0.000206028,0.000206028,0.000207828,0.000207257,0.000207828,0.000207828,0.000207828,0.000206028,0.000206028,0.000206028,0.000207828,0.000207828,0.000207828
,30824,0.000205439,0.000205439,0.000205439,0.000205439,0.000205439,0.000207233,0.000206664,0.000207233,0.000207233,0.000207233,0.000205439,0.000205439,0.000205439,0.000207233,0.000207233,0.000207233
,30901,0.000191481,0.000191481,0.000191481,0.000191481,0.000191481,0.000193154,0.000192624,0.000193154,0.000193154,0.000193154,0.000191481,0.000191481,0.000191481,0.000193154,0.000193154,0.000193154
,30902,0.000191378,0.000191378,0.000191378,0.000191378,0.000191378,0.00019305,0.000192519,0.00019305,0.00019305,0.00019305,0.000191378,0.000191378,0.000191378,0.00019305,0.00019305,0.00019305
,30903,0.000192545,0.000192545,0.000192545,0.000192545,0.000192545,0.000194227,0.000193694,0.000194227,0.000194227,0.000194227,0.000192545,0.000192545,0.000192545,0.000194227,0.000194227,0.000194227
,30904,0.000192616,0.000192616,0.000192616,0.000192616,0.000192616,0.000194299,0.000193765,0.000194299,0.000194299,0.000194299,0.000192616,0.000192616,0.000192616,0.000194299,0.000194299,0.000194299
,30905,0.000191549,0.000191549,0.000191549,0.000191549,0.000191549,0.000193223,0.000192692,0.000193223,0.000193223,0.000193223,0.000191549,0.000191549,0.000191549,0.000193223,0.000193223,0.000193223
,30906,0.000191691,0.000191691,0.000191691,0.000191691,0.000191691,0.000193366,0.000192835,0.000193366,0.000193366,0.000193366,0.000191691,0.000191691,0.000191691,0.000193366,0.000193366,0.000193366
,30907,0.000192091,0.000192091,0.000192091,0.000192091,0.000192091,0.000193769,0.000193237,0.000193769,0.000193769,0.000193769,0.000192091,0.000192091,0.000192091,0.000193769,0.000193769,0.000193769
,30908,0.000179506,0.000179506,0.000179506,0.000179506,0.000179506,0.000177377,0.000177192,0.000177377,0.000177377,0.000177377,0.000179506,0.000179506,0.000179506,0.000177377,0.000177377,0.000177377
,30909,2.11E-05,2.11E-05,2.11E-05,2.11E-05,2.11E-05,2.09E-05,2.08E-05,2.09E-05,2.09E-05,2.09E-05,2.11E-05,2.11E-05,2.11E-05,2.09E-05,2.09E-05,2.09E-05
,30910,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.14E-06,3.14E-06,3.14E-06,3.14E-06,3.14E-06,3.18E-06,3.18E-06,3.18E-06,3.14E-06,3.14E-06,3.14E-06
,30911,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.14E-06,3.14E-06,3.14E-06,3.14E-06,3.14E-06,3.18E-06,3.18E-06,3.18E-06,3.14E-06,3.14E-06,3.14E-06
,30912,3.10E-06,3.10E-06,3.10E-06,3.10E-06,3.10E-06,3.06E-06,3.06E-06,3.06E-06,3.06E-06,3.06E-06,3.10E-06,3.10E-06,3.10E-06,3.06E-06,3.06E-06,3.06E-06
,30913,3.10E-06,3.10E-06,3.10E-06,3.10E-06,3.10E-06,3.07E-06,3.06E-06,3.07E-06,3.07E-06,3.07E-06,3.10E-06,3.10E-06,3.10E-06,3.07E-06,3.07E-06,3.07E-06
,30914,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06
,30915,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06,9.18E-06
,30916,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05
,30917,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689,0.000148689
,30918,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447,0.000194447
,30919,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891,0.000194891
,30920,0.000196201,0.000196201,0.000196201,0.000196201,0.000196201,0.000193874,0.000193672,0.000193874,0.000193874,0.000193874,0.000196201,0.000196201,0.000196201,0.000193874,0.000193874,0.000193874
