,MoDaHr,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,51210,4.453792468,4.456509462,4.455501441,4.448393757,4.455883919,4.656365945,4.297405682,4.642621061,4.642892695,4.641518086,4.448953992,4.44986041,4.445073706,4.636981022,4.629472568,4.666544414,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51211,4.43846165,4.441175602,4.44016871,4.433068987,4.44055076,4.651322492,4.292649184,4.637582838,4.637854369,4.636480283,4.433628594,4.434533997,4.429752654,4.631944946,4.624439348,4.661497088,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51212,4.440777473,4.443491884,4.442484821,4.435383896,4.442866936,4.640152706,4.282114921,4.626424635,4.626695937,4.625323009,4.435943598,4.436849154,4.432067001,4.620791495,4.613292225,4.650318724,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51213,4.440711497,4.443425895,4.442418837,4.435317946,4.44280095,4.646414132,4.288020093,4.632679568,4.632950998,4.631577421,4.435877646,4.436783197,4.432001067,4.627043764,4.619540947,4.656584958,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51214,4.440026275,4.442740537,4.441733529,4.434632994,4.442115623,4.662620694,4.303304557,4.648869325,4.649141087,4.647765829,4.435192666,4.436098172,4.431316282,4.643226624,4.635714627,4.672803967,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51215,4.44814252,4.450858393,4.449850788,4.442746038,4.450233108,4.631299216,4.273765165,4.617580326,4.617851446,4.616479437,4.443306042,4.444212086,4.439427357,4.611950954,4.604456699,4.641458436,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51216,4.444831636,4.447546852,4.446539491,4.43943646,4.446921718,4.697418438,4.336122425,4.683630983,4.683903458,4.682524592,4.439996328,4.440902153,4.436118582,4.677973476,4.670441766,4.707628432,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51217,4.497503726,4.500229397,4.499218157,4.492087777,4.499601857,4.708828573,4.346883362,4.695029287,4.695301996,4.693921946,4.492649801,4.493559113,4.488757123,4.689366924,4.68182875,4.71904733,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51218,4.810466878,4.813254668,4.812220381,4.804927497,4.812612826,4.975547031,4.598426433,4.961471159,4.961749334,4.960341624,4.80550233,4.806432366,4.801520937,4.955695304,4.94800604,4.985970605,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51219,5.36171177,5.364608974,5.363534094,5.355954979,5.363941941,5.508314605,5.100881316,5.493686259,5.493975352,5.492512389,5.356552373,5.357518911,5.352414719,5.487683702,5.479692636,5.519147302,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51220,5.361711891,5.364609096,5.363534216,5.355955101,5.363942063,5.508302607,5.100870001,5.493674274,5.493963367,5.492500405,5.356552495,5.357519033,5.352414841,5.487671722,5.479680663,7.620762018,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51221,5.36475966,5.36765747,5.366582365,5.359001668,5.366990297,5.508506702,5.101062484,5.493878156,5.494167254,5.492704271,5.359599187,5.360565927,5.355460669,5.487875518,5.479884343,7.377941881,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51222,5.36478173,5.367679544,5.366604437,5.359023729,5.36701237,5.508574343,5.101126276,5.493945728,5.494234826,5.492771837,5.359621248,5.36058799,5.355482724,5.487943061,5.479951848,5.51940724,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51223,5.375639591,5.37853956,5.377463654,5.369877308,5.37787189,5.508570671,5.101122813,5.493942059,5.494231158,5.492768169,5.370475271,5.371442732,5.366333669,5.487939394,5.479948183,5.519403565,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51224,5.406744791,5.409650934,5.408572737,5.40097024,5.408981843,5.524318587,5.115974726,5.509673645,5.509963066,5.508498444,5.401569477,5.402538997,5.397419057,5.503664279,5.495664147,5.535163574,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51301,5.317813097,5.320701588,5.31962994,5.31207362,5.320036561,5.444925678,5.041099007,5.430363066,5.43065086,5.429194472,5.312669217,5.313632849,5.308544007,5.424387483,5.416432325,5.455709698,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51302,5.311828753,5.314716057,5.31364485,5.306091637,5.314051303,5.44357209,5.039822434,5.429010881,5.429298648,5.427842399,5.306686989,5.307650224,5.302563476,5.423035874,5.415081483,5.45435507,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51303,5.310695076,5.313582155,5.312511031,5.304958407,5.312917453,5.443472186,5.039728214,5.428911081,5.429198845,5.427742607,5.305553713,5.306516873,5.30143052,5.422936116,5.414981782,5.45425509,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51304,5.310921869,5.313808992,5.312737852,5.30518511,5.31314428,5.443531763,5.039784402,5.428970597,5.429258362,5.427802118,5.305780425,5.3067436,5.301657168,5.422995606,5.415041238,5.454314713,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51305,5.311360113,5.314247323,5.31317615,5.305623181,5.31358259,5.444219042,5.040432576,5.429657162,5.429944942,5.428488626,5.306218514,5.307181718,5.302095133,5.423681879,5.415727122,5.455002519,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51306,4.981626318,4.98444808,4.983401189,4.976019432,4.983798416,5.064390054,4.682214585,5.050222053,5.050502049,5.049085125,4.97660127,4.97754264,4.972571358,5.044408393,5.036668801,5.074881852,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51307,4.529761279,4.532493352,4.531479736,4.524332607,4.531864337,4.649980817,4.291383846,4.636242555,4.636514058,4.635140111,4.524895951,4.5258074,4.52099413,4.630605233,4.623100395,4.660154383,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51308,4.428493862,4.431205835,4.430199676,4.423105129,4.430581448,4.575348277,4.220997648,4.561687408,4.561957382,4.560591175,4.423664329,4.424569072,4.419791214,4.556081844,4.548619284,4.585464531,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51309,4.413596072,4.416305088,4.415300027,4.408213215,4.415681382,4.568007375,4.214074419,4.554354119,4.554623942,4.553258497,4.408771805,4.409675561,4.404902913,4.548751678,4.541293276,4.578117992,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51310,4.41338596,4.416094934,4.415089888,4.408003186,4.415471238,4.565602468,4.211806342,4.551951705,4.552221479,4.550856283,4.408561767,4.40946551,4.404692935,4.546350287,4.538893248,4.575711237,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51311,4.406460874,4.409168474,4.408163938,4.401080831,4.408545094,4.578204475,4.223691337,4.564540644,4.564810676,4.563444173,4.401639129,4.402542413,4.39777226,4.558933864,4.551469686,4.588322922,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51312,4.406298408,4.409005976,4.408001452,4.400918429,4.408382603,4.573278701,4.219045823,4.559619978,4.559889909,4.558523917,4.40147672,4.402379994,4.397609897,4.554015294,4.546553906,4.583393365,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51313,4.406458639,4.409166239,4.408161703,4.401078597,4.408542859,4.575140201,4.22080141,4.561479548,4.561749517,4.560383332,4.401636895,4.402540179,4.397770026,4.555874072,4.54841163,4.585256295,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51314,4.407207847,4.409915595,4.408911004,4.40182751,4.409292181,4.573718694,4.219460783,4.560059515,4.560329455,4.558963418,4.402385838,4.403289172,4.398518757,4.554454644,4.546993007,4.583833697,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51315,4.412266539,4.414975291,4.413970327,4.406884206,4.414351646,4.565778496,4.211972355,4.55212755,4.552397328,4.551032114,4.407442742,4.40834641,4.403574226,4.546526058,4.539068919,4.575887401,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51316,4.412961084,4.415669974,4.414664959,4.407578477,4.415046297,4.579787458,4.225184254,4.566121985,4.56639205,4.565025383,4.408137041,4.409040755,4.404268329,4.560514532,4.553049457,4.589907121,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51317,4.449012081,4.451728127,4.450720457,4.443615256,4.451102802,4.607657955,4.251469013,4.593963581,4.594234217,4.59286466,4.444175295,4.445081397,4.440296364,4.588344268,4.580863406,4.61779902,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51318,4.711317245,4.714085355,4.713058369,4.705816968,4.713448043,4.829228605,4.460433035,4.815304464,4.815579641,4.814187105,4.706387743,4.707311213,4.702434456,4.80959087,4.801984492,4.839539819,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51319,5.072940723,5.07578061,5.074726995,5.067297823,5.075126773,5.17343219,4.78505259,5.159151114,5.159433344,5.158005112,5.067883398,5.068830814,5.063827602,5.153291055,5.145489693,5.184007725,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51320,5.074799137,5.077639393,5.076585641,5.069155504,5.076985471,5.174253094,4.785826787,5.159971166,5.160253414,5.158825096,5.069741155,5.070688695,5.065684832,5.154110759,5.146308932,5.184829259,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51321,5.075128118,5.07796844,5.076914663,5.069484356,5.077314503,5.174365157,4.785932474,5.160083113,5.160365363,5.158937033,5.07007002,5.071017582,5.066013604,5.154222658,5.146420767,5.184941408,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51322,5.078036119,5.080877018,5.079823027,5.07239121,5.080222948,5.174534194,4.786091893,5.160251974,5.160534227,5.159105881,5.072976993,5.073924747,5.068919753,5.154391447,5.146589461,5.185110574,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51323,5.081195816,5.084037342,5.082983118,5.07554966,5.083383127,5.175685468,4.787177663,5.161402055,5.161684332,5.160255865,5.076135573,5.077083536,5.072077437,5.155541038,5.147738399,5.186262733,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51324,5.15297513,5.155830903,5.154771394,5.147300665,5.155173409,5.193105328,4.803606392,5.178803851,5.179086484,5.177656212,5.147889516,5.148842232,5.143811032,5.172935421,5.165122915,5.20369597,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51401,5.141740989,5.144594532,5.14353585,5.136070954,5.143937551,5.588216369,5.176236938,5.573505166,5.573795896,5.572324647,5.136659345,5.137611317,5.132584046,5.56746861,5.559432281,5.599110425,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51402,5.112050743,5.114898393,5.113841897,5.106392418,5.114242768,5.577034274,5.165691066,5.562334666,5.562625168,5.561155078,5.106979594,5.1079296,5.102912711,5.556302868,5.548272874,5.587919742,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51403,5.105372711,5.108219036,5.107163032,5.09971702,5.107563716,5.575449914,5.164196851,5.560751949,5.561042418,5.559572493,5.100303922,5.101253486,5.096238933,5.554720826,5.546691729,5.586334166,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51404,5.103961391,5.106807435,5.105751535,5.098306256,5.106152181,5.575028316,5.163799241,5.560330789,5.560621249,5.559151368,5.098893101,5.099842572,5.094828511,5.554299845,5.546270987,5.585912245,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51405,5.105744645,5.108591044,5.107535013,5.100088807,5.107935707,5.576243535,5.164945318,5.561544747,5.561835233,5.560365225,5.100675725,5.101625314,5.09661063,5.555513286,5.54748374,5.587128397,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51406,5.072876532,5.075716407,5.074662796,5.067233658,5.075062573,5.539729567,5.130508872,5.525068644,5.525358381,5.52389216,5.06781923,5.068766642,5.063763452,5.51905272,5.511043858,5.550586388,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51407,4.547860523,4.550596189,4.549581241,4.542424713,4.549966347,4.73056629,4.367384276,4.716744462,4.717017616,4.715635312,4.542988798,4.543901445,4.539081846,4.711072849,4.703522362,4.740801739,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51408,4.407928799,4.41063669,4.409632046,4.402548177,4.410013243,4.605481526,4.249416415,4.591789409,4.59206,4.590690668,4.403106535,4.404009916,4.39923925,4.586171022,4.578691392,4.615620919,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
,51409,4.4073376,4.410045374,4.409040774,4.401957212,4.409421954,4.607944295,4.251739061,4.594249624,4.594520266,4.593150679,4.402515546,4.403418887,4.398648428,4.588630189,4.581149165,4.61808558,114.1657158,114.1657158,114.1657158,114.1657158,114.1657158,114.1865112,114.2037349,114.1865112,114.1865112,114.1865112,114.1657158,114.1657158,114.1657158,114.1865112,114.1865112,114.1865112,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212,98.513212
