,MoDaHr,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,42806,5.422202644,5.425111855,5.42403252,5.416421996,5.424442057,5.536424114,5.127391489,5.521766619,5.522056289,5.520590411,5.417021866,5.417992409,5.412867064,5.515752102,5.507745112,5.547278398,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42807,4.892218555,4.895022571,4.893982264,4.886646931,4.894376993,5.005640175,4.626807378,4.991533097,4.991811889,4.990401058,4.88722511,4.888160559,4.883220543,4.985744437,4.978038125,5.016086859,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42808,4.506414615,4.509142055,4.508130158,4.500995151,4.508514107,4.653332419,4.294544753,4.639590681,4.639862253,4.638487959,4.50155754,4.502467443,4.497662337,4.633951933,4.626445197,4.663508559,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42809,4.451371807,4.454088321,4.453080478,4.445974051,4.453462888,4.627827249,4.270490742,4.61411196,4.614383009,4.61301136,4.446534187,4.447440445,4.442654587,4.608484065,4.600991777,4.637983803,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42810,4.435483353,4.438196714,4.43719004,4.430091864,4.437572007,4.628724846,4.271337269,4.615008626,4.615279693,4.613907951,4.43065135,4.431556555,4.426776253,4.609380349,4.601887552,4.638882089,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42811,4.457307311,4.460025003,4.459016723,4.451907214,4.459399299,4.614757002,4.258164148,4.601055267,4.601326048,4.599955754,4.452467593,4.453374244,4.44858631,4.595432933,4.587948049,4.624903519,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42812,4.446258174,4.448973673,4.447966206,4.440862435,4.448348474,4.612713467,4.256236883,4.59901385,4.599284589,4.597914508,4.441422362,4.442328281,4.437544211,4.593392386,4.58590866,4.622858414,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42813,4.487267971,4.48999161,4.488981123,4.481856058,4.489364537,4.650886063,4.292237586,4.637146861,4.637418383,4.636044343,4.482417663,4.483326298,4.478527887,4.631509154,4.624003804,4.661060323,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42814,4.458563482,4.461281424,4.460273051,4.45316289,4.460655662,4.617218827,4.260485903,4.603514538,4.60378537,4.602414821,4.45372332,4.454630054,4.449841681,4.597891157,4.590404879,4.627367234,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42815,4.457872553,4.460590357,4.459582035,4.452472233,4.459964628,4.607524453,4.251343107,4.593830218,4.594100851,4.592731307,4.453032636,4.453939324,4.449151192,4.588210962,4.580730175,4.617665416,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42816,4.432295648,4.435008376,4.434001937,4.426905416,4.434383815,4.66820371,4.308569917,4.65444655,4.654718427,4.653342591,4.427464771,4.428369766,4.423590578,4.648801475,4.641286314,4.678391269,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42817,4.463371306,4.466090202,4.465081476,4.457968818,4.465464222,4.671536433,4.311713019,4.657775817,4.658047762,4.65667158,4.458529446,4.459436498,4.454646444,4.652129323,4.644612275,4.681726551,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42818,4.841107183,4.843901054,4.842864511,4.835555717,4.843257811,4.983477645,4.605905822,4.96939355,4.969671888,4.968263355,4.836131804,4.837063869,4.832141725,4.96361432,4.955920563,4.99390731,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42819,5.435377882,5.438289708,5.437209403,5.429592038,5.437619308,5.533107463,25.30324781,5.518453407,5.518743009,5.517277475,5.430192447,5.431163863,5.426033911,5.512440301,5.50443519,5.5439592,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42820,5.436561926,5.439473988,5.438393595,5.430775616,5.438803534,5.533144796,5.124298753,5.518490702,5.518780304,5.517314766,5.431376073,5.432347567,5.427217201,5.51247758,5.504472448,5.543996562,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42821,5.439341681,5.442254294,5.441173697,5.433554274,5.441583713,9.06857643,5.125169762,5.5194133,5.519702921,5.518237288,5.434154845,5.435126523,5.429995185,5.513399785,5.50539413,5.544920827,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42822,5.439939947,5.442852679,5.441772038,5.434152304,5.442182071,5.534203141,5.125296881,5.519547949,5.519837572,5.518371925,5.4347529,5.435724618,5.43059307,5.513534376,5.505528645,5.545055719,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42823,5.440205881,5.443118666,5.442038005,5.434418133,5.442448045,5.534281458,5.125370743,5.519626185,5.51991581,5.518450154,5.435018739,5.435990475,5.430858834,5.513612579,5.505606803,5.545134096,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42824,5.449000443,5.451914973,5.450833665,5.443209226,5.451243951,5.537560969,5.128463661,5.522902295,5.523191988,5.521725992,5.443810193,5.444782511,5.439647795,5.516887294,5.50887966,5.548416126,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42901,5.411386947,5.414294012,5.413215473,5.405610565,5.413624708,5.514492394,5.10670761,5.499857642,5.500146862,5.498683258,5.406209992,5.40717982,5.402058257,5.493852457,5.485857891,5.525329836,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42902,5.411280879,5.414187923,5.413109392,5.405504539,5.413518624,5.514460412,5.106677447,5.499825692,5.500114912,5.498651312,5.406103962,5.407073782,5.401952256,5.493820521,5.485825973,5.525297829,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42903,5.411257562,5.414164601,5.413086072,5.405481232,5.413495304,5.51442675,5.106645701,5.499792066,5.500081285,5.498617688,5.406080653,5.407050472,5.401928954,5.493786909,5.48579238,5.525264142,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42904,5.383772864,5.386674448,5.385597943,5.378007373,5.386006406,5.504151444,5.096955025,5.489527415,5.489816423,5.488353892,5.37860567,5.379573669,5.374461762,5.48352663,5.475537922,5.514980944,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42905,5.384092848,5.386994495,5.385917967,5.378327231,5.386326439,5.505772265,5.098483627,5.491146556,5.491435597,5.489972898,5.378925541,5.379893561,5.374781543,5.485145081,5.477155455,5.516603011,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42906,5.384105274,5.387006924,5.385930394,5.378339652,5.386338867,5.50578812,5.09849858,5.491162393,5.491451435,5.489988734,5.378937963,5.379905983,5.374793961,5.485160912,5.477171277,5.516618877,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42907,4.657345534,4.660102931,4.65907992,4.651866543,4.659468086,4.726462864,4.36351432,4.71264529,4.71291836,4.711536482,4.652435109,4.653355006,4.648497121,4.706975424,4.699427261,4.736695161,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42908,4.43797974,4.440693596,4.439686739,4.432587266,4.440068775,4.586421283,4.231440637,4.572748931,4.573019132,4.571651777,4.433146854,4.434052225,4.42927105,4.567138655,4.559669822,4.59654604,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42909,4.421575867,4.424286467,4.423280818,4.416189862,4.423662396,4.584750531,4.229864945,4.571079911,4.571350078,4.569982896,4.416748779,4.417653064,4.412877625,4.565470346,4.55800246,4.594874005,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42910,4.421177017,4.423887538,4.422881918,4.41579117,4.423263485,4.611049794,4.254667868,4.597351903,4.597622608,4.596252699,4.41635007,4.417254329,4.412479029,4.591731147,4.584248363,4.621193464,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42911,4.433986378,4.436699442,4.435692879,4.42859548,4.436074804,4.601740999,4.245888712,4.58805276,4.588323275,4.586954331,4.429154904,4.430060011,4.425280232,4.582435965,4.574958455,4.61187752,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42912,4.432978626,4.43569149,4.434685001,4.427588125,4.435066898,4.592143521,4.236837298,4.578465235,4.578735553,4.577367605,4.428147508,4.429052548,4.424273122,4.572852524,4.56538045,4.602272672,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42913,4.462988856,4.465707676,4.464698977,4.457586519,4.465081713,4.621267667,4.264304379,4.60755918,4.607830095,4.606459126,4.45814713,4.459054157,4.454264237,4.601934076,4.594445504,4.631419184,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42914,4.463359412,4.466078306,4.46506958,4.457956929,4.465452325,4.622703723,4.265658727,4.608993746,4.609264691,4.607893573,4.458517555,4.459424607,4.454634557,4.603368032,4.595878646,4.632856342,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42915,4.437890051,4.440603889,4.439597038,4.432497612,4.439979072,4.588888062,4.233767064,4.575213152,4.575483403,4.574115792,4.433057196,4.433962562,4.429181418,4.569601826,4.562131596,4.599014713,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42916,4.425152692,4.427864002,4.42685809,4.419765277,4.427239768,4.616133421,4.259462253,4.602430258,4.602701067,4.601330631,4.42032434,4.421228862,4.416452172,4.596807339,4.589321675,4.626280994,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42917,4.450538972,4.45325532,4.452247539,4.445141544,4.452629926,4.624118797,4.266993288,4.610407353,4.610678326,4.609307062,4.445701646,4.446607849,4.441822282,4.604781036,4.597290849,4.634272502,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42918,4.8332486,4.836040912,4.835004947,4.827700234,4.835398028,4.956044687,4.580033707,4.941989039,4.942266815,4.940861127,4.828275999,4.829207544,4.824288148,4.936221482,4.928543266,4.966453285,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42919,5.382907311,5.385808723,5.384732282,5.377142162,5.385140721,5.506028104,5.09872491,5.491402129,5.491691176,5.49022845,5.377740423,5.378708365,5.373596761,5.485400546,5.477410775,5.516859046,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42920,5.408697472,5.411604002,5.894768763,5.402922151,5.410934822,5.515681134,5.107828714,5.501045149,5.501334393,5.499870666,5.403521467,5.404491117,5.399370494,5.495039458,5.487044219,5.526519488,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42921,5.40996464,5.412871422,5.411792989,5.404188819,5.412202184,5.516072399,5.108197718,5.501436008,5.50172526,5.500261493,5.404788188,5.405757921,5.400636856,5.49543015,5.48743469,5.526911053,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42922,5.410398119,5.413304987,5.412226522,5.404622127,5.412635729,5.516204624,5.10832242,5.501568096,5.501857351,5.500393571,5.405221514,5.406191276,5.401070058,5.495562183,5.487566647,5.527043381,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42923,5.410693552,5.413600479,5.412521991,5.404917443,5.412931207,5.516294075,5.108406781,5.501657454,5.501946711,5.500482921,5.405516842,5.406486623,5.401365303,5.495651503,5.487655916,5.5271329,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,42924,5.424260148,5.427169767,5.426090281,5.418478689,5.426499876,5.521287743,5.113116326,5.506645943,5.506935303,5.505470995,5.419078643,5.420049322,5.414923258,5.500637867,5.492639452,5.532130402,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,43001,5.434183944,5.437095533,5.436015316,5.428398571,5.436425188,6.067420156,5.628175635,6.052212023,6.052512575,6.050991628,5.428998931,5.429970268,5.424840733,6.045971559,6.037663771,6.078682202,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,43002,5.433878293,5.436789822,5.435709627,5.428093041,5.43611949,6.06735793,5.628116949,6.052149861,6.052450411,6.050929471,5.428693388,5.429664705,5.424535277,6.045909423,6.037601671,6.078619928,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,43003,5.433780293,5.436691802,5.435611614,5.427995079,5.436021475,6.067348563,5.628108114,6.052140504,6.052441054,6.050920115,5.428595422,5.429566733,5.424437339,6.04590007,6.037592322,6.078610554,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
,43004,5.433889972,5.436801503,5.435721308,5.428104715,5.436131171,6.067356724,5.628115812,6.052148657,6.052449207,6.050928267,5.428705063,5.429676381,5.424546949,6.04590822,6.037600468,6.078618722,114.1455033,114.1455033,114.1455033,114.1455033,114.1455033,114.166427,114.1837217,114.166427,114.166427,114.166427,114.1455033,114.1455033,114.1455033,114.166427,114.166427,114.166427,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354,102.7602354
