Filename,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value 
CoolTower.cc,"Zone Cooltower Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,dataCoolTower.CoolTowerSys(CoolTowerNum).AirMassFlowRate,"""System""","""Average"""
CoolTower.cc,"Zone Cooltower Air Inlet Temperature""",,OutputProcessor::Unit::C,dataCoolTower.CoolTowerSys(CoolTowerNum).InletDBTemp,"""System""","""Average"""
CoolTower.cc,"Zone Cooltower Air Inlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,dataCoolTower.CoolTowerSys(CoolTowerNum).InletHumRat,"""System""","""Average"""
CoolTower.cc,"Zone Cooltower Air Outlet Temperature""",,OutputProcessor::Unit::C,dataCoolTower.CoolTowerSys(CoolTowerNum).OutletTemp,"""System""","""Average"""
CoolTower.cc,"Zone Cooltower Air Outlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,dataCoolTower.CoolTowerSys(CoolTowerNum).OutletHumRat,"""System""","""Average"""
CoolTower.cc,"Zone Cooltower Pump Electricity Rate""",,OutputProcessor::Unit::W,dataCoolTower.CoolTowerSys(CoolTowerNum).PumpElecPower,"""System""","""Average"""
CoolTower.cc,"Zone Cooltower Pump Electricity Energy""",,OutputProcessor::Unit::J,dataCoolTower.CoolTowerSys(CoolTowerNum).PumpElecConsump,"""System""","""Sum"""
CoolTower.cc,"Zone Cooltower Water Volume""",,OutputProcessor::Unit::m3,dataCoolTower.CoolTowerSys(CoolTowerNum).CoolTWaterConsump,"""System""","""Sum"""
CoolTower.cc,"Zone Cooltower Mains Water Volume""",,OutputProcessor::Unit::m3,dataCoolTower.CoolTowerSys(CoolTowerNum).CoolTWaterConsump,"""System""","""Sum"""
CoolTower.cc,"Zone Cooltower Water Volume""",,OutputProcessor::Unit::m3,dataCoolTower.CoolTowerSys(CoolTowerNum).CoolTWaterConsump,"""System""","""Sum"""
CoolTower.cc,"Zone Cooltower Storage Tank Water Volume""",,OutputProcessor::Unit::m3,dataCoolTower.CoolTowerSys(CoolTowerNum).CoolTWaterConsump,"""System""","""Sum"""
CoolTower.cc,"Zone Cooltower Starved Mains Water Volume""",,OutputProcessor::Unit::m3,dataCoolTower.CoolTowerSys(CoolTowerNum).CoolTWaterStarvMakeup,"""System""","""Sum"""
CTElectricGenerator.cc,"Generator Produced AC Electricity Rate""",,OutputProcessor::Unit::W,this->ElecPowerGenerated,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Produced AC Electricity Energy""",,OutputProcessor::Unit::J,this->ElecEnergyGenerated,"""System""","""Sum"""
CTElectricGenerator.cc,"""Generator "" + this->FuelType + "" Rate""",,OutputProcessor::Unit::W,this->FuelEnergyUseRate,"""System""","""Average"""
CTElectricGenerator.cc,"Generator "" + this->FuelType + "" Energy""",,OutputProcessor::Unit::J,this->FuelEnergy,"""System""","""Sum"""
CTElectricGenerator.cc,"Generator Fuel HHV Basis Rate""",,OutputProcessor::Unit::W,this->FuelEnergyUseRate,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Fuel HHV Basis Energy""",,OutputProcessor::Unit::J,this->FuelEnergy,"""System""","""Sum"""
CTElectricGenerator.cc,"""Generator "" + this->FuelType + "" Mass Flow Rate""",,OutputProcessor::Unit::kg_s,this->FuelMdot,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Exhaust Air Temperature""",,OutputProcessor::Unit::C,this->ExhaustStackTemp,"""System""","""Average"""
CTElectricGenerator.cc,"""Generator Exhaust Heat Recovery Rate""",,OutputProcessor::Unit::W,this->QExhaustRecovered,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Exhaust Heat Recovery Energy""",,OutputProcessor::Unit::J,this->ExhaustEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,"""Generator Lube Heat Recovery Rate""",,OutputProcessor::Unit::W,this->QLubeOilRecovered,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Lube Heat Recovery Energy""",,OutputProcessor::Unit::J,this->LubeOilEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,"""Generator Produced Thermal Rate""",,OutputProcessor::Unit::W,this->QTotalHeatRecovered,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Produced Thermal Energy""",,OutputProcessor::Unit::J,this->TotalHeatEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,"""Generator Heat Recovery Inlet Temperature""",,OutputProcessor::Unit::C,this->HeatRecInletTemp,"""System""","""Average"""
CTElectricGenerator.cc,"""Generator Heat Recovery Outlet Temperature""",,OutputProcessor::Unit::C,this->HeatRecOutletTemp,"""System""","""Average"""
CTElectricGenerator.cc,"""Generator Heat Recovery Mass Flow Rate""",,OutputProcessor::Unit::kg_s,this->HeatRecMdot,"""System""","""Average"""
CurveManager.cc,"Performance Curve Input Variable "" + numStr + "" Value""",,OutputProcessor::Unit::None,state.dataCurveManager->PerfCurve(CurveIndex).CurveInput1,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Input Variable "" + numStr + "" Value""",,OutputProcessor::Unit::None,state.dataCurveManager->PerfCurve(CurveIndex).CurveInput2,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Input Variable "" + numStr + "" Value""",,OutputProcessor::Unit::None,state.dataCurveManager->PerfCurve(CurveIndex).CurveInput3,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Input Variable "" + numStr + "" Value""",,OutputProcessor::Unit::None,state.dataCurveManager->PerfCurve(CurveIndex).CurveInput4,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Input Variable "" + numStr + "" Value""",,OutputProcessor::Unit::None,state.dataCurveManager->PerfCurve(CurveIndex).CurveInput5,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Input Variable "" + numStr + "" Value""",,OutputProcessor::Unit::None,state.dataCurveManager->PerfCurve(CurveIndex).CurveInput6,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Output Value""",,OutputProcessor::Unit::None,state.dataCurveManager->PerfCurve(CurveIndex).CurveOutput,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Input Variable 1 Value""",,OutputProcessor::Unit::None,DataBranchAirLoopPlant::PressureCurve(CurveIndex).CurveInput1,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Input Variable 2 Value""",,OutputProcessor::Unit::None,DataBranchAirLoopPlant::PressureCurve(CurveIndex).CurveInput2,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Input Variable 3 Value""",,OutputProcessor::Unit::None,DataBranchAirLoopPlant::PressureCurve(CurveIndex).CurveInput3,"""HVAC""","""Average"""
CurveManager.cc,"Performance Curve Output Value""",,OutputProcessor::Unit::None,DataBranchAirLoopPlant::PressureCurve(CurveIndex).CurveOutput,"""HVAC""","""Average"""
DaylightingDevices.cc,"Tubular Daylighting Device Transmitted Solar Radiation Rate""",,OutputProcessor::Unit::W,TDDPipe(PipeNum).TransmittedSolar,"""Zone""","""Average"""
DaylightingDevices.cc,"Tubular Daylighting Device Pipe Absorbed Solar Radiation Rate""",,OutputProcessor::Unit::W,TDDPipe(PipeNum).PipeAbsorbedSolar,"""Zone""","""Average"""
DaylightingDevices.cc,"Tubular Daylighting Device Heat Gain Rate""",,OutputProcessor::Unit::W,TDDPipe(PipeNum).HeatGain,"""Zone""","""Average"""
DaylightingDevices.cc,"Tubular Daylighting Device Heat Loss Rate""",,OutputProcessor::Unit::W,TDDPipe(PipeNum).HeatLoss,"""Zone""","""Average"""
DaylightingDevices.cc,"Tubular Daylighting Device Beam Solar Transmittance""",,OutputProcessor::Unit::None,TDDPipe(PipeNum).TransSolBeam,"""Zone""","""Average"""
DaylightingDevices.cc,"Tubular Daylighting Device Beam Visible Transmittance""",,OutputProcessor::Unit::None,TDDPipe(PipeNum).TransVisBeam,"""Zone""","""Average"""
DaylightingDevices.cc,"Tubular Daylighting Device Diffuse Solar Transmittance""",,OutputProcessor::Unit::None,TDDPipe(PipeNum).TransSolDiff,"""Zone""","""Average"""
DaylightingDevices.cc,"Tubular Daylighting Device Diffuse Visible Transmittance""",,OutputProcessor::Unit::None,TDDPipe(PipeNum).TransVisDiff,"""Zone""","""Average"""
DaylightingDevices.cc,"View Factor To Outside Shelf""",,&                //        Shelf(ShelfNum)%ViewFactor,'Zone','Average',"Shelf(ShelfNum)%Name)            }        }        // Warning that if Calculate Solar Reflection From Exterior Surfaces = Yes in Building input, then        // solar reflection calculated from obstructions will not be used in daylighting shelf or tubular device        // calculation        if (CalcSolRefl && (NumOfTDDPipes > 0 || NumOfShelf > 0)) {            ShowWarningError(""InitDaylightingDevices: Solar Distribution Model includes Solar Reflection calculatio"
DaylightingManager.cc,"Daylighting Window Reference Point "" + std::to_string(refPtNum) + "" Illuminance""",,OutputProcessor::Unit::lux,SurfaceWindow(SurfLoop).IllumFromWinAtRefPtRep(refPtNum),"""Zone""","""Average"""
DaylightingManager.cc,"Daylighting Window Reference Point "" + std::to_string(refPtNum) + "" View Luminance""",,OutputProcessor::Unit::cd_m2,SurfaceWindow(SurfLoop).LumWinFromRefPtRep(refPtNum),"""Zone""","""Average"""
DaylightingManager.cc,"Daylighting Window Reference Point Illuminance""",,OutputProcessor::Unit::lux,SurfaceWindow(enclSurfNum).IllumFromWinAtRefPtRep(refPtCount),"""Zone""","""Average"""
DaylightingManager.cc,"Daylighting Window Reference Point View Luminance""",,OutputProcessor::Unit::cd_m2,SurfaceWindow(enclSurfNum).LumWinFromRefPtRep(refPtCount),"""Zone""","""Average"""
DaylightingManager.cc,"Daylighting Reference Point "" + std::to_string(refPtNum) + "" Illuminance""",,OutputProcessor::Unit::lux,zone_daylight.DaylIllumAtRefPt(refPtNum),"""Zone""","""Average"""
DaylightingManager.cc,"Daylighting Reference Point "" + std::to_string(refPtNum) + "" Daylight Illuminance Setpoint Exceeded Time""",,OutputProcessor::Unit::hr,zone_daylight.TimeExceedingDaylightIlluminanceSPAtRefPt(refPtNum),"""Zone""","""Sum"""
DaylightingManager.cc,"Daylighting Reference Point "" + std::to_string(refPtNum) + "" Glare Index""",,OutputProcessor::Unit::None,zone_daylight.GlareIndexAtRefPt(refPtNum),"""Zone""","""Average"""
DaylightingManager.cc,"Daylighting Reference Point "" + std::to_string(refPtNum) + "" Glare Index Setpoint Exceeded Time""",,OutputProcessor::Unit::hr,zone_daylight.TimeExceedingGlareIndexSPAtRefPt(refPtNum),"""Zone""","""Sum"""
DaylightingManager.cc,"Daylighting Lighting Power Multiplier""",,OutputProcessor::Unit::None,zone_daylight.ZonePowerReductionFactor,"""Zone""","""Average"""
DElightManagerF.cc,"Daylighting Reference Point Illuminance""",,OutputProcessor::Unit::lux,znDayl.DaylIllumAtRefPt(refPt.indexToFracAndIllum),"""Zone""","""Average"""
DemandManager.cc,"Demand Manager Meter Demand Power""",,OutputProcessor::Unit::W,DemandManagerList(ListNum).MeterDemand,"""Zone""","""Average"""
DemandManager.cc,"Demand Manager Average Demand Power""",,OutputProcessor::Unit::W,DemandManagerList(ListNum).AverageDemand,"""Zone""","""Average"""
DemandManager.cc,"Demand Manager Peak Demand Power""",,OutputProcessor::Unit::W,DemandManagerList(ListNum).PeakDemand,"""Zone""","""Average"""
DemandManager.cc,"Demand Manager Scheduled Limit Power""",,OutputProcessor::Unit::W,DemandManagerList(ListNum).ScheduledLimit,"""Zone""","""Average"""
DemandManager.cc,"Demand Manager Demand Limit Power""",,OutputProcessor::Unit::W,DemandManagerList(ListNum).DemandLimit,"""Zone""","""Average"""
DemandManager.cc,"Demand Manager Over Limit Power""",,OutputProcessor::Unit::W,DemandManagerList(ListNum).OverLimit,"""Zone""","""Average"""
DemandManager.cc,"Demand Manager Over Limit Time""",,OutputProcessor::Unit::hr,DemandManagerList(ListNum).OverLimitDuration,"""Zone""","""Sum"""
DemandManager.cc,"Demand Manager Exterior Energy Iteration Count""",,OutputProcessor::Unit::None,DemandManagerExtIterations,"""Zone""","""Sum"""
DemandManager.cc,"""Demand Manager Heat Balance Iteration Count""",,OutputProcessor::Unit::None,DemandManagerHBIterations,"""Zone""","""Sum"""
DemandManager.cc,"""Demand Manager HVAC Iteration Count""",,OutputProcessor::Unit::None,DemandManagerHVACIterations,"""Zone""","""Sum"""
DesiccantDehumidifiers.cc,"Dehumidifier Removed Water Mass""",,OutputProcessor::Unit::kg,DesicDehum(DesicDehumNum).WaterRemove,"""System""","""Sum"""
DesiccantDehumidifiers.cc,"Dehumidifier Removed Water Mass Flow Rate""",,OutputProcessor::Unit::kg_s,DesicDehum(DesicDehumNum).WaterRemoveRate,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Part Load Ratio""",,OutputProcessor::Unit::None,DesicDehum(DesicDehumNum).PartLoad,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Electricity Rate""",,OutputProcessor::Unit::W,DesicDehum(DesicDehumNum).ElecUseRate,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Electricity Energy""",,OutputProcessor::Unit::J,DesicDehum(DesicDehumNum).ElecUseEnergy,"""System""","""Sum"""
DesiccantDehumidifiers.cc,"Dehumidifier Regeneration Specific Energy""",,OutputProcessor::Unit::J_kgWater,DesicDehum(DesicDehumNum).SpecRegenEnergy,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Regeneration Rate""",,OutputProcessor::Unit::W,DesicDehum(DesicDehumNum).QRegen,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Regeneration Energy""",,OutputProcessor::Unit::J,DesicDehum(DesicDehumNum).RegenEnergy,"""System""","""Sum"""
DesiccantDehumidifiers.cc,"Dehumidifier Regeneration Air Speed""",,OutputProcessor::Unit::m_s,DesicDehum(DesicDehumNum).RegenAirVel,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Regeneration Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,DesicDehum(DesicDehumNum).RegenAirInMassFlowRate,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Process Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,DesicDehum(DesicDehumNum).ProcAirInMassFlowRate,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Removed Water Mass""",,OutputProcessor::Unit::kg,DesicDehum(DesicDehumNum).WaterRemove,"""System""","""Sum"""
DesiccantDehumidifiers.cc,"Dehumidifier Removed Water Mass Flow Rate""",,OutputProcessor::Unit::kg_s,DesicDehum(DesicDehumNum).WaterRemoveRate,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Part Load Ratio""",,OutputProcessor::Unit::None,DesicDehum(DesicDehumNum).PartLoad,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Exhaust Fan Electricity Rate""",,OutputProcessor::Unit::W,DesicDehum(DesicDehumNum).ExhaustFanPower,"""System""","""Average"""
DesiccantDehumidifiers.cc,"Dehumidifier Exhaust Fan Electricity Energy""",,OutputProcessor::Unit::J,DesicDehum(DesicDehumNum).ExhaustFanElecConsumption,"""System""","""Sum"""
DualDuct.cc,"Zone Air Terminal Cold Supply Duct Damper Position""",,OutputProcessor::Unit::None,dd_airterminal(DDNum).ColdAirDamperPosition,"""System""","""Average"""
DualDuct.cc,"Zone Air Terminal Hot Supply Duct Damper Position""",,OutputProcessor::Unit::None,dd_airterminal(DDNum).HotAirDamperPosition,"""System""","""Average"""
DualDuct.cc,"Zone Air Terminal Cold Supply Duct Damper Position""",,OutputProcessor::Unit::None,dd_airterminal(DDNum).ColdAirDamperPosition,"""System""","""Average"""
DualDuct.cc,"Zone Air Terminal Hot Supply Duct Damper Position""",,OutputProcessor::Unit::None,dd_airterminal(DDNum).HotAirDamperPosition,"""System""","""Average"""
DualDuct.cc,"Zone Air Terminal Outdoor Air Volume Flow Rate""",,OutputProcessor::Unit::m3_s,dd_airterminal(DDNum).OutdoorAirFlowRate,"""System""","""Average"""
DualDuct.cc,"Zone Air Terminal Outdoor Air Duct Damper Position""",,OutputProcessor::Unit::None,dd_airterminal(DDNum).OADamperPosition,"""System""","""Average"""
DualDuct.cc,"Zone Air Terminal Recirculated Air Duct Damper Position""",,OutputProcessor::Unit::None,dd_airterminal(DDNum).RecircAirDamperPosition,"""System""","""Average"""
DualDuct.cc,"Zone Air Terminal Outdoor Air Fraction""",,OutputProcessor::Unit::None,dd_airterminal(DDNum).OAFraction,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Total Cooling Rate""",,OutputProcessor::Unit::W,Coil.TotalCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Total Cooling Energy""",,OutputProcessor::Unit::J,Coil.TotalCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Sensible Cooling Rate""",,OutputProcessor::Unit::W,Coil.SensCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Sensible Cooling Energy""",,OutputProcessor::Unit::J,Coil.SensCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Latent Cooling Rate""",,OutputProcessor::Unit::W,Coil.LatCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Latent Cooling Energy""",,OutputProcessor::Unit::J,Coil.LatCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Electricity Rate""",,OutputProcessor::Unit::W,Coil.ElecCoolingPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Electricity Energy""",,OutputProcessor::Unit::J,Coil.ElecCoolingConsumption,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Runtime Fraction""",,OutputProcessor::Unit::None,Coil.CoolingCoilRuntimeFraction,"""System""","""Average"""
DXCoils.cc,"Secondary Coil Heat Rejection Rate""",,OutputProcessor::Unit::W,Coil.SecCoilSensibleHeatGainRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Condensate Volume Flow Rate""",,OutputProcessor::Unit::m3_s,Coil.CondensateVdot,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Condensate Volume""",,OutputProcessor::Unit::m3,Coil.CondensateVol,"""System""","""Sum"""
DXCoils.cc,"DX Cooling Coil Crankcase Heater Power""",W,Coil%CrankcaseHeaterPower,'System',&                //                             'Average',Coil%Name)                //    CALL SetupOutputVariable('Cooling Coil Crankcase Heater Electric Energy [J]'
DXCoils.cc,"Cooling Coil Evaporative Condenser Water Volume""",,OutputProcessor::Unit::m3,Coil.EvapWaterConsump,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Evaporative Condenser Mains Supply Water Volume""",,OutputProcessor::Unit::m3,Coil.EvapWaterConsump,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Evaporative Condenser Pump Electricity Rate""",,OutputProcessor::Unit::W,Coil.EvapCondPumpElecPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Evaporative Condenser Pump Electricity Energy""",,OutputProcessor::Unit::J,Coil.EvapCondPumpElecConsumption,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Basin Heater Electricity Rate""",,OutputProcessor::Unit::W,Coil.BasinHeaterPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Basin Heater Electricity Energy""",,OutputProcessor::Unit::J,Coil.BasinHeaterConsumption,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Stage 2 Runtime Fraction""",,OutputProcessor::Unit::None,Coil.CoolingCoilStg2RuntimeFrac,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Dehumidification Mode""",,OutputProcessor::Unit::None,Coil.DehumidificationMode,"""System""","""Average"""
DXCoils.cc,"""Heating Coil Heating Rate""",,OutputProcessor::Unit::W,Coil.TotalHeatingEnergyRate,"""System""","""Average"""
DXCoils.cc,"Heating Coil Heating Energy""",,OutputProcessor::Unit::J,Coil.TotalHeatingEnergy,"""System""","""Sum"""
DXCoils.cc,"Heating Coil Electricity Rate""",,OutputProcessor::Unit::W,Coil.ElecHeatingPower,"""System""","""Average"""
DXCoils.cc,"Heating Coil Electricity Energy""",,OutputProcessor::Unit::J,Coil.ElecHeatingConsumption,"""System""","""Sum"""
DXCoils.cc,"""Heating Coil Defrost Electricity Rate""",,OutputProcessor::Unit::W,Coil.DefrostPower,"""System""","""Average"""
DXCoils.cc,"Heating Coil Defrost Electricity Energy""",,OutputProcessor::Unit::J,Coil.DefrostConsumption,"""System""","""Sum"""
DXCoils.cc,"Heating Coil Crankcase Heater Electricity Rate""",,OutputProcessor::Unit::W,Coil.CrankcaseHeaterPower,"""System""","""Average"""
DXCoils.cc,"Heating Coil Crankcase Heater Electricity Energy""",,OutputProcessor::Unit::J,Coil.CrankcaseHeaterConsumption,"""System""","""Sum"""
DXCoils.cc,"""Heating Coil Runtime Fraction""",,OutputProcessor::Unit::None,Coil.HeatingCoilRuntimeFraction,"""System""","""Average"""
DXCoils.cc,"Secondary Coil Total Heat Removal Rate""",,OutputProcessor::Unit::W,Coil.SecCoilTotalHeatRemovalRate,"""System""","""Average"""
DXCoils.cc,"Secondary Coil Sensible Heat Removal Rate""",,OutputProcessor::Unit::W,Coil.SecCoilSensibleHeatRemovalRate,"""System""","""Average"""
DXCoils.cc,"Secondary Coil Latent Heat Removal Rate""",,OutputProcessor::Unit::W,Coil.SecCoilLatentHeatRemovalRate,"""System""","""Average"""
DXCoils.cc,"""Secondary Coil Sensible Heat Ratio""",,OutputProcessor::Unit::None,Coil.SecCoilSHR,"""System""","""Average"""
DXCoils.cc,"Secondary Coil Compressor Part Load Ratio""",,OutputProcessor::Unit::None,Coil.CompressorPartLoadRatio,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Total Cooling Rate""",,OutputProcessor::Unit::W,Coil.TotalCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Total Cooling Energy""",,OutputProcessor::Unit::J,Coil.TotalCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Sensible Cooling Rate""",,OutputProcessor::Unit::W,Coil.SensCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Sensible Cooling Energy""",,OutputProcessor::Unit::J,Coil.SensCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Latent Cooling Rate""",,OutputProcessor::Unit::W,Coil.LatCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Latent Cooling Energy""",,OutputProcessor::Unit::J,Coil.LatCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Electricity Rate""",,OutputProcessor::Unit::W,Coil.ElecCoolingPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Electricity Energy""",,OutputProcessor::Unit::J,Coil.ElecCoolingConsumption,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Runtime Fraction""",,OutputProcessor::Unit::None,Coil.CoolingCoilRuntimeFraction,"""System""","""Average"""
DXCoils.cc,"Secondary Coil Heat Rejection Rate""",,OutputProcessor::Unit::W,Coil.SecCoilSensibleHeatGainRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Condenser Inlet Temperature""",,OutputProcessor::Unit::C,Coil.CondInletTemp,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Evaporative Condenser Water Volume""",,OutputProcessor::Unit::m3,Coil.EvapWaterConsump,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Evaporative Condenser Mains Supply Water Volume""",,OutputProcessor::Unit::m3,Coil.EvapWaterConsump,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Evaporative Condenser Pump Electricity Rate""",,OutputProcessor::Unit::W,Coil.EvapCondPumpElecPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Evaporative Condenser Pump Electricity Energy""",,OutputProcessor::Unit::J,Coil.EvapCondPumpElecConsumption,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Basin Heater Electricity Rate""",,OutputProcessor::Unit::W,Coil.BasinHeaterPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Basin Heater Electricity Energy""",,OutputProcessor::Unit::J,Coil.BasinHeaterConsumption,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Total Cooling Rate""",,OutputProcessor::Unit::W,Coil.TotalCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Total Cooling Energy""",,OutputProcessor::Unit::J,Coil.TotalCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Total Cooling Energy""",,OutputProcessor::Unit::J,Coil.TotalCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Sensible Cooling Rate""",,OutputProcessor::Unit::W,Coil.SensCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Sensible Cooling Energy""",,OutputProcessor::Unit::J,Coil.SensCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Latent Cooling Rate""",,OutputProcessor::Unit::W,Coil.LatCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Latent Cooling Energy""",,OutputProcessor::Unit::J,Coil.LatCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Runtime Fraction""",,OutputProcessor::Unit::None,Coil.CoolingCoilRuntimeFraction,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Crankcase Heater Electricity Rate""",,OutputProcessor::Unit::W,Coil.CrankcaseHeaterPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Crankcase Heater Electricity Energy""",,OutputProcessor::Unit::J,Coil.CrankcaseHeaterConsumption,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Total Water Heating Rate""",,OutputProcessor::Unit::W,Coil.TotalHeatingEnergyRate,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Total Water Heating Energy""",,OutputProcessor::Unit::J,Coil.TotalHeatingEnergy,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Water Heating Electricity Rate""",,OutputProcessor::Unit::W,Coil.ElecWaterHeatingPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Water Heating Electricity Energy""",,OutputProcessor::Unit::J,Coil.ElecWaterHeatingConsumption,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Total Cooling Rate""",,OutputProcessor::Unit::W,Coil.TotalCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Total Cooling Energy""",,OutputProcessor::Unit::J,Coil.TotalCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Sensible Cooling Rate""",,OutputProcessor::Unit::W,Coil.SensCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Sensible Cooling Energy""",,OutputProcessor::Unit::J,Coil.SensCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Latent Cooling Rate""",,OutputProcessor::Unit::W,Coil.LatCoolingEnergyRate,"""System""","""Average"""
DXCoils.cc,"""Cooling Coil Latent Cooling Energy""",,OutputProcessor::Unit::J,Coil.LatCoolingEnergy,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil Electricity Rate""",,OutputProcessor::Unit::W,Coil.ElecCoolingPower,"""System""","""Average"""
DXCoils.cc,"Cooling Coil Electricity Energy""",,OutputProcessor::Unit::J,Coil.ElecCoolingConsumption,"""System""","""Sum"""
DXCoils.cc,"Cooling Coil "" + Coil.FuelType + "" Rate""",,OutputProcessor::Unit::W,Coil.FuelUsed,"""System""","""Average"""
DXCoils.cc,"Cooling Coil "" + Coil.FuelType + "" Energy""",,OutputProcessor::Unit::J,Coil.FuelConsumed,"""System""","""Sum"""
DXCoils.cc,"""Cooling Coil Runtime Fraction""",,OutputProcessor::Unit::None,Coil.CoolingCoilRuntimeFraction,"""System""","""Average"""
