//Complete Material and Composite List,,,,,,,,,,,,,,,,,,,,,,,,
//Save this TAB as MaterialData_T24N_2019.csv in the RulesetDev\Rulesets\T24N\Rules\Tables folder,,,,,,,,,,,,,,,,,,,,,,,,
TABLE MaterialData,,,,,,,,,,,,,,,,,,,,,,,,
CodeCat,MatList,Thkns,Rvalue,ThrmlCndct,Dens,SpecHt,ExtRoughness,Library_Res_Name,CSE_CondCT,CSE_Cond,CSE_SpecHt,CSE_Dens,NRCCPRF_MatEnum,NRCCPRF_GlazingMatEnum,// For Reference,,,,,,,,,
//Material Category,Material Name,Thickness,Resistance,Conductivity,Density,Specific Heat,Roughness,,Coef. for temp. adjustment of Cond,,,,,,Input,,,,,,,,,
//,,(in.),(h-ft2-F/BTU),(BTU/h-ft-F),(lb/ft3),(BTU/lb-F),,,(F-1),(BTU/h-ft-F),(BTU/lb-F),(lb/ft3),,,,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - No Ins. - CW,2.27,0,0.0983,29.09,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakSingleGlassStoneMetal_NoInsulationCW,AluminumNoThermalBreakSingleGlassStoneMetal_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R4 Ins. - CW,1.83,0.226,0.0467,35.69,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakSingleGlassStoneMetal_R4InsulationCW,AluminumNoThermalBreakSingleGlassStoneMetal_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R7 Ins. - CW,2.55,1.492,0.0583,25.92,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakSingleGlassStoneMetal_R7InsulationCW,AluminumNoThermalBreakSingleGlassStoneMetal_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R10 Ins. - CW,3.27,1.838,0.0708,20.44,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakSingleGlassStoneMetal_R10InsulationCW,AluminumNoThermalBreakSingleGlassStoneMetal_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R15 Ins. - CW,4.47,2.032,0.0917,15.23,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakSingleGlassStoneMetal_R15InsulationCW,AluminumNoThermalBreakSingleGlassStoneMetal_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R20 Ins. - CW,5.67,2.217,0.1125,12.22,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakSingleGlassStoneMetal_R20InsulationCW,AluminumNoThermalBreakSingleGlassStoneMetal_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R25 Ins. - CW,6.87,2.325,0.1342,10.26,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakSingleGlassStoneMetal_R25InsulationCW,AluminumNoThermalBreakSingleGlassStoneMetal_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Single glass pane. stone. or metal pane - R30 Ins. - CW,8.07,2.397,0.155,8.88,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakSingleGlassStoneMetal_R30InsulationCW,AluminumNoThermalBreakSingleGlassStoneMetal_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - No Ins. - CW,2.27,0.526,0.07515,29.09,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakDoubleNoLowE_NoInsulationCW,AluminumNoThermalBreakDoubleNoLowE_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R4 Ins. - CW,1.83,0.787,0.0443,35.69,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakDoubleNoLowE_R4InsulationCW,AluminumNoThermalBreakDoubleNoLowE_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R7 Ins. - CW,2.55,1.65,0.05686,25.92,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakDoubleNoLowE_R7InsulationCW,AluminumNoThermalBreakDoubleNoLowE_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R10 Ins. - CW,3.27,1.92,0.06925,20.44,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakDoubleNoLowE_R10InsulationCW,AluminumNoThermalBreakDoubleNoLowE_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R15 Ins. - CW,4.47,2.083,0.09085,15.23,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakDoubleNoLowE_R15InsulationCW,AluminumNoThermalBreakDoubleNoLowE_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R20 Ins. - CW,5.67,2.246,0.1118,12.22,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakDoubleNoLowE_R20InsulationCW,AluminumNoThermalBreakDoubleNoLowE_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R25 Ins. - CW,6.87,2.345,0.13298,10.26,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakDoubleNoLowE_R25InsulationCW,AluminumNoThermalBreakDoubleNoLowE_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Double glass with no low e coatings - R30 Ins. - CW,8.07,2.407,0.1543,8.88,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakDoubleNoLowE_R30InsulationCW,AluminumNoThermalBreakDoubleNoLowE_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - No Ins. - CW,2.27,0.914,0.065,29.09,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakTripleOrLowE_NoInsulationCW,AluminumNoThermalBreakTripleOrLowE_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R4 Ins. - CW,1.83,1.174,0.0425,35.69,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakTripleOrLowE_R4InsulationCW,AluminumNoThermalBreakTripleOrLowE_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R7 Ins. - CW,2.55,1.782,0.0558,25.92,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakTripleOrLowE_R7InsulationCW,AluminumNoThermalBreakTripleOrLowE_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R10 Ins. - CW,3.27,1.999,0.0683,20.44,0.26,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakTripleOrLowE_R10InsulationCW,AluminumNoThermalBreakTripleOrLowE_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R15 Ins. - CW,4.47,2.135,0.09,15.23,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakTripleOrLowE_R15InsulationCW,AluminumNoThermalBreakTripleOrLowE_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R20 Ins. - CW,5.67,2.275,0.1108,12.22,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakTripleOrLowE_R20InsulationCW,AluminumNoThermalBreakTripleOrLowE_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R25 Ins. - CW,6.87,2.365,0.1333,10.26,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakTripleOrLowE_R25InsulationCW,AluminumNoThermalBreakTripleOrLowE_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/out Thrml Break - Triple or low e glass - R30 Ins. - CW,8.07,2.418,0.1542,8.88,0.27,Smooth,NA,-1,-1,-1,-1,AluminumNoThermalBreakTripleOrLowE_R30InsulationCW,AluminumNoThermalBreakTripleOrLowE_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - No Ins. - CW,2.27,0.051,0.0942,29.09,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakSingleGlassStoneMetal_NoInsulationCW,AluminumThermalBreakSingleGlassStoneMetal_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R4 Ins. - CW,1.83,0.31,0.0392,35.69,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakSingleGlassStoneMetal_R4InsulationCW,AluminumThermalBreakSingleGlassStoneMetal_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R7 Ins. - CW,2.55,2.1,0.0467,25.92,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakSingleGlassStoneMetal_R7InsulationCW,AluminumThermalBreakSingleGlassStoneMetal_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R10 Ins. - CW,3.27,2.696,0.055,20.44,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakSingleGlassStoneMetal_R10InsulationCW,AluminumThermalBreakSingleGlassStoneMetal_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R15 Ins. - CW,4.47,3.056,0.07,15.23,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakSingleGlassStoneMetal_R15InsulationCW,AluminumThermalBreakSingleGlassStoneMetal_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R20 Ins. - CW,5.67,3.424,0.0842,12.22,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakSingleGlassStoneMetal_R20InsulationCW,AluminumThermalBreakSingleGlassStoneMetal_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R25 Ins. - CW,6.87,3.655,0.0992,10.26,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakSingleGlassStoneMetal_R25InsulationCW,AluminumThermalBreakSingleGlassStoneMetal_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Single glass pane. stone. or metal pane - R30 Ins. - CW,8.07,3.801,0.115,8.88,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakSingleGlassStoneMetal_R30InsulationCW,AluminumThermalBreakSingleGlassStoneMetal_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - No Ins. - CW,2.27,0.771,0.06886,29.09,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakDoubleNoLowE_NoInsulationCW,AluminumThermalBreakDoubleNoLowE_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R4 Ins. - CW,1.83,1.033,0.03674,35.69,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakDoubleNoLowE_R4InsulationCW,AluminumThermalBreakDoubleNoLowE_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R7 Ins. - CW,2.55,2.365,0.04515,25.92,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakDoubleNoLowE_R7InsulationCW,AluminumThermalBreakDoubleNoLowE_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R10 Ins. - CW,3.27,2.854,0.05415,20.44,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakDoubleNoLowE_R10InsulationCW,AluminumThermalBreakDoubleNoLowE_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R15 Ins. - CW,4.47,3.166,0.06898,15.23,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakDoubleNoLowE_R15InsulationCW,AluminumThermalBreakDoubleNoLowE_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R20 Ins. - CW,5.67,3.498,0.08371,12.22,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakDoubleNoLowE_R20InsulationCW,AluminumThermalBreakDoubleNoLowE_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R25 Ins. - CW,6.87,3.695,0.09916,10.26,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakDoubleNoLowE_R25InsulationCW,AluminumThermalBreakDoubleNoLowE_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Double glass with no low e - R30 Ins. - CW,8.07,3.823,0.11384,8.88,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakDoubleNoLowE_R30InsulationCW,AluminumThermalBreakDoubleNoLowE_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - No Ins. - CW,2.27,1.333,0.0575,29.09,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakTripleOrLowE_NoInsulationCW,AluminumThermalBreakTripleOrLowE_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R4 Ins. - CW,1.83,1.595,0.03477,35.69,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakTripleOrLowE_R4InsulationCW,AluminumThermalBreakTripleOrLowE_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R7 Ins. - CW,2.55,2.598,0.0442,25.92,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakTripleOrLowE_R7InsulationCW,AluminumThermalBreakTripleOrLowE_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R10 Ins. - CW,3.27,2.996,0.05304,20.44,0.26,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakTripleOrLowE_R10InsulationCW,AluminumThermalBreakTripleOrLowE_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R15 Ins. - CW,4.47,3.265,0.0683,15.23,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakTripleOrLowE_R15InsulationCW,AluminumThermalBreakTripleOrLowE_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R20 Ins. - CW,5.67,3.555,0.0833,12.22,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakTripleOrLowE_R20InsulationCW,AluminumThermalBreakTripleOrLowE_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R25 Ins. - CW,6.87,3.737,0.0983,10.26,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakTripleOrLowE_R25InsulationCW,AluminumThermalBreakTripleOrLowE_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Aluminum w/ Thrml Break - Triple or low e glass - R30 Ins. - CW,8.07,3.867,0.1142,8.88,0.27,Smooth,NA,-1,-1,-1,-1,AluminumThermalBreakTripleOrLowE_R30InsulationCW,AluminumThermalBreakTripleOrLowE_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - No Ins. - CW,2.27,0,0.0983,29.09,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationSingleGlassStoneMetal_NoInsulationCW,ContinuousInsulationSingleGlassStoneMetal_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R4 Ins. - CW,1.83,0.226,0.0258,35.69,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationSingleGlassStoneMetal_R4InsulationCW,ContinuousInsulationSingleGlassStoneMetal_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R7 Ins. - CW,2.55,4.226,0.02373,25.92,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationSingleGlassStoneMetal_R7InsulationCW,ContinuousInsulationSingleGlassStoneMetal_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R10 Ins. - CW,3.27,7.215,0.02276,20.44,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationSingleGlassStoneMetal_R10InsulationCW,ContinuousInsulationSingleGlassStoneMetal_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R15 Ins. - CW,4.47,10.261,0.0219,15.23,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationSingleGlassStoneMetal_R15InsulationCW,ContinuousInsulationSingleGlassStoneMetal_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R20 Ins. - CW,5.67,15.279,0.0216,12.22,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationSingleGlassStoneMetal_R20InsulationCW,ContinuousInsulationSingleGlassStoneMetal_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R25 Ins. - CW,6.87,20.427,0.02126,10.26,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationSingleGlassStoneMetal_R25InsulationCW,ContinuousInsulationSingleGlassStoneMetal_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Single glass pane. stone. or metal pane - R30 Ins. - CW,8.07,25.466,0.02141,8.88,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationSingleGlassStoneMetal_R30InsulationCW,ContinuousInsulationSingleGlassStoneMetal_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Double glass with no low e coatings - No Ins. - CW,2.27,0.526,0.075,29.09,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationDoubleNoLowE_NoInsulationCW,ContinuousInsulationDoubleNoLowE_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R4 Ins. - CW,1.83,0.787,0.02345,35.69,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationDoubleNoLowE_R4InsulationCW,ContinuousInsulationDoubleNoLowE_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R7 Ins. - CW,2.55,4.8,0.0225,25.92,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationDoubleNoLowE_R7InsulationCW,ContinuousInsulationDoubleNoLowE_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R10 Ins. - CW,3.27,7.771,0.02183,20.44,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationDoubleNoLowE_R10InsulationCW,ContinuousInsulationDoubleNoLowE_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R15 Ins. - CW,4.47,10.778,0.02108,15.23,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationDoubleNoLowE_R15InsulationCW,ContinuousInsulationDoubleNoLowE_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R20 Ins. - CW,5.67,15.817,0.02109,12.22,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationDoubleNoLowE_R20InsulationCW,ContinuousInsulationDoubleNoLowE_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R25 Ins. - CW,6.87,20.889,0.02065,10.26,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationDoubleNoLowE_R25InsulationCW,ContinuousInsulationDoubleNoLowE_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Double glass with no low e coatings - R30 Ins. - CW,8.07,25.466,0.0207,8.88,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationDoubleNoLowE_R30InsulationCW,ContinuousInsulationDoubleNoLowE_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Triple or low e glass - No Ins. - CW,2.27,0.914,0.065,29.09,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationTripleOrLowE_NoInsulationCW,ContinuousInsulationTripleOrLowE_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Triple or low e glass - R4 Ins. - CW,1.83,1.174,0.0221,35.69,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationTripleOrLowE_R4InsulationCW,ContinuousInsulationTripleOrLowE_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Triple or low e glass - R7 Ins. - CW,2.55,5.174,0.02146,25.92,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationTripleOrLowE_R7InsulationCW,ContinuousInsulationTripleOrLowE_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Triple or low e glass - R10 Ins. - CW,3.27,8.159,0.02121,20.44,0.26,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationTripleOrLowE_R10InsulationCW,ContinuousInsulationTripleOrLowE_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Triple or low e glass - R15 Ins. - CW,4.47,11.198,0.02067,15.23,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationTripleOrLowE_R15InsulationCW,ContinuousInsulationTripleOrLowE_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Triple or low e glass - R20 Ins. - CW,5.67,16.099,0.02058,12.22,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationTripleOrLowE_R20InsulationCW,ContinuousInsulationTripleOrLowE_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Triple or low e glass - R25 Ins. - CW,6.87,21.372,0.02065,10.26,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationTripleOrLowE_R25InsulationCW,ContinuousInsulationTripleOrLowE_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Continuous Ins. - Triple or low e glass - R30 Ins. - CW,8.07,26.177,0.0207,8.88,0.27,Smooth,NA,-1,-1,-1,-1,ContinuousInsulationTripleOrLowE_R30InsulationCW,ContinuousInsulationTripleOrLowE_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - No Ins. - CW,2.52,0.054,0.1067,41.9,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingSingleGlassStoneMetal_NoInsulationCW,StructuralGlazingSingleGlassStoneMetal_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R4 Ins. - CW,2.08,0.314,0.04052,50.36,0.25,Smooth,NA,-1,-1,-1,-1,StructuralGlazingSingleGlassStoneMetal_R4InsulationCW,StructuralGlazingSingleGlassStoneMetal_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R7 Ins. - CW,2.8,2.598,0.0442,37.69,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingSingleGlassStoneMetal_R7InsulationCW,StructuralGlazingSingleGlassStoneMetal_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R10 Ins. - CW,3.52,3.536,0.0492,30.2,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingSingleGlassStoneMetal_R10InsulationCW,StructuralGlazingSingleGlassStoneMetal_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R15 Ins. - CW,4.72,4.175,0.0583,22.79,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingSingleGlassStoneMetal_R15InsulationCW,StructuralGlazingSingleGlassStoneMetal_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R20 Ins. - CW,5.92,4.864,0.06777,18.37,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingSingleGlassStoneMetal_R20InsulationCW,StructuralGlazingSingleGlassStoneMetal_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R25 Ins. - CW,7.12,5.323,0.07781,15.45,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingSingleGlassStoneMetal_R25InsulationCW,StructuralGlazingSingleGlassStoneMetal_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Single glass pane. stone. or metal pane - R30 Ins. - CW,8.32,5.644,0.0875,13.37,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingSingleGlassStoneMetal_R30InsulationCW,StructuralGlazingSingleGlassStoneMetal_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Double glass with no low e coatings - No Ins. - CW,2.27,0.883,0.0675,29.09,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingDoubleNoLowE_NoInsulationCW,StructuralGlazingDoubleNoLowE_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
