//Complete Material and Composite List,,,,,,,,,,,,,,,,,,,,,,,,
//Save this TAB as MaterialData_T24N_2019.csv in the RulesetDev\Rulesets\T24N\Rules\Tables folder,,,,,,,,,,,,,,,,,,,,,,,,
TABLE MaterialData,,,,,,,,,,,,,,,,,,,,,,,,
CodeCat,MatList,Thkns,Rvalue,ThrmlCndct,Dens,SpecHt,ExtRoughness,Library_Res_Name,CSE_CondCT,CSE_Cond,CSE_SpecHt,CSE_Dens,NRCCPRF_MatEnum,NRCCPRF_GlazingMatEnum,// For Reference,,,,,,,,,
//Material Category,Material Name,Thickness,Resistance,Conductivity,Density,Specific Heat,Roughness,,Coef. for temp. adjustment of Cond,,,,,,Input,,,,,,,,,
//,,(in.),(h-ft2-F/BTU),(BTU/h-ft-F),(lb/ft3),(BTU/lb-F),,,(F-1),(BTU/h-ft-F),(BTU/lb-F),(lb/ft3),,,,,,,,,,,,
Curtain Walls,Structural Glazing - Double glass with no low e coatings - R4 Ins. - CW,1.83,1.142,0.0325,35.69,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingDoubleNoLowE_R4InsulationCW,StructuralGlazingDoubleNoLowE_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Double glass with no low e coatings - R7 Ins. - CW,2.55,2.996,0.0383,25.92,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingDoubleNoLowE_R7InsulationCW,StructuralGlazingDoubleNoLowE_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Double glass with no low e coatings - R10 Ins. - CW,3.27,3.801,0.0442,20.44,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingDoubleNoLowE_R10InsulationCW,StructuralGlazingDoubleNoLowE_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Double glass with no low e coatings - R15 Ins. - CW,4.47,4.358,0.05397,15.23,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingDoubleNoLowE_R15InsulationCW,StructuralGlazingDoubleNoLowE_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Double glass with no low e coatings - R20 Ins. - CW,5.67,4.998,0.0642,12.22,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingDoubleNoLowE_R20InsulationCW,StructuralGlazingDoubleNoLowE_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Double glass with no low e coatings - R25 Ins. - CW,6.87,5.4,0.0742,10.26,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingDoubleNoLowE_R25InsulationCW,StructuralGlazingDoubleNoLowE_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Double glass with no low e coatings - R30 Ins. - CW,8.07,5.729,0.085,8.88,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingDoubleNoLowE_R30InsulationCW,StructuralGlazingDoubleNoLowE_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Triple or low e glass - No Ins. - CW,2.27,1.607,0.0542,29.09,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingTripleOrLowE_NoInsulationCW,StructuralGlazingTripleOrLowE_NoInsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Triple or low e glass - R4 Ins. - CW,1.83,1.867,0.03,35.69,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingTripleOrLowE_R4InsulationCW,StructuralGlazingTripleOrLowE_R4InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Triple or low e glass - R7 Ins. - CW,2.55,3.369,0.03653,25.92,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingTripleOrLowE_R7InsulationCW,StructuralGlazingTripleOrLowE_R7InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Triple or low e glass - R10 Ins. - CW,3.27,4.052,0.0425,20.44,0.26,Smooth,NA,-1,-1,-1,-1,StructuralGlazingTripleOrLowE_R10InsulationCW,StructuralGlazingTripleOrLowE_R10InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Triple or low e glass - R15 Ins. - CW,4.47,4.555,0.05303,15.23,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingTripleOrLowE_R15InsulationCW,StructuralGlazingTripleOrLowE_R15InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Triple or low e glass - R20 Ins. - CW,5.67,5.102,0.06373,12.22,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingTripleOrLowE_R20InsulationCW,StructuralGlazingTripleOrLowE_R20InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Triple or low e glass - R25 Ins. - CW,6.87,5.479,0.07367,10.26,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingTripleOrLowE_R25InsulationCW,StructuralGlazingTripleOrLowE_R25InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Curtain Walls,Structural Glazing - Triple or low e glass - R30 Ins. - CW,8.07,5.773,0.0842,8.88,0.27,Smooth,NA,-1,-1,-1,-1,StructuralGlazingTripleOrLowE_R30InsulationCW,StructuralGlazingTripleOrLowE_R30InsulationCW,JA4 Table 4.8.3,,,,,,,,,
Finish Materials,Acoustic Tile - 3/8 in.,0.38,0.95,0.0325,18.00,0.19,MediumSmooth,NA,-1,-1,-1,-1,AcousticTile0_375In,,AEC,,,,,,,,,
Finish Materials,Acoustic Tile - 1/2 in.,0.50,1.26,0.0333,18.00,0.19,MediumSmooth,NA,-1,-1,-1,-1,AcousticTile0_5In,,AEC,,,,,,,,,
Finish Materials,Acoustic Tile - 3/4 in.,0.75,1.89,0.0333,18.00,0.19,MediumSmooth,NA,-1,-1,-1,-1,AcousticTile0_75In,,AEC,,,,,,,,,
Finish Materials,Carpet - 3/4 in.,0.75,2.38,0.0263,18.00,0.33,Rough,Carpet,-1,0.020000,0.34,12.3,Carpet0_75In,,CEC Doug,,,,,,,,,
Finish Materials,Linoleum/cork tile - 1/4 in.,0.25,0.49,0.0425,29.00,0.45,MediumRough,NA,-1,-1,-1,-1,LinoleumCorkTile0_25In,,AEC,,,,,,,,,
Finish Materials,Rubber tile - 1 in.,1.00,2.94,0.0283,119.00,0.48,MediumSmooth,NA,-1,-1,-1,-1,RubberTile1In,,AEC,,,,,,,,,
Finish Materials,Slate or tile - 1/2 in.,0.50,0.05,0.9192,119.81,0.30,VeryRough,NA,-1,-1,-1,-1,SlateOrTile0_5In,,AEC,,,,,,,,,
Finish Materials,Terrazzo - 1 in.,1.00,0.08,1.0417,160.00,0.19,Rough,NA,-1,-1,-1,-1,Terrazzo1In,,AEC,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 1 1/2 in. Polyurethane Ins. each side - concrete 6 in.,9,19.13,0.0392,100.33,0.23,Smooth,NA,-1,-1,-1,-1,ICF1_5InPolyurethaneEachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 1 1/2 in. Polyurethane Ins. each side - concrete 8 in.,11,19.318,0.0475,109.36,0.22,Smooth,NA,-1,-1,-1,-1,ICF1_5InPolyurethaneEachSideConcrete8In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 2 in. Polyurethane Ins. each side - concrete 6 in.,10,22.72,0.0367,90.4,0.23,Smooth,NA,-1,-1,-1,-1,ICF2InPolyurethaneEachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 2 in. Polyurethane Ins. each side - concrete 8 in.,12,23.09,0.0433,100.33,0.22,Smooth,NA,-1,-1,-1,-1,ICF2InPolyurethaneEachSideConcrete8In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 4 1/2 in. Polyurethane Ins. each side - concrete 6 in.,15,42.81,0.0292,60.6,0.23,Smooth,NA,-1,-1,-1,-1,ICF4_5InPolyurethaneEachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 4 1/2 in. Polyurethane Ins. each side - concrete 8 in.,17,42.54,0.0333,71.12,0.22,Smooth,NA,-1,-1,-1,-1,ICF4_5InPolyurethaneEachSideConcrete8In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 2 in. EPS Ins. each side - concrete 6 in.,10,16.4,0.0508,90.4,0.23,Smooth,NA,-1,-1,-1,-1,ICF2InEPS_EachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 2 in. EPS Ins. each side - concrete 8 in.,12,16.67,0.06,100.33,0.22,Smooth,NA,-1,-1,-1,-1,ICF2InEPS_EachSideConcrete8In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 2 1/2 in. EPS Ins. each side - concrete 6 in.,11,21.3,0.04304,76.81,0.23,Smooth,NA,-1,-1,-1,-1,ICF2_5InEPS_EachSideConcrete6In,,CEC RJ,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 2 1/2 in. EPS Ins. each side - concrete 8 in.,13,21.45,0.05051,86.54,0.22,Smooth,NA,-1,-1,-1,-1,ICF2_5InEPS_EachSideConcrete8In,,CEC RJ,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 3 in. EPS Ins. each side - concrete 6 in.,12,23.98,0.0417,75.5,0.23,Smooth,NA,-1,-1,-1,-1,ICF3InEPS_EachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 3 in. EPS Ins. each side - concrete 8 in.,14,24.551,0.0475,86.14,0.22,Smooth,NA,-1,-1,-1,-1,ICF3InEPS_EachSideConcrete8In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 4 in. EPS Ins. each side - concrete 6 in.,14,32.59,0.0358,64.86,0.23,Smooth,NA,-1,-1,-1,-1,ICF4InEPS_EachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 4 in. EPS Ins. each side - concrete 8 in.,16,31.97,0.0417,75.5,0.22,Smooth,NA,-1,-1,-1,-1,ICF4InEPS_EachSideConcrete8In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 2 in. XPS Ins. each side - concrete 6 in.,10,21.26,0.0392,90.4,0.23,Smooth,NA,-1,-1,-1,-1,ICF2InXPS_EachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 2 in. XPS Ins. each side - concrete 8 in.,12,21.05,0.0475,100.33,0.22,Smooth,NA,-1,-1,-1,-1,ICF2InXPS_EachSideConcrete8In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 3 in. XPS Ins. each side - concrete 6 in.,12,30.77,0.0325,75.5,0.23,Smooth,NA,-1,-1,-1,-1,ICF3InXPS_EachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 3 in. XPS Ins. each side - concrete 8 in.,14,31.11,0.0375,86.14,0.22,Smooth,NA,-1,-1,-1,-1,ICF3InXPS_EachSideConcrete8In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 4 in. XPS Ins. each side - concrete 6 in.,14,39.95,0.0292,64.86,0.23,Smooth,NA,-1,-1,-1,-1,ICF4InXPS_EachSideConcrete6In,,JA4-10,,,,,,,,,
ICF Wall,Insulating Concrete Forms - 4 in. XPS Ins. each side - concrete 8 in.,16,41.03,0.0325,75.5,0.22,Smooth,NA,-1,-1,-1,-1,ICF4InXPS_EachSideConcrete8In,,JA4-10,,,,,,,,,
Insulation Batt,Glass fiber batt - 3 1/2 in. R11 (CEC Default),3.5,11.00,0.0265,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt3_5In_R11_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 3 1/2 in. R13 (CEC Default),3.5,13.00,0.0224,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt3_5In_R13_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 3 1/2 in. R15 (CEC Default),3.5,15.00,0.0194,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt3_5In_R15_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 5 1/2 in. R19 (CEC Default),5.5,18.00,0.0255,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt5_5In_R19_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 5 1/2 in. R21 (CEC Default),5.5,21.00,0.0218,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt5_5In_R21_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 7 1/4 in. R25 (CEC Default),7.25,24.00,0.0252,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt7_25In_R25_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 7 1/4 in. R30 (CEC Default),7.25,25.00,0.0242,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt7_25In_R30_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 8 1/4 in. R30C (CEC Default),8.25,30.00,0.0229,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt8_25In_R30_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 10 in. R30 (CEC Default),10,30.00,0.0278,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt10In_R30_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 12 in. R38 (CEC Default),12,38.00,0.0263,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt12In_R38_CEC_Default,,CEC RJ,,,,,,,,,
Insulation Batt,Glass fiber batt - 4 in.,4.00,13.33,0.025,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt4In,,AEC,,,,,,,,,
Insulation Batt,Glass fiber batt - 4 1/2 in.,4.50,15.00,0.025,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt4_5In,,AEC,,,,,,,,,
Insulation Batt,Glass fiber batt - 5 in.,5.00,16.67,0.025,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt5In,,AEC,,,,,,,,,
Insulation Batt,Glass fiber batt - 6 in.,6.00,20.00,0.025,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt6In,,AEC,,,,,,,,,
Insulation Batt,Glass fiber batt - 6 1/2 in.,6.50,21.67,0.025,0.70,0.20,MediumRough,NA,-1,-1,-1,-1,GlassFiberBatt6_5In,,AEC,,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 1/8 in. R0.7,0.13,0.73,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate0_125In_R0_7,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 1/4 in. R1.5,0.25,1.47,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate0_25In_R1_5,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 1/2 in. R2.9,0.50,2.93,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate0_5In_R2_9,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 1 in. R5.9,1.00,5.87,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate1In_R5_9,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 1 1/2 in. R8.8,1.50,8.80,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate1_5In_R8_8,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 2 in. R12,2.00,11.74,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate2In_R12,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 2 1/2 in. R15,2.50,14.67,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate2_5In_R15,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 3 in. R18,3.00,17.60,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate3In_R18,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 3 1/2 in. R21,3.50,20.54,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate3_5In_R21,,AEC,,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 4 in. R23,4.00,23.47,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate4In_R23,,AEC,,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 4 1/2 in. R26,4.50,26.41,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate4_5In_R26,,AEC,,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 5 in. R29,5.00,29.34,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate5In_R29,,AEC,,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 5 1/2 in. R32,5.50,32.28,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate5_5In_R32,,AEC,,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 6 in. R35,6.00,35.21,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate6In_R35,,AEC,,,,,,,,,
Insulation Board,Cellular polyisocyanurate (unfaced) - 6 1/2 in. R38,6.50,38.15,0.0142,1.50,0.38,Rough,NA,-1,-1,-1,-1,CellularPolyisocyanurate6_5In_R38,,AEC,,,,,,,,,
Insulation Board,Expanded perlite - organic bonded - 3/4 in. R2.1,0.75,2.08,0.03,1.00,0.30,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPerliteOrganicBonded0_75In_R2_1,,AEC,,,,,,,,,
Insulation Board,Expanded perlite - organic bonded - 1 in. R2.8,1.00,2.78,0.03,1.00,0.30,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPerliteOrganicBonded1In_R2_8,,AEC,,,,,,,,,
Insulation Board,Expanded perlite - organic bonded - 1 1/2 in. R4.2,1.50,4.17,0.03,1.00,0.30,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPerliteOrganicBonded1_5In_R4_2,,AEC,,,,,,,,,
Insulation Board,Expanded perlite - organic bonded - 2 in. R5.6,2.00,5.56,0.03,1.00,0.30,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPerliteOrganicBonded2In_R5_6,,AEC,,,,,,,,,
Insulation Board,Expanded perlite - organic bonded - 3 in. R8.3,3.00,8.33,0.03,1.00,0.30,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPerliteOrganicBonded3In_R8_3,,AEC,,,,,,,,,
Insulation Board,Expanded perlite - organic bonded - 4 in. R11,4.00,11.11,0.03,1.00,0.30,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPerliteOrganicBonded4In_R11,,AEC,,,,,,,,,
Insulation Board,Expanded perlite - organic bonded - 6 in. R17,6.00,16.67,0.03,1.00,0.30,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPerliteOrganicBonded6In_R17,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 1/4 in. R1.0,0.25,1.04,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene0_25In_R1,,"AEC, CEC RJ",,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 1/2 in. R2.1,0.50,2.08,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene0_5In_R2_1,,CEC Doug,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 3/4 in. R3.1,0.75,3.13,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene0_75In_R3_1,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 1 in. R4.2,1.00,4.17,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene1In_R4_2,,CEC Doug,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 1 1/4 in. R5.2,1.25,5.21,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene1_25In_R5_2,,CEC Doug,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 1 1/2 in. R6.3,1.50,6.25,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene1_5In_R6_3,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 1 3/4 in. R7.3,1.75,7.29,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene1_75In_R7_3,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 1 7/8 in. R8.0,1.92,8.00,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene1_875In_R8,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 1 15/16 in. R8.1,1.94,8.07,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene1_9375In_R8_1,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 2 in. R8.3,2.00,8.33,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene2In_R8_3,,CEC Doug,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 2 2/5 in. R10,2.40,10.00,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene2_4In_R10,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 2 7/16 in. R10,2.43,10.13,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene2_4375In_R10,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 3 in. R13,3.01,12.54,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene3In_ R13,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 3 1/3 in. R14,3.35,13.96,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene3_3333In_R14,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 3 2/5 in. R14,3.39,14.13,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene3_4In_R14,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 3 1/2 in. R15,3.50,14.58,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene3_5In_R15,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 4 1/16 in. R17,4.05,16.88,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene4_0625In_R17,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 4 7/10 in. R20,4.71,19.63,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene4_7In_R20,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 5 2/5 in. R22,5.20,21.67,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene5_4In_R22,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 5 19/20 in. R25,5.96,24.83,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene5_95In_R25,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 6 1/10 in. R25,6.11,25.46,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene6_1In_R25,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 6 7/8 in. R29,6.87,28.63,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene6_875In_R29,,AEC,,,,,,,,,
Insulation Board,Expanded Polystyrene - EPS - 8 3/5 in. R35,8.38,34.92,0.02,1.20,0.27,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyrene8_6In_R35,,AEC,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 1/4 in. R1.25,0.25,1.25,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS0_25In_R1_25,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 1/2 in. R2.50,0.50,2.50,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS0_5In_R2_50,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 3/4 in. R3.75,0.75,3.75,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS0_75In_R3_75,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 1 in. R5.00,1.00,5.00,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS1In_R5,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 1 1/4 in. R6.25,1.25,6.25,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS1_25In_R6_25,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 1 1/2 in. R7.50,1.50,7.50,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS1_5In_R7_50,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 1 3/4 in. R8.75,1.75,8.75,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS1_75In_R8_75,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 1 7/8 in. R9.37,1.88,9.37,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS1_875In_R9_37,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 2 in. R10.00,2.00,10.00,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS2In_R10,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 2 1/2 in. R12.50,2.50,12.50,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS2_5In_R12_50,,CEC RJ,,,,,,,,,
Insulation Board,Extruded Polystyrene - XPS - 3 in. R15.00,3.00,15.00,0.016666667,1.30,0.35,MediumSmooth,NA,-1,-1,-1,-1,ExpandedPolystyreneXPS3In_R15,,CEC RJ,,,,,,,,,
