,MoDaHr,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,12805,0.000273035,0.000273035,0.000273035,0.000273035,0.000273035,0.000275421,0.000274664,0.000275421,0.000275421,0.000275421,0.000273035,0.000273035,0.000273035,0.000275421,0.000275421,0.000275421
,12806,0.00027213,0.00027213,0.00027213,0.00027213,0.00027213,0.000274508,0.000273753,0.000274508,0.000274508,0.000274508,0.00027213,0.00027213,0.00027213,0.000274508,0.000274508,0.000274508
,12807,0.000282029,0.000282029,0.000282029,0.000282029,0.000282029,0.000284493,0.000283711,0.000284493,0.000284493,0.000284493,0.000282029,0.000282029,0.000282029,0.000284493,0.000284493,0.000284493
,12808,0.000282676,0.000282676,0.000282676,0.000282676,0.000282676,0.000285145,0.000284362,0.000285145,0.000285145,0.000285145,0.000282676,0.000282676,0.000282676,0.000285145,0.000285145,0.000285145
,12809,0.000217531,0.000217531,0.000217531,0.000217531,0.000217531,0.000214951,0.000214727,0.000214951,0.000214951,0.000214951,0.000217531,0.000217531,0.000217531,0.000214951,0.000214951,0.000214951
,12810,0.000142143,0.000142143,0.000142143,0.000142143,0.000142143,0.000140457,0.00014031,0.000140457,0.000140457,0.000140457,0.000142143,0.000142143,0.000142143,0.000140457,0.000140457,0.000140457
,12811,0.000118569,0.000118569,0.000118569,0.000118569,0.000118569,0.000117163,0.000117041,0.000117163,0.000117163,0.000117163,0.000118569,0.000118569,0.000118569,0.000117163,0.000117163,0.000117163
,12812,0.000117773,0.000117773,0.000117773,0.000117773,0.000117773,0.000116377,0.000116255,0.000116377,0.000116377,0.000116377,0.000117773,0.000117773,0.000117773,0.000116377,0.000116377,0.000116377
,12813,0.000117512,0.000117512,0.000117512,0.000117512,0.000117512,0.000116118,0.000115997,0.000116118,0.000116118,0.000116118,0.000117512,0.000117512,0.000117512,0.000116118,0.000116118,0.000116118
,12814,0.000117455,0.000117455,0.000117455,0.000117455,0.000117455,0.000116062,0.00011594,0.000116062,0.000116062,0.000116062,0.000117455,0.000117455,0.000117455,0.000116062,0.000116062,0.000116062
,12815,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925,0.000120925
,12816,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243,0.000133243
,12817,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465,0.000252465
,12818,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731,0.000296731
,12819,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689,0.000296689
,12820,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699,0.000296699
,12821,0.000298642,0.000298642,0.000298642,0.000298642,0.000298642,0.0002951,0.000294792,0.0002951,0.0002951,0.0002951,0.000298642,0.000298642,0.000298642,0.0002951,0.0002951,0.0002951
,12822,0.000298454,0.000298454,0.000298454,0.000298454,0.000298454,0.000294914,0.000294607,0.000294914,0.000294914,0.000294914,0.000298454,0.000298454,0.000298454,0.000294914,0.000294914,0.000294914
,12823,0.00029025,0.00029025,0.00029025,0.00029025,0.00029025,0.000292786,0.000291982,0.000292786,0.000292786,0.000292786,0.00029025,0.00029025,0.00029025,0.000292786,0.000292786,0.000292786
,12824,0.000289677,0.000289677,0.000289677,0.000289677,0.000289677,0.000292207,0.000291405,0.000292207,0.000292207,0.000292207,0.000289677,0.000289677,0.000289677,0.000292207,0.000292207,0.000292207
,12901,0.000285081,0.000285081,0.000285081,0.000285081,0.000285081,0.000287571,0.000286781,0.000287571,0.000287571,0.000287571,0.000285081,0.000285081,0.000285081,0.000287571,0.000287571,0.000287571
,12902,0.000275357,0.000275357,0.000275357,0.000275357,0.000275357,0.000277763,0.000277,0.000277763,0.000277763,0.000277763,0.000275357,0.000275357,0.000275357,0.000277763,0.000277763,0.000277763
,12903,0.000271881,0.000271881,0.000271881,0.000271881,0.000271881,0.000274256,0.000273503,0.000274256,0.000274256,0.000274256,0.000271881,0.000271881,0.000271881,0.000274256,0.000274256,0.000274256
,12904,0.000271796,0.000271796,0.000271796,0.000271796,0.000271796,0.000274171,0.000273417,0.000274171,0.000274171,0.000274171,0.000271796,0.000271796,0.000271796,0.000274171,0.000274171,0.000274171
,12905,0.000272345,0.000272345,0.000272345,0.000272345,0.000272345,0.000274724,0.00027397,0.000274724,0.000274724,0.000274724,0.000272345,0.000272345,0.000272345,0.000274724,0.000274724,0.000274724
,12906,0.000285897,0.000285897,0.000285897,0.000285897,0.000285897,0.000288394,0.000287602,0.000288394,0.000288394,0.000288394,0.000285897,0.000285897,0.000285897,0.000288394,0.000288394,0.000288394
,12907,0.0002869,0.0002869,0.0002869,0.0002869,0.0002869,0.000289406,0.000288611,0.000289406,0.000289406,0.000289406,0.0002869,0.0002869,0.0002869,0.000289406,0.000289406,0.000289406
,12908,0.000285427,0.000285427,0.000285427,0.000285427,0.000285427,0.000287921,0.00028713,0.000287921,0.000287921,0.000287921,0.000285427,0.000285427,0.000285427,0.000287921,0.000287921,0.000287921
,12909,0.000205034,0.000205034,0.000205034,0.000205034,0.000205034,0.000202602,0.000202391,0.000202602,0.000202602,0.000202602,0.000205034,0.000205034,0.000205034,0.000202602,0.000202602,0.000202602
,12910,0.000103068,0.000103068,0.000103068,0.000103068,0.000103068,0.000101845,0.000101739,0.000101845,0.000101845,0.000101845,0.000103068,0.000103068,0.000103068,0.000101845,0.000101845,0.000101845
,12911,8.49E-05,8.49E-05,8.49E-05,8.49E-05,8.49E-05,8.39E-05,8.38E-05,8.39E-05,8.39E-05,8.39E-05,8.49E-05,8.49E-05,8.49E-05,8.39E-05,8.39E-05,8.39E-05
,12912,8.09E-05,8.09E-05,8.09E-05,8.09E-05,8.09E-05,8.00E-05,7.99E-05,8.00E-05,8.00E-05,8.00E-05,8.09E-05,8.09E-05,8.09E-05,8.00E-05,8.00E-05,8.00E-05
,12913,8.13E-05,8.13E-05,8.13E-05,8.13E-05,8.13E-05,8.04E-05,8.03E-05,8.04E-05,8.04E-05,8.04E-05,8.13E-05,8.13E-05,8.13E-05,8.04E-05,8.04E-05,8.04E-05
,12914,8.16E-05,8.16E-05,8.16E-05,8.16E-05,8.16E-05,8.06E-05,8.06E-05,8.06E-05,8.06E-05,8.06E-05,8.16E-05,8.16E-05,8.16E-05,8.06E-05,8.06E-05,8.06E-05
,12915,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05
,12916,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05,8.56E-05
,12917,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766,0.000188766
,12918,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286,0.000294286
,12919,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214,0.000294214
,12920,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204,0.000294204
,12921,0.000296134,0.000296134,0.000296134,0.000296134,0.000296134,0.000292622,0.000292316,0.000292622,0.000292622,0.000292622,0.000296134,0.000296134,0.000296134,0.000292622,0.000292622,0.000292622
,12922,0.000295485,0.000295485,0.000295485,0.000295485,0.000295485,0.00029198,0.000291675,0.00029198,0.00029198,0.00029198,0.000295485,0.000295485,0.000295485,0.00029198,0.00029198,0.00029198
,12923,0.000287503,0.000287503,0.000287503,0.000287503,0.000287503,0.000290015,0.000289218,0.000290015,0.000290015,0.000290015,0.000287503,0.000287503,0.000287503,0.000290015,0.000290015,0.000290015
,12924,0.000286137,0.000286137,0.000286137,0.000286137,0.000286137,0.000288637,0.000287844,0.000288637,0.000288637,0.000288637,0.000286137,0.000286137,0.000286137,0.000288637,0.000288637,0.000288637
,13001,0.000269229,0.000269229,0.000269229,0.000269229,0.000269229,0.000271581,0.000270835,0.000271581,0.000271581,0.000271581,0.000269229,0.000269229,0.000269229,0.000271581,0.000271581,0.000271581
,13002,0.000265553,0.000265553,0.000265553,0.000265553,0.000265553,0.000267873,0.000267137,0.000267873,0.000267873,0.000267873,0.000265553,0.000265553,0.000265553,0.000267873,0.000267873,0.000267873
,13003,0.000264964,0.000264964,0.000264964,0.000264964,0.000264964,0.000267279,0.000266544,0.000267279,0.000267279,0.000267279,0.000264964,0.000264964,0.000264964,0.000267279,0.000267279,0.000267279
,13004,0.000267354,0.000267354,0.000267354,0.000267354,0.000267354,0.00026969,0.000268949,0.00026969,0.00026969,0.00026969,0.000267354,0.000267354,0.000267354,0.00026969,0.00026969,0.00026969
,13005,0.000268849,0.000268849,0.000268849,0.000268849,0.000268849,0.000271198,0.000270452,0.000271198,0.000271198,0.000271198,0.000268849,0.000268849,0.000268849,0.000271198,0.000271198,0.000271198
,13006,0.00027178,0.00027178,0.00027178,0.00027178,0.00027178,0.000274155,0.000273402,0.000274155,0.000274155,0.000274155,0.00027178,0.00027178,0.00027178,0.000274155,0.000274155,0.000274155
,13007,0.000274119,0.000274119,0.000274119,0.000274119,0.000274119,0.000276514,0.000275755,0.000276514,0.000276514,0.000276514,0.000274119,0.000274119,0.000274119,0.000276514,0.000276514,0.000276514
,13008,0.000271741,0.000271741,0.000271741,0.000271741,0.000271741,0.000274115,0.000273362,0.000274115,0.000274115,0.000274115,0.000271741,0.000271741,0.000271741,0.000274115,0.000274115,0.000274115
,13009,0.000182571,0.000182571,0.000182571,0.000182571,0.000182571,0.000180405,0.000180217,0.000180405,0.000180405,0.000180405,0.000182571,0.000182571,0.000182571,0.000180405,0.000180405,0.000180405
,13010,8.48E-05,8.48E-05,8.48E-05,8.48E-05,8.48E-05,8.38E-05,8.37E-05,8.38E-05,8.38E-05,8.38E-05,8.48E-05,8.48E-05,8.48E-05,8.38E-05,8.38E-05,8.38E-05
,13011,7.00E-05,7.00E-05,7.00E-05,7.00E-05,7.00E-05,6.92E-05,6.91E-05,6.92E-05,6.92E-05,6.92E-05,7.00E-05,7.00E-05,7.00E-05,6.92E-05,6.92E-05,6.92E-05
,13012,5.51E-05,5.51E-05,5.51E-05,5.51E-05,5.51E-05,5.45E-05,5.44E-05,5.45E-05,5.45E-05,5.45E-05,5.51E-05,5.51E-05,5.51E-05,5.45E-05,5.45E-05,5.45E-05
,13013,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.30E-05,4.30E-05,4.30E-05,4.30E-05,4.30E-05,4.35E-05,4.35E-05,4.35E-05,4.30E-05,4.30E-05,4.30E-05
,13014,5.53E-05,5.53E-05,5.53E-05,5.53E-05,5.53E-05,5.46E-05,5.45E-05,5.46E-05,5.46E-05,5.46E-05,5.53E-05,5.53E-05,5.53E-05,5.46E-05,5.46E-05,5.46E-05
,13015,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05
,13016,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05
,13017,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758,0.000230758
,13018,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464,0.000280464
,13019,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406,0.000280406
,13020,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394,0.000280394
,13021,0.000282302,0.000282302,0.000282302,0.000282302,0.000282302,0.000278953,0.000278662,0.000278953,0.000278953,0.000278953,0.000282302,0.000282302,0.000282302,0.000278953,0.000278953,0.000278953
,13022,0.000281778,0.000281778,0.000281778,0.000281778,0.000281778,0.000278436,0.000278146,0.000278436,0.000278436,0.000278436,0.000281778,0.000281778,0.000281778,0.000278436,0.000278436,0.000278436
,13023,0.000273945,0.000273945,0.000273945,0.000273945,0.000273945,0.000276338,0.000275579,0.000276338,0.000276338,0.000276338,0.000273945,0.000273945,0.000273945,0.000276338,0.000276338,0.000276338
,13024,0.000259593,0.000259593,0.000259593,0.000259593,0.000259593,0.000261861,0.000261141,0.000261861,0.000261861,0.000261861,0.000259593,0.000259593,0.000259593,0.000261861,0.000261861,0.000261861
,13101,0.000231215,0.000231215,0.000231215,0.000231215,0.000231215,0.000233235,0.000232595,0.000233235,0.000233235,0.000233235,0.000231215,0.000231215,0.000231215,0.000233235,0.000233235,0.000233235
,13102,0.000222221,0.000222221,0.000222221,0.000222221,0.000222221,0.000224162,0.000223546,0.000224162,0.000224162,0.000224162,0.000222221,0.000222221,0.000222221,0.000224162,0.000224162,0.000224162
,13103,0.000216797,0.000216797,0.000216797,0.000216797,0.000216797,0.000218691,0.00021809,0.000218691,0.000218691,0.000218691,0.000216797,0.000216797,0.000216797,0.000218691,0.000218691,0.000218691
,13104,0.000215517,0.000215517,0.000215517,0.000215517,0.000215517,0.0002174,0.000216803,0.0002174,0.0002174,0.0002174,0.000215517,0.000215517,0.000215517,0.0002174,0.0002174,0.0002174
,13105,0.000219598,0.000219598,0.000219598,0.000219598,0.000219598,0.000221516,0.000220908,0.000221516,0.000221516,0.000221516,0.000219598,0.000219598,0.000219598,0.000221516,0.000221516,0.000221516
,13106,0.000236684,0.000236684,0.000236684,0.000236684,0.000236684,0.000238752,0.000238096,0.000238752,0.000238752,0.000238752,0.000236684,0.000236684,0.000236684,0.000238752,0.000238752,0.000238752
,13107,0.000254217,0.000254217,0.000254217,0.000254217,0.000254217,0.000256438,0.000255734,0.000256438,0.000256438,0.000256438,0.000254217,0.000254217,0.000254217,0.000256438,0.000256438,0.000256438
,13108,0.000238374,0.000238374,0.000238374,0.000238374,0.000238374,0.000240457,0.000239796,0.000240457,0.000240457,0.000240457,0.000238374,0.000238374,0.000238374,0.000240457,0.000240457,0.000240457
,13109,7.49E-07,7.49E-07,7.49E-07,7.49E-07,7.49E-07,7.56E-07,7.54E-07,7.56E-07,7.56E-07,7.56E-07,7.49E-07,7.49E-07,7.49E-07,7.56E-07,7.56E-07,7.56E-07
,13110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13117,2.19E-05,2.19E-05,2.19E-05,2.19E-05,2.19E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.19E-05,2.19E-05,2.19E-05,2.20E-05,2.20E-05,2.20E-05
,13118,0.000251501,0.000251501,0.000251501,0.000251501,0.000251501,0.000253699,0.000253002,0.000253699,0.000253699,0.000253699,0.000251501,0.000251501,0.000251501,0.000253699,0.000253699,0.000253699
,13119,0.000251406,0.000251406,0.000251406,0.000251406,0.000251406,0.000253603,0.000252906,0.000253603,0.000253603,0.000253603,0.000251406,0.000251406,0.000251406,0.000253603,0.000253603,0.000253603
,13120,0.000251405,0.000251405,0.000251405,0.000251405,0.000251405,0.000253602,0.000252905,0.000253602,0.000253602,0.000253602,0.000251405,0.000251405,0.000251405,0.000253602,0.000253602,0.000253602
,13121,0.000251464,0.000251464,0.000251464,0.000251464,0.000251464,0.000253661,0.000252964,0.000253661,0.000253661,0.000253661,0.000251464,0.000251464,0.000251464,0.000253661,0.000253661,0.000253661
,13122,0.000249854,0.000249854,0.000249854,0.000249854,0.000249854,0.000252037,0.000251345,0.000252037,0.000252037,0.000252037,0.000249854,0.000249854,0.000249854,0.000252037,0.000252037,0.000252037
,13123,0.000245825,0.000245825,0.000245825,0.000245825,0.000245825,0.000247972,0.000247291,0.000247972,0.000247972,0.000247972,0.000245825,0.000245825,0.000245825,0.000247972,0.000247972,0.000247972
,13124,0.000245367,0.000245367,0.000245367,0.000245367,0.000245367,0.000247511,0.000246831,0.000247511,0.000247511,0.000247511,0.000245367,0.000245367,0.000245367,0.000247511,0.000247511,0.000247511
,20101,0.000263596,0.000263596,0.000263596,0.000263596,0.000263596,0.000265899,0.000265169,0.000265899,0.000265899,0.000265899,0.000263596,0.000263596,0.000263596,0.000265899,0.000265899,0.000265899
,20102,0.000262372,0.000262372,0.000262372,0.000262372,0.000262372,0.000264664,0.000263937,0.000264664,0.000264664,0.000264664,0.000262372,0.000262372,0.000262372,0.000264664,0.000264664,0.000264664
,20103,0.000262531,0.000262531,0.000262531,0.000262531,0.000262531,0.000264825,0.000264098,0.000264825,0.000264825,0.000264825,0.000262531,0.000262531,0.000262531,0.000264825,0.000264825,0.000264825
,20104,0.000262723,0.000262723,0.000262723,0.000262723,0.000262723,0.000265018,0.00026429,0.000265018,0.000265018,0.000265018,0.000262723,0.000262723,0.000262723,0.000265018,0.000265018,0.000265018
,20105,0.000264002,0.000264002,0.000264002,0.000264002,0.000264002,0.000266309,0.000265577,0.000266309,0.000266309,0.000266309,0.000264002,0.000264002,0.000264002,0.000266309,0.000266309,0.000266309
,20106,0.000265105,0.000265105,0.000265105,0.000265105,0.000265105,0.000267421,0.000266686,0.000267421,0.000267421,0.000267421,0.000265105,0.000265105,0.000265105,0.000267421,0.000267421,0.000267421
,20107,0.000265569,0.000265569,0.000265569,0.000265569,0.000265569,0.00026789,0.000267154,0.00026789,0.00026789,0.00026789,0.000265569,0.000265569,0.000265569,0.00026789,0.00026789,0.00026789
,20108,0.000264474,0.000264474,0.000264474,0.000264474,0.000264474,0.000266784,0.000266051,0.000266784,0.000266784,0.000266784,0.000264474,0.000264474,0.000264474,0.000266784,0.000266784,0.000266784
,20109,0.000126448,0.000126448,0.000126448,0.000126448,0.000126448,0.000127552,0.000127202,0.000127552,0.000127552,0.000127552,0.000126448,0.000126448,0.000126448,0.000127552,0.000127552,0.000127552
,20110,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.88E-05,7.86E-05,7.88E-05,7.88E-05,7.88E-05,7.81E-05,7.81E-05,7.81E-05,7.88E-05,7.88E-05,7.88E-05
,20111,7.80E-05,7.80E-05,7.80E-05,7.80E-05,7.80E-05,7.86E-05,7.84E-05,7.86E-05,7.86E-05,7.86E-05,7.80E-05,7.80E-05,7.80E-05,7.86E-05,7.86E-05,7.86E-05
,20112,7.79E-05,7.79E-05,7.79E-05,7.79E-05,7.79E-05,7.86E-05,7.84E-05,7.86E-05,7.86E-05,7.86E-05,7.79E-05,7.79E-05,7.79E-05,7.86E-05,7.86E-05,7.86E-05
,20113,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.78E-05,7.84E-05,7.82E-05,7.84E-05,7.84E-05,7.84E-05,7.78E-05,7.78E-05,7.78E-05,7.84E-05,7.84E-05,7.84E-05
,20114,7.77E-05,7.77E-05,7.77E-05,7.77E-05,7.77E-05,7.84E-05,7.82E-05,7.84E-05,7.84E-05,7.84E-05,7.77E-05,7.77E-05,7.77E-05,7.84E-05,7.84E-05,7.84E-05
,20115,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,0.000100365,0.000100089,0.000100365,0.000100365,0.000100365,9.95E-05,9.95E-05,9.95E-05,0.000100365,0.000100365,0.000100365
,20116,0.000125071,0.000125071,0.000125071,0.000125071,0.000125071,0.000126163,0.000125817,0.000126163,0.000126163,0.000126163,0.000125071,0.000125071,0.000125071,0.000126163,0.000126163,0.000126163
,20117,0.000261303,0.000261303,0.000261303,0.000261303,0.000261303,0.000263585,0.000262861,0.000263585,0.000263585,0.000263585,0.000261303,0.000261303,0.000261303,0.000263585,0.000263585,0.000263585
,20118,0.000267145,0.000267145,0.000267145,0.000267145,0.000267145,0.000269479,0.000268738,0.000269479,0.000269479,0.000269479,0.000267145,0.000267145,0.000267145,0.000269479,0.000269479,0.000269479
,20119,0.000267125,0.000267125,0.000267125,0.000267125,0.000267125,0.000269458,0.000268718,0.000269458,0.000269458,0.000269458,0.000267125,0.000267125,0.000267125,0.000269458,0.000269458,0.000269458
,20120,0.000267077,0.000267077,0.000267077,0.000267077,0.000267077,0.00026941,0.00026867,0.00026941,0.00026941,0.00026941,0.000267077,0.000267077,0.000267077,0.00026941,0.00026941,0.00026941
,20121,0.00026713,0.00026713,0.00026713,0.00026713,0.00026713,0.000269464,0.000268723,0.000269464,0.000269464,0.000269464,0.00026713,0.00026713,0.00026713,0.000269464,0.000269464,0.000269464
,20122,0.00026705,0.00026705,0.00026705,0.00026705,0.00026705,0.000269384,0.000268644,0.000269384,0.000269384,0.000269384,0.00026705,0.00026705,0.00026705,0.000269384,0.000269384,0.000269384
,20123,0.00026506,0.00026506,0.00026506,0.00026506,0.00026506,0.000267376,0.000266641,0.000267376,0.000267376,0.000267376,0.00026506,0.00026506,0.00026506,0.000267376,0.000267376,0.000267376
,20124,0.000264154,0.000264154,0.000264154,0.000264154,0.000264154,0.000266462,0.00026573,0.000266462,0.000266462,0.000266462,0.000264154,0.000264154,0.000264154,0.000266462,0.000266462,0.000266462
,20201,0.000272681,0.000272681,0.000272681,0.000272681,0.000272681,0.000275063,0.000274308,0.000275063,0.000275063,0.000275063,0.000272681,0.000272681,0.000272681,0.000275063,0.000275063,0.000275063
,20202,0.000265585,0.000265585,0.000265585,0.000265585,0.000265585,0.000267906,0.00026717,0.000267906,0.000267906,0.000267906,0.000265585,0.000265585,0.000265585,0.000267906,0.000267906,0.000267906
,20203,0.000265004,0.000265004,0.000265004,0.000265004,0.000265004,0.000267319,0.000266585,0.000267319,0.000267319,0.000267319,0.000265004,0.000265004,0.000265004,0.000267319,0.000267319,0.000267319
,20204,0.000266852,0.000266852,0.000266852,0.000266852,0.000266852,0.000269183,0.000268444,0.000269183,0.000269183,0.000269183,0.000266852,0.000266852,0.000266852,0.000269183,0.000269183,0.000269183
,20205,0.000273927,0.000273927,0.000273927,0.000273927,0.000273927,0.000276321,0.000275561,0.000276321,0.000276321,0.000276321,0.000273927,0.000273927,0.000273927,0.000276321,0.000276321,0.000276321
,20206,0.000278587,0.000278587,0.000278587,0.000278587,0.000278587,0.000281021,0.000280249,0.000281021,0.000281021,0.000281021,0.000278587,0.000278587,0.000278587,0.000281021,0.000281021,0.000281021
,20207,0.000279521,0.000279521,0.000279521,0.000279521,0.000279521,0.000281963,0.000281188,0.000281963,0.000281963,0.000281963,0.000279521,0.000279521,0.000279521,0.000281963,0.000281963,0.000281963
,20208,0.00027931,0.00027931,0.00027931,0.00027931,0.00027931,0.00028175,0.000280976,0.00028175,0.00028175,0.00028175,0.00027931,0.00027931,0.00027931,0.00028175,0.00028175,0.00028175
,20209,0.000236422,0.000236422,0.000236422,0.000236422,0.000236422,0.000233618,0.000233374,0.000233618,0.000233618,0.000233618,0.000236422,0.000236422,0.000236422,0.000233618,0.000233618,0.000233618
,20210,0.000157097,0.000157097,0.000157097,0.000157097,0.000157097,0.000155234,0.000155072,0.000155234,0.000155234,0.000155234,0.000157097,0.000157097,0.000157097,0.000155234,0.000155234,0.000155234
,20211,0.000137572,0.000137572,0.000137572,0.000137572,0.000137572,0.000135941,0.000135799,0.000135941,0.000135941,0.000135941,0.000137572,0.000137572,0.000137572,0.000135941,0.000135941,0.000135941
,20212,0.000135001,0.000135001,0.000135001,0.000135001,0.000135001,0.0001334,0.000133261,0.0001334,0.0001334,0.0001334,0.000135001,0.000135001,0.000135001,0.0001334,0.0001334,0.0001334
,20213,0.000132561,0.000132561,0.000132561,0.000132561,0.000132561,0.000130989,0.000130852,0.000130989,0.000130989,0.000130989,0.000132561,0.000132561,0.000132561,0.000130989,0.000130989,0.000130989
,20214,0.000132416,0.000132416,0.000132416,0.000132416,0.000132416,0.000130845,0.000130709,0.000130845,0.000130845,0.000130845,0.000132416,0.000132416,0.000132416,0.000130845,0.000130845,0.000130845
,20215,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108,0.000131108
,20216,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413,0.000139413
,20217,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536,0.000249536
,20218,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525,0.000279525
,20219,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449,0.000279449
,20220,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501,0.000279501
,20221,0.000281364,0.000281364,0.000281364,0.000281364,0.000281364,0.000278027,0.000277737,0.000278027,0.000278027,0.000278027,0.000281364,0.000281364,0.000281364,0.000278027,0.000278027,0.000278027
