,MoDaHr,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,52324,7.35E-05,7.35E-05,7.35E-05,7.35E-05,7.35E-05,7.41E-05,7.39E-05,7.41E-05,7.41E-05,7.41E-05,7.35E-05,7.35E-05,7.35E-05,7.41E-05,7.41E-05,7.41E-05
,52401,7.64E-05,7.64E-05,7.64E-05,7.64E-05,7.64E-05,7.71E-05,7.68E-05,7.71E-05,7.71E-05,7.71E-05,7.64E-05,7.64E-05,7.64E-05,7.71E-05,7.71E-05,7.71E-05
,52402,7.53E-05,7.53E-05,7.53E-05,7.53E-05,7.53E-05,7.60E-05,7.58E-05,7.60E-05,7.60E-05,7.60E-05,7.53E-05,7.53E-05,7.53E-05,7.60E-05,7.60E-05,7.60E-05
,52403,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.60E-05,7.58E-05,7.60E-05,7.60E-05,7.60E-05,7.54E-05,7.54E-05,7.54E-05,7.60E-05,7.60E-05,7.60E-05
,52404,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.61E-05,7.59E-05,7.61E-05,7.61E-05,7.61E-05,7.54E-05,7.54E-05,7.54E-05,7.61E-05,7.61E-05,7.61E-05
,52405,7.55E-05,7.55E-05,7.55E-05,7.55E-05,7.55E-05,7.61E-05,7.59E-05,7.61E-05,7.61E-05,7.61E-05,7.55E-05,7.55E-05,7.55E-05,7.61E-05,7.61E-05,7.61E-05
,52406,7.48E-05,7.48E-05,7.48E-05,7.48E-05,7.48E-05,7.54E-05,7.52E-05,7.54E-05,7.54E-05,7.54E-05,7.48E-05,7.48E-05,7.48E-05,7.54E-05,7.54E-05,7.54E-05
,52407,2.91E-05,2.91E-05,2.91E-05,2.91E-05,2.91E-05,2.93E-05,2.93E-05,2.93E-05,2.93E-05,2.93E-05,2.91E-05,2.91E-05,2.91E-05,2.93E-05,2.93E-05,2.93E-05
,52408,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.42E-06,1.42E-06,1.42E-06,1.42E-06,1.42E-06,1.41E-06,1.41E-06,1.41E-06,1.42E-06,1.42E-06,1.42E-06
,52409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52417,5.88E-06,5.88E-06,5.88E-06,5.88E-06,5.88E-06,5.93E-06,5.92E-06,5.93E-06,5.93E-06,5.93E-06,5.88E-06,5.88E-06,5.88E-06,5.93E-06,5.93E-06,5.93E-06
,52418,4.31E-05,4.31E-05,4.31E-05,4.31E-05,4.31E-05,4.34E-05,4.33E-05,4.34E-05,4.34E-05,4.34E-05,4.31E-05,4.31E-05,4.31E-05,4.34E-05,4.34E-05,4.34E-05
,52419,7.36E-05,7.36E-05,7.36E-05,7.36E-05,7.36E-05,7.42E-05,7.40E-05,7.42E-05,7.42E-05,7.42E-05,7.36E-05,7.36E-05,7.36E-05,7.42E-05,7.42E-05,7.42E-05
,52420,7.31E-05,7.31E-05,7.31E-05,7.31E-05,7.31E-05,7.37E-05,7.35E-05,7.37E-05,7.37E-05,7.37E-05,7.31E-05,7.31E-05,7.31E-05,7.37E-05,7.37E-05,7.37E-05
,52421,7.19E-05,7.19E-05,7.19E-05,7.19E-05,7.19E-05,7.25E-05,7.23E-05,7.25E-05,7.25E-05,7.25E-05,7.19E-05,7.19E-05,7.19E-05,7.25E-05,7.25E-05,7.25E-05
,52422,7.00E-05,7.00E-05,7.00E-05,7.00E-05,7.00E-05,7.07E-05,7.05E-05,7.07E-05,7.07E-05,7.07E-05,7.00E-05,7.00E-05,7.00E-05,7.07E-05,7.07E-05,7.07E-05
,52423,6.48E-05,6.48E-05,6.48E-05,6.48E-05,6.48E-05,6.54E-05,6.52E-05,6.54E-05,6.54E-05,6.54E-05,6.48E-05,6.48E-05,6.48E-05,6.54E-05,6.54E-05,6.54E-05
,52424,6.47E-05,6.47E-05,6.47E-05,6.47E-05,6.47E-05,6.53E-05,6.51E-05,6.53E-05,6.53E-05,6.53E-05,6.47E-05,6.47E-05,6.47E-05,6.53E-05,6.53E-05,6.53E-05
,52501,7.48E-05,7.48E-05,7.48E-05,7.48E-05,7.48E-05,7.55E-05,7.53E-05,7.55E-05,7.55E-05,7.55E-05,7.48E-05,7.48E-05,7.48E-05,7.55E-05,7.55E-05,7.55E-05
,52502,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.56E-05,7.54E-05,7.56E-05,7.56E-05,7.56E-05,7.49E-05,7.49E-05,7.49E-05,7.56E-05,7.56E-05,7.56E-05
,52503,7.52E-05,7.52E-05,7.52E-05,7.52E-05,7.52E-05,7.58E-05,7.56E-05,7.58E-05,7.58E-05,7.58E-05,7.52E-05,7.52E-05,7.52E-05,7.58E-05,7.58E-05,7.58E-05
,52504,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.56E-05,7.54E-05,7.56E-05,7.56E-05,7.56E-05,7.49E-05,7.49E-05,7.49E-05,7.56E-05,7.56E-05,7.56E-05
,52505,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.55E-05,7.53E-05,7.55E-05,7.55E-05,7.55E-05,7.49E-05,7.49E-05,7.49E-05,7.55E-05,7.55E-05,7.55E-05
,52506,7.45E-05,7.45E-05,7.45E-05,7.45E-05,7.45E-05,7.52E-05,7.50E-05,7.52E-05,7.52E-05,7.52E-05,7.45E-05,7.45E-05,7.45E-05,7.52E-05,7.52E-05,7.52E-05
,52507,2.71E-05,2.71E-05,2.71E-05,2.71E-05,2.71E-05,2.73E-05,2.72E-05,2.73E-05,2.73E-05,2.73E-05,2.71E-05,2.71E-05,2.71E-05,2.73E-05,2.73E-05,2.73E-05
,52508,1.10E-05,1.10E-05,1.10E-05,1.10E-05,1.10E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.10E-05,1.10E-05,1.10E-05,1.11E-05,1.11E-05,1.11E-05
,52509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52518,3.80E-05,3.80E-05,3.80E-05,3.80E-05,3.80E-05,3.84E-05,3.83E-05,3.84E-05,3.84E-05,3.84E-05,3.80E-05,3.80E-05,3.80E-05,3.84E-05,3.84E-05,3.84E-05
,52519,8.22E-05,8.22E-05,8.22E-05,8.22E-05,8.22E-05,8.29E-05,8.27E-05,8.29E-05,8.29E-05,8.29E-05,8.22E-05,8.22E-05,8.22E-05,8.29E-05,8.29E-05,8.29E-05
,52520,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.27E-05,8.25E-05,8.27E-05,8.27E-05,8.27E-05,8.20E-05,8.20E-05,8.20E-05,8.27E-05,8.27E-05,8.27E-05
,52521,8.07E-05,8.07E-05,8.07E-05,8.07E-05,8.07E-05,8.14E-05,8.12E-05,8.14E-05,8.14E-05,8.14E-05,8.07E-05,8.07E-05,8.07E-05,8.14E-05,8.14E-05,8.14E-05
,52522,7.95E-05,7.95E-05,7.95E-05,7.95E-05,7.95E-05,8.02E-05,7.99E-05,8.02E-05,8.02E-05,8.02E-05,7.95E-05,7.95E-05,7.95E-05,8.02E-05,8.02E-05,8.02E-05
,52523,7.59E-05,7.59E-05,7.59E-05,7.59E-05,7.59E-05,7.66E-05,7.64E-05,7.66E-05,7.66E-05,7.66E-05,7.59E-05,7.59E-05,7.59E-05,7.66E-05,7.66E-05,7.66E-05
,52524,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.55E-05,7.53E-05,7.55E-05,7.55E-05,7.55E-05,7.49E-05,7.49E-05,7.49E-05,7.55E-05,7.55E-05,7.55E-05
,52601,7.97E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.04E-05,8.02E-05,8.04E-05,8.04E-05,8.04E-05,7.97E-05,7.97E-05,7.97E-05,8.04E-05,8.04E-05,8.04E-05
,52602,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.07E-05,8.05E-05,8.07E-05,8.07E-05,8.07E-05,8.00E-05,8.00E-05,8.00E-05,8.07E-05,8.07E-05,8.07E-05
,52603,8.01E-05,8.01E-05,8.01E-05,8.01E-05,8.01E-05,8.08E-05,8.05E-05,8.08E-05,8.08E-05,8.08E-05,8.01E-05,8.01E-05,8.01E-05,8.08E-05,8.08E-05,8.08E-05
,52604,8.01E-05,8.01E-05,8.01E-05,8.01E-05,8.01E-05,8.08E-05,8.06E-05,8.08E-05,8.08E-05,8.08E-05,8.01E-05,8.01E-05,8.01E-05,8.08E-05,8.08E-05,8.08E-05
,52605,7.98E-05,7.98E-05,7.98E-05,7.98E-05,7.98E-05,8.05E-05,8.03E-05,8.05E-05,8.05E-05,8.05E-05,7.98E-05,7.98E-05,7.98E-05,8.05E-05,8.05E-05,8.05E-05
,52606,7.96E-05,7.96E-05,7.96E-05,7.96E-05,7.96E-05,8.03E-05,8.01E-05,8.03E-05,8.03E-05,8.03E-05,7.96E-05,7.96E-05,7.96E-05,8.03E-05,8.03E-05,8.03E-05
,52607,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.99E-05,4.98E-05,4.99E-05,4.99E-05,4.99E-05,4.95E-05,4.95E-05,4.95E-05,4.99E-05,4.99E-05,4.99E-05
,52608,1.72E-05,1.72E-05,1.72E-05,1.72E-05,1.72E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.72E-05,1.72E-05,1.72E-05,1.70E-05,1.70E-05,1.70E-05
,52609,9.50E-06,9.50E-06,9.50E-06,9.50E-06,9.50E-06,9.39E-06,9.38E-06,9.39E-06,9.39E-06,9.39E-06,9.50E-06,9.50E-06,9.50E-06,9.39E-06,9.39E-06,9.39E-06
,52610,2.06E-06,2.06E-06,2.06E-06,2.06E-06,2.06E-06,2.04E-06,2.03E-06,2.04E-06,2.04E-06,2.04E-06,2.06E-06,2.06E-06,2.06E-06,2.04E-06,2.04E-06,2.04E-06
,52611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52617,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06
,52618,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05
,52619,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05,8.96E-05
,52620,8.97E-05,8.97E-05,8.97E-05,8.97E-05,8.97E-05,8.86E-05,8.85E-05,8.86E-05,8.86E-05,8.86E-05,8.97E-05,8.97E-05,8.97E-05,8.86E-05,8.86E-05,8.86E-05
,52621,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.78E-05,8.68E-05,8.67E-05,8.68E-05,8.68E-05,8.68E-05,8.78E-05,8.78E-05,8.78E-05,8.68E-05,8.68E-05,8.68E-05
,52622,8.28E-05,8.28E-05,8.28E-05,8.28E-05,8.28E-05,8.35E-05,8.33E-05,8.35E-05,8.35E-05,8.35E-05,8.28E-05,8.28E-05,8.28E-05,8.35E-05,8.35E-05,8.35E-05
,52623,8.12E-05,8.12E-05,8.12E-05,8.12E-05,8.12E-05,8.19E-05,8.17E-05,8.19E-05,8.19E-05,8.19E-05,8.12E-05,8.12E-05,8.12E-05,8.19E-05,8.19E-05,8.19E-05
,52624,8.04E-05,8.04E-05,8.04E-05,8.04E-05,8.04E-05,8.11E-05,8.09E-05,8.11E-05,8.11E-05,8.11E-05,8.04E-05,8.04E-05,8.04E-05,8.11E-05,8.11E-05,8.11E-05
,52701,7.31E-05,7.31E-05,7.31E-05,7.31E-05,7.31E-05,7.37E-05,7.35E-05,7.37E-05,7.37E-05,7.37E-05,7.31E-05,7.31E-05,7.31E-05,7.37E-05,7.37E-05,7.37E-05
,52702,7.32E-05,7.32E-05,7.32E-05,7.32E-05,7.32E-05,7.38E-05,7.36E-05,7.38E-05,7.38E-05,7.38E-05,7.32E-05,7.32E-05,7.32E-05,7.38E-05,7.38E-05,7.38E-05
,52703,7.32E-05,7.32E-05,7.32E-05,7.32E-05,7.32E-05,7.39E-05,7.36E-05,7.39E-05,7.39E-05,7.39E-05,7.32E-05,7.32E-05,7.32E-05,7.39E-05,7.39E-05,7.39E-05
,52704,7.33E-05,7.33E-05,7.33E-05,7.33E-05,7.33E-05,7.39E-05,7.37E-05,7.39E-05,7.39E-05,7.39E-05,7.33E-05,7.33E-05,7.33E-05,7.39E-05,7.39E-05,7.39E-05
,52705,7.33E-05,7.33E-05,7.33E-05,7.33E-05,7.33E-05,7.39E-05,7.37E-05,7.39E-05,7.39E-05,7.39E-05,7.33E-05,7.33E-05,7.33E-05,7.39E-05,7.39E-05,7.39E-05
,52706,7.31E-05,7.31E-05,7.31E-05,7.31E-05,7.31E-05,7.37E-05,7.35E-05,7.37E-05,7.37E-05,7.37E-05,7.31E-05,7.31E-05,7.31E-05,7.37E-05,7.37E-05,7.37E-05
,52707,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.60E-05,2.59E-05,2.60E-05,2.60E-05,2.60E-05,2.58E-05,2.58E-05,2.58E-05,2.60E-05,2.60E-05,2.60E-05
,52708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52718,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05
,52719,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05
,52720,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.09E-05,8.08E-05,8.09E-05,8.09E-05,8.09E-05,8.19E-05,8.19E-05,8.19E-05,8.09E-05,8.09E-05,8.09E-05
,52721,8.03E-05,8.03E-05,8.03E-05,8.03E-05,8.03E-05,7.94E-05,7.93E-05,7.94E-05,7.94E-05,7.94E-05,8.03E-05,8.03E-05,8.03E-05,7.94E-05,7.94E-05,7.94E-05
,52722,7.65E-05,7.65E-05,7.65E-05,7.65E-05,7.65E-05,7.72E-05,7.70E-05,7.72E-05,7.72E-05,7.72E-05,7.65E-05,7.65E-05,7.65E-05,7.72E-05,7.72E-05,7.72E-05
,52723,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.63E-05,7.61E-05,7.63E-05,7.63E-05,7.63E-05,7.56E-05,7.56E-05,7.56E-05,7.63E-05,7.63E-05,7.63E-05
,52724,7.51E-05,7.51E-05,7.51E-05,7.51E-05,7.51E-05,7.58E-05,7.56E-05,7.58E-05,7.58E-05,7.58E-05,7.51E-05,7.51E-05,7.51E-05,7.58E-05,7.58E-05,7.58E-05
,52801,7.72E-05,7.72E-05,7.72E-05,7.72E-05,7.72E-05,7.79E-05,7.77E-05,7.79E-05,7.79E-05,7.79E-05,7.72E-05,7.72E-05,7.72E-05,7.79E-05,7.79E-05,7.79E-05
,52802,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.76E-05,7.74E-05,7.76E-05,7.76E-05,7.76E-05,7.69E-05,7.69E-05,7.69E-05,7.76E-05,7.76E-05,7.76E-05
,52803,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.76E-05,7.74E-05,7.76E-05,7.76E-05,7.76E-05,7.69E-05,7.69E-05,7.69E-05,7.76E-05,7.76E-05,7.76E-05
,52804,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.77E-05,7.74E-05,7.77E-05,7.77E-05,7.77E-05,7.70E-05,7.70E-05,7.70E-05,7.77E-05,7.77E-05,7.77E-05
,52805,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.82E-05,7.80E-05,7.82E-05,7.82E-05,7.82E-05,7.75E-05,7.75E-05,7.75E-05,7.82E-05,7.82E-05,7.82E-05
,52806,7.64E-05,7.64E-05,7.64E-05,7.64E-05,7.64E-05,7.70E-05,7.68E-05,7.70E-05,7.70E-05,7.70E-05,7.64E-05,7.64E-05,7.64E-05,7.70E-05,7.70E-05,7.70E-05
,52807,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.22E-05,2.21E-05,2.22E-05,2.22E-05,2.22E-05,2.20E-05,2.20E-05,2.20E-05,2.22E-05,2.22E-05,2.22E-05
,52808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52817,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06,2.10E-06
,52818,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05
,52819,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05
,52820,8.39E-05,8.39E-05,8.39E-05,8.39E-05,8.39E-05,8.29E-05,8.29E-05,8.29E-05,8.29E-05,8.29E-05,8.39E-05,8.39E-05,8.39E-05,8.29E-05,8.29E-05,8.29E-05
,52821,8.31E-05,8.31E-05,8.31E-05,8.31E-05,8.31E-05,8.21E-05,8.20E-05,8.21E-05,8.21E-05,8.21E-05,8.31E-05,8.31E-05,8.31E-05,8.21E-05,8.21E-05,8.21E-05
,52822,7.83E-05,7.83E-05,7.83E-05,7.83E-05,7.83E-05,7.90E-05,7.88E-05,7.90E-05,7.90E-05,7.90E-05,7.83E-05,7.83E-05,7.83E-05,7.90E-05,7.90E-05,7.90E-05
,52823,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.78E-05,7.75E-05,7.78E-05,7.78E-05,7.78E-05,7.71E-05,7.71E-05,7.71E-05,7.78E-05,7.78E-05,7.78E-05
,52824,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.72E-05,7.70E-05,7.72E-05,7.72E-05,7.72E-05,7.66E-05,7.66E-05,7.66E-05,7.72E-05,7.72E-05,7.72E-05
,52901,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.07E-05,8.04E-05,8.07E-05,8.07E-05,8.07E-05,8.00E-05,8.00E-05,8.00E-05,8.07E-05,8.07E-05,8.07E-05
,52902,7.95E-05,7.95E-05,7.95E-05,7.95E-05,7.95E-05,8.02E-05,8.00E-05,8.02E-05,8.02E-05,8.02E-05,7.95E-05,7.95E-05,7.95E-05,8.02E-05,8.02E-05,8.02E-05
,52903,7.97E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.04E-05,8.01E-05,8.04E-05,8.04E-05,8.04E-05,7.97E-05,7.97E-05,7.97E-05,8.04E-05,8.04E-05,8.04E-05
,52904,7.98E-05,7.98E-05,7.98E-05,7.98E-05,7.98E-05,8.05E-05,8.03E-05,8.05E-05,8.05E-05,8.05E-05,7.98E-05,7.98E-05,7.98E-05,8.05E-05,8.05E-05,8.05E-05
,52905,7.99E-05,7.99E-05,7.99E-05,7.99E-05,7.99E-05,8.06E-05,8.03E-05,8.06E-05,8.06E-05,8.06E-05,7.99E-05,7.99E-05,7.99E-05,8.06E-05,8.06E-05,8.06E-05
,52906,7.92E-05,7.92E-05,7.92E-05,7.92E-05,7.92E-05,7.99E-05,7.97E-05,7.99E-05,7.99E-05,7.99E-05,7.92E-05,7.92E-05,7.92E-05,7.99E-05,7.99E-05,7.99E-05
,52907,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.64E-05,2.63E-05,2.64E-05,2.64E-05,2.64E-05,2.62E-05,2.62E-05,2.62E-05,2.64E-05,2.64E-05,2.64E-05
,52908,1.20E-06,1.20E-06,1.20E-06,1.20E-06,1.20E-06,1.18E-06,1.18E-06,1.18E-06,1.18E-06,1.18E-06,1.20E-06,1.20E-06,1.20E-06,1.18E-06,1.18E-06,1.18E-06
,52909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52917,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05,1.58E-05
,52918,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05
,52919,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05
,52920,9.37E-05,9.37E-05,9.37E-05,9.37E-05,9.37E-05,9.26E-05,9.25E-05,9.26E-05,9.26E-05,9.26E-05,9.37E-05,9.37E-05,9.37E-05,9.26E-05,9.26E-05,9.26E-05
,52921,9.07E-05,9.07E-05,9.07E-05,9.07E-05,9.07E-05,8.96E-05,8.95E-05,8.96E-05,8.96E-05,8.96E-05,9.07E-05,9.07E-05,9.07E-05,8.96E-05,8.96E-05,8.96E-05
,52922,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.49E-05,8.47E-05,8.49E-05,8.49E-05,8.49E-05,8.42E-05,8.42E-05,8.42E-05,8.49E-05,8.49E-05,8.49E-05
,52923,8.22E-05,8.22E-05,8.22E-05,8.22E-05,8.22E-05,8.29E-05,8.27E-05,8.29E-05,8.29E-05,8.29E-05,8.22E-05,8.22E-05,8.22E-05,8.29E-05,8.29E-05,8.29E-05
,52924,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.17E-05,8.15E-05,8.17E-05,8.17E-05,8.17E-05,8.10E-05,8.10E-05,8.10E-05,8.17E-05,8.17E-05,8.17E-05
,53001,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.31E-05,8.29E-05,8.31E-05,8.31E-05,8.31E-05,8.24E-05,8.24E-05,8.24E-05,8.31E-05,8.31E-05,8.31E-05
,53002,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.31E-05,8.29E-05,8.31E-05,8.31E-05,8.31E-05,8.24E-05,8.24E-05,8.24E-05,8.31E-05,8.31E-05,8.31E-05
,53003,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.32E-05,8.29E-05,8.32E-05,8.32E-05,8.32E-05,8.24E-05,8.24E-05,8.24E-05,8.32E-05,8.32E-05,8.32E-05
,53004,8.25E-05,8.25E-05,8.25E-05,8.25E-05,8.25E-05,8.32E-05,8.30E-05,8.32E-05,8.32E-05,8.32E-05,8.25E-05,8.25E-05,8.25E-05,8.32E-05,8.32E-05,8.32E-05
,53005,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.38E-05,8.35E-05,8.38E-05,8.38E-05,8.38E-05,8.30E-05,8.30E-05,8.30E-05,8.38E-05,8.38E-05,8.38E-05
,53006,8.26E-05,8.26E-05,8.26E-05,8.26E-05,8.26E-05,8.33E-05,8.30E-05,8.33E-05,8.33E-05,8.33E-05,8.26E-05,8.26E-05,8.26E-05,8.33E-05,8.33E-05,8.33E-05
,53007,5.15E-05,5.15E-05,5.15E-05,5.15E-05,5.15E-05,5.19E-05,5.18E-05,5.19E-05,5.19E-05,5.19E-05,5.15E-05,5.15E-05,5.15E-05,5.19E-05,5.19E-05,5.19E-05
