;,; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
;,"; Version ID: 2019 TDV CARBON ONLY, Elec Non-Res (15 Year)",,,,,,,,,,,,,,,,
;,; MoDaHr,CZ1 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ2 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ3 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ4 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ5 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ6 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ7 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ8 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ9 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ10 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ11 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ12 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ13 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ14 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ15 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ16 Electricity Long-Run Carbon Emission Factors (ton/MWh)
TABLE C02ElecByCZ,,,,,,,,,,,,,,,,,
,MoDaHr,C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh)
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,111102,0.262139125,0.262139125,0.262139125,0.262139125,0.262139125,0.255400296,0.255400296,0.255400296,0.255400296,0.255400296,0.262139125,0.262139125,0.262139125,0.255400296,0.255400296,0.255400296
,111103,0.259477806,0.259477806,0.259477806,0.259477806,0.259477806,0.252569063,0.252569063,0.252569063,0.252569063,0.252569063,0.259477806,0.259477806,0.259477806,0.252569063,0.252569063,0.252569063
,111104,0.260561873,0.260561873,0.260561873,0.260561873,0.260561873,0.25352779,0.25352779,0.25352779,0.25352779,0.25352779,0.260561873,0.260561873,0.260561873,0.25352779,0.25352779,0.25352779
,111105,0.26359042,0.26359042,0.26359042,0.26359042,0.26359042,0.256564587,0.256564587,0.256564587,0.256564587,0.256564587,0.26359042,0.26359042,0.26359042,0.256564587,0.256564587,0.256564587
,111106,0.278380796,0.278380796,0.278380796,0.278380796,0.278380796,0.270715951,0.270715951,0.270715951,0.270715951,0.270715951,0.278380796,0.278380796,0.278380796,0.270715951,0.270715951,0.270715951
,111107,0.282466861,0.282466861,0.282466861,0.282466861,0.282466861,0.280458757,0.280458757,0.280458757,0.280458757,0.280458757,0.282466861,0.282466861,0.282466861,0.280458757,0.280458757,0.280458757
,111108,0.282491516,0.282491516,0.282491516,0.282491516,0.282491516,0.280743065,0.280743065,0.280743065,0.280743065,0.280743065,0.282491516,0.282491516,0.282491516,0.280743065,0.280743065,0.280743065
,111109,0.132604786,0.132604786,0.132604786,0.132604786,0.132604786,0.109162163,0.109162163,0.109162163,0.109162163,0.109162163,0.132604786,0.132604786,0.132604786,0.109162163,0.109162163,0.109162163
,111110,0.107665149,0.107665149,0.107665149,0.107665149,0.107665149,0.086376486,0.086376486,0.086376486,0.086376486,0.086376486,0.107665149,0.107665149,0.107665149,0.086376486,0.086376486,0.086376486
,111111,0.107372785,0.107372785,0.107372785,0.107372785,0.107372785,0.06761585,0.06761585,0.06761585,0.06761585,0.06761585,0.107372785,0.107372785,0.107372785,0.06761585,0.06761585,0.06761585
,111112,0.090897294,0.090897294,0.090897294,0.090897294,0.090897294,0.088287683,0.088287683,0.088287683,0.088287683,0.088287683,0.090897294,0.090897294,0.090897294,0.088287683,0.088287683,0.088287683
,111113,0.092098629,0.092098629,0.092098629,0.092098629,0.092098629,0.089390005,0.089390005,0.089390005,0.089390005,0.089390005,0.092098629,0.092098629,0.092098629,0.089390005,0.089390005,0.089390005
,111114,0.092717213,0.092717213,0.092717213,0.092717213,0.092717213,0.0898174,0.0898174,0.0898174,0.0898174,0.0898174,0.092717213,0.092717213,0.092717213,0.0898174,0.0898174,0.0898174
,111115,0.11394399,0.11394399,0.11394399,0.11394399,0.11394399,0.110694575,0.110694575,0.110694575,0.110694575,0.110694575,0.11394399,0.11394399,0.11394399,0.110694575,0.110694575,0.110694575
,111116,0.280787633,0.280787633,0.280787633,0.280787633,0.280787633,0.275192351,0.275192351,0.275192351,0.275192351,0.275192351,0.280787633,0.280787633,0.280787633,0.275192351,0.275192351,0.275192351
,111117,0.283279585,0.283279585,0.283279585,0.283279585,0.283279585,0.286297756,0.286297756,0.286297756,0.286297756,0.286297756,0.283279585,0.283279585,0.283279585,0.286297756,0.286297756,0.286297756
,111118,0.283395107,0.283395107,0.283395107,0.283395107,0.283395107,0.29770657,0.29770657,0.29770657,0.29770657,0.29770657,0.283395107,0.283395107,0.283395107,0.29770657,0.29770657,0.29770657
,111119,0.283421221,0.283421221,0.283421221,0.283421221,0.283421221,0.308190404,0.308190404,0.308190404,0.308190404,0.308190404,0.283421221,0.283421221,0.283421221,0.308190404,0.308190404,0.308190404
,111120,0.283411025,0.283411025,0.283411025,0.283411025,0.283411025,0.308340338,0.308340338,0.308340338,0.308340338,0.308340338,0.283411025,0.283411025,0.283411025,0.308340338,0.308340338,0.308340338
,111121,0.283435194,0.283435194,0.283435194,0.283435194,0.283435194,0.303514894,0.303514894,0.303514894,0.303514894,0.303514894,0.283435194,0.283435194,0.283435194,0.303514894,0.303514894,0.303514894
,111122,0.283361792,0.283361792,0.283361792,0.283361792,0.283361792,0.286390245,0.286390245,0.286390245,0.286390245,0.286390245,0.283361792,0.283361792,0.283361792,0.286390245,0.286390245,0.286390245
,111123,0.282366711,0.282366711,0.282366711,0.282366711,0.282366711,0.281925995,0.281925995,0.281925995,0.281925995,0.281925995,0.282366711,0.282366711,0.282366711,0.281925995,0.281925995,0.281925995
,111124,0.279696535,0.279696535,0.279696535,0.279696535,0.279696535,0.27622578,0.27622578,0.27622578,0.27622578,0.27622578,0.279696535,0.279696535,0.279696535,0.27622578,0.27622578,0.27622578
,111201,0.276073584,0.276073584,0.276073584,0.276073584,0.276073584,0.26970688,0.26970688,0.26970688,0.26970688,0.26970688,0.276073584,0.276073584,0.276073584,0.26970688,0.26970688,0.26970688
,111202,0.268332726,0.268332726,0.268332726,0.268332726,0.268332726,0.261987149,0.261987149,0.261987149,0.261987149,0.261987149,0.268332726,0.268332726,0.268332726,0.261987149,0.261987149,0.261987149
,111203,0.25981697,0.25981697,0.25981697,0.25981697,0.25981697,0.253055548,0.253055548,0.253055548,0.253055548,0.253055548,0.25981697,0.25981697,0.25981697,0.253055548,0.253055548,0.253055548
,111204,0.259378283,0.259378283,0.259378283,0.259378283,0.259378283,0.252469161,0.252469161,0.252469161,0.252469161,0.252469161,0.259378283,0.259378283,0.259378283,0.252469161,0.252469161,0.252469161
,111205,0.265023229,0.265023229,0.265023229,0.265023229,0.265023229,0.258488243,0.258488243,0.258488243,0.258488243,0.258488243,0.265023229,0.265023229,0.265023229,0.258488243,0.258488243,0.258488243
,111206,0.279424938,0.279424938,0.279424938,0.279424938,0.279424938,0.272980909,0.272980909,0.272980909,0.272980909,0.272980909,0.279424938,0.279424938,0.279424938,0.272980909,0.272980909,0.272980909
,111207,0.287334703,0.287334703,0.287334703,0.287334703,0.287334703,0.282755634,0.282755634,0.282755634,0.282755634,0.282755634,0.287334703,0.287334703,0.287334703,0.282755634,0.282755634,0.282755634
,111208,0.287357994,0.287357994,0.287357994,0.287357994,0.287357994,0.282713592,0.282713592,0.282713592,0.282713592,0.282713592,0.287357994,0.287357994,0.287357994,0.282713592,0.282713592,0.282713592
,111209,0.258817257,0.258817257,0.258817257,0.258817257,0.258817257,0.247783456,0.247783456,0.247783456,0.247783456,0.247783456,0.258817257,0.258817257,0.258817257,0.247783456,0.247783456,0.247783456
,111210,0.240879645,0.240879645,0.240879645,0.240879645,0.240879645,0.069963428,0.069963428,0.069963428,0.069963428,0.069963428,0.240879645,0.240879645,0.240879645,0.069963428,0.069963428,0.069963428
,111211,0.107594751,0.107594751,0.107594751,0.107594751,0.107594751,0.068886348,0.068886348,0.068886348,0.068886348,0.068886348,0.107594751,0.107594751,0.107594751,0.068886348,0.068886348,0.068886348
,111212,0.107311915,0.107311915,0.107311915,0.107311915,0.107311915,0.069574701,0.069574701,0.069574701,0.069574701,0.069574701,0.107311915,0.107311915,0.107311915,0.069574701,0.069574701,0.069574701
,111213,0.108051879,0.108051879,0.108051879,0.108051879,0.108051879,0.087379411,0.087379411,0.087379411,0.087379411,0.087379411,0.108051879,0.108051879,0.108051879,0.087379411,0.087379411,0.087379411
,111214,0.109656671,0.109656671,0.109656671,0.109656671,0.109656671,0.107278541,0.107278541,0.107278541,0.107278541,0.107278541,0.109656671,0.109656671,0.109656671,0.107278541,0.107278541,0.107278541
,111215,0.228991136,0.228991136,0.228991136,0.228991136,0.228991136,0.229993204,0.229993204,0.229993204,0.229993204,0.229993204,0.228991136,0.228991136,0.228991136,0.229993204,0.229993204,0.229993204
,111216,0.279002663,0.279002663,0.279002663,0.279002663,0.279002663,0.275912888,0.275912888,0.275912888,0.275912888,0.275912888,0.279002663,0.279002663,0.279002663,0.275912888,0.275912888,0.275912888
,111217,0.293456274,0.293456274,0.293456274,0.293456274,0.293456274,0.295498268,0.295498268,0.295498268,0.295498268,0.295498268,0.293456274,0.293456274,0.293456274,0.295498268,0.295498268,0.295498268
,111218,0.293477146,0.293477146,0.293477146,0.293477146,0.293477146,0.309121209,0.309121209,0.309121209,0.309121209,0.309121209,0.293477146,0.293477146,0.293477146,0.309121209,0.309121209,0.309121209
,111219,0.293508005,0.293508005,0.293508005,0.293508005,0.293508005,0.31711522,0.31711522,0.31711522,0.31711522,0.31711522,0.293508005,0.293508005,0.293508005,0.31711522,0.31711522,0.31711522
,111220,0.293511577,0.293511577,0.293511577,0.293511577,0.293511577,0.313989588,0.313989588,0.313989588,0.313989588,0.313989588,0.293511577,0.293511577,0.293511577,0.313989588,0.313989588,0.313989588
,111221,0.293540057,0.293540057,0.293540057,0.293540057,0.293540057,0.310147448,0.310147448,0.310147448,0.310147448,0.310147448,0.293540057,0.293540057,0.293540057,0.310147448,0.310147448,0.310147448
,111222,0.293558277,0.293558277,0.293558277,0.293558277,0.293558277,0.298073677,0.298073677,0.298073677,0.298073677,0.298073677,0.293558277,0.293558277,0.293558277,0.298073677,0.298073677,0.298073677
,111223,0.288015984,0.288015984,0.288015984,0.288015984,0.288015984,0.283582702,0.283582702,0.283582702,0.283582702,0.283582702,0.288015984,0.288015984,0.288015984,0.283582702,0.283582702,0.283582702
,111224,0.281455584,0.281455584,0.281455584,0.281455584,0.281455584,0.275421663,0.275421663,0.275421663,0.275421663,0.275421663,0.281455584,0.281455584,0.281455584,0.275421663,0.275421663,0.275421663
,111301,0.267071989,0.267071989,0.267071989,0.267071989,0.267071989,0.261280305,0.261280305,0.261280305,0.261280305,0.261280305,0.267071989,0.267071989,0.267071989,0.261280305,0.261280305,0.261280305
,111302,0.2589801,0.2589801,0.2589801,0.2589801,0.2589801,0.252999781,0.252999781,0.252999781,0.252999781,0.252999781,0.2589801,0.2589801,0.2589801,0.252999781,0.252999781,0.252999781
,111303,0.255915554,0.255915554,0.255915554,0.255915554,0.255915554,0.24998488,0.24998488,0.24998488,0.24998488,0.24998488,0.255915554,0.255915554,0.255915554,0.24998488,0.24998488,0.24998488
,111304,0.255876896,0.255876896,0.255876896,0.255876896,0.255876896,0.249974922,0.249974922,0.249974922,0.249974922,0.249974922,0.255876896,0.255876896,0.255876896,0.249974922,0.249974922,0.249974922
,111305,0.259924503,0.259924503,0.259924503,0.259924503,0.259924503,0.254072337,0.254072337,0.254072337,0.254072337,0.254072337,0.259924503,0.259924503,0.259924503,0.254072337,0.254072337,0.254072337
,111306,0.272830573,0.272830573,0.272830573,0.272830573,0.272830573,0.266154369,0.266154369,0.266154369,0.266154369,0.266154369,0.272830573,0.272830573,0.272830573,0.266154369,0.266154369,0.266154369
,111307,0.277367341,0.277367341,0.277367341,0.277367341,0.277367341,0.273977878,0.273977878,0.273977878,0.273977878,0.273977878,0.277367341,0.277367341,0.277367341,0.273977878,0.273977878,0.273977878
,111308,0.277394015,0.277394015,0.277394015,0.277394015,0.277394015,0.273893224,0.273893224,0.273893224,0.273893224,0.273893224,0.277394015,0.277394015,0.277394015,0.273893224,0.273893224,0.273893224
,111309,0.254035269,0.254035269,0.254035269,0.254035269,0.254035269,0.249219744,0.249219744,0.249219744,0.249219744,0.249219744,0.254035269,0.254035269,0.254035269,0.249219744,0.249219744,0.249219744
,111310,0.089472342,0.089472342,0.089472342,0.089472342,0.089472342,0.202301853,0.202301853,0.202301853,0.202301853,0.202301853,0.089472342,0.089472342,0.089472342,0.202301853,0.202301853,0.202301853
,111311,0.088438331,0.088438331,0.088438331,0.088438331,0.088438331,0.086599928,0.086599928,0.086599928,0.086599928,0.086599928,0.088438331,0.088438331,0.088438331,0.086599928,0.086599928,0.086599928
,111312,0.087934045,0.087934045,0.087934045,0.087934045,0.087934045,0.086142861,0.086142861,0.086142861,0.086142861,0.086142861,0.087934045,0.087934045,0.087934045,0.086142861,0.086142861,0.086142861
,111313,0.106946301,0.106946301,0.106946301,0.106946301,0.106946301,0.086098543,0.086098543,0.086098543,0.086098543,0.086098543,0.106946301,0.106946301,0.106946301,0.086098543,0.086098543,0.086098543
,111314,0.108558269,0.108558269,0.108558269,0.108558269,0.108558269,0.222104466,0.222104466,0.222104466,0.222104466,0.222104466,0.108558269,0.108558269,0.108558269,0.222104466,0.222104466,0.222104466
,111315,0.254292919,0.254292919,0.254292919,0.254292919,0.254292919,0.251239677,0.251239677,0.251239677,0.251239677,0.251239677,0.254292919,0.254292919,0.254292919,0.251239677,0.251239677,0.251239677
,111316,0.276107414,0.276107414,0.276107414,0.276107414,0.276107414,0.272753957,0.272753957,0.272753957,0.272753957,0.272753957,0.276107414,0.276107414,0.276107414,0.272753957,0.272753957,0.272753957
,111317,0.287262144,0.287262144,0.287262144,0.287262144,0.287262144,0.2887259,0.2887259,0.2887259,0.2887259,0.2887259,0.287262144,0.287262144,0.287262144,0.2887259,0.2887259,0.2887259
,111318,0.287266196,0.287266196,0.287266196,0.287266196,0.287266196,0.320802403,0.320802403,0.320802403,0.320802403,0.320802403,0.287266196,0.287266196,0.287266196,0.320802403,0.320802403,0.320802403
,111319,0.287278797,0.287278797,0.287278797,0.287278797,0.287278797,0.322617762,0.322617762,0.322617762,0.322617762,0.322617762,0.287278797,0.287278797,0.287278797,0.322617762,0.322617762,0.322617762
,111320,0.287287561,0.287287561,0.287287561,0.287287561,0.287287561,0.322561014,0.322561014,0.322561014,0.322561014,0.322561014,0.287287561,0.287287561,0.287287561,0.322561014,0.322561014,0.322561014
,111321,0.287312702,0.287312702,0.287312702,0.287312702,0.287312702,0.319624457,0.319624457,0.319624457,0.319624457,0.319624457,0.287312702,0.287312702,0.287312702,0.319624457,0.319624457,0.319624457
,111322,0.287340278,0.287340278,0.287340278,0.287340278,0.287340278,0.292993496,0.292993496,0.292993496,0.292993496,0.292993496,0.287340278,0.287340278,0.287340278,0.292993496,0.292993496,0.292993496
,111323,0.287337349,0.287337349,0.287337349,0.287337349,0.287337349,0.287806202,0.287806202,0.287806202,0.287806202,0.287806202,0.287337349,0.287337349,0.287337349,0.287806202,0.287806202,0.287806202
,111324,0.276192691,0.276192691,0.276192691,0.276192691,0.276192691,0.275284181,0.275284181,0.275284181,0.275284181,0.275284181,0.276192691,0.276192691,0.276192691,0.275284181,0.275284181,0.275284181
,111401,0.269492061,0.269492061,0.269492061,0.269492061,0.269492061,0.266007885,0.266007885,0.266007885,0.266007885,0.266007885,0.269492061,0.269492061,0.269492061,0.266007885,0.266007885,0.266007885
,111402,0.258449459,0.258449459,0.258449459,0.258449459,0.258449459,0.254727295,0.254727295,0.254727295,0.254727295,0.254727295,0.258449459,0.258449459,0.258449459,0.254727295,0.254727295,0.254727295
,111403,0.236597606,0.236597606,0.236597606,0.236597606,0.236597606,0.232430702,0.232430702,0.232430702,0.232430702,0.232430702,0.236597606,0.236597606,0.236597606,0.232430702,0.232430702,0.232430702
,111404,0.236853837,0.236853837,0.236853837,0.236853837,0.236853837,0.231584737,0.231584737,0.231584737,0.231584737,0.231584737,0.236853837,0.236853837,0.236853837,0.231584737,0.231584737,0.231584737
,111405,0.261686907,0.261686907,0.261686907,0.261686907,0.261686907,0.235361916,0.235361916,0.235361916,0.235361916,0.235361916,0.261686907,0.261686907,0.261686907,0.235361916,0.235361916,0.235361916
,111406,0.277187445,0.277187445,0.277187445,0.277187445,0.277187445,0.271463987,0.271463987,0.271463987,0.271463987,0.271463987,0.277187445,0.277187445,0.277187445,0.271463987,0.271463987,0.271463987
,111407,0.294530596,0.294530596,0.294530596,0.294530596,0.294530596,0.288806356,0.288806356,0.288806356,0.288806356,0.288806356,0.294530596,0.294530596,0.294530596,0.288806356,0.288806356,0.288806356
,111408,0.294991954,0.294991954,0.294991954,0.294991954,0.294991954,0.289792241,0.289792241,0.289792241,0.289792241,0.289792241,0.294991954,0.294991954,0.294991954,0.289792241,0.289792241,0.289792241
,111409,0.210912729,0.210912729,0.210912729,0.210912729,0.210912729,0.207333697,0.207333697,0.207333697,0.207333697,0.207333697,0.210912729,0.210912729,0.210912729,0.207333697,0.207333697,0.207333697
,111410,0.065949742,0.065949742,0.065949742,0.065949742,0.065949742,0.062467696,0.062467696,0.062467696,0.062467696,0.062467696,0.065949742,0.065949742,0.065949742,0.062467696,0.062467696,0.062467696
,111411,0.045938348,0.045938348,0.045938348,0.045938348,0.045938348,0.043952603,0.043952603,0.043952603,0.043952603,0.043952603,0.045938348,0.045938348,0.045938348,0.043952603,0.043952603,0.043952603
,111412,0.045810877,0.045810877,0.045810877,0.045810877,0.045810877,0.0441573,0.0441573,0.0441573,0.0441573,0.0441573,0.045810877,0.045810877,0.045810877,0.0441573,0.0441573,0.0441573
,111413,0.044587863,0.044587863,0.044587863,0.044587863,0.044587863,0.042252827,0.042252827,0.042252827,0.042252827,0.042252827,0.044587863,0.044587863,0.044587863,0.042252827,0.042252827,0.042252827
,111414,0.045977804,0.045977804,0.045977804,0.045977804,0.045977804,0.043599305,0.043599305,0.043599305,0.043599305,0.043599305,0.045977804,0.045977804,0.045977804,0.043599305,0.043599305,0.043599305
,111415,0.066921408,0.066921408,0.066921408,0.066921408,0.066921408,0.179721723,0.179721723,0.179721723,0.179721723,0.179721723,0.066921408,0.066921408,0.066921408,0.179721723,0.179721723,0.179721723
,111416,0.273636224,0.273636224,0.273636224,0.273636224,0.273636224,0.270938611,0.270938611,0.270938611,0.270938611,0.270938611,0.273636224,0.273636224,0.273636224,0.270938611,0.270938611,0.270938611
,111417,0.312510821,0.312510821,0.312510821,0.312510821,0.312510821,0.313621127,0.313621127,0.313621127,0.313621127,0.313621127,0.312510821,0.312510821,0.312510821,0.313621127,0.313621127,0.313621127
,111418,0.315496641,0.315496641,0.315496641,0.315496641,0.315496641,0.318663069,0.318663069,0.318663069,0.318663069,0.318663069,0.315496641,0.315496641,0.315496641,0.318663069,0.318663069,0.318663069
,111419,0.315520926,0.315520926,0.315520926,0.315520926,0.315520926,0.317845819,0.317845819,0.317845819,0.317845819,0.317845819,0.315520926,0.315520926,0.315520926,0.317845819,0.317845819,0.317845819
,111420,0.315519343,0.315519343,0.315519343,0.315519343,0.315519343,0.317946589,0.317946589,0.317946589,0.317946589,0.317946589,0.315519343,0.315519343,0.315519343,0.317946589,0.317946589,0.317946589
,111421,0.315547561,0.315547561,0.315547561,0.315547561,0.315547561,0.317974108,0.317974108,0.317974108,0.317974108,0.317974108,0.315547561,0.315547561,0.315547561,0.317974108,0.317974108,0.317974108
,111422,0.315573956,0.315573956,0.315573956,0.315573956,0.315573956,0.317071583,0.317071583,0.317071583,0.317071583,0.317071583,0.315573956,0.315573956,0.315573956,0.317071583,0.317071583,0.317071583
,111423,0.295258857,0.295258857,0.295258857,0.295258857,0.295258857,0.292007757,0.292007757,0.292007757,0.292007757,0.292007757,0.295258857,0.295258857,0.295258857,0.292007757,0.292007757,0.292007757
,111424,0.28140206,0.28140206,0.28140206,0.28140206,0.28140206,0.276809869,0.276809869,0.276809869,0.276809869,0.276809869,0.28140206,0.28140206,0.28140206,0.276809869,0.276809869,0.276809869
,111501,0.257446337,0.257446337,0.257446337,0.257446337,0.257446337,0.251833656,0.251833656,0.251833656,0.251833656,0.251833656,0.257446337,0.257446337,0.257446337,0.251833656,0.251833656,0.251833656
,111502,0.251413784,0.251413784,0.251413784,0.251413784,0.251413784,0.245219414,0.245219414,0.245219414,0.245219414,0.245219414,0.251413784,0.251413784,0.251413784,0.245219414,0.245219414,0.245219414
,111503,0.248448996,0.248448996,0.248448996,0.248448996,0.248448996,0.222520693,0.222520693,0.222520693,0.222520693,0.222520693,0.248448996,0.248448996,0.248448996,0.222520693,0.222520693,0.222520693
,111504,0.247890891,0.247890891,0.247890891,0.247890891,0.247890891,0.222094932,0.222094932,0.222094932,0.222094932,0.222094932,0.247890891,0.247890891,0.247890891,0.222094932,0.222094932,0.222094932
,111505,0.251758505,0.251758505,0.251758505,0.251758505,0.251758505,0.245311691,0.245311691,0.245311691,0.245311691,0.245311691,0.251758505,0.251758505,0.251758505,0.245311691,0.245311691,0.245311691
,111506,0.261480375,0.261480375,0.261480375,0.261480375,0.261480375,0.254948113,0.254948113,0.254948113,0.254948113,0.254948113,0.261480375,0.261480375,0.261480375,0.254948113,0.254948113,0.254948113
,111507,0.272146343,0.272146343,0.272146343,0.272146343,0.272146343,0.265327457,0.265327457,0.265327457,0.265327457,0.265327457,0.272146343,0.272146343,0.272146343,0.265327457,0.265327457,0.265327457
,111508,0.273445598,0.273445598,0.273445598,0.273445598,0.273445598,0.266034655,0.266034655,0.266034655,0.266034655,0.266034655,0.273445598,0.273445598,0.273445598,0.266034655,0.266034655,0.266034655
,111509,0.230800857,0.230800857,0.230800857,0.230800857,0.230800857,0.065159637,0.065159637,0.065159637,0.065159637,0.065159637,0.230800857,0.230800857,0.230800857,0.065159637,0.065159637,0.065159637
,111510,0.062747544,0.062747544,0.062747544,0.062747544,0.062747544,0.043470941,0.043470941,0.043470941,0.043470941,0.043470941,0.062747544,0.062747544,0.062747544,0.043470941,0.043470941,0.043470941
,111511,0.045421107,0.045421107,0.045421107,0.045421107,0.045421107,0.022616011,0.022616011,0.022616011,0.022616011,0.022616011,0.045421107,0.045421107,0.045421107,0.022616011,0.022616011,0.022616011
,111512,0.024125966,0.024125966,0.024125966,0.024125966,0.024125966,0.02262104,0.02262104,0.02262104,0.02262104,0.02262104,0.024125966,0.024125966,0.024125966,0.02262104,0.02262104,0.02262104
,111513,0.024125842,0.024125842,0.024125842,0.024125842,0.024125842,0.022666382,0.022666382,0.022666382,0.022666382,0.022666382,0.024125842,0.024125842,0.024125842,0.022666382,0.022666382,0.022666382
,111514,0.04528442,0.04528442,0.04528442,0.04528442,0.04528442,0.02205409,0.02205409,0.02205409,0.02205409,0.02205409,0.04528442,0.04528442,0.04528442,0.02205409,0.02205409,0.02205409
,111515,0.067999393,0.067999393,0.067999393,0.067999393,0.067999393,0.045072789,0.045072789,0.045072789,0.045072789,0.045072789,0.067999393,0.067999393,0.067999393,0.045072789,0.045072789,0.045072789
,111516,0.264289657,0.264289657,0.264289657,0.264289657,0.264289657,0.25813691,0.25813691,0.25813691,0.25813691,0.25813691,0.264289657,0.264289657,0.264289657,0.25813691,0.25813691,0.25813691
,111517,0.294493651,0.294493651,0.294493651,0.294493651,0.294493651,0.29278655,0.29278655,0.29278655,0.29278655,0.29278655,0.294493651,0.294493651,0.294493651,0.29278655,0.29278655,0.29278655
,111518,0.294537957,0.294537957,0.294537957,0.294537957,0.294537957,0.296111226,0.296111226,0.296111226,0.296111226,0.296111226,0.294537957,0.294537957,0.294537957,0.296111226,0.296111226,0.296111226
,111519,0.294565477,0.294565477,0.294565477,0.294565477,0.294565477,0.296534427,0.296534427,0.296534427,0.296534427,0.296534427,0.294565477,0.294565477,0.294565477,0.296534427,0.296534427,0.296534427
,111520,0.294568405,0.294568405,0.294568405,0.294568405,0.294568405,0.296401766,0.296401766,0.296401766,0.296401766,0.296401766,0.294568405,0.294568405,0.294568405,0.296401766,0.296401766,0.296401766
,111521,0.294597342,0.294597342,0.294597342,0.294597342,0.294597342,0.29632866,0.29632866,0.29632866,0.29632866,0.29632866,0.294597342,0.294597342,0.294597342,0.29632866,0.29632866,0.29632866
,111522,0.29386214,0.29386214,0.29386214,0.29386214,0.29386214,0.295333977,0.295333977,0.295333977,0.295333977,0.295333977,0.29386214,0.29386214,0.29386214,0.295333977,0.295333977,0.295333977
,111523,0.28467662,0.28467662,0.28467662,0.28467662,0.28467662,0.281714453,0.281714453,0.281714453,0.281714453,0.281714453,0.28467662,0.28467662,0.28467662,0.281714453,0.281714453,0.281714453
,111524,0.266182944,0.266182944,0.266182944,0.266182944,0.266182944,0.261889089,0.261889089,0.261889089,0.261889089,0.261889089,0.266182944,0.266182944,0.266182944,0.261889089,0.261889089,0.261889089
,111601,0.263560289,0.263560289,0.263560289,0.263560289,0.263560289,0.257723512,0.257723512,0.257723512,0.257723512,0.257723512,0.263560289,0.263560289,0.263560289,0.257723512,0.257723512,0.257723512
,111602,0.255790695,0.255790695,0.255790695,0.255790695,0.255790695,0.227623558,0.227623558,0.227623558,0.227623558,0.227623558,0.255790695,0.255790695,0.255790695,0.227623558,0.227623558,0.227623558
,111603,0.254018973,0.254018973,0.254018973,0.254018973,0.254018973,0.225284013,0.225284013,0.225284013,0.225284013,0.225284013,0.254018973,0.254018973,0.254018973,0.225284013,0.225284013,0.225284013
,111604,0.25450288,0.25450288,0.25450288,0.25450288,0.25450288,0.225688235,0.225688235,0.225688235,0.225688235,0.225688235,0.25450288,0.25450288,0.25450288,0.225688235,0.225688235,0.225688235
,111605,0.263235924,0.263235924,0.263235924,0.263235924,0.263235924,0.256073535,0.256073535,0.256073535,0.256073535,0.256073535,0.263235924,0.263235924,0.263235924,0.256073535,0.256073535,0.256073535
,111606,0.267935596,0.267935596,0.267935596,0.267935596,0.267935596,0.265362442,0.265362442,0.265362442,0.265362442,0.265362442,0.267935596,0.267935596,0.267935596,0.265362442,0.265362442,0.265362442
,111607,0.27239236,0.27239236,0.27239236,0.27239236,0.27239236,0.272020705,0.272020705,0.272020705,0.272020705,0.272020705,0.27239236,0.27239236,0.27239236,0.272020705,0.272020705,0.272020705
,111608,0.272750091,0.272750091,0.272750091,0.272750091,0.272750091,0.272200247,0.272200247,0.272200247,0.272200247,0.272200247,0.272750091,0.272750091,0.272750091,0.272200247,0.272200247,0.272200247
,111609,0.254485121,0.254485121,0.254485121,0.254485121,0.254485121,0.110784002,0.110784002,0.110784002,0.110784002,0.110784002,0.254485121,0.254485121,0.254485121,0.110784002,0.110784002,0.110784002
,111610,0.206499346,0.206499346,0.206499346,0.206499346,0.206499346,0.068539669,0.068539669,0.068539669,0.068539669,0.068539669,0.206499346,0.206499346,0.206499346,0.068539669,0.068539669,0.068539669
,111611,0.205203827,0.205203827,0.205203827,0.205203827,0.205203827,0.068194938,0.068194938,0.068194938,0.068194938,0.068194938,0.205203827,0.205203827,0.205203827,0.068194938,0.068194938,0.068194938
,111612,0.070817386,0.070817386,0.070817386,0.070817386,0.070817386,0.068674435,0.068674435,0.068674435,0.068674435,0.068674435,0.070817386,0.070817386,0.070817386,0.068674435,0.068674435,0.068674435
