;,2025 Energy Code: Long-term System Cost (LSC) NEM3-ACC (Avoided Cost Calculator) Hourly Factors,,,,,,,,,,,,,,,
;,Source:,,from CEC/RJW via e-mail  7/15/24:  2025_LSCHourlyExportValuesACC.xlsx,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Last modified:,,07/16/24 - SAC - converted into look-up table for CBECC(-Res) rulesets,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Export LSC (CZ1; 30-yr PV$/kWh),Export LSC (CZ2; 30-yr PV$/kWh),Export LSC (CZ3; 30-yr PV$/kWh),Export LSC (CZ4; 30-yr PV$/kWh),Export LSC (CZ5; 30-yr PV$/kWh),Export LSC (CZ6; 30-yr PV$/kWh),Export LSC (CZ7; 30-yr PV$/kWh),Export LSC (CZ8; 30-yr PV$/kWh),Export LSC (CZ9; 30-yr PV$/kWh),Export LSC (CZ10; 30-yr PV$/kWh),Export LSC (CZ11; 30-yr PV$/kWh),Export LSC (CZ12; 30-yr PV$/kWh),Export LSC (CZ13; 30-yr PV$/kWh),Export LSC (CZ14; 30-yr PV$/kWh),Export LSC (CZ15; 30-yr PV$/kWh),Export LSC (CZ16; 30-yr PV$/kWh)
; MoDaHr,,,,,,,,,,,,,,,,
; CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
12124,1.401073554,1.401073554,1.401073554,1.401073554,1.401073554,1.401073554,1.4010819,1.401073554,1.401073554,1.401073554,1.401073554,1.401073554,1.401073554,1.401073554,1.401073554,1.401073554
12201,1.35084493,1.35084493,1.35084493,1.35084493,1.35084493,1.35084493,1.35084758,1.35084493,1.35084493,1.35084493,1.35084493,1.35084493,1.35084493,1.35084493,1.35084493,1.35084493
12202,1.34771372,1.34771372,1.34771372,1.34771372,1.34771372,1.34771372,1.347704919,1.34771372,1.34771372,1.34771372,1.34771372,1.34771372,1.34771372,1.34771372,1.34771372,1.34771372
12203,1.332063265,1.332063265,1.332063265,1.332063265,1.332063265,1.332063265,1.33205787,1.332063265,1.332063265,1.332063265,1.332063265,1.332063265,1.332063265,1.332063265,1.332063265,1.332063265
12204,1.328509475,1.328509475,1.328509475,1.328509475,1.328509475,1.328509475,1.328539959,1.328509475,1.328509475,1.328509475,1.328509475,1.328509475,1.328509475,1.328509475,1.328509475,1.328509475
12205,1.348726526,1.348726526,1.348726526,1.348726526,1.348726526,1.348726526,1.348719344,1.348726526,1.348726526,1.348726526,1.348726526,1.348726526,1.348726526,1.348726526,1.348726526,1.348726526
12206,1.387335182,1.387335182,1.387335182,1.387335182,1.387335182,1.387335182,1.387329874,1.387335182,1.387335182,1.387335182,1.387335182,1.387335182,1.387335182,1.387335182,1.387335182,1.387335182
12207,1.499940168,1.499940168,1.499940168,1.499940168,1.499940168,1.499940168,1.499929682,1.499940168,1.499940168,1.499940168,1.499940168,1.499940168,1.499940168,1.499940168,1.499940168,1.499940168
12208,1.448876294,1.448876294,1.448876294,1.448876294,1.448876294,1.444174616,1.444178403,1.444174616,1.444174616,1.444174616,1.448876294,1.448876294,1.448876294,1.444174616,1.444174616,1.444174616
12209,1.313715914,1.313715914,1.313715914,1.313715914,1.313715914,1.301375267,1.301349174,1.301375267,1.301375267,1.301375267,1.313715914,1.313715914,1.313715914,1.301375267,1.301375267,1.301375267
12210,1.356400719,1.356400719,1.356400719,1.356400719,1.356400719,1.074981166,1.074983412,1.074981166,1.074981166,1.074981166,1.356400719,1.356400719,1.356400719,1.074981166,1.074981166,1.074981166
12211,1.316847294,1.316847294,1.316847294,1.316847294,1.316847294,0.93941233,0.939410958,0.93941233,0.93941233,0.93941233,1.316847294,1.316847294,1.316847294,0.93941233,0.93941233,0.93941233
12212,1.270003153,1.270003153,1.270003153,1.270003153,1.270003153,0.895047716,0.895034669,0.895047716,0.895047716,0.895047716,1.270003153,1.270003153,1.270003153,0.895047716,0.895047716,0.895047716
12213,1.220558159,1.220558159,1.220558159,1.220558159,1.220558159,0.879712012,0.879727502,0.879712012,0.879712012,0.879712012,1.220558159,1.220558159,1.220558159,0.879712012,0.879712012,0.879712012
12214,1.176784326,1.176784326,1.176784326,1.176784326,1.176784326,0.866509052,0.866490108,0.866509052,0.866509052,0.866509052,1.176784326,1.176784326,1.176784326,0.866509052,0.866509052,0.866509052
12215,1.08970036,1.08970036,1.08970036,1.08970036,1.08970036,0.809740831,0.809765967,0.809740831,0.809740831,0.809740831,1.08970036,1.08970036,1.08970036,0.809740831,0.809740831,0.809740831
12216,1.02958427,1.02958427,1.02958427,1.02958427,1.02958427,0.795475575,0.795488727,0.795475575,0.795475575,0.795475575,1.02958427,1.02958427,1.02958427,0.795475575,0.795475575,0.795475575
12217,1.505069884,1.505069884,1.505069884,1.505069884,1.505069884,1.437765514,1.437771563,1.437765514,1.437765514,1.437765514,1.505069884,1.505069884,1.505069884,1.437765514,1.437765514,1.437765514
12218,1.587252545,1.587252545,1.587252545,1.587252545,1.587252545,1.587252545,1.587255454,1.587252545,1.587252545,1.587252545,1.587252545,1.587252545,1.587252545,1.587252545,1.587252545,1.587252545
12219,1.58225331,1.58225331,1.58225331,1.58225331,1.58225331,1.58225331,1.582242144,1.58225331,1.58225331,1.58225331,1.58225331,1.58225331,1.58225331,1.58225331,1.58225331,1.58225331
12220,1.570110121,1.570110121,1.570110121,1.570110121,1.570110121,1.570110121,1.570094584,1.570110121,1.570110121,1.570110121,1.570110121,1.570110121,1.570110121,1.570110121,1.570110121,1.570110121
12221,1.547635845,1.547635845,1.547635845,1.547635845,1.547635845,1.547635845,1.547615541,1.547635845,1.547635845,1.547635845,1.547635845,1.547635845,1.547635845,1.547635845,1.547635845,1.547635845
12222,1.482611058,1.482611058,1.482611058,1.482611058,1.482611058,1.482605794,1.482591956,1.482605794,1.482605794,1.482605794,1.482611058,1.482611058,1.482611058,1.482605794,1.482605794,1.482605794
12223,1.420432512,1.420432512,1.420432512,1.420432512,1.420432512,1.420432512,1.42043319,1.420432512,1.420432512,1.420432512,1.420432512,1.420432512,1.420432512,1.420432512,1.420432512,1.420432512
12224,1.400702141,1.400702141,1.400702141,1.400702141,1.400702141,1.400702141,1.400724568,1.400702141,1.400702141,1.400702141,1.400702141,1.400702141,1.400702141,1.400702141,1.400702141,1.400702141
12301,1.350168113,1.350168113,1.350168113,1.350168113,1.350168113,1.350168113,1.350170661,1.350168113,1.350168113,1.350168113,1.350168113,1.350168113,1.350168113,1.350168113,1.350168113,1.350168113
12302,1.347667585,1.347667585,1.347667585,1.347667585,1.347667585,1.347667585,1.347663316,1.347667585,1.347667585,1.347667585,1.347667585,1.347667585,1.347667585,1.347667585,1.347667585,1.347667585
12303,1.332625859,1.332625859,1.332625859,1.332625859,1.332625859,1.332625859,1.332631133,1.332625859,1.332625859,1.332625859,1.332625859,1.332625859,1.332625859,1.332625859,1.332625859,1.332625859
12304,1.329144025,1.329144025,1.329144025,1.329144025,1.329144025,1.329144025,1.329174197,1.329144025,1.329144025,1.329144025,1.329144025,1.329144025,1.329144025,1.329144025,1.329144025,1.329144025
12305,1.349514269,1.349514269,1.349514269,1.349514269,1.349514269,1.349514269,1.349498131,1.349514269,1.349514269,1.349514269,1.349514269,1.349514269,1.349514269,1.349514269,1.349514269,1.349514269
12306,1.386931538,1.386931538,1.386931538,1.386931538,1.386931538,1.386931538,1.386921561,1.386931538,1.386931538,1.386931538,1.386931538,1.386931538,1.386931538,1.386931538,1.386931538,1.386931538
12307,1.496598608,1.496598608,1.496598608,1.496598608,1.496598608,1.496598608,1.496592477,1.496598608,1.496598608,1.496598608,1.496598608,1.496598608,1.496598608,1.496598608,1.496598608,1.496598608
12308,1.447166855,1.447166855,1.447166855,1.447166855,1.447166855,1.442487971,1.442487193,1.442487971,1.442487971,1.442487971,1.447166855,1.447166855,1.447166855,1.442487971,1.442487971,1.442487971
12309,1.316850042,1.316850042,1.316850042,1.316850042,1.316850042,1.304456864,1.304434885,1.304456864,1.304456864,1.304456864,1.316850042,1.316850042,1.316850042,1.304456864,1.304456864,1.304456864
12310,1.357125692,1.357125692,1.357125692,1.357125692,1.357125692,1.078276472,1.078275087,1.078276472,1.078276472,1.078276472,1.357125692,1.357125692,1.357125692,1.078276472,1.078276472,1.078276472
12311,1.318120976,1.318120976,1.318120976,1.318120976,1.318120976,0.940434012,0.940435436,0.940434012,0.940434012,0.940434012,1.318120976,1.318120976,1.318120976,0.940434012,0.940434012,0.940434012
12312,1.273763372,1.273763372,1.273763372,1.273763372,1.273763372,0.899261325,0.899241968,0.899261325,0.899261325,0.899261325,1.273763372,1.273763372,1.273763372,0.899261325,0.899261325,0.899261325
12313,1.225968807,1.225968807,1.225968807,1.225968807,1.225968807,0.886550135,0.886570135,0.886550135,0.886550135,0.886550135,1.225968807,1.225968807,1.225968807,0.886550135,0.886550135,0.886550135
12314,1.18381652,1.18381652,1.18381652,1.18381652,1.18381652,0.871336244,0.871326122,0.871336244,0.871336244,0.871336244,1.18381652,1.18381652,1.18381652,0.871336244,0.871336244,0.871336244
12315,1.09634873,1.09634873,1.09634873,1.09634873,1.09634873,0.81442697,0.814449084,0.81442697,0.81442697,0.81442697,1.09634873,1.09634873,1.09634873,0.81442697,0.81442697,0.81442697
12316,1.035245921,1.035245921,1.035245921,1.035245921,1.035245921,0.798569524,0.798582572,0.798569524,0.798569524,0.798569524,1.035245921,1.035245921,1.035245921,0.798569524,0.798569524,0.798569524
12317,1.500966553,1.500966553,1.500966553,1.500966553,1.500966553,1.433532135,1.433535712,1.433532135,1.433532135,1.433532135,1.500966553,1.500966553,1.500966553,1.433532135,1.433532135,1.433532135
12318,1.588131225,1.588131225,1.588131225,1.588131225,1.588131225,1.588131225,1.588123377,1.588131225,1.588131225,1.588131225,1.588131225,1.588131225,1.588131225,1.588131225,1.588131225,1.588131225
12319,1.584634531,1.584634531,1.584634531,1.584634531,1.584634531,1.584634531,1.584617659,1.584634531,1.584634531,1.584634531,1.584634531,1.584634531,1.584634531,1.584634531,1.584634531,1.584634531
12320,1.57179395,1.57179395,1.57179395,1.57179395,1.57179395,1.57179395,1.571788302,1.57179395,1.57179395,1.57179395,1.57179395,1.57179395,1.57179395,1.57179395,1.57179395,1.57179395
12321,1.548512664,1.548512664,1.548512664,1.548512664,1.548512664,1.548512664,1.548496333,1.548512664,1.548512664,1.548512664,1.548512664,1.548512664,1.548512664,1.548512664,1.548512664,1.548512664
12322,1.481534646,1.481534646,1.481534646,1.481534646,1.481534646,1.481529382,1.481509071,1.481529382,1.481529382,1.481529382,1.481534646,1.481534646,1.481534646,1.481529382,1.481529382,1.481529382
12323,1.420260464,1.420260464,1.420260464,1.420260464,1.420260464,1.420260464,1.420276344,1.420260464,1.420260464,1.420260464,1.420260464,1.420260464,1.420260464,1.420260464,1.420260464,1.420260464
12324,1.4009368,1.4009368,1.4009368,1.4009368,1.4009368,1.4009368,1.400956148,1.4009368,1.4009368,1.4009368,1.4009368,1.4009368,1.4009368,1.4009368,1.4009368,1.4009368
12401,1.346235483,1.346235483,1.346235483,1.346235483,1.346235483,1.346235483,1.346208984,1.346235483,1.346235483,1.346235483,1.346235483,1.346235483,1.346235483,1.346235483,1.346235483,1.346235483
12402,1.341824849,1.341824849,1.341824849,1.341824849,1.341824849,1.341824849,1.34184696,1.341824849,1.341824849,1.341824849,1.341824849,1.341824849,1.341824849,1.341824849,1.341824849,1.341824849
12403,1.323189012,1.323189012,1.323189012,1.323189012,1.323189012,1.323189012,1.323191334,1.323189012,1.323189012,1.323189012,1.323189012,1.323189012,1.323189012,1.323189012,1.323189012,1.323189012
12404,1.321652817,1.321652817,1.321652817,1.321652817,1.321652817,1.321652817,1.321645967,1.321652817,1.321652817,1.321652817,1.321652817,1.321652817,1.321652817,1.321652817,1.321652817,1.321652817
12405,1.321866853,1.321866853,1.321866853,1.321866853,1.321866853,1.321866853,1.321861921,1.321866853,1.321866853,1.321866853,1.321866853,1.321866853,1.321866853,1.321866853,1.321866853,1.321866853
12406,1.359982309,1.359982309,1.359982309,1.359982309,1.359982309,1.359982309,1.359985321,1.359982309,1.359982309,1.359982309,1.359982309,1.359982309,1.359982309,1.359982309,1.359982309,1.359982309
12407,1.443938744,1.443938744,1.443938744,1.443938744,1.443938744,1.443938744,1.443946111,1.443938744,1.443938744,1.443938744,1.443938744,1.443938744,1.443938744,1.443938744,1.443938744,1.443938744
12408,1.408386227,1.408386227,1.408386227,1.408386227,1.408386227,1.403804169,1.403788561,1.403804169,1.403804169,1.403804169,1.408386227,1.408386227,1.408386227,1.403804169,1.403804169,1.403804169
12409,1.183276011,1.183276011,1.183276011,1.183276011,1.183276011,1.150289193,1.150283268,1.150289193,1.150289193,1.150289193,1.183276011,1.183276011,1.183276011,1.150289193,1.150289193,1.150289193
12410,1.220032071,1.220032071,1.220032071,1.220032071,1.220032071,0.979973576,0.979969194,0.979973576,0.979973576,0.979973576,1.220032071,1.220032071,1.220032071,0.979973576,0.979973576,0.979973576
12411,1.157563975,1.157563975,1.157563975,1.157563975,1.157563975,0.87704891,0.877037485,0.87704891,0.87704891,0.87704891,1.157563975,1.157563975,1.157563975,0.87704891,0.87704891,0.87704891
12412,1.104424826,1.104424826,1.104424826,1.104424826,1.104424826,0.813737724,0.813714647,0.813737724,0.813737724,0.813737724,1.104424826,1.104424826,1.104424826,0.813737724,0.813737724,0.813737724
12413,1.047058655,1.047058655,1.047058655,1.047058655,1.047058655,0.768127617,0.768120423,0.768127617,0.768127617,0.768127617,1.047058655,1.047058655,1.047058655,0.768127617,0.768127617,0.768127617
12414,1.006005882,1.006005882,1.006005882,1.006005882,1.006005882,0.769547939,0.769530125,0.769547939,0.769547939,0.769547939,1.006005882,1.006005882,1.006005882,0.769547939,0.769547939,0.769547939
12415,0.949779542,0.949779542,0.949779542,0.949779542,0.949779542,0.739042702,0.73903386,0.739042702,0.739042702,0.739042702,0.949779542,0.949779542,0.949779542,0.739042702,0.739042702,0.739042702
12416,0.905275725,0.905275725,0.905275725,0.905275725,0.905275725,0.743954649,0.743931078,0.743954649,0.743954649,0.743954649,0.905275725,0.905275725,0.905275725,0.743954649,0.743954649,0.743954649
12417,1.468698854,1.468698854,1.468698854,1.468698854,1.468698854,1.402064365,1.402079303,1.402064365,1.402064365,1.402064365,1.468698854,1.468698854,1.468698854,1.402064365,1.402064365,1.402064365
12418,1.575889049,1.575889049,1.575889049,1.575889049,1.575889049,1.575889049,1.575871702,1.575889049,1.575889049,1.575889049,1.575889049,1.575889049,1.575889049,1.575889049,1.575889049,1.575889049
12419,1.588498684,1.588498684,1.588498684,1.588498684,1.588498684,1.588498684,1.58849712,1.588498684,1.588498684,1.588498684,1.588498684,1.588498684,1.588498684,1.588498684,1.588498684,1.588498684
12420,1.570230422,1.570230422,1.570230422,1.570230422,1.570230422,1.570230422,1.570229319,1.570230422,1.570230422,1.570230422,1.570230422,1.570230422,1.570230422,1.570230422,1.570230422,1.570230422
12421,1.54092512,1.54092512,1.54092512,1.54092512,1.54092512,1.54092512,1.540925129,1.54092512,1.54092512,1.54092512,1.54092512,1.54092512,1.54092512,1.54092512,1.54092512,1.54092512
12422,1.464777422,1.464777422,1.464777422,1.464777422,1.464777422,1.464777422,1.46477344,1.464777422,1.464777422,1.464777422,1.464777422,1.464777422,1.464777422,1.464777422,1.464777422,1.464777422
12423,1.409347155,1.409347155,1.409347155,1.409347155,1.409347155,1.409347155,1.409338955,1.409347155,1.409347155,1.409347155,1.409347155,1.409347155,1.409347155,1.409347155,1.409347155,1.409347155
12424,1.369529575,1.369529575,1.369529575,1.369529575,1.369529575,1.369529575,1.369539589,1.369529575,1.369529575,1.369529575,1.369529575,1.369529575,1.369529575,1.369529575,1.369529575,1.369529575
12501,1.34667916,1.34667916,1.34667916,1.34667916,1.34667916,1.34667916,1.346654404,1.34667916,1.34667916,1.34667916,1.34667916,1.34667916,1.34667916,1.34667916,1.34667916,1.34667916
12502,1.342436483,1.342436483,1.342436483,1.342436483,1.342436483,1.342436483,1.342457882,1.342436483,1.342436483,1.342436483,1.342436483,1.342436483,1.342436483,1.342436483,1.342436483,1.342436483
12503,1.323408422,1.323408422,1.323408422,1.323408422,1.323408422,1.323408422,1.323403847,1.323408422,1.323408422,1.323408422,1.323408422,1.323408422,1.323408422,1.323408422,1.323408422,1.323408422
12504,1.322968328,1.322968328,1.322968328,1.322968328,1.322968328,1.322968328,1.322955176,1.322968328,1.322968328,1.322968328,1.322968328,1.322968328,1.322968328,1.322968328,1.322968328,1.322968328
12505,1.322515291,1.322515291,1.322515291,1.322515291,1.322515291,1.322515291,1.322518524,1.322515291,1.322515291,1.322515291,1.322515291,1.322515291,1.322515291,1.322515291,1.322515291,1.322515291
12506,1.362098555,1.362098555,1.362098555,1.362098555,1.362098555,1.362098555,1.362106615,1.362098555,1.362098555,1.362098555,1.362098555,1.362098555,1.362098555,1.362098555,1.362098555,1.362098555
12507,1.445619145,1.445619145,1.445619145,1.445619145,1.445619145,1.445619145,1.445626369,1.445619145,1.445619145,1.445619145,1.445619145,1.445619145,1.445619145,1.445619145,1.445619145,1.445619145
12508,1.406863409,1.406863409,1.406863409,1.406863409,1.406863409,1.402313542,1.402304011,1.402313542,1.402313542,1.402313542,1.406863409,1.406863409,1.406863409,1.402313542,1.402313542,1.402313542
12509,1.181042788,1.181042788,1.181042788,1.181042788,1.181042788,1.146846359,1.146837822,1.146846359,1.146846359,1.146846359,1.181042788,1.181042788,1.181042788,1.146846359,1.146846359,1.146846359
12510,1.220702126,1.220702126,1.220702126,1.220702126,1.220702126,0.984392336,0.984379302,0.984392336,0.984392336,0.984392336,1.220702126,1.220702126,1.220702126,0.984392336,0.984392336,0.984392336
12511,1.158844691,1.158844691,1.158844691,1.158844691,1.158844691,0.883661328,0.883653272,0.883661328,0.883661328,0.883661328,1.158844691,1.158844691,1.158844691,0.883661328,0.883661328,0.883661328
12512,1.103621247,1.103621247,1.103621247,1.103621247,1.103621247,0.818497492,0.818480979,0.818497492,0.818497492,0.818497492,1.103621247,1.103621247,1.103621247,0.818497492,0.818497492,0.818497492
12513,1.042871223,1.042871223,1.042871223,1.042871223,1.042871223,0.766786861,0.766777383,0.766786861,0.766786861,0.766786861,1.042871223,1.042871223,1.042871223,0.766786861,0.766786861,0.766786861
12514,0.998905255,0.998905255,0.998905255,0.998905255,0.998905255,0.766032211,0.765999118,0.766032211,0.766032211,0.766032211,0.998905255,0.998905255,0.998905255,0.766032211,0.766032211,0.766032211
12515,0.944028401,0.944028401,0.944028401,0.944028401,0.944028401,0.73387112,0.733854895,0.73387112,0.73387112,0.73387112,0.944028401,0.944028401,0.944028401,0.73387112,0.73387112,0.73387112
12516,0.905108258,0.905108258,0.905108258,0.905108258,0.905108258,0.746067037,0.746040665,0.746067037,0.746067037,0.746067037,0.905108258,0.905108258,0.905108258,0.746067037,0.746067037,0.746067037
12517,1.470336585,1.470336585,1.470336585,1.470336585,1.470336585,1.403694651,1.40370784,1.403694651,1.403694651,1.403694651,1.470336585,1.470336585,1.470336585,1.403694651,1.403694651,1.403694651
12518,1.57697534,1.57697534,1.57697534,1.57697534,1.57697534,1.57697534,1.576963372,1.57697534,1.57697534,1.57697534,1.57697534,1.57697534,1.57697534,1.57697534,1.57697534,1.57697534
12519,1.588678548,1.588678548,1.588678548,1.588678548,1.588678548,1.588678548,1.588679943,1.588678548,1.588678548,1.588678548,1.588678548,1.588678548,1.588678548,1.588678548,1.588678548,1.588678548
12520,1.570968726,1.570968726,1.570968726,1.570968726,1.570968726,1.570968726,1.570960845,1.570968726,1.570968726,1.570968726,1.570968726,1.570968726,1.570968726,1.570968726,1.570968726,1.570968726
12521,1.542608927,1.542608927,1.542608927,1.542608927,1.542608927,1.542608927,1.542609563,1.542608927,1.542608927,1.542608927,1.542608927,1.542608927,1.542608927,1.542608927,1.542608927,1.542608927
12522,1.465882528,1.465882528,1.465882528,1.465882528,1.465882528,1.465882528,1.465888253,1.465882528,1.465882528,1.465882528,1.465882528,1.465882528,1.465882528,1.465882528,1.465882528,1.465882528
12523,1.410716995,1.410716995,1.410716995,1.410716995,1.410716995,1.410716995,1.410704137,1.410716995,1.410716995,1.410716995,1.410716995,1.410716995,1.410716995,1.410716995,1.410716995,1.410716995
12524,1.370294936,1.370294936,1.370294936,1.370294936,1.370294936,1.370294936,1.370301057,1.370294936,1.370294936,1.370294936,1.370294936,1.370294936,1.370294936,1.370294936,1.370294936,1.370294936
12601,1.353290066,1.353290066,1.353290066,1.353290066,1.353290066,1.353290066,1.353300845,1.353290066,1.353290066,1.353290066,1.353290066,1.353290066,1.353290066,1.353290066,1.353290066,1.353290066
12602,1.349998818,1.349998818,1.349998818,1.349998818,1.349998818,1.349998818,1.349996952,1.349998818,1.349998818,1.349998818,1.349998818,1.349998818,1.349998818,1.349998818,1.349998818,1.349998818
12603,1.334725321,1.334725321,1.334725321,1.334725321,1.334725321,1.334725321,1.334725771,1.334725321,1.334725321,1.334725321,1.334725321,1.334725321,1.334725321,1.334725321,1.334725321,1.334725321
12604,1.332372763,1.332372763,1.332372763,1.332372763,1.332372763,1.332372763,1.332391128,1.332372763,1.332372763,1.332372763,1.332372763,1.332372763,1.332372763,1.332372763,1.332372763,1.332372763
12605,1.351399357,1.351399357,1.351399357,1.351399357,1.351399357,1.351399357,1.351400404,1.351399357,1.351399357,1.351399357,1.351399357,1.351399357,1.351399357,1.351399357,1.351399357,1.351399357
12606,1.390405118,1.390405118,1.390405118,1.390405118,1.390405118,1.390405118,1.390403977,1.390405118,1.390405118,1.390405118,1.390405118,1.390405118,1.390405118,1.390405118,1.390405118,1.390405118
12607,1.499266522,1.499266522,1.499266522,1.499266522,1.499266522,1.499266522,1.499248975,1.499266522,1.499266522,1.499266522,1.499266522,1.499266522,1.499266522,1.499266522,1.499266522,1.499266522
12608,1.445526235,1.445526235,1.445526235,1.445526235,1.445526235,1.440864302,1.440878174,1.440864302,1.440864302,1.440864302,1.445526235,1.445526235,1.445526235,1.440864302,1.440864302,1.440864302
12609,1.309883381,1.309883381,1.309883381,1.309883381,1.309883381,1.295618321,1.295589845,1.295618321,1.295618321,1.295618321,1.309883381,1.309883381,1.309883381,1.295618321,1.295618321,1.295618321
12610,1.354896062,1.354896062,1.354896062,1.354896062,1.354896062,1.080622846,1.080609536,1.080622846,1.080622846,1.080622846,1.354896062,1.354896062,1.354896062,1.080622846,1.080622846,1.080622846
12611,1.313909276,1.313909276,1.313909276,1.313909276,1.313909276,0.945008376,0.945009492,0.945008376,0.945008376,0.945008376,1.313909276,1.313909276,1.313909276,0.945008376,0.945008376,0.945008376
12612,1.264828765,1.264828765,1.264828765,1.264828765,1.264828765,0.897285353,0.897268465,0.897285353,0.897285353,0.897285353,1.264828765,1.264828765,1.264828765,0.897285353,0.897285353,0.897285353
12613,1.212919662,1.212919662,1.212919662,1.212919662,1.212919662,0.876302577,0.876315737,0.876302577,0.876302577,0.876302577,1.212919662,1.212919662,1.212919662,0.876302577,0.876302577,0.876302577
12614,1.168713252,1.168713252,1.168713252,1.168713252,1.168713252,0.863452269,0.863430412,0.863452269,0.863452269,0.863452269,1.168713252,1.168713252,1.168713252,0.863452269,0.863452269,0.863452269
12615,1.081392559,1.081392559,1.081392559,1.081392559,1.081392559,0.802866242,0.802885714,0.802866242,0.802866242,0.802866242,1.081392559,1.081392559,1.081392559,0.802866242,0.802866242,0.802866242
12616,1.025202285,1.025202285,1.025202285,1.025202285,1.025202285,0.792879532,0.792896904,0.792879532,0.792879532,0.792879532,1.025202285,1.025202285,1.025202285,0.792879532,0.792879532,0.792879532
12617,1.500927101,1.500927101,1.500927101,1.500927101,1.500927101,1.433477592,1.433478146,1.433477592,1.433477592,1.433477592,1.500927101,1.500927101,1.500927101,1.433477592,1.433477592,1.433477592
12618,1.590527909,1.590527909,1.590527909,1.590527909,1.590527909,1.590527909,1.590536006,1.590527909,1.590527909,1.590527909,1.590527909,1.590527909,1.590527909,1.590527909,1.590527909,1.590527909
12619,1.584878907,1.584878907,1.584878907,1.584878907,1.584878907,1.584878907,1.584863792,1.584878907,1.584878907,1.584878907,1.584878907,1.584878907,1.584878907,1.584878907,1.584878907,1.584878907
12620,1.574053213,1.574053213,1.574053213,1.574053213,1.574053213,1.574053213,1.574031314,1.574053213,1.574053213,1.574053213,1.574053213,1.574053213,1.574053213,1.574053213,1.574053213,1.574053213
12621,1.551942663,1.551942663,1.551942663,1.551942663,1.551942663,1.551942663,1.551931158,1.551942663,1.551942663,1.551942663,1.551942663,1.551942663,1.551942663,1.551942663,1.551942663,1.551942663
12622,1.483432367,1.483432367,1.483432367,1.483432367,1.483432367,1.483432367,1.483424886,1.483432367,1.483432367,1.483432367,1.483432367,1.483432367,1.483432367,1.483432367,1.483432367,1.483432367
12623,1.423386204,1.423386204,1.423386204,1.423386204,1.423386204,1.423386204,1.423397945,1.423386204,1.423386204,1.423386204,1.423386204,1.423386204,1.423386204,1.423386204,1.423386204,1.423386204
12624,1.402178461,1.402178461,1.402178461,1.402178461,1.402178461,1.402178461,1.402177868,1.402178461,1.402178461,1.402178461,1.402178461,1.402178461,1.402178461,1.402178461,1.402178461,1.402178461
12701,1.349440201,1.349440201,1.349440201,1.349440201,1.349440201,1.349440201,1.349449499,1.349440201,1.349440201,1.349440201,1.349440201,1.349440201,1.349440201,1.349440201,1.349440201,1.349440201
12702,1.346915409,1.346915409,1.346915409,1.346915409,1.346915409,1.346915409,1.346911598,1.346915409,1.346915409,1.346915409,1.346915409,1.346915409,1.346915409,1.346915409,1.346915409,1.346915409
12703,1.332597272,1.332597272,1.332597272,1.332597272,1.332597272,1.332597272,1.332603684,1.332597272,1.332597272,1.332597272,1.332597272,1.332597272,1.332597272,1.332597272,1.332597272,1.332597272
12704,1.329986781,1.329986781,1.329986781,1.329986781,1.329986781,1.329986781,1.330008132,1.329986781,1.329986781,1.329986781,1.329986781,1.329986781,1.329986781,1.329986781,1.329986781,1.329986781
12705,1.350207693,1.350207693,1.350207693,1.350207693,1.350207693,1.350207693,1.350204647,1.350207693,1.350207693,1.350207693,1.350207693,1.350207693,1.350207693,1.350207693,1.350207693,1.350207693
12706,1.387201315,1.387201315,1.387201315,1.387201315,1.387201315,1.387201315,1.387196743,1.387201315,1.387201315,1.387201315,1.387201315,1.387201315,1.387201315,1.387201315,1.387201315,1.387201315
12707,1.497838651,1.497838651,1.497838651,1.497838651,1.497838651,1.497838651,1.497821445,1.497838651,1.497838651,1.497838651,1.497838651,1.497838651,1.497838651,1.497838651,1.497838651,1.497838651
12708,1.447069504,1.447069504,1.447069504,1.447069504,1.447069504,1.442351727,1.442373145,1.442351727,1.442351727,1.442351727,1.447069504,1.447069504,1.447069504,1.442351727,1.442351727,1.442351727
12709,1.313192553,1.313192553,1.313192553,1.313192553,1.313192553,1.299733731,1.299710828,1.299733731,1.299733731,1.299733731,1.313192553,1.313192553,1.313192553,1.299733731,1.299733731,1.299733731
12710,1.356893093,1.356893093,1.356893093,1.356893093,1.356893093,1.083025804,1.083019157,1.083025804,1.083025804,1.083025804,1.356893093,1.356893093,1.356893093,1.083025804,1.083025804,1.083025804
12711,1.315493074,1.315493074,1.315493074,1.315493074,1.315493074,0.942450177,0.942443193,0.942450177,0.942450177,0.942450177,1.315493074,1.315493074,1.315493074,0.942450177,0.942450177,0.942450177
12712,1.267507704,1.267507704,1.267507704,1.267507704,1.267507704,0.89468015,0.894663666,0.89468015,0.89468015,0.89468015,1.267507704,1.267507704,1.267507704,0.89468015,0.89468015,0.89468015
12713,1.218694665,1.218694665,1.218694665,1.218694665,1.218694665,0.877099572,0.87710785,0.877099572,0.877099572,0.877099572,1.218694665,1.218694665,1.218694665,0.877099572,0.877099572,0.877099572
