;,2025 Energy Code: Long-term System Cost (LSC) NEM3-ACC (Avoided Cost Calculator) Hourly Factors,,,,,,,,,,,,,,,
;,Source:,,from CEC/RJW via e-mail  7/15/24:  2025_LSCHourlyExportValuesACC.xlsx,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Last modified:,,07/16/24 - SAC - converted into look-up table for CBECC(-Res) rulesets,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Export LSC (CZ1; 30-yr PV$/kWh),Export LSC (CZ2; 30-yr PV$/kWh),Export LSC (CZ3; 30-yr PV$/kWh),Export LSC (CZ4; 30-yr PV$/kWh),Export LSC (CZ5; 30-yr PV$/kWh),Export LSC (CZ6; 30-yr PV$/kWh),Export LSC (CZ7; 30-yr PV$/kWh),Export LSC (CZ8; 30-yr PV$/kWh),Export LSC (CZ9; 30-yr PV$/kWh),Export LSC (CZ10; 30-yr PV$/kWh),Export LSC (CZ11; 30-yr PV$/kWh),Export LSC (CZ12; 30-yr PV$/kWh),Export LSC (CZ13; 30-yr PV$/kWh),Export LSC (CZ14; 30-yr PV$/kWh),Export LSC (CZ15; 30-yr PV$/kWh),Export LSC (CZ16; 30-yr PV$/kWh)
; MoDaHr,,,,,,,,,,,,,,,,
; CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
71803,1.267965474,1.267965474,1.267965474,1.267965474,1.267965474,1.2716553,1.267942211,1.2716553,1.2716553,1.2716553,1.267965474,1.267965474,1.267965474,1.2716553,1.2716553,1.2716553
71804,1.253528347,1.253528347,1.253528347,1.253528347,1.253528347,1.258955092,1.253537544,1.258955092,1.258955092,1.258955092,1.253528347,1.253528347,1.253528347,1.258955092,1.258955092,1.258955092
71805,1.257488978,1.257488978,1.257488978,1.257488978,1.257488978,1.264507699,1.257494043,1.264507699,1.264507699,1.264507699,1.257488978,1.257488978,1.257488978,1.264507699,1.264507699,1.264507699
71806,1.222722952,1.222722952,1.222722952,1.222722952,1.222722952,1.233269545,1.222712637,1.233269545,1.233269545,1.233269545,1.222722952,1.222722952,1.222722952,1.233269545,1.233269545,1.233269545
71807,0.697758139,0.697758139,0.697758139,0.697758139,0.697758139,0.728167266,0.708155001,0.728167266,0.728167266,0.728167266,0.697758139,0.697758139,0.697758139,0.728167266,0.728167266,0.728167266
71808,0.603988711,0.603988711,0.603988711,0.603988711,0.603988711,0.629669202,0.611960147,0.629669202,0.629669202,0.629669202,0.603988711,0.603988711,0.603988711,0.629669202,0.629669202,0.629669202
71809,0.567049529,0.567049529,0.567049529,0.567049529,0.567049529,0.597022798,0.57001681,0.597022798,0.597022798,0.597022798,0.567049529,0.567049529,0.567049529,0.597022798,0.597022798,0.597022798
71810,0.564768234,0.564768234,0.564768234,0.564768234,0.564768234,0.579018829,0.555171816,0.579018829,0.579018829,0.579018829,0.564768234,0.564768234,0.564768234,0.579018829,0.579018829,0.579018829
71811,0.523841443,0.523841443,0.523841443,0.523841443,0.523841443,0.539249046,0.51812585,0.539249046,0.539249046,0.539249046,0.523841443,0.523841443,0.523841443,0.539249046,0.539249046,0.539249046
71812,0.506953544,0.506953544,0.506953544,0.506953544,0.506953544,0.512123739,0.499804346,0.512123739,0.512123739,0.512123739,0.506953544,0.506953544,0.506953544,0.512123739,0.512123739,0.512123739
71813,0.495062055,0.495062055,0.495062055,0.495062055,0.495062055,0.500186832,0.489518001,0.500186832,0.500186832,0.500186832,0.495062055,0.495062055,0.495062055,0.500186832,0.500186832,0.500186832
71814,0.479158223,0.479158223,0.479158223,0.479158223,0.479158223,0.495532939,0.481927034,0.495532939,0.495532939,0.495532939,0.479158223,0.479158223,0.479158223,0.495532939,0.495532939,0.495532939
71815,0.495989837,0.495989837,0.495989837,0.495989837,0.495989837,0.482150921,0.473957001,0.482150921,0.482150921,0.482150921,0.495989837,0.495989837,0.495989837,0.482150921,0.482150921,0.482150921
71816,0.513581957,0.513581957,0.513581957,0.513581957,0.513581957,0.514924021,0.505075911,0.514924021,0.514924021,0.514924021,0.513581957,0.513581957,0.513581957,0.514924021,0.514924021,0.514924021
71817,0.872655561,0.872655561,0.872655561,0.872655561,0.872655561,0.948135963,0.874964955,0.948135963,0.948135963,0.948135963,0.872655561,0.872655561,0.872655561,0.948135963,0.948135963,0.948135963
71818,1.481892552,1.481892552,1.481892552,1.481892552,1.481892552,1.51855177,1.482157454,1.51855177,1.51855177,1.51855177,1.481892552,1.481892552,1.481892552,1.51855177,1.51855177,1.51855177
71819,10.10065224,10.10065224,10.10065224,10.10065224,10.10065224,10.10609974,9.886148229,10.10609974,10.10609974,10.10609974,10.10065224,10.10065224,10.10065224,10.10609974,10.10609974,10.10609974
71820,3.830134533,3.830134533,3.830134533,3.830134533,3.830134533,3.846380531,3.773178533,3.846380531,3.846380531,3.846380531,3.830134533,3.830134533,3.830134533,3.846380531,3.846380531,3.846380531
71821,1.419926751,1.419926751,1.419926751,1.419926751,1.419926751,1.439025216,1.4199366,1.439025216,1.439025216,1.439025216,1.419926751,1.419926751,1.419926751,1.439025216,1.439025216,1.439025216
71822,1.387216546,1.387216546,1.387216546,1.387216546,1.387216546,1.405425494,1.38721518,1.405425494,1.405425494,1.405425494,1.387216546,1.387216546,1.387216546,1.405425494,1.405425494,1.405425494
71823,1.326509435,1.326509435,1.326509435,1.326509435,1.326509435,1.341442866,1.326513171,1.341442866,1.341442866,1.341442866,1.326509435,1.326509435,1.326509435,1.341442866,1.341442866,1.341442866
71824,1.371979321,1.371979321,1.371979321,1.371979321,1.371979321,1.361606748,1.372005277,1.361606748,1.361606748,1.361606748,1.371979321,1.371979321,1.371979321,1.361606748,1.361606748,1.361606748
71901,1.285082326,1.285082326,1.285082326,1.285082326,1.285082326,1.288524449,1.285060319,1.288524449,1.288524449,1.288524449,1.285082326,1.285082326,1.285082326,1.288524449,1.288524449,1.288524449
71902,1.258424682,1.258424682,1.258424682,1.258424682,1.258424682,1.264616456,1.258418278,1.264616456,1.264616456,1.264616456,1.258424682,1.258424682,1.258424682,1.264616456,1.264616456,1.264616456
71903,1.265004174,1.265004174,1.265004174,1.265004174,1.265004174,1.269067252,1.264986572,1.269067252,1.269067252,1.269067252,1.265004174,1.265004174,1.265004174,1.269067252,1.269067252,1.269067252
71904,1.249317519,1.249317519,1.249317519,1.249317519,1.249317519,1.255638393,1.249324493,1.255638393,1.255638393,1.255638393,1.249317519,1.249317519,1.249317519,1.255638393,1.255638393,1.255638393
71905,1.251861844,1.251861844,1.251861844,1.251861844,1.251861844,1.260766497,1.251860248,1.260766497,1.260766497,1.260766497,1.251861844,1.251861844,1.251861844,1.260766497,1.260766497,1.260766497
71906,1.216766164,1.216766164,1.216766164,1.216766164,1.216766164,1.229805334,1.216764589,1.229805334,1.229805334,1.229805334,1.216766164,1.216766164,1.216766164,1.229805334,1.229805334,1.229805334
71907,0.694147696,0.694147696,0.694147696,0.694147696,0.694147696,0.719904795,0.705086304,0.719904795,0.719904795,0.719904795,0.694147696,0.694147696,0.694147696,0.719904795,0.719904795,0.719904795
71908,0.609179738,0.609179738,0.609179738,0.609179738,0.609179738,0.622137576,0.617208684,0.622137576,0.622137576,0.622137576,0.609179738,0.609179738,0.609179738,0.622137576,0.622137576,0.622137576
71909,0.573604708,0.573604708,0.573604708,0.573604708,0.573604708,0.590260462,0.575742396,0.590260462,0.590260462,0.590260462,0.573604708,0.573604708,0.573604708,0.590260462,0.590260462,0.590260462
71910,0.570369985,0.570369985,0.570369985,0.570369985,0.570369985,0.572634966,0.560168181,0.572634966,0.572634966,0.572634966,0.570369985,0.570369985,0.570369985,0.572634966,0.572634966,0.572634966
71911,0.532403239,0.532403239,0.532403239,0.532403239,0.532403239,0.532569355,0.526680211,0.532569355,0.532569355,0.532569355,0.532403239,0.532403239,0.532403239,0.532569355,0.532569355,0.532569355
71912,0.517355954,0.517355954,0.517355954,0.517355954,0.517355954,0.507731096,0.510568305,0.507731096,0.507731096,0.507731096,0.517355954,0.517355954,0.517355954,0.507731096,0.507731096,0.507731096
71913,0.505356173,0.505356173,0.505356173,0.505356173,0.505356173,0.501568634,0.499042159,0.501568634,0.501568634,0.501568634,0.505356173,0.505356173,0.505356173,0.501568634,0.501568634,0.501568634
71914,0.485326575,0.485326575,0.485326575,0.485326575,0.485326575,0.498805093,0.487832139,0.498805093,0.498805093,0.498805093,0.485326575,0.485326575,0.485326575,0.498805093,0.498805093,0.498805093
71915,0.50509238,0.50509238,0.50509238,0.50509238,0.50509238,0.480697295,0.481393271,0.480697295,0.480697295,0.480697295,0.50509238,0.50509238,0.50509238,0.480697295,0.480697295,0.480697295
71916,0.520464085,0.520464085,0.520464085,0.520464085,0.520464085,0.510361034,0.512384412,0.510361034,0.510361034,0.510361034,0.520464085,0.520464085,0.520464085,0.510361034,0.510361034,0.510361034
71917,0.8724562,0.8724562,0.8724562,0.8724562,0.8724562,0.944564404,0.874550914,0.944564404,0.944564404,0.944564404,0.8724562,0.8724562,0.8724562,0.944564404,0.944564404,0.944564404
71918,1.45023773,1.45023773,1.45023773,1.45023773,1.45023773,1.497434513,1.450523317,1.497434513,1.497434513,1.497434513,1.45023773,1.45023773,1.45023773,1.497434513,1.497434513,1.497434513
71919,9.859115704,9.859115704,9.859115704,9.859115704,9.859115704,9.941907603,9.650441846,9.941907603,9.941907603,9.941907603,9.859115704,9.859115704,9.859115704,9.941907603,9.941907603,9.941907603
71920,3.769049537,3.769049537,3.769049537,3.769049537,3.769049537,3.799810869,3.713649781,3.799810869,3.799810869,3.799810869,3.769049537,3.769049537,3.769049537,3.799810869,3.799810869,3.799810869
71921,1.41544793,1.41544793,1.41544793,1.41544793,1.41544793,1.431847293,1.415469754,1.431847293,1.431847293,1.431847293,1.41544793,1.41544793,1.41544793,1.431847293,1.431847293,1.431847293
71922,1.382682308,1.382682308,1.382682308,1.382682308,1.382682308,1.39969999,1.382677366,1.39969999,1.39969999,1.39969999,1.382682308,1.382682308,1.382682308,1.39969999,1.39969999,1.39969999
71923,1.312971472,1.312971472,1.312971472,1.312971472,1.312971472,1.335126804,1.312967144,1.335126804,1.335126804,1.335126804,1.312971472,1.312971472,1.312971472,1.335126804,1.335126804,1.335126804
71924,1.454355824,1.454355824,1.454355824,1.454355824,1.454355824,1.454355824,1.454356419,1.454355824,1.454355824,1.454355824,1.454355824,1.454355824,1.454355824,1.454355824,1.454355824,1.454355824
72001,1.317074518,1.317074518,1.317074518,1.317074518,1.317074518,1.316001925,1.31705043,1.316001925,1.316001925,1.316001925,1.317074518,1.317074518,1.317074518,1.316001925,1.316001925,1.316001925
72002,1.303649342,1.303649342,1.303649342,1.303649342,1.303649342,1.303504096,1.303653711,1.303504096,1.303504096,1.303504096,1.303649342,1.303649342,1.303649342,1.303504096,1.303504096,1.303504096
72003,1.303895245,1.303895245,1.303895245,1.303895245,1.303895245,1.303835734,1.303923114,1.303835734,1.303835734,1.303835734,1.303895245,1.303895245,1.303895245,1.303835734,1.303835734,1.303835734
72004,1.302209658,1.302209658,1.302209658,1.302209658,1.302209658,1.302430605,1.302186376,1.302430605,1.302430605,1.302430605,1.302209658,1.302209658,1.302209658,1.302430605,1.302430605,1.302430605
72005,1.315790491,1.315790491,1.315790491,1.315790491,1.315790491,1.316665676,1.315798613,1.316665676,1.316665676,1.316665676,1.315790491,1.315790491,1.315790491,1.316665676,1.316665676,1.316665676
72006,1.286575569,1.286575569,1.286575569,1.286575569,1.286575569,1.287371524,1.286560144,1.287371524,1.287371524,1.287371524,1.286575569,1.286575569,1.286575569,1.287371524,1.287371524,1.287371524
72007,0.801368767,0.801368767,0.801368767,0.801368767,0.801368767,0.814458134,0.803150239,0.814458134,0.814458134,0.814458134,0.801368767,0.801368767,0.801368767,0.814458134,0.814458134,0.814458134
72008,0.656478479,0.656478479,0.656478479,0.656478479,0.656478479,0.670161935,0.662432031,0.670161935,0.670161935,0.670161935,0.656478479,0.656478479,0.656478479,0.670161935,0.670161935,0.670161935
72009,0.646714869,0.646714869,0.646714869,0.646714869,0.646714869,0.671972158,0.66432183,0.671972158,0.671972158,0.671972158,0.646714869,0.646714869,0.646714869,0.671972158,0.671972158,0.671972158
72010,0.641854778,0.641854778,0.641854778,0.641854778,0.641854778,0.650937034,0.642629921,0.650937034,0.650937034,0.650937034,0.641854778,0.641854778,0.641854778,0.650937034,0.650937034,0.650937034
72011,0.614016216,0.614016216,0.614016216,0.614016216,0.614016216,0.627755827,0.619695992,0.627755827,0.627755827,0.627755827,0.614016216,0.614016216,0.614016216,0.627755827,0.627755827,0.627755827
72012,0.583634241,0.583634241,0.583634241,0.583634241,0.583634241,0.5902529,0.580877511,0.5902529,0.5902529,0.5902529,0.583634241,0.583634241,0.583634241,0.5902529,0.5902529,0.5902529
72013,0.578420866,0.578420866,0.578420866,0.578420866,0.578420866,0.585142652,0.575368677,0.585142652,0.585142652,0.585142652,0.578420866,0.578420866,0.578420866,0.585142652,0.585142652,0.585142652
72014,0.575097816,0.575097816,0.575097816,0.575097816,0.575097816,0.595757279,0.586253752,0.595757279,0.595757279,0.595757279,0.575097816,0.575097816,0.575097816,0.595757279,0.595757279,0.595757279
72015,0.567469039,0.567469039,0.567469039,0.567469039,0.567469039,0.575542285,0.562985932,0.575542285,0.575542285,0.575542285,0.567469039,0.567469039,0.567469039,0.575542285,0.575542285,0.575542285
72016,0.592783884,0.592783884,0.592783884,0.592783884,0.592783884,0.60778526,0.595151141,0.60778526,0.60778526,0.60778526,0.592783884,0.592783884,0.592783884,0.60778526,0.60778526,0.60778526
72017,0.971530242,0.971530242,0.971530242,0.971530242,0.971530242,0.965032539,0.974727942,0.965032539,0.965032539,0.965032539,0.971530242,0.971530242,0.971530242,0.965032539,0.965032539,0.965032539
72018,1.567171775,1.567171775,1.567171775,1.567171775,1.567171775,1.558591723,1.567487031,1.558591723,1.558591723,1.558591723,1.567171775,1.567171775,1.567171775,1.558591723,1.558591723,1.558591723
72019,8.656994798,8.656994798,8.656994798,8.656994798,8.656994798,8.099211869,8.481013698,8.099211869,8.099211869,8.099211869,8.656994798,8.656994798,8.656994798,8.099211869,8.099211869,8.099211869
72020,3.506390372,3.506390372,3.506390372,3.506390372,3.506390372,3.355013342,3.4596997,3.355013342,3.355013342,3.355013342,3.506390372,3.506390372,3.506390372,3.355013342,3.355013342,3.355013342
72021,1.523707384,1.523707384,1.523707384,1.523707384,1.523707384,1.521699648,1.52370856,1.521699648,1.521699648,1.521699648,1.523707384,1.523707384,1.523707384,1.521699648,1.521699648,1.521699648
72022,1.490899556,1.490899556,1.490899556,1.490899556,1.490899556,1.489788791,1.490873116,1.489788791,1.489788791,1.489788791,1.490899556,1.490899556,1.490899556,1.489788791,1.489788791,1.489788791
72023,1.416712245,1.416712245,1.416712245,1.416712245,1.416712245,1.413630762,1.416706663,1.413630762,1.413630762,1.413630762,1.416712245,1.416712245,1.416712245,1.413630762,1.413630762,1.413630762
72024,1.463121806,1.463121806,1.463121806,1.463121806,1.463121806,1.466830498,1.463131408,1.466830498,1.466830498,1.466830498,1.463121806,1.463121806,1.463121806,1.466830498,1.466830498,1.466830498
72101,1.318398772,1.318398772,1.318398772,1.318398772,1.318398772,1.320276263,1.31837688,1.320276263,1.320276263,1.320276263,1.318398772,1.318398772,1.318398772,1.320276263,1.320276263,1.320276263
72102,1.304916248,1.304916248,1.304916248,1.304916248,1.304916248,1.305266919,1.30492998,1.305266919,1.305266919,1.305266919,1.304916248,1.304916248,1.304916248,1.305266919,1.305266919,1.305266919
72103,1.303319885,1.303319885,1.303319885,1.303319885,1.303319885,1.30254705,1.303340288,1.30254705,1.30254705,1.30254705,1.303319885,1.303319885,1.303319885,1.30254705,1.30254705,1.30254705
72104,1.303609183,1.303609183,1.303609183,1.303609183,1.303609183,1.302989195,1.30359201,1.302989195,1.302989195,1.302989195,1.303609183,1.303609183,1.303609183,1.302989195,1.302989195,1.302989195
72105,1.317502754,1.317502754,1.317502754,1.317502754,1.317502754,1.31801348,1.317519846,1.31801348,1.31801348,1.31801348,1.317502754,1.317502754,1.317502754,1.31801348,1.31801348,1.31801348
72106,1.287269076,1.287269076,1.287269076,1.287269076,1.287269076,1.288605595,1.287246084,1.288605595,1.288605595,1.288605595,1.287269076,1.287269076,1.287269076,1.288605595,1.288605595,1.288605595
72107,0.81341634,0.81341634,0.81341634,0.81341634,0.81341634,0.823588643,0.814964723,0.823588643,0.823588643,0.823588643,0.81341634,0.81341634,0.81341634,0.823588643,0.823588643,0.823588643
72108,0.670916701,0.670916701,0.670916701,0.670916701,0.670916701,0.679468296,0.677467845,0.679468296,0.679468296,0.679468296,0.670916701,0.670916701,0.670916701,0.679468296,0.679468296,0.679468296
72109,0.661523197,0.661523197,0.661523197,0.661523197,0.661523197,0.683689135,0.679522005,0.683689135,0.683689135,0.683689135,0.661523197,0.661523197,0.661523197,0.683689135,0.683689135,0.683689135
72110,0.653099819,0.653099819,0.653099819,0.653099819,0.653099819,0.65942531,0.652892174,0.65942531,0.65942531,0.65942531,0.653099819,0.653099819,0.653099819,0.65942531,0.65942531,0.65942531
72111,0.625654823,0.625654823,0.625654823,0.625654823,0.625654823,0.641203833,0.630739403,0.641203833,0.641203833,0.641203833,0.625654823,0.625654823,0.625654823,0.641203833,0.641203833,0.641203833
72112,0.59384563,0.59384563,0.59384563,0.59384563,0.59384563,0.601943286,0.58945754,0.601943286,0.601943286,0.601943286,0.59384563,0.59384563,0.59384563,0.601943286,0.601943286,0.601943286
72113,0.582210856,0.582210856,0.582210856,0.582210856,0.582210856,0.586904659,0.579356063,0.586904659,0.586904659,0.586904659,0.582210856,0.582210856,0.582210856,0.586904659,0.586904659,0.586904659
72114,0.578331586,0.578331586,0.578331586,0.578331586,0.578331586,0.593636369,0.587988304,0.593636369,0.593636369,0.593636369,0.578331586,0.578331586,0.578331586,0.593636369,0.593636369,0.593636369
72115,0.57365335,0.57365335,0.57365335,0.57365335,0.57365335,0.577975174,0.569398524,0.577975174,0.577975174,0.577975174,0.57365335,0.57365335,0.57365335,0.577975174,0.577975174,0.577975174
72116,0.602566074,0.602566074,0.602566074,0.602566074,0.602566074,0.612115061,0.603225973,0.612115061,0.612115061,0.612115061,0.602566074,0.602566074,0.602566074,0.612115061,0.612115061,0.612115061
72117,0.966814126,0.966814126,0.966814126,0.966814126,0.966814126,0.945918969,0.96941501,0.945918969,0.945918969,0.945918969,0.966814126,0.966814126,0.966814126,0.945918969,0.945918969,0.945918969
72118,1.564981566,1.564981566,1.564981566,1.564981566,1.564981566,1.556791649,1.565289735,1.556791649,1.556791649,1.556791649,1.564981566,1.564981566,1.564981566,1.556791649,1.556791649,1.556791649
72119,8.892568751,8.892568751,8.892568751,8.892568751,8.892568751,8.430425893,8.710575786,8.430425893,8.430425893,8.430425893,8.892568751,8.892568751,8.892568751,8.430425893,8.430425893,8.430425893
72120,3.570688815,3.570688815,3.570688815,3.570688815,3.570688815,3.446384651,3.522396342,3.446384651,3.446384651,3.446384651,3.570688815,3.570688815,3.570688815,3.446384651,3.446384651,3.446384651
72121,1.526136847,1.526136847,1.526136847,1.526136847,1.526136847,1.525294101,1.526132321,1.525294101,1.525294101,1.525294101,1.526136847,1.526136847,1.526136847,1.525294101,1.525294101,1.525294101
72122,1.496678527,1.496678527,1.496678527,1.496678527,1.496678527,1.495701202,1.496652682,1.495701202,1.495701202,1.495701202,1.496678527,1.496678527,1.496678527,1.495701202,1.495701202,1.495701202
72123,1.429218564,1.429218564,1.429218564,1.429218564,1.429218564,1.427153429,1.429204711,1.427153429,1.427153429,1.427153429,1.429218564,1.429218564,1.429218564,1.427153429,1.427153429,1.427153429
72124,1.457477884,1.457477884,1.457477884,1.457477884,1.457477884,1.464281897,1.457492299,1.464281897,1.464281897,1.464281897,1.457477884,1.457477884,1.457477884,1.464281897,1.464281897,1.464281897
72201,1.321536409,1.321536409,1.321536409,1.321536409,1.321536409,1.319607268,1.321520958,1.319607268,1.319607268,1.319607268,1.321536409,1.321536409,1.321536409,1.319607268,1.319607268,1.319607268
72202,1.306052162,1.306052162,1.306052162,1.306052162,1.306052162,1.305660385,1.30605915,1.305660385,1.305660385,1.305660385,1.306052162,1.306052162,1.306052162,1.305660385,1.305660385,1.305660385
72203,1.303717873,1.303717873,1.303717873,1.303717873,1.303717873,1.303652053,1.303736659,1.303652053,1.303652053,1.303652053,1.303717873,1.303717873,1.303717873,1.303652053,1.303652053,1.303652053
72204,1.303232454,1.303232454,1.303232454,1.303232454,1.303232454,1.303889532,1.303232617,1.303889532,1.303889532,1.303889532,1.303232454,1.303232454,1.303232454,1.303889532,1.303889532,1.303889532
72205,1.317601437,1.317601437,1.317601437,1.317601437,1.317601437,1.318968179,1.317615581,1.318968179,1.318968179,1.318968179,1.317601437,1.317601437,1.317601437,1.318968179,1.318968179,1.318968179
72206,1.288765462,1.288765462,1.288765462,1.288765462,1.288765462,1.289778579,1.288746276,1.289778579,1.289778579,1.289778579,1.288765462,1.288765462,1.288765462,1.289778579,1.289778579,1.289778579
72207,0.824457786,0.824457786,0.824457786,0.824457786,0.824457786,0.844502944,0.825206301,0.844502944,0.844502944,0.844502944,0.824457786,0.824457786,0.824457786,0.844502944,0.844502944,0.844502944
72208,0.677374976,0.677374976,0.677374976,0.677374976,0.677374976,0.699615686,0.682824905,0.699615686,0.699615686,0.699615686,0.677374976,0.677374976,0.677374976,0.699615686,0.699615686,0.699615686
72209,0.66757359,0.66757359,0.66757359,0.66757359,0.66757359,0.703103677,0.687391411,0.703103677,0.703103677,0.703103677,0.66757359,0.66757359,0.66757359,0.703103677,0.703103677,0.703103677
72210,0.655527737,0.655527737,0.655527737,0.655527737,0.655527737,0.677780435,0.657588562,0.677780435,0.677780435,0.677780435,0.655527737,0.655527737,0.655527737,0.677780435,0.677780435,0.677780435
72211,0.624901596,0.624901596,0.624901596,0.624901596,0.624901596,0.657750553,0.633636348,0.657750553,0.657750553,0.657750553,0.624901596,0.624901596,0.624901596,0.657750553,0.657750553,0.657750553
72212,0.589273246,0.589273246,0.589273246,0.589273246,0.589273246,0.616652239,0.58871632,0.616652239,0.616652239,0.616652239,0.589273246,0.589273246,0.589273246,0.616652239,0.616652239,0.616652239
72213,0.574667823,0.574667823,0.574667823,0.574667823,0.574667823,0.601675951,0.571091159,0.601675951,0.601675951,0.601675951,0.574667823,0.574667823,0.574667823,0.601675951,0.601675951,0.601675951
72214,0.567007185,0.567007185,0.567007185,0.567007185,0.567007185,0.608173159,0.57702594,0.608173159,0.608173159,0.608173159,0.567007185,0.567007185,0.567007185,0.608173159,0.608173159,0.608173159
72215,0.567305373,0.567305373,0.567305373,0.567305373,0.567305373,0.595709901,0.562296991,0.595709901,0.595709901,0.595709901,0.567305373,0.567305373,0.567305373,0.595709901,0.595709901,0.595709901
72216,0.596311948,0.596311948,0.596311948,0.596311948,0.596311948,0.631709617,0.596816443,0.631709617,0.631709617,0.631709617,0.596311948,0.596311948,0.596311948,0.631709617,0.631709617,0.631709617
72217,0.959229569,0.959229569,0.959229569,0.959229569,0.959229569,0.962287558,0.961207622,0.962287558,0.962287558,0.962287558,0.959229569,0.959229569,0.959229569,0.962287558,0.962287558,0.962287558
72218,1.56445955,1.56445955,1.56445955,1.56445955,1.56445955,1.5623925,1.564785387,1.5623925,1.5623925,1.5623925,1.56445955,1.56445955,1.56445955,1.5623925,1.5623925,1.5623925
72219,9.22508229,9.22508229,9.22508229,9.22508229,9.22508229,8.234607497,9.034901921,8.234607497,8.234607497,8.234607497,9.22508229,9.22508229,9.22508229,8.234607497,8.234607497,8.234607497
72220,3.657708165,3.657708165,3.657708165,3.657708165,3.657708165,3.392827536,3.607262597,3.392827536,3.392827536,3.392827536,3.657708165,3.657708165,3.657708165,3.392827536,3.392827536,3.392827536
72221,1.529342086,1.529342086,1.529342086,1.529342086,1.529342086,1.525116805,1.5293446,1.525116805,1.525116805,1.525116805,1.529342086,1.529342086,1.529342086,1.525116805,1.525116805,1.525116805
72222,1.497251922,1.497251922,1.497251922,1.497251922,1.497251922,1.496064609,1.497223265,1.496064609,1.496064609,1.496064609,1.497251922,1.497251922,1.497251922,1.496064609,1.496064609,1.496064609
72223,1.440414846,1.440414846,1.440414846,1.440414846,1.440414846,1.424077485,1.440396854,1.424077485,1.424077485,1.424077485,1.440414846,1.440414846,1.440414846,1.424077485,1.424077485,1.424077485
72224,1.449201746,1.449201746,1.449201746,1.449201746,1.449201746,1.445023033,1.44921205,1.445023033,1.445023033,1.445023033,1.449201746,1.449201746,1.449201746,1.445023033,1.445023033,1.445023033
72301,1.321096545,1.321096545,1.321096545,1.321096545,1.321096545,1.31980189,1.32107584,1.31980189,1.31980189,1.31980189,1.321096545,1.321096545,1.321096545,1.31980189,1.31980189,1.31980189
72302,1.307403546,1.307403546,1.307403546,1.307403546,1.307403546,1.306991761,1.307411833,1.306991761,1.306991761,1.306991761,1.307403546,1.307403546,1.307403546,1.306991761,1.306991761,1.306991761
72303,1.305230636,1.305230636,1.305230636,1.305230636,1.305230636,1.306608149,1.305252912,1.306608149,1.306608149,1.306608149,1.305230636,1.305230636,1.305230636,1.306608149,1.306608149,1.306608149
72304,1.304438927,1.304438927,1.304438927,1.304438927,1.304438927,1.305333778,1.304443094,1.305333778,1.305333778,1.305333778,1.304438927,1.304438927,1.304438927,1.305333778,1.305333778,1.305333778
72305,1.320094406,1.320094406,1.320094406,1.320094406,1.320094406,1.319587973,1.320103941,1.319587973,1.319587973,1.319587973,1.320094406,1.320094406,1.320094406,1.319587973,1.319587973,1.319587973
72306,1.291814079,1.291814079,1.291814079,1.291814079,1.291814079,1.288409818,1.29180099,1.288409818,1.288409818,1.288409818,1.291814079,1.291814079,1.291814079,1.288409818,1.288409818,1.288409818
72307,0.830441128,0.830441128,0.830441128,0.830441128,0.830441128,0.825457042,0.831030375,0.825457042,0.825457042,0.825457042,0.830441128,0.830441128,0.830441128,0.825457042,0.825457042,0.825457042
72308,0.679501438,0.679501438,0.679501438,0.679501438,0.679501438,0.684681558,0.684626824,0.684681558,0.684681558,0.684681558,0.679501438,0.679501438,0.679501438,0.684681558,0.684681558,0.684681558
72309,0.669961919,0.669961919,0.669961919,0.669961919,0.669961919,0.68528148,0.689963737,0.68528148,0.68528148,0.68528148,0.669961919,0.669961919,0.669961919,0.68528148,0.68528148,0.68528148
72310,0.661480979,0.661480979,0.661480979,0.661480979,0.661480979,0.659837895,0.664400884,0.659837895,0.659837895,0.659837895,0.661480979,0.661480979,0.661480979,0.659837895,0.659837895,0.659837895
72311,0.628920925,0.628920925,0.628920925,0.628920925,0.628920925,0.634783924,0.637782606,0.634783924,0.634783924,0.634783924,0.628920925,0.628920925,0.628920925,0.634783924,0.634783924,0.634783924
72312,0.594433642,0.594433642,0.594433642,0.594433642,0.594433642,0.594213265,0.594322645,0.594213265,0.594213265,0.594213265,0.594433642,0.594433642,0.594433642,0.594213265,0.594213265,0.594213265
72313,0.585124386,0.585124386,0.585124386,0.585124386,0.585124386,0.584868084,0.582000141,0.584868084,0.584868084,0.584868084,0.585124386,0.585124386,0.585124386,0.584868084,0.584868084,0.584868084
72314,0.581402898,0.581402898,0.581402898,0.581402898,0.581402898,0.594833863,0.592396624,0.594833863,0.594833863,0.594833863,0.581402898,0.581402898,0.581402898,0.594833863,0.594833863,0.594833863
72315,0.577133481,0.577133481,0.577133481,0.577133481,0.577133481,0.576887339,0.572504312,0.576887339,0.576887339,0.576887339,0.577133481,0.577133481,0.577133481,0.576887339,0.576887339,0.576887339
72316,0.60576843,0.60576843,0.60576843,0.60576843,0.60576843,0.611700065,0.607043242,0.611700065,0.611700065,0.611700065,0.60576843,0.60576843,0.60576843,0.611700065,0.611700065,0.611700065
