;,,,,,,,,,,,,,
TABLE HRR4STrmlUnit,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,
Apartment Unit 418-SZAC CoilClg,BaseSys1 CoilClg-54,DirectExpansion,BaseZnSys1-54,Thermal Zone: Apartment Unit 418,13095.346,13662.514,-99996,14,12.2,-99996,,,
Apartment Unit 419-SZAC CoilClg,BaseSys1 CoilClg-55,DirectExpansion,BaseZnSys1-55,Thermal Zone: Apartment Unit 419,21857.755,22804.427,-99996,14,12.2,-99996,,,
ENDTABLE,,,,,,,,,,,,,
TABLE HRR4SCoilHtg,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,,
PropSys5 CoilHtg,BaseSys5 CoilHtg,HotWater,BaseAirSys5,UNDEFINED,68493.887,68493.887,3.42339,-99996,-99996,,,,
PropSys5 CoilHtg-2,BaseSys5 CoilHtg-2,HotWater,BaseAirSys5-2,UNDEFINED,7432.394,7432.394,0.37148,-99996,-99996,,,,
PropSys5 CoilHtg-3,BaseSys5 CoilHtg-3,HotWater,BaseAirSys5-3,UNDEFINED,6904.15,6904.15,0.34508,-99996,-99996,,,,
Apartment Unit 100-SZAC CoilHtg,BaseSys1 CoilHtg,Furnace,BaseZnSys1,Thermal Zone: Apartment Unit 100,10199.3,10199.3,0,0.8,0.81,,,,
Apartment Unit 101-SZAC CoilHtg,BaseSys1 CoilHtg-2,Furnace,BaseZnSys1-2,Thermal Zone: Apartment Unit 101,10550.162,10550.162,0,0.8,0.81,,,,
Apartment Unit 102-SZAC CoilHtg,BaseSys1 CoilHtg-3,Furnace,BaseZnSys1-3,Thermal Zone: Apartment Unit 102,10568.038,10568.038,0,0.8,0.81,,,,
Apartment Unit 103-SZAC CoilHtg,BaseSys1 CoilHtg-4,Furnace,BaseZnSys1-4,Thermal Zone: Apartment Unit 103,10569.45,10569.45,0,0.8,0.81,,,,
Apartment Unit 104-SZAC CoilHtg,BaseSys1 CoilHtg-5,Furnace,BaseZnSys1-5,Thermal Zone: Apartment Unit 104,10570.35,10570.35,0,0.8,0.81,,,,
SZAC CoilHtg-6,BaseSys1 CoilHtg-6,Furnace,BaseZnSys1-6,Thermal Zone: Apartment Unit 105,10581.512,10581.512,0,0.8,0.81,,,,
SZAC CoilHtg-7,BaseSys1 CoilHtg-7,Furnace,BaseZnSys1-7,Thermal Zone: Apartment Unit 106,10732.9,10732.9,0,0.8,0.81,,,,
SZAC CoilHtg-8,BaseSys1 CoilHtg-8,Furnace,BaseZnSys1-8,Thermal Zone: Apartment Unit 107,14047.312,14047.312,0,0.8,0.81,,,,
SZAC CoilHtg-9,BaseSys1 CoilHtg-9,Furnace,BaseZnSys1-9,Thermal Zone: Apartment Unit 108,14041.138,14041.138,0,0.8,0.81,,,,
SZAC CoilHtg-10,BaseSys1 CoilHtg-10,Furnace,BaseZnSys1-10,Thermal Zone: Apartment Unit 109,10729.812,10729.812,0,0.8,0.81,,,,
SZAC CoilHtg-11,BaseSys1 CoilHtg-11,Furnace,BaseZnSys1-11,Thermal Zone: Apartment Unit 110,10578.562,10578.562,0,0.8,0.81,,,,
SZAC CoilHtg-12,BaseSys1 CoilHtg-12,Furnace,BaseZnSys1-12,Thermal Zone: Apartment Unit 111,10567.312,10567.312,0,0.8,0.81,,,,
SZAC CoilHtg-13,BaseSys1 CoilHtg-13,Furnace,BaseZnSys1-13,Thermal Zone: Apartment Unit 112,10565.087,10565.087,0,0.8,0.81,,,,
SZAC CoilHtg-14,BaseSys1 CoilHtg-14,Furnace,BaseZnSys1-14,Thermal Zone: Apartment Unit 113,10545.95,10545.95,0,0.8,0.81,,,,
SZAC CoilHtg-15,BaseSys1 CoilHtg-15,Furnace,BaseZnSys1-15,Thermal Zone: Apartment Unit 114,10178.837,10178.837,0,0.8,0.81,,,,
SZAC CoilHtg-16,BaseSys1 CoilHtg-16,Furnace,BaseZnSys1-16,Thermal Zone: Apartment Unit 200,13687.05,13687.05,0,0.8,0.81,,,,
SZAC CoilHtg-17,BaseSys1 CoilHtg-17,Furnace,BaseZnSys1-17,Thermal Zone: Apartment Unit 201,10496.25,10496.25,0,0.8,0.81,,,,
SZAC CoilHtg-18,BaseSys1 CoilHtg-18,Furnace,BaseZnSys1-18,Thermal Zone: Apartment Unit 202,10354.969,10354.969,0,0.8,0.81,,,,
SZAC CoilHtg-19,BaseSys1 CoilHtg-19,Furnace,BaseZnSys1-19,Thermal Zone: Apartment Unit 203,10344.788,10344.788,0,0.8,0.81,,,,
SZAC CoilHtg-20,BaseSys1 CoilHtg-20,Furnace,BaseZnSys1-20,Thermal Zone: Apartment Unit 204,10344.075,10344.075,0,0.8,0.81,,,,
SZAC CoilHtg-21,BaseSys1 CoilHtg-21,Furnace,BaseZnSys1-21,Thermal Zone: Apartment Unit 205,10344.075,10344.075,0,0.8,0.81,,,,
SZAC CoilHtg-22,BaseSys1 CoilHtg-22,Furnace,BaseZnSys1-22,Thermal Zone: Apartment Unit 206,10344.788,10344.788,0,0.8,0.81,,,,
SZAC CoilHtg-23,BaseSys1 CoilHtg-23,Furnace,BaseZnSys1-23,Thermal Zone: Apartment Unit 207,10354.987,10354.987,0,0.8,0.81,,,,
SZAC CoilHtg-24,BaseSys1 CoilHtg-24,Furnace,BaseZnSys1-24,Thermal Zone: Apartment Unit 208,10496.438,10496.438,0,0.8,0.81,,,,
SZAC CoilHtg-25,BaseSys1 CoilHtg-25,Furnace,BaseZnSys1-25,Thermal Zone: Apartment Unit 209,13690.737,13690.737,0,0.8,0.81,,,,
SZAC CoilHtg-26,BaseSys1 CoilHtg-26,Furnace,BaseZnSys1-26,Thermal Zone: Apartment Unit 210,13683.837,13683.837,0,0.8,0.81,,,,
SZAC CoilHtg-27,BaseSys1 CoilHtg-27,Furnace,BaseZnSys1-27,Thermal Zone: Apartment Unit 211,10487.675,10487.675,0,0.8,0.81,,,,
SZAC CoilHtg-28,BaseSys1 CoilHtg-28,Furnace,BaseZnSys1-28,Thermal Zone: Apartment Unit 212,10345.931,10345.931,0,0.8,0.81,,,,
SZAC CoilHtg-29,BaseSys1 CoilHtg-29,Furnace,BaseZnSys1-29,Thermal Zone: Apartment Unit 213,10335.706,10335.706,0,0.8,0.81,,,,
SZAC CoilHtg-30,BaseSys1 CoilHtg-30,Furnace,BaseZnSys1-30,Thermal Zone: Apartment Unit 214,10334.994,10334.994,0,0.8,0.81,,,,
SZAC CoilHtg-31,BaseSys1 CoilHtg-31,Furnace,BaseZnSys1-31,Thermal Zone: Apartment Unit 215,10334.994,10334.994,0,0.8,0.81,,,,
SZAC CoilHtg-32,BaseSys1 CoilHtg-32,Furnace,BaseZnSys1-32,Thermal Zone: Apartment Unit 216,10335.706,10335.706,0,0.8,0.81,,,,
SZAC CoilHtg-33,BaseSys1 CoilHtg-33,Furnace,BaseZnSys1-33,Thermal Zone: Apartment Unit 217,10345.919,10345.919,0,0.8,0.81,,,,
SZAC CoilHtg-34,BaseSys1 CoilHtg-34,Furnace,BaseZnSys1-34,Thermal Zone: Apartment Unit 218,10487.494,10487.494,0,0.8,0.81,,,,
SZAC CoilHtg-35,BaseSys1 CoilHtg-35,Furnace,BaseZnSys1-35,Thermal Zone: Apartment Unit 219,13680.15,13680.15,0,0.8,0.81,,,,
SZAC CoilHtg-36,BaseSys1 CoilHtg-36,Furnace,BaseZnSys1-36,Thermal Zone: Apartment Unit 400,18501.362,18501.362,0,0.8,0.81,,,,
SZAC CoilHtg-37,BaseSys1 CoilHtg-37,Furnace,BaseZnSys1-37,Thermal Zone: Apartment Unit 401,14853.463,14853.463,0,0.8,0.81,,,,
SZAC CoilHtg-38,BaseSys1 CoilHtg-38,Furnace,BaseZnSys1-38,Thermal Zone: Apartment Unit 402,14767.85,14767.85,0,0.8,0.81,,,,
SZAC CoilHtg-39,BaseSys1 CoilHtg-39,Furnace,BaseZnSys1-39,Thermal Zone: Apartment Unit 403,14763.888,14763.888,0,0.8,0.81,,,,
SZAC CoilHtg-40,BaseSys1 CoilHtg-40,Furnace,BaseZnSys1-40,Thermal Zone: Apartment Unit 404,14763.688,14763.688,0,0.8,0.81,,,,
SZAC CoilHtg-41,BaseSys1 CoilHtg-41,Furnace,BaseZnSys1-41,Thermal Zone: Apartment Unit 405,14763.7,14763.7,0,0.8,0.81,,,,
SZAC CoilHtg-42,BaseSys1 CoilHtg-42,Furnace,BaseZnSys1-42,Thermal Zone: Apartment Unit 406,14763.988,14763.988,0,0.8,0.81,,,,
SZAC CoilHtg-43,BaseSys1 CoilHtg-43,Furnace,BaseZnSys1-43,Thermal Zone: Apartment Unit 407,14769.85,14769.85,0,0.8,0.81,,,,
SZAC CoilHtg-44,BaseSys1 CoilHtg-44,Furnace,BaseZnSys1-44,Thermal Zone: Apartment Unit 408,14896.962,14896.962,0,0.8,0.81,,,,
SZAC CoilHtg-45,BaseSys1 CoilHtg-45,Furnace,BaseZnSys1-45,Thermal Zone: Apartment Unit 409,19702.3,19702.3,0,0.8,0.81,,,,
SZAC CoilHtg-46,BaseSys1 CoilHtg-46,Furnace,BaseZnSys1-46,Thermal Zone: Apartment Unit 410,19683.838,19683.838,0,0.8,0.81,,,,
SZAC CoilHtg-47,BaseSys1 CoilHtg-47,Furnace,BaseZnSys1-47,Thermal Zone: Apartment Unit 411,14887.863,14887.863,0,0.8,0.81,,,,
SZAC CoilHtg-48,BaseSys1 CoilHtg-48,Furnace,BaseZnSys1-48,Thermal Zone: Apartment Unit 412,14760.925,14760.925,0,0.8,0.81,,,,
SZAC CoilHtg-49,BaseSys1 CoilHtg-49,Furnace,BaseZnSys1-49,Thermal Zone: Apartment Unit 413,14755.075,14755.075,0,0.8,0.81,,,,
SZAC CoilHtg-50,BaseSys1 CoilHtg-50,Furnace,BaseZnSys1-50,Thermal Zone: Apartment Unit 414,14754.788,14754.788,0,0.8,0.81,,,,
SZAC CoilHtg-51,BaseSys1 CoilHtg-51,Furnace,BaseZnSys1-51,Thermal Zone: Apartment Unit 415,14754.775,14754.775,0,0.8,0.81,,,,
SZAC CoilHtg-52,BaseSys1 CoilHtg-52,Furnace,BaseZnSys1-52,Thermal Zone: Apartment Unit 416,14754.975,14754.975,0,0.8,0.81,,,,
SZAC CoilHtg-53,BaseSys1 CoilHtg-53,Furnace,BaseZnSys1-53,Thermal Zone: Apartment Unit 417,14758.95,14758.95,0,0.8,0.81,,,,
SZAC CoilHtg-54,BaseSys1 CoilHtg-54,Furnace,BaseZnSys1-54,Thermal Zone: Apartment Unit 418,14844.7,14844.7,0,0.8,0.81,,,,
SZAC CoilHtg-55,BaseSys1 CoilHtg-55,Furnace,BaseZnSys1-55,Thermal Zone: Apartment Unit 419,18493.775,18493.775,0,0.8,0.81,,,,
PropVAVBox CoilHtg,BaseVAVBox CoilHtg,HotWater,BaseAirSys5,Thermal Zone: Corridor Level 1,34340.212,34340.212,1.71636,-99996,-99996,,,,
PropVAVBox CoilHtg-2,BaseVAVBox CoilHtg-2,HotWater,BaseAirSys5,Thermal Zone: Excercise Center,14587.738,14587.738,0.72911,-99996,-99996,,,,
PropVAVBox CoilHtg-3,BaseVAVBox CoilHtg-3,HotWater,BaseAirSys5,Thermal Zone: Laundry,15543.663,15543.663,0.77689,-99996,-99996,,,,
PropVAVBox CoilHtg-4,BaseVAVBox CoilHtg-4,HotWater,BaseAirSys5,Thermal Zone: Main Entry Lobby,19888.85,19888.85,0.99406,-99996,-99996,,,,
PropVAVBox CoilHtg-5,BaseVAVBox CoilHtg-5,HotWater,BaseAirSys5,Thermal Zone: Multipurpose Room Level 1,16302.213,16302.213,0.8148,-99996,-99996,,,,
PropVAVBox CoilHtg-6,BaseVAVBox CoilHtg-6,HotWater,BaseAirSys5,Thermal Zone: Office Level 1,17912.238,17912.238,0.89527,-99996,-99996,,,,
PropVAVBox CoilHtg-7,BaseVAVBox CoilHtg-7,HotWater,BaseAirSys5-2,Thermal Zone: Corridor Level 2,35958.825,35958.825,1.79726,-99996,-99996,,,,
PropVAVBox CoilHtg-8,BaseVAVBox CoilHtg-8,HotWater,BaseAirSys5-3,Thermal Zone: Corridor Level 4,53693.138,53693.138,2.68364,-99996,-99996,,,,
ENDTABLE,,,,,,,,,,,,,
TABLE HRR4SFan,,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrBHP,MtrHP,MtrPos,MtrEff
;,,,,,(cfm),(cfm),,,(inH2O),(hp),(hp),,
PropSys5 Fan,BaseSys5 Fan,VariableSpeedDrive,BaseAirSys5,UNDEFINED,5598.855,1514.165,0.65,BrakeHorsePower,5.362,7.279,7.5,InAirStream,0.917
PropSys5 Fan-2,BaseSys5 Fan-2,VariableSpeedDrive,BaseAirSys5-2,UNDEFINED,1252.62,273.6,0.65,BrakeHorsePower,5.362,1.628,2,InAirStream,0.865
PropSys5 Fan-3,BaseSys5 Fan-3,VariableSpeedDrive,BaseAirSys5-3,UNDEFINED,1371.099,273.6,0.65,BrakeHorsePower,5.362,1.782,2,InAirStream,0.865
Apartment Unit 100-SZAC Fan,BaseSys1 Fan,ConstantVolume,BaseZnSys1,Thermal Zone: Apartment Unit 100,714.713,-99996,0.5,BrakeHorsePower,1.273,0.287,0.5,InAirStream,0.855
Apartment Unit 101-SZAC Fan,BaseSys1 Fan-2,ConstantVolume,BaseZnSys1-2,Thermal Zone: Apartment Unit 101,716.047,-99996,0.5,BrakeHorsePower,1.273,0.287,0.5,InAirStream,0.855
SZAC Fan-3,BaseSys1 Fan-3,ConstantVolume,BaseZnSys1-3,Thermal Zone: Apartment Unit 102,716.013,-99996,0.5,BrakeHorsePower,1.273,0.287,0.5,InAirStream,0.855
SZAC Fan-4,BaseSys1 Fan-4,ConstantVolume,BaseZnSys1-4,Thermal Zone: Apartment Unit 103,716.001,-99996,0.5,BrakeHorsePower,1.273,0.287,0.5,InAirStream,0.855
SZAC Fan-5,BaseSys1 Fan-5,ConstantVolume,BaseZnSys1-5,Thermal Zone: Apartment Unit 104,716.001,-99996,0.5,BrakeHorsePower,1.273,0.287,0.5,InAirStream,0.855
SZAC Fan-6,BaseSys1 Fan-6,ConstantVolume,BaseZnSys1-6,Thermal Zone: Apartment Unit 105,716.116,-99996,0.5,BrakeHorsePower,1.273,0.287,0.5,InAirStream,0.855
SZAC Fan-7,BaseSys1 Fan-7,ConstantVolume,BaseZnSys1-7,Thermal Zone: Apartment Unit 106,717.91,-99996,0.5,BrakeHorsePower,1.273,0.288,0.5,InAirStream,0.855
