; Tables for Std model AutoHardSize capacity look-up rules,,,,,,,,,,,,,
TABLE HighRiseRes10StoryCECStd190110012TrmlUnit,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,
Fan 15,BaseSys1 Fan-9,ConstantVolume,BaseZnSys1-9,Thermal Zone: F2-9 Studio N,175.501,-99996,0.5,BrakeHorsePower,1.637,0.091,0.125,InAirStream,0.855
Fan 16,BaseSys1 Fan-10,ConstantVolume,BaseZnSys1-10,Thermal Zone: F10 1-Bed N,305.009,-99996,0.5,BrakeHorsePower,1.637,0.157,0.25,InAirStream,0.855
Fan 17,BaseSys1 Fan-11,ConstantVolume,BaseZnSys1-11,Thermal Zone: F10 1-Bed SE,478.141,-99996,0.5,BrakeHorsePower,1.637,0.247,0.25,InAirStream,0.855
Fan 18,BaseSys1 Fan-12,ConstantVolume,BaseZnSys1-12,Thermal Zone: F10 1-Bed SW,472.569,-99996,0.5,BrakeHorsePower,1.637,0.244,0.25,InAirStream,0.855
Fan 19,BaseSys1 Fan-13,ConstantVolume,BaseZnSys1-13,Thermal Zone: F10 2-Bed N Core,398.705,-99996,0.5,BrakeHorsePower,1.637,0.206,0.25,InAirStream,0.855
Fan 20,BaseSys1 Fan-14,ConstantVolume,BaseZnSys1-14,Thermal Zone: F10 2-Bed NE,606.774,-99996,0.5,BrakeHorsePower,1.637,0.313,0.5,InAirStream,0.855
Fan 21,BaseSys1 Fan-15,ConstantVolume,BaseZnSys1-15,Thermal Zone: F10 2-Bed NW,849.873,-99996,0.5,BrakeHorsePower,1.637,0.439,0.5,InAirStream,0.855
Fan 22,BaseSys1 Fan-16,ConstantVolume,BaseZnSys1-16,Thermal Zone: F10 2-Bed SE,737.851,-99996,0.5,BrakeHorsePower,1.637,0.381,0.5,InAirStream,0.855
Fan 23,BaseSys1 Fan-17,ConstantVolume,BaseZnSys1-17,Thermal Zone: F10 2-Bed SW,902.934,-99996,0.5,BrakeHorsePower,1.637,0.466,0.5,InAirStream,0.855
Fan 26,BaseSys1 Fan-18,ConstantVolume,BaseZnSys1-18,Thermal Zone: F10 Studio N,215.015,-99996,0.5,BrakeHorsePower,1.637,0.111,0.125,InAirStream,0.855
ENDTABLE,,,,,,,,,,,,,
TABLE HighRiseRes10StoryCECStd190110012OACtrl,,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,,
;,,,,,,,,,,,,,
PropVentOnlyAirSys OACtrl,PropVentOnlyAirSys OACtrl,NoEconomizer,PropVentOnlyAirSys,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-2,PropVentOnlyAirSys OACtrl-2,NoEconomizer,PropVentOnlyAirSys-2,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-3,PropVentOnlyAirSys OACtrl-3,NoEconomizer,PropVentOnlyAirSys-3,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-4,PropVentOnlyAirSys OACtrl-4,NoEconomizer,PropVentOnlyAirSys-4,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-5,PropVentOnlyAirSys OACtrl-5,NoEconomizer,PropVentOnlyAirSys-5,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-6,PropVentOnlyAirSys OACtrl-6,NoEconomizer,PropVentOnlyAirSys-6,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-7,PropVentOnlyAirSys OACtrl-7,NoEconomizer,PropVentOnlyAirSys-7,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-8,PropVentOnlyAirSys OACtrl-8,NoEconomizer,PropVentOnlyAirSys-8,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-9,PropVentOnlyAirSys OACtrl-9,NoEconomizer,PropVentOnlyAirSys-9,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-10,PropVentOnlyAirSys OACtrl-10,NoEconomizer,PropVentOnlyAirSys-10,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-11,PropVentOnlyAirSys OACtrl-11,NoEconomizer,PropVentOnlyAirSys-11,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-12,PropVentOnlyAirSys OACtrl-12,NoEconomizer,PropVentOnlyAirSys-12,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-13,PropVentOnlyAirSys OACtrl-13,NoEconomizer,PropVentOnlyAirSys-13,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-14,PropVentOnlyAirSys OACtrl-14,NoEconomizer,PropVentOnlyAirSys-14,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-15,PropVentOnlyAirSys OACtrl-15,NoEconomizer,PropVentOnlyAirSys-15,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-16,PropVentOnlyAirSys OACtrl-16,NoEconomizer,PropVentOnlyAirSys-16,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-17,PropVentOnlyAirSys OACtrl-17,NoEconomizer,PropVentOnlyAirSys-17,UNDEFINED,,,,,,,,,
PropVentOnlyAirSys OACtrl-18,PropVentOnlyAirSys OACtrl-18,NoEconomizer,PropVentOnlyAirSys-18,UNDEFINED,,,,,,,,,
PropSys6 OACtrl,BaseSys6 OACtrl,DifferentialDryBulb,BaseAirSys6,Integrated,,,,,,,,,
PropSys6 OACtrl-2,BaseSys6 OACtrl-2,NoEconomizer,BaseAirSys6-2,UNDEFINED,,,,,,,,,
PropSys6 OACtrl-3,BaseSys6 OACtrl-3,NoEconomizer,BaseAirSys6-3,UNDEFINED,,,,,,,,,
ENDTABLE,,,,,,,,,,,,,
