;,,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012TrmlUnit,,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,,
GuestRoom301_SZAC CoilHtg,BaseSys1 CoilHtg-16,Furnace,BaseZnSys1-16,GuestRoom301 Thermal Zone,7985.35,7985.35,0,0.8,0.81,,,,,
GuestRoom302_305_SZAC CoilHtg,BaseSys1 CoilHtg-17,Furnace,BaseZnSys1-17,GuestRoom302_305 Thermal Zone,5632.375,5632.375,0,0.8,0.81,,,,,
GuestRoom306_308_SZAC CoilHtg,BaseSys1 CoilHtg-18,Furnace,BaseZnSys1-18,GuestRoom306_308 Thermal Zone,6147.075,6147.075,0,0.8,0.81,,,,,
GuestRoom309_312_SZAC CoilHtg,BaseSys1 CoilHtg-19,Furnace,BaseZnSys1-19,GuestRoom309_312 Thermal Zone,5607.925,5607.925,0,0.8,0.81,,,,,
GuestRoom313_SZAC CoilHtg,BaseSys1 CoilHtg-20,Furnace,BaseZnSys1-20,GuestRoom313 Thermal Zone,6108.713,6108.713,0,0.8,0.81,,,,,
GuestRoom314_SZAC CoilHtg,BaseSys1 CoilHtg-21,Furnace,BaseZnSys1-21,GuestRoom314 Thermal Zone,6107.95,6107.95,0,0.8,0.81,,,,,
GuestRoom315_318_SZAC CoilHtg,BaseSys1 CoilHtg-22,Furnace,BaseZnSys1-22,GuestRoom315_318 Thermal Zone,5597.637,5597.637,0,0.8,0.81,,,,,
GuestRoom319_SZAC CoilHtg,BaseSys1 CoilHtg-23,Furnace,BaseZnSys1-23,GuestRoom319 Thermal Zone,6074.725,6074.725,0,0.8,0.81,,,,,
GuestRoom320_323_SZAC CoilHtg,BaseSys1 CoilHtg-24,Furnace,BaseZnSys1-24,GuestRoom320_323 Thermal Zone,5544.987,5544.987,0,0.8,0.81,,,,,
GuestRoom324_SZAC CoilHtg,BaseSys1 CoilHtg-25,Furnace,BaseZnSys1-25,GuestRoom324 Thermal Zone,6047.137,6047.137,0,0.8,0.81,,,,,
GuestRoom401_SZAC CoilHtg,BaseSys1 CoilHtg-26,Furnace,BaseZnSys1-26,GuestRoom401 Thermal Zone,8726.825,8726.825,0,0.8,0.81,,,,,
GuestRoom402_405_SZAC CoilHtg,BaseSys1 CoilHtg-27,Furnace,BaseZnSys1-27,GuestRoom402_405 Thermal Zone,6016.891,6016.891,0,0.8,0.81,,,,,
GuestRoom406_408_SZAC CoilHtg,BaseSys1 CoilHtg-28,Furnace,BaseZnSys1-28,GuestRoom406_408 Thermal Zone,6576.508,6576.508,0,0.8,0.81,,,,,
GuestRoom409_412_SZAC CoilHtg,BaseSys1 CoilHtg-29,Furnace,BaseZnSys1-29,GuestRoom409_412 Thermal Zone,5981.375,5981.375,0,0.8,0.81,,,,,
GuestRoom413_SZAC CoilHtg,BaseSys1 CoilHtg-30,Furnace,BaseZnSys1-30,GuestRoom413 Thermal Zone,6553.9,6553.9,0,0.8,0.81,,,,,
GuestRoom414_SZAC CoilHtg,BaseSys1 CoilHtg-31,Furnace,BaseZnSys1-31,GuestRoom414 Thermal Zone,6553.3,6553.3,0,0.8,0.81,,,,,
GuestRoom415_418_SZAC CoilHtg,BaseSys1 CoilHtg-32,Furnace,BaseZnSys1-32,GuestRoom415_418 Thermal Zone,5962.112,5962.112,0,0.8,0.81,,,,,
GuestRoom419_SZAC CoilHtg,BaseSys1 CoilHtg-33,Furnace,BaseZnSys1-33,GuestRoom419 Thermal Zone,6538.675,6538.675,0,0.8,0.81,,,,,
GuestRoom420_423_SZAC CoilHtg,BaseSys1 CoilHtg-34,Furnace,BaseZnSys1-34,GuestRoom420_423 Thermal Zone,5888.469,5888.469,0,0.8,0.81,,,,,
GuestRoom424_SZAC CoilHtg,BaseSys1 CoilHtg-35,Furnace,BaseZnSys1-35,GuestRoom424 Thermal Zone,6489.25,6489.25,0,0.8,0.81,,,,,
BaseVAVReheatCoil,BaseVAVBox CoilHtg,HotWater,BaseAirSys5,CorridorFlr1 Thermal Zone,43210.775,43210.775,2.15972,-99996,-99996,,,,,
BaseVAVReheatCoil-5,BaseVAVBox CoilHtg-2,HotWater,BaseAirSys5,EmployeeLoungeFlr1 Thermal Zone,8436.4,8436.4,0.42166,-99996,-99996,,,,,
BaseVAVReheatCoil-6,BaseVAVBox CoilHtg-3,HotWater,BaseAirSys5,ExerciseCenterFlr1 Thermal Zone,8254.813,8254.813,0.41258,-99996,-99996,,,,,
BaseVAVReheatCoil-7,BaseVAVBox CoilHtg-4,HotWater,BaseAirSys5,FrontLoungeFlr1 Thermal Zone,39738.387,39738.387,1.98616,-99996,-99996,,,,,
BaseVAVReheatCoil-8,BaseVAVBox CoilHtg-5,HotWater,BaseAirSys5,FrontOfficeFlr1 Thermal Zone,26345.675,26345.675,1.31678,-99996,-99996,,,,,
BaseVAVReheatCoil-9,BaseVAVBox CoilHtg-6,HotWater,BaseAirSys5,LaundryRoomFlr1 Thermal Zone,20310.225,20310.225,1.01513,-99996,-99996,,,,,
BaseVAVReheatCoil-10,BaseVAVBox CoilHtg-7,HotWater,BaseAirSys5,MechanicalRoomFlr1 Thermal Zone,8004.1,8004.1,0.40005,-99996,-99996,,,,,
BaseVAVReheatCoil-11,BaseVAVBox CoilHtg-8,HotWater,BaseAirSys5,MeetingRoomFlr1 Thermal Zone,19289.938,19289.938,0.96413,-99996,-99996,,,,,
BaseVAVReheatCoil-12,BaseVAVBox CoilHtg-9,HotWater,BaseAirSys5,FrontStairsFlr1 Thermal Zone,7442.288,7442.288,0.37197,-99996,-99996,,,,,
BaseVAVReheatCoil-16,BaseVAVBox CoilHtg-10,HotWater,BaseAirSys5,FrontStorageFlr1 Thermal Zone,4515.013,4515.013,0.22566,-99996,-99996,,,,,
BaseVAVReheatCoil-20,BaseVAVBox CoilHtg-11,HotWater,BaseAirSys5,RearStairsFlr1 Thermal Zone,7536.85,7536.85,0.3767,-99996,-99996,,,,,
BaseVAVReheatCoil-24,BaseVAVBox CoilHtg-12,HotWater,BaseAirSys5,RearStorageFlr1 Thermal Zone,7536.65,7536.65,0.37669,-99996,-99996,,,,,
BaseVAVReheatCoil-28,BaseVAVBox CoilHtg-13,HotWater,BaseAirSys5,RestroomFlr1 Thermal Zone,7987.112,7987.112,0.3992,-99996,-99996,,,,,
BaseVAVReheatCoil-2,BaseVAVBox CoilHtg-14,HotWater,BaseAirSys5-2,CorridorFlr2 Thermal Zone,8956.663,8956.663,0.44766,-99996,-99996,,,,,
BaseVAVReheatCoil-13,BaseVAVBox CoilHtg-15,HotWater,BaseAirSys5-2,FrontStairsFlr2 Thermal Zone,1713.862,1713.862,0.08566,-99996,-99996,,,,,
BaseVAVReheatCoil-17,BaseVAVBox CoilHtg-16,HotWater,BaseAirSys5-2,FrontStorageFlr2 Thermal Zone,844.6,844.6,0.04221,-99996,-99996,,,,,
BaseVAVReheatCoil-21,BaseVAVBox CoilHtg-17,HotWater,BaseAirSys5-2,RearStairsFlr2 Thermal Zone,2075.262,2075.262,0.10372,-99996,-99996,,,,,
