,,,,Number of,Conditioned,,,LSC Margins,,Source Margin,Peak Cooling,Proposed Model Site Electric Use,,,,,,,,,,,,,,,Proposed Model Site Fuel Use,,,,,,Proposed Model LSC,,,,,,,,,,,,,,Proposed Model Source Energy,,,,,,,,,,,,Proposed Model Electric Demand,,,,,,,,,,,,,,Standard Model Site Electric Use,,,,,,,,,,,,Standard Model Site Fuel Use,,,,,Standard Model LSC,,,,,,,,,,,Standard Model Source Energy,,,,,,,,,,Standard Model Electric Demand,,,,,,,,,,,Software Versions,,,,Savings Results,,,,Calculated SSFs,,Compliance Total LSC Results By Fuel ($/ft2-yr),,,,Source Energy Results By Fuel (kBtu/ft2-yr),,,,Proposed PV Scaling,,,Self Utilization Credit,,HVAC Systems,,HVAC Total Capacities (kBtuh),,,,Proposed Model Site Electric CO2 Emissions,,,,,,,,,,,,,Proposed Model Site Fuel CO2 Emissions,,,,,Standard Model Site Electric CO2 Emissions,,,,,,,,,,Standard Model Site Fuel CO2 Emissions,,,,Proposed Model PV,,,,Standard Model PV,,,,Proposed Model Battery,,
,Project,,Climate,Dwelling,Area,,Pass /,Efficiency,Total,Total,Elec Margin,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,PeakCool,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,PeakCool,Spc Heat,Wtr Heat,Appl & Cook,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Compliance,,End User,Fuel,Total Demand,Compliance Demand,Total LSC,Efficiency LSC,Proposed,Standard,Proposed Model,,Standard Model,,Proposed Model,,Standard Model,,Max PV,PV Scale,Scaled PV,LSC Margin,Battery,# Systems,# Equipment,Proposed Design,,Standard Design,,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Size,Generation,Export,Export,Size,Generation,Export,Export,Compliance Cap,Power,Control
Run Date/Time,Path/File,Run Title,Zone,Units,(ft2),Analysis Type,Fail,($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),(Therms),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),Ruleset,CSE,Application,Type,(kW),(kW),(%),(%),(frac),(frac),Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Ratio,Factor,Total kW,($/ft2-yr),Ratio,(count),(count),Heating,Cooling,Heating,Cooling,(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kWdc),(kWh/yr),(kWh/yr),(%),(kWdc),(kWh/yr),(kWh/yr),(%),(kWh),(kW),
"2025-11-05 21:18:57","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W17R16.ribd25","",16,1,2100,"Proposed and Standard","PASS",0.77,0.75,4.42,n/a,2953.53,18.2522,277.758,1378.77,0,-4061.59,0,0,505.557,1965.08,2025.88,119.621,5182.86,4628.31,12.6944,0,0,0,0,0,0,11.01,0.05,0.89,4.58,0,-6.23,0,0,1.75,6.12,6.68,0.42,25.27,16.53,3.87,0.01,0.23,1.27,-0.94,0,0,0.5,1.4,1.76,0.12,8.22,0.707038,0,0.0317171,0.164119,0,-0.00935603,0,0,0.0586259,0.147187,0.245105,0.0202483,1.36468,0.902874,3146.73,73.1248,277.758,1303.87,-4061.59,505.557,1971.9,2025.88,119.621,5362.84,4801.48,47.2472,0,0,0,0,0,11.87,0.2,0.89,4.34,-6.27,1.75,6.14,6.68,0.42,26.02,17.3,4.24,0.04,0.23,5.28,-0.94,0.5,1.41,1.76,0.12,12.64,0.769542,6.32222e-06,0.0317171,0.165657,-0.00935603,0.0586259,0.147641,0.245105,0.0202483,1.42919,0.966922,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0645019,0.0640481,,,,,16.53,0,17.3,0,5.38,0,4.57,5.22,1,1,2.459,,,1,1,37.358,37.936,37.3161,37.894,859.289,2.69947,50.1131,282.644,0,-312.07,0,0,110.404,312.277,391.385,27.6732,1724.41,0,0,0,0,0,472.445,4.39366,25.0566,133.393,-104.023,55.2018,156.587,195.692,13.8366,952.583,0,0,0,0,2.459,4062.78,1735.92,42.7273,2.459,4062.78,1719.08,42.3129,0,0,"",
"2025-11-05 21:19:53","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R01.ribd25","",1,1,2700,"Proposed and Standard","PASS",0.46,0.47,3.74,n/a,2943.96,0,335.126,1960.32,0,-4376.13,0,0,615.745,2140.85,2371.31,151.515,6142.69,5239.4,,0,0,0,0,0,0,8.32,0,0.83,4.9,0,-5.15,0,0,1.69,5.17,6.1,0.42,22.28,14.05,3,0,0.21,1.22,-0.77,0,0,0.47,1.18,1.6,0.12,7.03,0.685711,0,0.0382678,0.1559,0,-0.00727266,0,0,0.0714036,0.141376,0.286989,0.0256469,1.39802,0.879879,3080.2,0,335.126,1910.08,-4376.13,615.745,2147.06,2371.31,151.515,6234.9,5325.4,,0,0,0,0,0,8.92,0,0.83,4.76,-5.15,1.69,5.18,6.1,0.42,22.75,14.51,3.22,0,0.21,4.73,-0.77,0.47,1.19,1.6,0.12,10.77,0.740663,0,0.0382678,0.150515,-0.00727266,0.0714036,0.14177,0.286989,0.0256469,1.44798,0.929446,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0499605,0.0495668,,,,,14.05,0,14.51,0,4.43,0,3.48,4.68,1,1,3.4111,,,1,1,36.351,36.91,36.2764,36.8331,856.695,0,60.4633,347.919,0,-330.875,0,0,134.467,337.107,457.986,35.0515,1898.81,0,0,0,0,0,465.398,0,30.2317,169.064,-110.292,67.2333,168.934,228.993,17.5258,1037.09,0,0,0,0,3.4111,4377.41,1808.05,41.3042,3.4111,4377.41,1811.28,41.3779,0,0,"",
"2025-11-05 21:20:49","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R02.ribd25","",2,1,2700,"Proposed and Standard","PASS",0.40,0.40,3.71,n/a,2025.85,0,343.462,1687.69,0,-4391.85,0,0,615.745,2174.08,2371.31,151.515,4977.79,4057,,0,0,0,0,0,0,6.14,0,0.85,4.29,0,-5.23,0,0,1.68,5.29,6.1,0.41,19.53,11.28,2.36,0,0.22,1.08,-0.74,0,0,0.47,1.2,1.6,0.12,6.31,0.623956,0,0.0392198,0.142391,0,-0.00771554,0,0,0.0714036,0.143889,0.286989,0.0256469,1.32578,0.805567,2177.57,5.12824,343.462,1649.07,-4391.85,615.745,2181.86,2371.31,151.515,5103.81,4175.23,,0,0,0,0,0,6.63,0.01,0.85,4.19,-5.25,1.68,5.31,6.1,0.41,19.93,11.68,2.54,0,0.22,4.61,-0.74,0.47,1.2,1.6,0.12,10.02,0.659039,0,0.0392198,0.140032,-0.00771554,0.0714036,0.144325,0.286989,0.0256469,1.35894,0.83829,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0331593,0.0327232,,,,,11.28,0,11.68,0,3.66,0,2.81,4.56,1,1,2.8967,,,1,1,39.474,40.096,39.3746,39.9945,675.662,0,61.9674,308.605,0,-317.36,0,0,134.467,341.999,457.986,35.0515,1698.38,0,0,0,0,0,366.881,0.405559,30.9837,150.173,-105.787,67.2333,171.483,228.993,17.5258,927.892,0,0,0,0,2.8967,4393.14,1779.54,40.5072,2.8967,4393.14,1771.95,40.3346,0,0,"",
"2025-11-05 21:21:42","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R03.ribd25","",3,1,2700,"Proposed and Standard","PASS",0.70,0.71,3.87,n/a,881.712,3.98601,343.462,1578.25,0,-4449,0,0,615.745,2175.54,2371.31,151.515,3672.52,2807.41,2.78839,0,0,0,0,0,0,2.86,0.01,0.85,3.92,0,-5.31,0,0,1.7,5.31,6.1,0.42,15.86,7.64,1.15,0,0.22,0.96,-0.79,0,0,0.47,1.2,1.6,0.12,4.93,0.358925,0,0.0392198,0.125554,0,-0.00845559,0,0,0.0714036,0.144664,0.286989,0.0256469,1.04395,0.523699,1099.95,4.55757,343.462,1552.96,-4449,615.745,2180.83,2371.31,151.515,3871.34,3000.93,3.62778,0,0,0,0,0,3.61,0.02,0.85,3.86,-5.31,1.7,5.32,6.1,0.42,16.57,8.34,1.42,0,0.22,4.55,-0.79,0.47,1.21,1.6,0.12,8.8,0.470325,0,0.0392198,0.122079,-0.00845559,0.0714036,0.144928,0.286989,0.0256469,1.15213,0.631623,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.108188,0.107924,,,,,7.64,0,8.34,0,2.33,0,1.69,4.5,1,1,2.8156,,,1,1,32.223,32.697,32.1668,32.6396,330.054,0.662318,61.9674,274.241,0,-340.11,0,0,134.467,343.173,457.986,35.0515,1297.49,0,0,0,0,0,206.745,0.46472,30.9837,134.515,-113.37,67.2333,171.804,228.993,17.5258,744.894,0,0,0,0,2.8156,4450.3,1817.47,40.8392,2.8156,4450.3,1822.57,40.9539,0,0,"",
"2025-11-05 21:22:38","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R04.ribd25","",4,1,2700,"Proposed and Standard","PASS",0.74,0.70,3.65,77,1695.32,139.684,345.115,1550.3,0,-4657.33,0,0,615.745,2198.09,2371.31,151.515,4409.75,3730.42,70.126,0,0,0,0,0,0,5.03,0.46,0.86,3.84,0,-5.68,0,0,1.66,5.26,6.06,0.42,17.91,10.19,2.01,0.06,0.22,1.01,-0.86,0,0,0.47,1.21,1.6,0.12,5.84,0.585598,9.68942e-05,0.0394085,0.149814,0,-0.0119123,0,0,0.0714036,0.145356,0.286989,0.0256469,1.2924,0.774917,1874.21,247.145,345.115,1500.27,-4657.33,615.745,2206.47,2371.31,151.515,4654.44,3966.74,122.893,0,0,0,0,0,5.62,0.74,0.86,3.71,-5.74,1.66,5.28,6.06,0.42,18.61,10.93,2.22,0.11,0.22,4.39,-0.86,0.47,1.22,1.6,0.12,9.49,0.659904,0.000273966,0.0394085,0.139634,-0.0119123,0.0714036,0.145944,0.286989,0.0256469,1.35729,0.839221,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0648921,0.064304,,,,,10.19,0,10.93,0,3.3,0,2.6,4.34,1,1,2.7922,,,1,1,27.333,27.707,27.2731,27.6461,575.468,18.415,62.2656,288.36,0,-370.22,0,0,134.467,345.35,457.986,35.0515,1547.14,0,0,0,0,0,321.788,14.6218,31.1328,138.909,-123.407,67.2333,173.196,228.993,17.5258,869.993,0,0,0,0,2.7922,4658.69,1863.18,39.9936,2.7922,4658.69,1834.04,39.3681,0,0,"",
"2025-11-05 21:23:34","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R05.ribd25","",5,1,2700,"Proposed and Standard","PASS",0.56,0.59,3.89,n/a,755.216,5.66462,339.936,1601.86,0,-4357.9,0,0,615.745,2176.01,2371.31,151.515,3659.35,2702.68,2.83753,0,0,0,0,0,0,2.25,0.01,0.85,3.97,0,-5.46,0,0,1.69,5.29,6.1,0.42,15.12,7.08,0.92,0,0.21,0.97,-0.85,0,0,0.47,1.2,1.6,0.12,4.64,0.264143,2.55629e-06,0.0388171,0.127803,0,-0.0126478,0,0,0.0714036,0.144864,0.286989,0.0256469,0.947022,0.430766,936.093,1.71539,339.936,1574.4,-4357.9,615.745,2182.71,2371.31,151.515,3815.52,2852.14,1.47745,0,0,0,0,0,2.9,0,0.85,3.89,-5.44,1.69,5.3,6.1,0.42,15.71,7.64,1.19,0,0.21,4.58,-0.85,0.47,1.21,1.6,0.12,8.53,0.38324,2.78505e-05,0.0388171,0.121346,-0.0126478,0.0714036,0.14505,0.286989,0.0256469,1.05987,0.543431,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.11285,0.112664,,,,,7.08,0,7.64,0,2.1,0,1.45,4.53,1,1,2.6395,,,1,1,33.968,34.477,33.9532,34.4624,263.96,0.463096,61.3311,276.04,0,-363.302,0,0,134.467,343.66,457.986,35.0515,1209.66,0,0,0,0,0,173.919,0.171671,30.6656,134.511,-121.101,67.2333,172.111,228.993,17.5258,704.03,0,0,0,0,2.6395,4359.18,1695.62,38.8977,2.6395,4359.18,1703.88,39.0872,0,0,"",
"2025-11-05 21:24:30","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R06.ribd25","",6,1,2700,"Proposed and Standard","PASS",0.14,0.18,3.47,n/a,314.09,75.4313,351.67,1199.4,0,-4760.51,0,0,615.745,2217.61,2371.31,151.515,2536.26,1940.59,26.0009,0,0,0,0,0,0,0.98,0.23,0.88,2.92,0,-5.76,0,0,1.65,5.31,6.06,0.41,12.68,5.01,0.46,0.03,0.22,0.72,-0.94,0,0,0.47,1.23,1.6,0.12,3.91,0.108815,0.00727712,0.0401571,0.097301,0,-0.0156866,0,0,0.0714036,0.150402,0.286989,0.0256469,0.772305,0.25355,371.211,76.8558,351.67,1179.98,-4760.51,615.745,2223.82,2371.31,151.515,2581.6,1979.72,28.4946,0,0,0,0,0,1.16,0.24,0.88,2.87,-5.74,1.65,5.33,6.06,0.41,12.86,5.15,0.53,0.04,0.22,4.1,-0.94,0.47,1.24,1.6,0.12,7.38,0.129657,0.00773332,0.0401571,0.0950448,-0.0156866,0.0714036,0.150624,0.286989,0.0256469,0.79157,0.272592,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0192646,0.0190425,,,,,5.01,0,5.15,0,1.43,0,0.84,4.05,1,1,2.8338,,,1,1,33.878,34.386,33.7732,34.2787,132.096,9.50681,63.4483,204.531,0,-404.544,0,0,134.467,350.886,457.986,35.0515,983.429,0,0,0,0,0,77.6141,5.11014,31.7242,100.36,-134.848,67.2333,175.786,228.993,17.5258,569.499,0,0,0,0,2.8338,4761.9,2028.7,42.6028,2.8338,4761.9,2036.23,42.7609,0,0,"",
"2025-11-05 21:25:26","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R07.ribd25","",7,1,2700,"Proposed and Standard","PASS",0.21,0.22,3.43,n/a,247.894,136.516,350.338,1164.54,0,-4282.7,0,0,615.745,2227.37,2371.31,151.515,2982.53,1899.29,53.6067,0,0,0,0,0,0,0.66,0.54,0.87,2.79,0,-5.16,0,0,1.71,5.57,6.11,0.41,13.5,4.86,0.32,0.06,0.22,0.69,-0.89,0,0,0.47,1.23,1.6,0.12,3.82,0.0433314,0.0084547,0.0400049,0.0935559,0,-0.0154189,0,0,0.0714036,0.151571,0.286989,0.0256469,0.705539,0.185347,299.933,162.407,350.338,1148.69,-4282.7,615.745,2233.19,2371.31,151.515,3050.43,1961.37,67.1183,0,0,0,0,0,0.82,0.62,0.87,2.76,-5.17,1.71,5.59,6.11,0.41,13.72,5.07,0.38,0.08,0.22,4.03,-0.89,0.47,1.24,1.6,0.12,7.25,0.0677903,0.00949446,0.0400049,0.0951516,-0.0154189,0.0714036,0.151644,0.286989,0.0256469,0.732706,0.212441,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.027167,0.0270943,,,,,4.86,0,5.07,0,1.29,0,0.73,3.98,1,1,2.6944,,,1,1,34.106,34.618,33.9378,34.4467,91.5107,18.0867,63.208,198.496,0,-382.296,0,0,134.467,352.527,457.986,35.0515,969.038,0,0,0,0,0,56.4833,10.5318,31.604,98.3109,-127.432,67.2333,176.579,228.993,17.5258,559.83,0,0,0,0,2.6944,4283.95,1661.83,38.792,2.6944,4283.95,1660.59,38.763,0,0,"",
"2025-11-05 21:26:22","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R08.ribd25","",8,1,2700,"Proposed and Standard","PASS",0.50,0.45,3.41,120,297.765,584.566,352.928,1109.38,0,-4786.06,0,0,615.745,2242.97,2371.31,151.515,2940.11,2344.64,199.935,0,0,0,0,0,0,0.94,1.54,0.88,2.7,0,-5.91,0,0,1.63,5.39,6.04,0.41,13.62,6.06,0.44,0.27,0.22,0.68,-0.94,0,0,0.47,1.24,1.6,0.12,4.1,0.112796,0.028586,0.0403007,0.0974274,0,-0.0154676,0,0,0.0714036,0.151274,0.286989,0.0256469,0.798956,0.27911,378.235,713.355,352.928,1090.23,-4786.06,615.745,2250.09,2371.31,151.515,3137.34,2534.74,266.619,0,0,0,0,0,1.2,1.82,0.88,2.66,-5.98,1.63,5.41,6.04,0.41,14.07,6.56,0.54,0.31,0.22,3.94,-0.94,0.47,1.25,1.6,0.12,7.51,0.150826,0.0298927,0.0403007,0.0940447,-0.0154676,0.0714036,0.151399,0.286989,0.0256469,0.835035,0.315064,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0360787,0.0359541,,,,,6.06,0,6.56,0,1.61,0,1.12,3.89,1,1,2.9522,,,1,1,30.94,31.388,30.8274,31.2729,126.516,75.7742,63.6752,194.08,0,-402.881,0,0,134.467,353.705,457.986,35.0515,1038.37,0,0,0,0,0,79.411,43.6379,31.8376,95.7169,-134.294,67.2333,177.226,228.993,17.5258,607.288,0,0,0,0,2.9522,4787.46,1961.97,40.9815,2.9522,4787.46,1921.73,40.141,0,0,"",
"2025-11-05 21:27:17","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R09.ribd25","",9,1,2700,"Proposed and Standard","PASS",0.54,0.46,3.43,120,484.066,575.312,349.645,1145.8,0,-5080.06,0,0,615.745,2233.79,2371.31,151.515,2847.12,2554.82,189.945,0,0,0,0,0,0,1.52,1.56,0.87,2.79,0,-6.13,0,0,1.63,5.37,6.03,0.41,14.05,6.74,0.7,0.26,0.22,0.71,-0.99,0,0,0.47,1.23,1.6,0.12,4.32,0.180385,0.0290582,0.0399258,0.0992467,0,-0.0183836,0,0,0.0714036,0.15042,0.286989,0.0256469,0.864691,0.348616,565.935,724.272,349.645,1120.78,-5080.06,615.745,2241.19,2371.31,151.515,3060.33,2760.63,258.426,0,0,0,0,0,1.78,1.9,0.87,2.73,-6.22,1.63,5.38,6.03,0.41,14.51,7.28,0.8,0.31,0.22,3.98,-0.99,0.47,1.24,1.6,0.12,7.75,0.220635,0.030688,0.0399258,0.0965823,-0.0183836,0.0714036,0.150684,0.286989,0.0256469,0.904171,0.387831,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0394797,0.0392158,,,,,6.74,0,7.28,0,1.89,0,1.38,3.93,1,1,3.0151,,,1,1,30.802,31.247,30.7002,31.1431,200.945,75.4558,63.083,202.14,0,-422.948,0,0,134.467,352.184,457.986,35.0515,1098.36,0,0,0,0,0,117.584,44.2888,31.5415,98.8585,-140.983,67.2333,176.487,228.993,17.5258,641.53,0,0,0,0,3.0151,5081.55,2155.54,42.419,3.0151,5081.55,2107.37,41.4711,0,0,"",
"2025-11-05 21:28:11","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R10.ribd25","",10,1,2700,"Proposed and Standard","PASS",0.65,0.54,3.37,151,510.909,866.618,347.461,1113.74,0,-5196.72,0,0,615.745,2241.13,2371.31,151.515,3021.7,2838.73,297.175,0,0,0,0,0,0,1.61,2.18,0.86,2.71,0,-6.35,0,0,1.63,5.38,6.03,0.41,14.46,7.36,0.72,0.35,0.22,0.69,-1.01,0,0,0.47,1.23,1.6,0.12,4.39,0.208987,0.0300381,0.0396764,0.098808,0,-0.0196101,0,0,0.0714036,0.150417,0.286989,0.0256469,0.892356,0.377509,590.107,1067.09,347.461,1094.33,-5196.72,615.745,2247.77,2371.31,151.515,3288.6,3098.99,373.383,0,0,0,0,0,1.88,2.61,0.86,2.66,-6.47,1.63,5.39,6.03,0.41,15,8.01,0.81,0.4,0.22,3.91,-1.01,0.47,1.24,1.6,0.12,7.76,0.268175,0.0318764,0.0396764,0.0953468,-0.0196101,0.0714036,0.150643,0.286989,0.0256469,0.950146,0.435075,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0577907,0.0575654,,,,,7.36,0,8.01,0,1.98,0,1.48,3.86,1,1,3.1029,,,1,1,33.133,33.625,33.072,33.5632,205.9,99.5912,62.6889,197.762,0,-432.843,0,0,134.467,352.906,457.986,35.0515,1113.51,0,0,0,0,0,118.807,57.1066,31.3444,97.5218,-144.281,67.2333,176.799,228.993,17.5258,651.05,0,0,0,0,3.1029,5198.25,2160.53,41.5628,3.1029,5198.25,2094.19,40.2865,0,0,"",
"2025-11-05 21:29:08","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R11.ribd25","",11,1,2700,"Proposed and Standard","PASS",0.88,0.77,3.39,206,1746.7,1424.24,345.115,1351.49,0,-5647.42,0,0,615.745,2230.06,2371.31,151.515,4588.75,4867.54,520.688,0,0,0,0,0,0,5.32,3.68,0.86,3.33,0,-6.56,0,0,1.66,5.3,6.06,0.42,20.07,13.19,2.21,0.55,0.22,0.93,-0.93,0,0,0.47,1.22,1.6,0.12,6.39,0.646432,0.0344963,0.0394085,0.129915,0,-0.00791109,0,0,0.0714036,0.147691,0.286989,0.0256469,1.37407,0.850251,1908.94,1651.29,345.115,1309.23,-5647.42,615.745,2235.48,2371.31,151.515,4941.21,5214.58,605.834,0,0,0,0,0,5.8,4.18,0.86,3.23,-6.68,1.66,5.31,6.06,0.42,20.84,14.07,2.39,0.62,0.22,4.06,-0.93,0.47,1.23,1.6,0.12,9.78,0.686857,0.0361936,0.0394085,0.124818,-0.00791109,0.0714036,0.148005,0.286989,0.0256469,1.41141,0.887277,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0373391,0.0370255,,,,,13.19,0,14.07,0,3.91,0,3.28,4.01,1,1,3.6972,,,1,1,35.234,35.77,35.1496,35.6833,631.374,156.473,62.2656,265.456,0,-397.577,0,0,134.467,348.943,457.986,35.0515,1694.44,0,0,0,0,0,344.553,87.9691,31.1328,127.797,-132.526,67.2333,174.769,228.993,17.5258,947.447,0,0,0,0,3.6972,5649.08,2354.67,41.6824,3.6972,5649.08,2288.8,40.5163,0,0,"",
"2025-11-05 21:30:05","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/17 Prop Design Tests AE/W18R12.ribd25","",12,1,2700,"Proposed and Standard","PASS",0.62,0.58,3.54,87,1768.11,318.893,344.296,1482.64,0,-4800.01,0,0,615.745,2203.21,2371.31,151.515,4455.7,3913.94,97.2272,0,0,0,0,0,0,5.34,0.91,0.86,3.66,0,-5.47,0,0,1.66,5.25,6.06,0.42,18.69,10.77,2.15,0.16,0.22,0.98,-0.77,0,0,0.47,1.21,1.6,0.12,6.14,0.649223,0.0126395,0.039315,0.143911,0,-0.00794382,0,0,0.0714036,0.145985,0.286989,0.0256469,1.36717,0.845089,1901.8,437.622,344.296,1439.61,-4800.01,615.745,2210.86,2371.31,151.515,4672.75,4123.33,153.525,0,0,0,0,0,5.72,1.25,0.86,3.56,-5.53,1.66,5.27,6.06,0.42,19.27,11.39,2.29,0.22,0.22,4.31,-0.77,0.47,1.22,1.6,0.12,9.68,0.670305,0.0131845,0.039315,0.139059,-0.00794382,0.0714036,0.146398,0.286989,0.0256469,1.38436,0.861864,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0171883,0.0167753,,,,,10.77,0,11.39,0,3.51,0,2.78,4.26,1,1,3.0551,,,1,1,26.953,27.319,33.2773,33.7728,615.355,46.586,62.1179,279.313,0,-328.077,0,0,134.467,345.891,457.986,35.0515,1648.69,0,0,0,0,0,331.087,30.4195,31.059,134.906,-109.359,67.2333,173.384,228.993,17.5258,905.248,0,0,0,0,3.0551,4801.42,2047.36,42.6407,3.0551,4801.42,2017.78,42.0246,0,0,"",
