; MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
; Fuel=,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; CZ=,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16
10922,5.778761261,84.80625858,100,5.778761261,84.80625858,100,5.778761261,84.80625858,100,5.778761261,84.80625858,100,5.778761261,84.80625858,100,5.778761261,84.26799017,100,5.778761261,83.96987228,100,5.778761261,84.26799017,100,5.778761261,84.26799017,100,5.778761261,84.26799017,100,5.778761261,84.80625858,100,5.778761261,84.80625858,100,5.778761261,84.80625858,100,5.778761261,84.26799017,100,5.778761261,84.26799017,100,5.778761261,84.26799017,100
10923,5.777247927,84.80625858,100,5.777247927,84.80625858,100,5.777247927,84.80625858,100,5.777247927,84.80625858,100,5.777247927,84.80625858,100,5.777247927,84.26799017,100,5.777247927,83.96987228,100,5.777247927,84.26799017,100,5.777247927,84.26799017,100,5.777247927,84.26799017,100,5.777247927,84.80625858,100,5.777247927,84.80625858,100,5.777247927,84.80625858,100,5.777247927,84.26799017,100,5.777247927,84.26799017,100,5.777247927,84.26799017,100
10924,5.777286845,84.80625858,100,5.777286845,84.80625858,100,5.777286845,84.80625858,100,5.777286845,84.80625858,100,5.777286845,84.80625858,100,5.777286845,84.26799017,100,5.777286845,83.96987228,100,5.777286845,84.26799017,100,5.777286845,84.26799017,100,5.777286845,84.26799017,100,5.777286845,84.80625858,100,5.777286845,84.80625858,100,5.777286845,84.80625858,100,5.777286845,84.26799017,100,5.777286845,84.26799017,100,5.777286845,84.26799017,100
11001,6.265157857,84.80625858,100,6.265157857,84.80625858,100,6.265157857,84.80625858,100,6.265157857,84.80625858,100,6.265157857,84.80625858,100,6.265157857,84.26799017,100,6.265157857,83.96987228,100,6.265157857,84.26799017,100,6.265157857,84.26799017,100,6.265157857,84.26799017,100,6.265157857,84.80625858,100,6.265157857,84.80625858,100,6.265157857,84.80625858,100,6.265157857,84.26799017,100,6.265157857,84.26799017,100,6.265157857,84.26799017,100
11002,6.265445105,84.80625858,100,6.265445105,84.80625858,100,6.265445105,84.80625858,100,6.265445105,84.80625858,100,6.265445105,84.80625858,100,6.265445105,84.26799017,100,6.265445105,83.96987228,100,6.265445105,84.26799017,100,6.265445105,84.26799017,100,6.265445105,84.26799017,100,6.265445105,84.80625858,100,6.265445105,84.80625858,100,6.265445105,84.80625858,100,6.265445105,84.26799017,100,6.265445105,84.26799017,100,6.265445105,84.26799017,100
11003,6.267181995,84.80625858,100,6.267181995,84.80625858,100,6.267181995,84.80625858,100,6.267181995,84.80625858,100,6.267181995,84.80625858,100,6.267181995,84.26799017,100,6.267181995,83.96987228,100,6.267181995,84.26799017,100,6.267181995,84.26799017,100,6.267181995,84.26799017,100,6.267181995,84.80625858,100,6.267181995,84.80625858,100,6.267181995,84.80625858,100,6.267181995,84.26799017,100,6.267181995,84.26799017,100,6.267181995,84.26799017,100
11004,6.269369691,84.80625858,100,6.269369691,84.80625858,100,6.269369691,84.80625858,100,6.269369691,84.80625858,100,6.269369691,84.80625858,100,6.269369691,84.26799017,100,6.269369691,83.96987228,100,6.269369691,84.26799017,100,6.269369691,84.26799017,100,6.269369691,84.26799017,100,6.269369691,84.80625858,100,6.269369691,84.80625858,100,6.269369691,84.80625858,100,6.269369691,84.26799017,100,6.269369691,84.26799017,100,6.269369691,84.26799017,100
11005,6.271596103,84.80625858,100,6.271596103,84.80625858,100,6.271596103,84.80625858,100,6.271596103,84.80625858,100,6.271596103,84.80625858,100,6.271596103,84.26799017,100,6.271596103,83.96987228,100,6.271596103,84.26799017,100,6.271596103,84.26799017,100,6.271596103,84.26799017,100,6.271596103,84.80625858,100,6.271596103,84.80625858,100,6.271596103,84.80625858,100,6.271596103,84.26799017,100,6.271596103,84.26799017,100,6.271596103,84.26799017,100
11006,5.690615885,84.80625858,100,5.690615885,84.80625858,100,5.690615885,84.80625858,100,5.690615885,84.80625858,100,5.690615885,84.80625858,100,5.690615885,84.26799017,100,5.690615885,83.96987228,100,5.690615885,84.26799017,100,5.690615885,84.26799017,100,5.690615885,84.26799017,100,5.690615885,84.80625858,100,5.690615885,84.80625858,100,5.690615885,84.80625858,100,5.690615885,84.26799017,100,5.690615885,84.26799017,100,5.690615885,84.26799017,100
11007,6.338117163,84.80625858,100,6.338117163,84.80625858,100,6.338117163,84.80625858,100,6.338117163,84.80625858,100,6.338117163,84.80625858,100,6.338117163,84.26799017,100,6.338117163,83.96987228,100,6.338117163,84.26799017,100,6.338117163,84.26799017,100,6.338117163,84.26799017,100,6.338117163,84.80625858,100,6.338117163,84.80625858,100,6.338117163,84.80625858,100,6.338117163,84.26799017,100,6.338117163,84.26799017,100,6.338117163,84.26799017,100
11008,6.265112129,84.80625858,100,6.265112129,84.80625858,100,6.265112129,84.80625858,100,6.265112129,84.80625858,100,6.265112129,84.80625858,100,6.265112129,84.26799017,100,6.265112129,83.96987228,100,6.265112129,84.26799017,100,6.265112129,84.26799017,100,6.265112129,84.26799017,100,6.265112129,84.80625858,100,6.265112129,84.80625858,100,6.265112129,84.80625858,100,6.265112129,84.26799017,100,6.265112129,84.26799017,100,6.265112129,84.26799017,100
11009,5.891453858,84.80625858,100,5.891453858,84.80625858,100,5.891453858,84.80625858,100,5.891453858,84.80625858,100,5.891453858,84.80625858,100,5.891453858,84.26799017,100,5.891453858,83.96987228,100,5.891453858,84.26799017,100,5.891453858,84.26799017,100,5.891453858,84.26799017,100,5.891453858,84.80625858,100,5.891453858,84.80625858,100,5.891453858,84.80625858,100,5.891453858,84.26799017,100,5.891453858,84.26799017,100,5.891453858,84.26799017,100
11010,2.570303492,84.80625858,100,2.570303492,84.80625858,100,2.570303492,84.80625858,100,2.570303492,84.80625858,100,2.570303492,84.80625858,100,2.570303492,84.26799017,100,2.570303492,83.96987228,100,2.570303492,84.26799017,100,2.570303492,84.26799017,100,2.570303492,84.26799017,100,2.570303492,84.80625858,100,2.570303492,84.80625858,100,2.570303492,84.80625858,100,2.570303492,84.26799017,100,2.570303492,84.26799017,100,2.570303492,84.26799017,100
11011,2.29400059,84.80625858,100,2.29400059,84.80625858,100,2.29400059,84.80625858,100,2.29400059,84.80625858,100,2.29400059,84.80625858,100,2.29400059,84.26799017,100,2.29400059,83.96987228,100,2.29400059,84.26799017,100,2.29400059,84.26799017,100,2.29400059,84.26799017,100,2.29400059,84.80625858,100,2.29400059,84.80625858,100,2.29400059,84.80625858,100,2.29400059,84.26799017,100,2.29400059,84.26799017,100,2.29400059,84.26799017,100
11012,1.915955773,84.80625858,100,1.915955773,84.80625858,100,1.915955773,84.80625858,100,1.915955773,84.80625858,100,1.915955773,84.80625858,100,1.915955773,84.26799017,100,1.915955773,83.96987228,100,1.915955773,84.26799017,100,1.915955773,84.26799017,100,1.915955773,84.26799017,100,1.915955773,84.80625858,100,1.915955773,84.80625858,100,1.915955773,84.80625858,100,1.915955773,84.26799017,100,1.915955773,84.26799017,100,1.915955773,84.26799017,100
11013,1.942443016,84.80625858,100,1.942443016,84.80625858,100,1.942443016,84.80625858,100,1.942443016,84.80625858,100,1.942443016,84.80625858,100,1.942443016,84.26799017,100,1.942443016,83.96987228,100,1.942443016,84.26799017,100,1.942443016,84.26799017,100,1.942443016,84.26799017,100,1.942443016,84.80625858,100,1.942443016,84.80625858,100,1.942443016,84.80625858,100,1.942443016,84.26799017,100,1.942443016,84.26799017,100,1.942443016,84.26799017,100
11014,1.867643322,84.80625858,100,1.867643322,84.80625858,100,1.867643322,84.80625858,100,1.867643322,84.80625858,100,1.867643322,84.80625858,100,1.867643322,84.26799017,100,1.867643322,83.96987228,100,1.867643322,84.26799017,100,1.867643322,84.26799017,100,1.867643322,84.26799017,100,1.867643322,84.80625858,100,1.867643322,84.80625858,100,1.867643322,84.80625858,100,1.867643322,84.26799017,100,1.867643322,84.26799017,100,1.867643322,84.26799017,100
11015,1.952609625,84.80625858,100,1.952609625,84.80625858,100,1.952609625,84.80625858,100,1.952609625,84.80625858,100,1.952609625,84.80625858,100,1.952609625,84.26799017,100,1.952609625,83.96987228,100,1.952609625,84.26799017,100,1.952609625,84.26799017,100,1.952609625,84.26799017,100,1.952609625,84.80625858,100,1.952609625,84.80625858,100,1.952609625,84.80625858,100,1.952609625,84.26799017,100,1.952609625,84.26799017,100,1.952609625,84.26799017,100
11016,1.819702723,84.80625858,100,1.819702723,84.80625858,100,1.819702723,84.80625858,100,1.819702723,84.80625858,100,1.819702723,84.80625858,100,1.819702723,84.26799017,100,1.819702723,83.96987228,100,1.819702723,84.26799017,100,1.819702723,84.26799017,100,1.819702723,84.26799017,100,1.819702723,84.80625858,100,1.819702723,84.80625858,100,1.819702723,84.80625858,100,1.819702723,84.26799017,100,1.819702723,84.26799017,100,1.819702723,84.26799017,100
11017,3.418333211,84.80625858,100,3.418333211,84.80625858,100,3.418333211,84.80625858,100,3.418333211,84.80625858,100,3.418333211,84.80625858,100,3.418333211,84.26799017,100,3.418333211,83.96987228,100,3.418333211,84.26799017,100,3.418333211,84.26799017,100,3.418333211,84.26799017,100,3.418333211,84.80625858,100,3.418333211,84.80625858,100,3.418333211,84.80625858,100,3.418333211,84.26799017,100,3.418333211,84.26799017,100,3.418333211,84.26799017,100
11018,6.251182278,84.80625858,100,6.251182278,84.80625858,100,6.251182278,84.80625858,100,6.251182278,84.80625858,100,6.251182278,84.80625858,100,6.251182278,84.26799017,100,6.251182278,83.96987228,100,6.251182278,84.26799017,100,6.251182278,84.26799017,100,6.251182278,84.26799017,100,6.251182278,84.80625858,100,6.251182278,84.80625858,100,6.251182278,84.80625858,100,6.251182278,84.26799017,100,6.251182278,84.26799017,100,6.251182278,84.26799017,100
11019,6.643067506,84.80625858,100,6.643067506,84.80625858,100,6.643067506,84.80625858,100,6.643067506,84.80625858,100,6.643067506,84.80625858,100,6.643067506,84.26799017,100,6.643067506,83.96987228,100,6.643067506,84.26799017,100,6.643067506,84.26799017,100,6.643067506,84.26799017,100,6.643067506,84.80625858,100,6.643067506,84.80625858,100,6.643067506,84.80625858,100,6.643067506,84.26799017,100,6.643067506,84.26799017,100,6.643067506,84.26799017,100
11020,6.642325372,84.80625858,100,6.642325372,84.80625858,100,6.642325372,84.80625858,100,6.642325372,84.80625858,100,6.642325372,84.80625858,100,6.642325372,84.26799017,100,6.642325372,83.96987228,100,6.642325372,84.26799017,100,6.642325372,84.26799017,100,6.642325372,84.26799017,100,6.642325372,84.80625858,100,6.642325372,84.80625858,100,6.642325372,84.80625858,100,6.642325372,84.26799017,100,6.642325372,84.26799017,100,6.642325372,84.26799017,100
11021,6.642295996,84.80625858,100,6.642295996,84.80625858,100,6.642295996,84.80625858,100,6.642295996,84.80625858,100,6.642295996,84.80625858,100,6.642295996,84.26799017,100,6.642295996,83.96987228,100,6.642295996,84.26799017,100,6.642295996,84.26799017,100,6.642295996,84.26799017,100,6.642295996,84.80625858,100,6.642295996,84.80625858,100,6.642295996,84.80625858,100,6.642295996,84.26799017,100,6.642295996,84.26799017,100,6.642295996,84.26799017,100
11022,6.641813396,84.80625858,100,6.641813396,84.80625858,100,6.641813396,84.80625858,100,6.641813396,84.80625858,100,6.641813396,84.80625858,100,6.641813396,84.26799017,100,6.641813396,83.96987228,100,6.641813396,84.26799017,100,6.641813396,84.26799017,100,6.641813396,84.26799017,100,6.641813396,84.80625858,100,6.641813396,84.80625858,100,6.641813396,84.80625858,100,6.641813396,84.26799017,100,6.641813396,84.26799017,100,6.641813396,84.26799017,100
11023,6.550473727,84.80625858,100,6.550473727,84.80625858,100,6.550473727,84.80625858,100,6.550473727,84.80625858,100,6.550473727,84.80625858,100,6.550473727,84.26799017,100,6.550473727,83.96987228,100,6.550473727,84.26799017,100,6.550473727,84.26799017,100,6.550473727,84.26799017,100,6.550473727,84.80625858,100,6.550473727,84.80625858,100,6.550473727,84.80625858,100,6.550473727,84.26799017,100,6.550473727,84.26799017,100,6.550473727,84.26799017,100
11024,6.64143635,84.80625858,100,6.64143635,84.80625858,100,6.64143635,84.80625858,100,6.64143635,84.80625858,100,6.64143635,84.80625858,100,6.64143635,84.26799017,100,6.64143635,83.96987228,100,6.64143635,84.26799017,100,6.64143635,84.26799017,100,6.64143635,84.26799017,100,6.64143635,84.80625858,100,6.64143635,84.80625858,100,6.64143635,84.80625858,100,6.64143635,84.26799017,100,6.64143635,84.26799017,100,6.64143635,84.26799017,100
11101,6.036961092,84.80625858,100,6.036961092,84.80625858,100,6.036961092,84.80625858,100,6.036961092,84.80625858,100,6.036961092,84.80625858,100,6.036961092,84.26799017,100,6.036961092,83.96987228,100,6.036961092,84.26799017,100,6.036961092,84.26799017,100,6.036961092,84.26799017,100,6.036961092,84.80625858,100,6.036961092,84.80625858,100,6.036961092,84.80625858,100,6.036961092,84.26799017,100,6.036961092,84.26799017,100,6.036961092,84.26799017,100
11102,6.037082964,84.80625858,100,6.037082964,84.80625858,100,6.037082964,84.80625858,100,6.037082964,84.80625858,100,6.037082964,84.80625858,100,6.037082964,84.26799017,100,6.037082964,83.96987228,100,6.037082964,84.26799017,100,6.037082964,84.26799017,100,6.037082964,84.26799017,100,6.037082964,84.80625858,100,6.037082964,84.80625858,100,6.037082964,84.80625858,100,6.037082964,84.26799017,100,6.037082964,84.26799017,100,6.037082964,84.26799017,100
11103,6.037231686,84.80625858,100,6.037231686,84.80625858,100,6.037231686,84.80625858,100,6.037231686,84.80625858,100,6.037231686,84.80625858,100,6.037231686,84.26799017,100,6.037231686,83.96987228,100,6.037231686,84.26799017,100,6.037231686,84.26799017,100,6.037231686,84.26799017,100,6.037231686,84.80625858,100,6.037231686,84.80625858,100,6.037231686,84.80625858,100,6.037231686,84.26799017,100,6.037231686,84.26799017,100,6.037231686,84.26799017,100
11104,6.037256937,84.80625858,100,6.037256937,84.80625858,100,6.037256937,84.80625858,100,6.037256937,84.80625858,100,6.037256937,84.80625858,100,6.037256937,84.26799017,100,6.037256937,83.96987228,100,6.037256937,84.26799017,100,6.037256937,84.26799017,100,6.037256937,84.26799017,100,6.037256937,84.80625858,100,6.037256937,84.80625858,100,6.037256937,84.80625858,100,6.037256937,84.26799017,100,6.037256937,84.26799017,100,6.037256937,84.26799017,100
11105,6.037283483,84.80625858,100,6.037283483,84.80625858,100,6.037283483,84.80625858,100,6.037283483,84.80625858,100,6.037283483,84.80625858,100,6.037283483,84.26799017,100,6.037283483,83.96987228,100,6.037283483,84.26799017,100,6.037283483,84.26799017,100,6.037283483,84.26799017,100,6.037283483,84.80625858,100,6.037283483,84.80625858,100,6.037283483,84.80625858,100,6.037283483,84.26799017,100,6.037283483,84.26799017,100,6.037283483,84.26799017,100
11106,6.037329805,84.80625858,100,6.037329805,84.80625858,100,6.037329805,84.80625858,100,6.037329805,84.80625858,100,6.037329805,84.80625858,100,6.037329805,84.26799017,100,6.037329805,83.96987228,100,6.037329805,84.26799017,100,6.037329805,84.26799017,100,6.037329805,84.26799017,100,6.037329805,84.80625858,100,6.037329805,84.80625858,100,6.037329805,84.80625858,100,6.037329805,84.26799017,100,6.037329805,84.26799017,100,6.037329805,84.26799017,100
11107,6.037230762,84.80625858,100,6.037230762,84.80625858,100,6.037230762,84.80625858,100,6.037230762,84.80625858,100,6.037230762,84.80625858,100,6.037230762,84.26799017,100,6.037230762,83.96987228,100,6.037230762,84.26799017,100,6.037230762,84.26799017,100,6.037230762,84.26799017,100,6.037230762,84.80625858,100,6.037230762,84.80625858,100,6.037230762,84.80625858,100,6.037230762,84.26799017,100,6.037230762,84.26799017,100,6.037230762,84.26799017,100
11108,6.037283473,84.80625858,100,6.037283473,84.80625858,100,6.037283473,84.80625858,100,6.037283473,84.80625858,100,6.037283473,84.80625858,100,6.037283473,84.26799017,100,6.037283473,83.96987228,100,6.037283473,84.26799017,100,6.037283473,84.26799017,100,6.037283473,84.26799017,100,6.037283473,84.80625858,100,6.037283473,84.80625858,100,6.037283473,84.80625858,100,6.037283473,84.26799017,100,6.037283473,84.26799017,100,6.037283473,84.26799017,100
11109,6.037108166,84.80625858,100,6.037108166,84.80625858,100,6.037108166,84.80625858,100,6.037108166,84.80625858,100,6.037108166,84.80625858,100,6.037108166,84.26799017,100,6.037108166,83.96987228,100,6.037108166,84.26799017,100,6.037108166,84.26799017,100,6.037108166,84.26799017,100,6.037108166,84.80625858,100,6.037108166,84.80625858,100,6.037108166,84.80625858,100,6.037108166,84.26799017,100,6.037108166,84.26799017,100,6.037108166,84.26799017,100
11110,4.758439904,84.80625858,100,4.758439904,84.80625858,100,4.758439904,84.80625858,100,4.758439904,84.80625858,100,4.758439904,84.80625858,100,4.758439904,84.26799017,100,4.758439904,83.96987228,100,4.758439904,84.26799017,100,4.758439904,84.26799017,100,4.758439904,84.26799017,100,4.758439904,84.80625858,100,4.758439904,84.80625858,100,4.758439904,84.80625858,100,4.758439904,84.26799017,100,4.758439904,84.26799017,100,4.758439904,84.26799017,100
11111,4.72714004,84.80625858,100,4.72714004,84.80625858,100,4.72714004,84.80625858,100,4.72714004,84.80625858,100,4.72714004,84.80625858,100,4.72714004,84.26799017,100,4.72714004,83.96987228,100,4.72714004,84.26799017,100,4.72714004,84.26799017,100,4.72714004,84.26799017,100,4.72714004,84.80625858,100,4.72714004,84.80625858,100,4.72714004,84.80625858,100,4.72714004,84.26799017,100,4.72714004,84.26799017,100,4.72714004,84.26799017,100
11112,4.51762587,84.80625858,100,4.51762587,84.80625858,100,4.51762587,84.80625858,100,4.51762587,84.80625858,100,4.51762587,84.80625858,100,4.51762587,84.26799017,100,4.51762587,83.96987228,100,4.51762587,84.26799017,100,4.51762587,84.26799017,100,4.51762587,84.26799017,100,4.51762587,84.80625858,100,4.51762587,84.80625858,100,4.51762587,84.80625858,100,4.51762587,84.26799017,100,4.51762587,84.26799017,100,4.51762587,84.26799017,100
11113,4.517571512,84.80625858,100,4.517571512,84.80625858,100,4.517571512,84.80625858,100,4.517571512,84.80625858,100,4.517571512,84.80625858,100,4.517571512,84.26799017,100,4.517571512,83.96987228,100,4.517571512,84.26799017,100,4.517571512,84.26799017,100,4.517571512,84.26799017,100,4.517571512,84.80625858,100,4.517571512,84.80625858,100,4.517571512,84.80625858,100,4.517571512,84.26799017,100,4.517571512,84.26799017,100,4.517571512,84.26799017,100
11114,4.698047533,84.80625858,100,4.698047533,84.80625858,100,4.698047533,84.80625858,100,4.698047533,84.80625858,100,4.698047533,84.80625858,100,4.698047533,84.26799017,100,4.698047533,83.96987228,100,4.698047533,84.26799017,100,4.698047533,84.26799017,100,4.698047533,84.26799017,100,4.698047533,84.80625858,100,4.698047533,84.80625858,100,4.698047533,84.80625858,100,4.698047533,84.26799017,100,4.698047533,84.26799017,100,4.698047533,84.26799017,100
11115,4.698089768,84.80625858,100,4.698089768,84.80625858,100,4.698089768,84.80625858,100,4.698089768,84.80625858,100,4.698089768,84.80625858,100,4.698089768,84.26799017,100,4.698089768,83.96987228,100,4.698089768,84.26799017,100,4.698089768,84.26799017,100,4.698089768,84.26799017,100,4.698089768,84.80625858,100,4.698089768,84.80625858,100,4.698089768,84.80625858,100,4.698089768,84.26799017,100,4.698089768,84.26799017,100,4.698089768,84.26799017,100
11116,4.782781238,84.80625858,100,4.782781238,84.80625858,100,4.782781238,84.80625858,100,4.782781238,84.80625858,100,4.782781238,84.80625858,100,4.782781238,84.26799017,100,4.782781238,83.96987228,100,4.782781238,84.26799017,100,4.782781238,84.26799017,100,4.782781238,84.26799017,100,4.782781238,84.80625858,100,4.782781238,84.80625858,100,4.782781238,84.80625858,100,4.782781238,84.26799017,100,4.782781238,84.26799017,100,4.782781238,84.26799017,100
11117,5.588517121,84.80625858,100,5.588517121,84.80625858,100,5.588517121,84.80625858,100,5.588517121,84.80625858,100,5.588517121,84.80625858,100,5.588517121,84.26799017,100,5.588517121,83.96987228,100,5.588517121,84.26799017,100,5.588517121,84.26799017,100,5.588517121,84.26799017,100,5.588517121,84.80625858,100,5.588517121,84.80625858,100,5.588517121,84.80625858,100,5.588517121,84.26799017,100,5.588517121,84.26799017,100,5.588517121,84.26799017,100
11118,6.036431991,84.80625858,100,6.036431991,84.80625858,100,6.036431991,84.80625858,100,6.036431991,84.80625858,100,6.036431991,84.80625858,100,6.036431991,84.26799017,100,6.036431991,83.96987228,100,6.036431991,84.26799017,100,6.036431991,84.26799017,100,6.036431991,84.26799017,100,6.036431991,84.80625858,100,6.036431991,84.80625858,100,6.036431991,84.80625858,100,6.036431991,84.26799017,100,6.036431991,84.26799017,100,6.036431991,84.26799017,100
11119,6.036424497,84.80625858,100,6.036424497,84.80625858,100,6.036424497,84.80625858,100,6.036424497,84.80625858,100,6.036424497,84.80625858,100,6.036424497,84.26799017,100,6.036424497,83.96987228,100,6.036424497,84.26799017,100,6.036424497,84.26799017,100,6.036424497,84.26799017,100,6.036424497,84.80625858,100,6.036424497,84.80625858,100,6.036424497,84.80625858,100,6.036424497,84.26799017,100,6.036424497,84.26799017,100,6.036424497,84.26799017,100
11120,6.036494231,84.80625858,100,6.036494231,84.80625858,100,6.036494231,84.80625858,100,6.036494231,84.80625858,100,6.036494231,84.80625858,100,6.036494231,84.26799017,100,6.036494231,83.96987228,100,6.036494231,84.26799017,100,6.036494231,84.26799017,100,6.036494231,84.26799017,100,6.036494231,84.80625858,100,6.036494231,84.80625858,100,6.036494231,84.80625858,100,6.036494231,84.26799017,100,6.036494231,84.26799017,100,6.036494231,84.26799017,100
11121,6.036557424,84.80625858,100,6.036557424,84.80625858,100,6.036557424,84.80625858,100,6.036557424,84.80625858,100,6.036557424,84.80625858,100,6.036557424,84.26799017,100,6.036557424,83.96987228,100,6.036557424,84.26799017,100,6.036557424,84.26799017,100,6.036557424,84.26799017,100,6.036557424,84.80625858,100,6.036557424,84.80625858,100,6.036557424,84.80625858,100,6.036557424,84.26799017,100,6.036557424,84.26799017,100,6.036557424,84.26799017,100
11122,6.036749711,84.80625858,100,6.036749711,84.80625858,100,6.036749711,84.80625858,100,6.036749711,84.80625858,100,6.036749711,84.80625858,100,6.036749711,84.26799017,100,6.036749711,83.96987228,100,6.036749711,84.26799017,100,6.036749711,84.26799017,100,6.036749711,84.26799017,100,6.036749711,84.80625858,100,6.036749711,84.80625858,100,6.036749711,84.80625858,100,6.036749711,84.26799017,100,6.036749711,84.26799017,100,6.036749711,84.26799017,100
11123,6.036798497,84.80625858,100,6.036798497,84.80625858,100,6.036798497,84.80625858,100,6.036798497,84.80625858,100,6.036798497,84.80625858,100,6.036798497,84.26799017,100,6.036798497,83.96987228,100,6.036798497,84.26799017,100,6.036798497,84.26799017,100,6.036798497,84.26799017,100,6.036798497,84.80625858,100,6.036798497,84.80625858,100,6.036798497,84.80625858,100,6.036798497,84.26799017,100,6.036798497,84.26799017,100,6.036798497,84.26799017,100
11124,6.036842239,84.80625858,100,6.036842239,84.80625858,100,6.036842239,84.80625858,100,6.036842239,84.80625858,100,6.036842239,84.80625858,100,6.036842239,84.26799017,100,6.036842239,83.96987228,100,6.036842239,84.26799017,100,6.036842239,84.26799017,100,6.036842239,84.26799017,100,6.036842239,84.80625858,100,6.036842239,84.80625858,100,6.036842239,84.80625858,100,6.036842239,84.26799017,100,6.036842239,84.26799017,100,6.036842239,84.26799017,100
11201,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.26799017,100,5.224272262,83.96987228,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100
11202,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.26799017,100,5.224272262,83.96987228,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100
11203,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.26799017,100,5.224272262,83.96987228,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.80625858,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100,5.224272262,84.26799017,100
11204,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.26799017,100,4.971173146,83.96987228,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100
11205,4.8699335,84.80625858,100,4.8699335,84.80625858,100,4.8699335,84.80625858,100,4.8699335,84.80625858,100,4.8699335,84.80625858,100,4.8699335,84.26799017,100,4.8699335,83.96987228,100,4.8699335,84.26799017,100,4.8699335,84.26799017,100,4.8699335,84.26799017,100,4.8699335,84.80625858,100,4.8699335,84.80625858,100,4.8699335,84.80625858,100,4.8699335,84.26799017,100,4.8699335,84.26799017,100,4.8699335,84.26799017,100
11206,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.26799017,100,4.971173146,83.96987228,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100
11207,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.26799017,100,4.971173146,83.96987228,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.80625858,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100,4.971173146,84.26799017,100
