;,B,B,B,C,C,C,D,D,D,E,E,E,F,F,F,G,G,G,H,H,H,I,I,I,J,J,J,K,K,K,L,L,L,M,M,M,N,N,N,O,O,O,P,P,P,Q,Q,Q
;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm
12907,6.1447652,103.11,100,6.1447652,103.11,100,6.1447652,103.11,100,6.1447652,103.11,100,6.1447652,103.11,100,6.1157547,101.66,100,6.1157547,101.66,100,6.1157547,101.66,100,6.1157547,101.66,100,6.1157547,101.66,100,6.1447652,103.11,100,6.1447652,103.11,100,6.1447652,103.11,100,6.1157547,101.66,100,6.1157547,101.66,100,6.1157547,101.66,100
12908,6.1420348,103.11,100,6.1420348,103.11,100,6.1420348,103.11,100,6.1420348,103.11,100,6.1420348,103.11,100,6.1406696,101.66,100,6.1406696,101.66,100,6.1406696,101.66,100,6.1406696,101.66,100,6.1406696,101.66,100,6.1420348,103.11,100,6.1420348,103.11,100,6.1420348,103.11,100,6.1406696,101.66,100,6.1406696,101.66,100,6.1406696,101.66,100
12909,5.8594384,103.11,100,5.8594384,103.11,100,5.8594384,103.11,100,5.8594384,103.11,100,5.8594384,103.11,100,5.4314482,101.66,100,5.4314482,101.66,100,5.4314482,101.66,100,5.4314482,101.66,100,5.4314482,101.66,100,5.8594384,103.11,100,5.8594384,103.11,100,5.8594384,103.11,100,5.4314482,101.66,100,5.4314482,101.66,100,5.4314482,101.66,100
12910,4.0775111,103.11,100,4.0775111,103.11,100,4.0775111,103.11,100,4.0775111,103.11,100,4.0775111,103.11,100,3.7843344,101.66,100,3.7843344,101.66,100,3.7843344,101.66,100,3.7843344,101.66,100,3.7843344,101.66,100,4.0775111,103.11,100,4.0775111,103.11,100,4.0775111,103.11,100,3.7843344,101.66,100,3.7843344,101.66,100,3.7843344,101.66,100
12911,3.5007141,103.11,100,3.5007141,103.11,100,3.5007141,103.11,100,3.5007141,103.11,100,3.5007141,103.11,100,3.1662401,101.66,100,3.1662401,101.66,100,3.1662401,101.66,100,3.1662401,101.66,100,3.1662401,101.66,100,3.5007141,103.11,100,3.5007141,103.11,100,3.5007141,103.11,100,3.1662401,101.66,100,3.1662401,101.66,100,3.1662401,101.66,100
12912,3.0757956,103.11,100,3.0757956,103.11,100,3.0757956,103.11,100,3.0757956,103.11,100,3.0757956,103.11,100,2.9583884,101.66,100,2.9583884,101.66,100,2.9583884,101.66,100,2.9583884,101.66,100,2.9583884,101.66,100,3.0757956,103.11,100,3.0757956,103.11,100,3.0757956,103.11,100,2.9583884,101.66,100,2.9583884,101.66,100,2.9583884,101.66,100
12913,3.0187985,103.11,100,3.0187985,103.11,100,3.0187985,103.11,100,3.0187985,103.11,100,3.0187985,103.11,100,2.860094,101.66,100,2.860094,101.66,100,2.860094,101.66,100,2.860094,101.66,100,2.860094,101.66,100,3.0187985,103.11,100,3.0187985,103.11,100,3.0187985,103.11,100,2.860094,101.66,100,2.860094,101.66,100,2.860094,101.66,100
12914,3.0167507,103.11,100,3.0167507,103.11,100,3.0167507,103.11,100,3.0167507,103.11,100,3.0167507,103.11,100,2.7809124,101.66,100,2.7809124,101.66,100,2.7809124,101.66,100,2.7809124,101.66,100,2.7809124,101.66,100,3.0167507,103.11,100,3.0167507,103.11,100,3.0167507,103.11,100,2.7809124,101.66,100,2.7809124,101.66,100,2.7809124,101.66,100
12915,3.4884273,103.11,100,3.4884273,103.11,100,3.4884273,103.11,100,3.4884273,103.11,100,3.4884273,103.11,100,3.1525881,101.66,100,3.1525881,101.66,100,3.1525881,101.66,100,3.1525881,101.66,100,3.1525881,101.66,100,3.4884273,103.11,100,3.4884273,103.11,100,3.4884273,103.11,100,3.1525881,101.66,100,3.1525881,101.66,100,3.1525881,101.66,100
12916,5.0706941,103.11,100,5.0706941,103.11,100,5.0706941,103.11,100,5.0706941,103.11,100,5.0706941,103.11,100,4.6201781,101.66,100,4.6201781,101.66,100,4.6201781,101.66,100,4.6201781,101.66,100,4.6201781,101.66,100,5.0706941,103.11,100,5.0706941,103.11,100,5.0706941,103.11,100,4.6201781,101.66,100,4.6201781,101.66,100,4.6201781,101.66,100
12917,6.1338436,103.11,100,6.1338436,103.11,100,6.1338436,103.11,100,6.1338436,103.11,100,6.1338436,103.11,100,6.167291,101.66,100,6.167291,101.66,100,6.167291,101.66,100,6.167291,101.66,100,6.167291,101.66,100,6.1338436,103.11,100,6.1338436,103.11,100,6.1338436,103.11,100,6.167291,101.66,100,6.167291,101.66,100,6.167291,101.66,100
12918,6.1300893,103.11,100,6.1300893,103.11,100,6.1300893,103.11,100,6.1300893,103.11,100,6.1300893,103.11,100,6.198008,101.66,100,6.198008,101.66,100,6.198008,101.66,100,6.198008,101.66,100,6.198008,101.66,100,6.1300893,103.11,100,6.1300893,103.11,100,6.1300893,103.11,100,6.198008,101.66,100,6.198008,101.66,100,6.198008,101.66,100
12919,6.1300893,103.11,100,6.1300893,103.11,100,6.1300893,103.11,100,6.1300893,103.11,100,6.1300893,103.11,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1300893,103.11,100,6.1300893,103.11,100,6.1300893,103.11,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1986906,101.66,100
12920,6.1304306,103.11,100,6.1304306,103.11,100,6.1304306,103.11,100,6.1304306,103.11,100,6.1304306,103.11,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1304306,103.11,100,6.1304306,103.11,100,6.1304306,103.11,100,6.1986906,101.66,100,6.1986906,101.66,100,6.1986906,101.66,100
12921,6.1307719,103.11,100,6.1307719,103.11,100,6.1307719,103.11,100,6.1307719,103.11,100,6.1307719,103.11,100,6.1990319,101.66,100,6.1990319,101.66,100,6.1990319,101.66,100,6.1990319,101.66,100,6.1990319,101.66,100,6.1307719,103.11,100,6.1307719,103.11,100,6.1307719,103.11,100,6.1990319,101.66,100,6.1990319,101.66,100,6.1990319,101.66,100
12922,6.1321371,103.11,100,6.1321371,103.11,100,6.1321371,103.11,100,6.1321371,103.11,100,6.1321371,103.11,100,6.1959602,101.66,100,6.1959602,101.66,100,6.1959602,101.66,100,6.1959602,101.66,100,6.1959602,101.66,100,6.1321371,103.11,100,6.1321371,103.11,100,6.1321371,103.11,100,6.1959602,101.66,100,6.1959602,101.66,100,6.1959602,101.66,100
12923,6.1341849,103.11,100,6.1341849,103.11,100,6.1341849,103.11,100,6.1341849,103.11,100,6.1341849,103.11,100,6.146813,101.66,100,6.146813,101.66,100,6.146813,101.66,100,6.146813,101.66,100,6.146813,101.66,100,6.1341849,103.11,100,6.1341849,103.11,100,6.1341849,103.11,100,6.146813,101.66,100,6.146813,101.66,100,6.146813,101.66,100
12924,6.0140473,103.11,100,6.0140473,103.11,100,6.0140473,103.11,100,6.0140473,103.11,100,6.0140473,103.11,100,6.0164364,101.66,100,6.0164364,101.66,100,6.0164364,101.66,100,6.0164364,101.66,100,6.0164364,101.66,100,6.0140473,103.11,100,6.0140473,103.11,100,6.0140473,103.11,100,6.0164364,101.66,100,6.0164364,101.66,100,6.0164364,101.66,100
13001,6.1590998,103.11,100,6.1590998,103.11,100,6.1590998,103.11,100,6.1590998,103.11,100,6.1590998,103.11,100,6.058075,101.66,100,6.058075,101.66,100,6.058075,101.66,100,6.058075,101.66,100,6.058075,101.66,100,6.1590998,103.11,100,6.1590998,103.11,100,6.1590998,103.11,100,6.058075,101.66,100,6.058075,101.66,100,6.058075,101.66,100
13002,6.1628541,103.11,100,6.1628541,103.11,100,6.1628541,103.11,100,6.1628541,103.11,100,6.1628541,103.11,100,6.112683,101.66,100,6.112683,101.66,100,6.112683,101.66,100,6.112683,101.66,100,6.112683,101.66,100,6.1628541,103.11,100,6.1628541,103.11,100,6.1628541,103.11,100,6.112683,101.66,100,6.112683,101.66,100,6.112683,101.66,100
13003,6.1662671,103.11,100,6.1662671,103.11,100,6.1662671,103.11,100,6.1662671,103.11,100,6.1662671,103.11,100,6.2461313,101.66,100,6.2461313,101.66,100,6.2461313,101.66,100,6.2461313,101.66,100,6.2461313,101.66,100,6.1662671,103.11,100,6.1662671,103.11,100,6.1662671,103.11,100,6.2461313,101.66,100,6.2461313,101.66,100,6.2461313,101.66,100
13004,6.1693388,103.11,100,6.1693388,103.11,100,6.1693388,103.11,100,6.1693388,103.11,100,6.1693388,103.11,100,6.0270167,101.66,100,6.0270167,101.66,100,6.0270167,101.66,100,6.0270167,101.66,100,6.0270167,101.66,100,6.1693388,103.11,100,6.1693388,103.11,100,6.1693388,103.11,100,6.0270167,101.66,100,6.0270167,101.66,100,6.0270167,101.66,100
13005,6.174117,103.11,100,6.174117,103.11,100,6.174117,103.11,100,6.174117,103.11,100,6.174117,103.11,100,6.2372575,101.66,100,6.2372575,101.66,100,6.2372575,101.66,100,6.2372575,101.66,100,6.2372575,101.66,100,6.174117,103.11,100,6.174117,103.11,100,6.174117,103.11,100,6.2372575,101.66,100,6.2372575,101.66,100,6.2372575,101.66,100
13006,6.1768474,103.11,100,6.1768474,103.11,100,6.1768474,103.11,100,6.1768474,103.11,100,6.1768474,103.11,100,6.242377,101.66,100,6.242377,101.66,100,6.242377,101.66,100,6.242377,101.66,100,6.242377,101.66,100,6.1768474,103.11,100,6.1768474,103.11,100,6.1768474,103.11,100,6.242377,101.66,100,6.242377,101.66,100,6.242377,101.66,100
13007,6.1717279,103.11,100,6.1717279,103.11,100,6.1717279,103.11,100,6.1717279,103.11,100,6.1717279,103.11,100,6.2454487,101.66,100,6.2454487,101.66,100,6.2454487,101.66,100,6.2454487,101.66,100,6.2454487,101.66,100,6.1717279,103.11,100,6.1717279,103.11,100,6.1717279,103.11,100,6.2454487,101.66,100,6.2454487,101.66,100,6.2454487,101.66,100
13008,6.1700214,103.11,100,6.1700214,103.11,100,6.1700214,103.11,100,6.1700214,103.11,100,6.1700214,103.11,100,6.2440835,101.66,100,6.2440835,101.66,100,6.2440835,101.66,100,6.2440835,101.66,100,6.2440835,101.66,100,6.1700214,103.11,100,6.1700214,103.11,100,6.1700214,103.11,100,6.2440835,101.66,100,6.2440835,101.66,100,6.2440835,101.66,100
13009,6.1539803,103.11,100,6.1539803,103.11,100,6.1539803,103.11,100,6.1539803,103.11,100,6.1539803,103.11,100,5.1140392,101.66,100,5.1140392,101.66,100,5.1140392,101.66,100,5.1140392,101.66,100,5.1140392,101.66,100,6.1539803,103.11,100,6.1539803,103.11,100,6.1539803,103.11,100,5.1140392,101.66,100,5.1140392,101.66,100,5.1140392,101.66,100
13010,4.60755,103.11,100,4.60755,103.11,100,4.60755,103.11,100,4.60755,103.11,100,4.60755,103.11,100,3.4181195,101.66,100,3.4181195,101.66,100,3.4181195,101.66,100,3.4181195,101.66,100,3.4181195,101.66,100,4.60755,103.11,100,4.60755,103.11,100,4.60755,103.11,100,3.4181195,101.66,100,3.4181195,101.66,100,3.4181195,101.66,100
13011,3.4781883,103.11,100,3.4781883,103.11,100,3.4781883,103.11,100,3.4781883,103.11,100,3.4781883,103.11,100,3.030744,101.66,100,3.030744,101.66,100,3.030744,101.66,100,3.030744,101.66,100,3.030744,101.66,100,3.4781883,103.11,100,3.4781883,103.11,100,3.4781883,103.11,100,3.030744,101.66,100,3.030744,101.66,100,3.030744,101.66,100
13012,3.0392765,103.11,100,3.0392765,103.11,100,3.0392765,103.11,100,3.0392765,103.11,100,3.0392765,103.11,100,2.4242539,101.66,100,2.4242539,101.66,100,2.4242539,101.66,100,2.4242539,101.66,100,2.4242539,101.66,100,3.0392765,103.11,100,3.0392765,103.11,100,3.0392765,103.11,100,2.4242539,101.66,100,2.4242539,101.66,100,2.4242539,101.66,100
13013,2.8897871,103.11,100,2.8897871,103.11,100,2.8897871,103.11,100,2.8897871,103.11,100,2.8897871,103.11,100,2.4344929,101.66,100,2.4344929,101.66,100,2.4344929,101.66,100,2.4344929,101.66,100,2.4344929,101.66,100,2.8897871,103.11,100,2.8897871,103.11,100,2.8897871,103.11,100,2.4344929,101.66,100,2.4344929,101.66,100,2.4344929,101.66,100
13014,3.1385948,103.11,100,3.1385948,103.11,100,3.1385948,103.11,100,3.1385948,103.11,100,3.1385948,103.11,100,2.9884228,101.66,100,2.9884228,101.66,100,2.9884228,101.66,100,2.9884228,101.66,100,2.9884228,101.66,100,3.1385948,103.11,100,3.1385948,103.11,100,3.1385948,103.11,100,2.9884228,101.66,100,2.9884228,101.66,100,2.9884228,101.66,100
13015,3.4727275,103.11,100,3.4727275,103.11,100,3.4727275,103.11,100,3.4727275,103.11,100,3.4727275,103.11,100,3.1208472,101.66,100,3.1208472,101.66,100,3.1208472,101.66,100,3.1208472,101.66,100,3.1208472,101.66,100,3.4727275,103.11,100,3.4727275,103.11,100,3.4727275,103.11,100,3.1208472,101.66,100,3.1208472,101.66,100,3.1208472,101.66,100
13016,5.7686526,103.11,100,5.7686526,103.11,100,5.7686526,103.11,100,5.7686526,103.11,100,5.7686526,103.11,100,4.7078922,101.66,100,4.7078922,101.66,100,4.7078922,101.66,100,4.7078922,101.66,100,4.7078922,101.66,100,5.7686526,103.11,100,5.7686526,103.11,100,5.7686526,103.11,100,4.7078922,101.66,100,4.7078922,101.66,100,4.7078922,101.66,100
13017,6.1628541,103.11,100,6.1628541,103.11,100,6.1628541,103.11,100,6.1628541,103.11,100,6.1628541,103.11,100,6.1611476,101.66,100,6.1611476,101.66,100,6.1611476,101.66,100,6.1611476,101.66,100,6.1611476,101.66,100,6.1628541,103.11,100,6.1628541,103.11,100,6.1628541,103.11,100,6.1611476,101.66,100,6.1611476,101.66,100,6.1611476,101.66,100
13018,6.1601237,103.11,100,6.1601237,103.11,100,6.1601237,103.11,100,6.1601237,103.11,100,6.1601237,103.11,100,6.2041514,101.66,100,6.2041514,101.66,100,6.2041514,101.66,100,6.2041514,101.66,100,6.2041514,101.66,100,6.1601237,103.11,100,6.1601237,103.11,100,6.1601237,103.11,100,6.2041514,101.66,100,6.2041514,101.66,100,6.2041514,101.66,100
13019,6.1597824,103.11,100,6.1597824,103.11,100,6.1597824,103.11,100,6.1597824,103.11,100,6.1597824,103.11,100,6.2044927,101.66,100,6.2044927,101.66,100,6.2044927,101.66,100,6.2044927,101.66,100,6.2044927,101.66,100,6.1597824,103.11,100,6.1597824,103.11,100,6.1597824,103.11,100,6.2044927,101.66,100,6.2044927,101.66,100,6.2044927,101.66,100
13020,6.1597824,103.11,100,6.1597824,103.11,100,6.1597824,103.11,100,6.1597824,103.11,100,6.1597824,103.11,100,6.2058579,101.66,100,6.2058579,101.66,100,6.2058579,101.66,100,6.2058579,101.66,100,6.2058579,101.66,100,6.1597824,103.11,100,6.1597824,103.11,100,6.1597824,103.11,100,6.2058579,101.66,100,6.2058579,101.66,100,6.2058579,101.66,100
13021,6.1584172,103.11,100,6.1584172,103.11,100,6.1584172,103.11,100,6.1584172,103.11,100,6.1584172,103.11,100,6.1420348,101.66,100,6.1420348,101.66,100,6.1420348,101.66,100,6.1420348,101.66,100,6.1420348,101.66,100,6.1584172,103.11,100,6.1584172,103.11,100,6.1584172,103.11,100,6.1420348,101.66,100,6.1420348,101.66,100,6.1420348,101.66,100
13022,6.1560281,103.11,100,6.1560281,103.11,100,6.1560281,103.11,100,6.1560281,103.11,100,6.1560281,103.11,100,6.095618,101.66,100,6.095618,101.66,100,6.095618,101.66,100,6.095618,101.66,100,6.095618,101.66,100,6.1560281,103.11,100,6.1560281,103.11,100,6.1560281,103.11,100,6.095618,101.66,100,6.095618,101.66,100,6.095618,101.66,100
13023,6.1573933,103.11,100,6.1573933,103.11,100,6.1573933,103.11,100,6.1573933,103.11,100,6.1573933,103.11,100,6.0915224,101.66,100,6.0915224,101.66,100,6.0915224,101.66,100,6.0915224,101.66,100,6.0915224,101.66,100,6.1573933,103.11,100,6.1573933,103.11,100,6.1573933,103.11,100,6.0915224,101.66,100,6.0915224,101.66,100,6.0915224,101.66,100
13024,6.1560281,103.11,100,6.1560281,103.11,100,6.1560281,103.11,100,6.1560281,103.11,100,6.1560281,103.11,100,6.0850377,101.66,100,6.0850377,101.66,100,6.0850377,101.66,100,6.0850377,101.66,100,6.0850377,101.66,100,6.1560281,103.11,100,6.1560281,103.11,100,6.1560281,103.11,100,6.0850377,101.66,100,6.0850377,101.66,100,6.0850377,101.66,100
13101,6.3983511,103.11,100,6.3983511,103.11,100,6.3983511,103.11,100,6.3983511,103.11,100,6.3983511,103.11,100,6.3532995,101.66,100,6.3532995,101.66,100,6.3532995,101.66,100,6.3532995,101.66,100,6.3532995,101.66,100,6.3983511,103.11,100,6.3983511,103.11,100,6.3983511,103.11,100,6.3532995,101.66,100,6.3532995,101.66,100,6.3532995,101.66,100
13102,5.8539776,103.11,100,5.8539776,103.11,100,5.8539776,103.11,100,5.8539776,103.11,100,5.8539776,103.11,100,5.7724069,101.66,100,5.7724069,101.66,100,5.7724069,101.66,100,5.7724069,101.66,100,5.7724069,101.66,100,5.8539776,103.11,100,5.8539776,103.11,100,5.8539776,103.11,100,5.7724069,101.66,100,5.7724069,101.66,100,5.7724069,101.66,100
13103,5.4406633,103.11,100,5.4406633,103.11,100,5.4406633,103.11,100,5.4406633,103.11,100,5.4406633,103.11,100,5.4628478,101.66,100,5.4628478,101.66,100,5.4628478,101.66,100,5.4628478,101.66,100,5.4628478,101.66,100,5.4406633,103.11,100,5.4406633,103.11,100,5.4406633,103.11,100,5.4628478,101.66,100,5.4628478,101.66,100,5.4628478,101.66,100
13104,5.1618212,103.11,100,5.1618212,103.11,100,5.1618212,103.11,100,5.1618212,103.11,100,5.1618212,103.11,100,5.1659168,101.66,100,5.1659168,101.66,100,5.1659168,101.66,100,5.1659168,101.66,100,5.1659168,101.66,100,5.1618212,103.11,100,5.1618212,103.11,100,5.1618212,103.11,100,5.1659168,101.66,100,5.1659168,101.66,100,5.1659168,101.66,100
13105,5.2932217,103.11,100,5.2932217,103.11,100,5.2932217,103.11,100,5.2932217,103.11,100,5.2932217,103.11,100,5.2816175,101.66,100,5.2816175,101.66,100,5.2816175,101.66,100,5.2816175,101.66,100,5.2816175,101.66,100,5.2932217,103.11,100,5.2932217,103.11,100,5.2932217,103.11,100,5.2816175,101.66,100,5.2816175,101.66,100,5.2816175,101.66,100
13106,5.4464654,103.11,100,5.4464654,103.11,100,5.4464654,103.11,100,5.4464654,103.11,100,5.4464654,103.11,100,5.4611413,101.66,100,5.4611413,101.66,100,5.4611413,101.66,100,5.4611413,101.66,100,5.4611413,101.66,100,5.4464654,103.11,100,5.4464654,103.11,100,5.4464654,103.11,100,5.4611413,101.66,100,5.4611413,101.66,100,5.4611413,101.66,100
13107,5.5061929,103.11,100,5.5061929,103.11,100,5.5061929,103.11,100,5.5061929,103.11,100,5.5061929,103.11,100,5.5109711,101.66,100,5.5109711,101.66,100,5.5109711,101.66,100,5.5109711,101.66,100,5.5109711,101.66,100,5.5061929,103.11,100,5.5061929,103.11,100,5.5061929,103.11,100,5.5109711,101.66,100,5.5109711,101.66,100,5.5109711,101.66,100
13108,5.4481719,103.11,100,5.4481719,103.11,100,5.4481719,103.11,100,5.4481719,103.11,100,5.4481719,103.11,100,5.3799119,101.66,100,5.3799119,101.66,100,5.3799119,101.66,100,5.3799119,101.66,100,5.3799119,101.66,100,5.4481719,103.11,100,5.4481719,103.11,100,5.4481719,103.11,100,5.3799119,101.66,100,5.3799119,101.66,100,5.3799119,101.66,100
13109,3.129721,103.11,100,3.129721,103.11,100,3.129721,103.11,100,3.129721,103.11,100,3.129721,103.11,100,3.2829647,101.66,100,3.2829647,101.66,100,3.2829647,101.66,100,3.2829647,101.66,100,3.2829647,101.66,100,3.129721,103.11,100,3.129721,103.11,100,3.129721,103.11,100,3.2829647,101.66,100,3.2829647,101.66,100,3.2829647,101.66,100
13110,2.3945608,103.11,100,2.3945608,103.11,100,2.3945608,103.11,100,2.3945608,103.11,100,2.3945608,103.11,100,2.6351773,101.66,100,2.6351773,101.66,100,2.6351773,101.66,100,2.6351773,101.66,100,2.6351773,101.66,100,2.3945608,103.11,100,2.3945608,103.11,100,2.3945608,103.11,100,2.6351773,101.66,100,2.6351773,101.66,100,2.6351773,101.66,100
13111,1.6648614,103.11,100,1.6648614,103.11,100,1.6648614,103.11,100,1.6648614,103.11,100,1.6648614,103.11,100,1.9822704,101.66,100,1.9822704,101.66,100,1.9822704,101.66,100,1.9822704,101.66,100,1.9822704,101.66,100,1.6648614,103.11,100,1.6648614,103.11,100,1.6648614,103.11,100,1.9822704,101.66,100,1.9822704,101.66,100,1.9822704,101.66,100
13112,0.8047854,103.11,100,0.8047854,103.11,100,0.8047854,103.11,100,0.8047854,103.11,100,0.8047854,103.11,100,0.9023972,101.66,100,0.9023972,101.66,100,0.9023972,101.66,100,0.9023972,101.66,100,0.9023972,101.66,100,0.8047854,103.11,100,0.8047854,103.11,100,0.8047854,103.11,100,0.9023972,101.66,100,0.9023972,101.66,100,0.9023972,101.66,100
13113,0.6508591,103.11,100,0.6508591,103.11,100,0.6508591,103.11,100,0.6508591,103.11,100,0.6508591,103.11,100,1.1010338,101.66,100,1.1010338,101.66,100,1.1010338,101.66,100,1.1010338,101.66,100,1.1010338,101.66,100,0.6508591,103.11,100,0.6508591,103.11,100,0.6508591,103.11,100,1.1010338,101.66,100,1.1010338,101.66,100,1.1010338,101.66,100
13114,1.1075185,103.11,100,1.1075185,103.11,100,1.1075185,103.11,100,1.1075185,103.11,100,1.1075185,103.11,100,1.2512058,101.66,100,1.2512058,101.66,100,1.2512058,101.66,100,1.2512058,101.66,100,1.2512058,101.66,100,1.1075185,103.11,100,1.1075185,103.11,100,1.1075185,103.11,100,1.2512058,101.66,100,1.2512058,101.66,100,1.2512058,101.66,100
13115,1.6682744,103.11,100,1.6682744,103.11,100,1.6682744,103.11,100,1.6682744,103.11,100,1.6682744,103.11,100,1.97954,101.66,100,1.97954,101.66,100,1.97954,101.66,100,1.97954,101.66,100,1.97954,101.66,100,1.6682744,103.11,100,1.6682744,103.11,100,1.6682744,103.11,100,1.97954,101.66,100,1.97954,101.66,100,1.97954,101.66,100
13116,2.9102651,103.11,100,2.9102651,103.11,100,2.9102651,103.11,100,2.9102651,103.11,100,2.9102651,103.11,100,3.0962736,101.66,100,3.0962736,101.66,100,3.0962736,101.66,100,3.0962736,101.66,100,3.0962736,101.66,100,2.9102651,103.11,100,2.9102651,103.11,100,2.9102651,103.11,100,3.0962736,101.66,100,3.0962736,101.66,100,3.0962736,101.66,100
13117,5.5935657,103.11,100,5.5935657,103.11,100,5.5935657,103.11,100,5.5935657,103.11,100,5.5935657,103.11,100,5.5215514,101.66,100,5.5215514,101.66,100,5.5215514,101.66,100,5.5215514,101.66,100,5.5215514,101.66,100,5.5935657,103.11,100,5.5935657,103.11,100,5.5935657,103.11,100,5.5215514,101.66,100,5.5215514,101.66,100,5.5215514,101.66,100
13118,6.6468175,103.11,100,6.6468175,103.11,100,6.6468175,103.11,100,6.6468175,103.11,100,6.6468175,103.11,100,6.5618338,101.66,100,6.5618338,101.66,100,6.5618338,101.66,100,6.5618338,101.66,100,6.5618338,101.66,100,6.6468175,103.11,100,6.6468175,103.11,100,6.6468175,103.11,100,6.5618338,101.66,100,6.5618338,101.66,100,6.5618338,101.66,100
13119,7.105866,103.11,100,7.105866,103.11,100,7.105866,103.11,100,7.105866,103.11,100,7.105866,103.11,100,6.9775372,101.66,100,6.9775372,101.66,100,6.9775372,101.66,100,6.9775372,101.66,100,6.9775372,101.66,100,7.105866,103.11,100,7.105866,103.11,100,7.105866,103.11,100,6.9775372,101.66,100,6.9775372,101.66,100,6.9775372,101.66,100
13120,6.9382877,103.11,100,6.9382877,103.11,100,6.9382877,103.11,100,6.9382877,103.11,100,6.9382877,103.11,100,6.8150784,101.66,100,6.8150784,101.66,100,6.8150784,101.66,100,6.8150784,101.66,100,6.8150784,101.66,100,6.9382877,103.11,100,6.9382877,103.11,100,6.9382877,103.11,100,6.8150784,101.66,100,6.8150784,101.66,100,6.8150784,101.66,100
13121,6.6420393,103.11,100,6.6420393,103.11,100,6.6420393,103.11,100,6.6420393,103.11,100,6.6420393,103.11,100,6.5601273,101.66,100,6.5601273,101.66,100,6.5601273,101.66,100,6.5601273,101.66,100,6.5601273,101.66,100,6.6420393,103.11,100,6.6420393,103.11,100,6.6420393,103.11,100,6.5601273,101.66,100,6.5601273,101.66,100,6.5601273,101.66,100
13122,6.4655872,103.11,100,6.4655872,103.11,100,6.4655872,103.11,100,6.4655872,103.11,100,6.4655872,103.11,100,6.3229238,101.66,100,6.3229238,101.66,100,6.3229238,101.66,100,6.3229238,101.66,100,6.3229238,101.66,100,6.4655872,103.11,100,6.4655872,103.11,100,6.4655872,103.11,100,6.3229238,101.66,100,6.3229238,101.66,100,6.3229238,101.66,100
13123,5.6949318,103.11,100,5.6949318,103.11,100,5.6949318,103.11,100,5.6949318,103.11,100,5.6949318,103.11,100,5.6625083,101.66,100,5.6625083,101.66,100,5.6625083,101.66,100,5.6625083,101.66,100,5.6625083,101.66,100,5.6949318,103.11,100,5.6949318,103.11,100,5.6949318,103.11,100,5.6625083,101.66,100,5.6625083,101.66,100,5.6625083,101.66,100
13124,5.5311078,103.11,100,5.5311078,103.11,100,5.5311078,103.11,100,5.5311078,103.11,100,5.5311078,103.11,100,5.4904931,101.66,100,5.4904931,101.66,100,5.4904931,101.66,100,5.4904931,101.66,100,5.4904931,101.66,100,5.5311078,103.11,100,5.5311078,103.11,100,5.5311078,103.11,100,5.4904931,101.66,100,5.4904931,101.66,100,5.4904931,101.66,100
20101,5.7420312,103.11,100,5.7420312,103.11,100,5.7420312,103.11,100,5.7420312,103.11,100,5.7420312,103.11,100,5.8393017,101.66,100,5.8393017,101.66,100,5.8393017,101.66,100,5.8393017,101.66,100,5.8393017,101.66,100,5.7420312,103.11,100,5.7420312,103.11,100,5.7420312,103.11,100,5.8393017,101.66,100,5.8393017,101.66,100,5.8393017,101.66,100
