,,2008,2010,SplitHeatPump    ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,SplitHeatPump - Split heat pump system                              ,,,,,
,,2008,2010,PkgHeatPump      ,13,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,0,0,0,-1,;,PkgHeatPump - Central single-packaged heat pump system (< 65 kBtuh) ,,,,,
,,2008,2010,LrgPkgHeatPump   ,Warning1,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,1,1,0,SplitHeatPump    ,0,0,0,0,0,-1,;,LrgPkgHeatPump - Large packaged heat pump system (>= 65 kBtuh)      ,,,,,
;,,2008,2010,GasCooling       ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,0,0,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,GasCooling - Gas absorption cooling                                 ,,SAC 4/20/14 - removed from selectable options,,,
,,2008,2010,SDHVSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,"SDHVSplitHeatPump - Small duct, high velocity, central split heat pump                              ",,,,,
,,2008,2010,DuctlessMiniSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessMiniSplitHeatPump – Ductless mini-split heat pump system,,DR 8/29/16 - revised,,,
,,2008,2010,DuctlessMultiSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessMultiSplitHeatPump - Ductless multi-split heat pump system,,DR 8/29/16 - added,,,
,,2008,2010,DuctlessVRFHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessVRFHeatPump - Ductless variable refrigerant flow (VRF) heat pump system,,DR 8/29/16 - added,,,
,,2008,2010,RoomHeatPump     ,12,Warning6,Warning6,10,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,0,1,SplitHeatPump    ,1,0,1,0,0,-1,;,RoomHeatPump - Room (non-central) heat pump system                  ,,,,,
,,2008,2010,AirToWaterHeatPump,Warning1,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,0,0,1,0,0,-1,;,AirToWaterHeatPump - Air to water heat pump (able to heat DHW),,,,,
,,2008,2010,GroundSourceHeatPump,Warning1,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,0,0,1,0,0,-1,;,GroundSourceHeatPump - Ground source heat pump (able to heat DHW),,,,,
,,2008,2010,VCHP,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP - Variable Capacity Heat Pump,,SAC 11/2/18 - added,,,
,,2008,2010,VCHP2,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP2 - Variable Capacity Heat Pump,,SAC 11/2/18 - added,,,
,,2008,2010,HeatPumpV3,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP3,,,,,
,,2008,2010,EvapDirect       ,0,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,0,0,0,-1,;,EvapDirect - Direct evaporative cooling system                      ,,,,,
,,2008,2010,EvapIndirDirect  ,Warning1,Warning6,Warning6,13,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapIndirDirect - Indirect-direct evaporative cooling system        ,,,,,Special modelling
,,2008,2010,EvapIndirect     ,Warning1,Warning6,Warning6,13,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapIndirect - Indirect evaporative cooling system                  ,,,,,Special modelling
,,2008,2010,EvapCondenser    ,16,Warning6,Warning6,14,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapCondenser - Evaporatively-cooled condenser for split AC systems,,MJB 7/28/14 - added option,,,
;,,2008,2010,Evap/CC          ,Warning1,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,Evap/CC - Evaporatively-cooled condensers                           ,,SAC 4/20/14 - removed from selectable options,,,
;,,2008,2010,IceSAC           ,0,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,IceSAC - Ice storage air conditioning system                        ,,SAC 4/20/14 - removed from selectable options,,,
; 2006 IECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2006,2007,NoCooling        ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,0,0,0,SplitAirCond     ,0,0,0,0,0,-1,;,NoCooling - No cooling equipment                                    ,,,,,
,,2006,2007,SplitAirCond     ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,SplitAirCond - Split air conditioning system                        ,,,,,
,,2006,2007,PkgAirCond       ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,PkgAirCond - Central packaged A/C system (< 65 kBtuh)               ,,,,,
,,2006,2007,LrgPkgAirCond    ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,LrgPkgAirCond - Large packaged A/C system (>= 65 kBtuh)             ,,,,,
,,2006,2007,SDHVSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,"SDHVSplitAirCond - Small duct, high velocity, split A/C system                        ",,,,,
,,2006,2007,DuctlessMiniSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessMiniSplitAirCond – Ductless mini-split A/C system,,DR 8/29/16 - revised,,,
,,2006,2007,DuctlessMultiSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessMultiSplitAirCond - Ductless multi-split A/C system,,DR 8/29/16 - added,,,
,,2006,2007,DuctlessVRFAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessVRFAirCond - Ductless variable refrigerant flow (VRF) A/C system,,DR 8/29/16 - added,,,
,,2006,2007,RoomAirCond      ,Warning1,Warning6,Warning6,8.5,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,0,1,SplitAirCond     ,0,0,1,0,0,-1,;,RoomAirCond - Non-central room A/C system                           ,,,,,
,,2006,2007,SplitHeatPump    ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,SplitHeatPump - Split heat pump system                              ,,,,,
,,2006,2007,PkgHeatPump      ,13,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,0,0,0,-1,;,PkgHeatPump - Central single-packaged heat pump system (< 65 kBtuh) ,,,,,
,,2006,2007,LrgPkgHeatPump   ,Warning1,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,1,1,0,SplitHeatPump    ,0,0,0,0,0,-1,;,LrgPkgHeatPump - Large packaged heat pump system (>= 65 kBtuh)      ,,,,,
;,,2006,2007,GasCooling       ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,0,0,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,GasCooling - Gas absorption cooling                                 ,,SAC 4/20/14 - removed from selectable options,,,
,,2006,2007,SDHVSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,"SDHVSplitHeatPump - Small duct, high velocity, central split heat pump                              ",,,,,
,,2006,2007,DuctlessMiniSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessMiniSplitHeatPump – Ductless mini-split heat pump system,,DR 8/29/16 - revised,,,
,,2006,2007,DuctlessMultiSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessMultiSplitHeatPump - Ductless multi-split heat pump system,,DR 8/29/16 - added,,,
,,2006,2007,DuctlessVRFHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessVRFHeatPump - Ductless variable refrigerant flow (VRF) heat pump system,,DR 8/29/16 - added,,,
,,2006,2007,RoomHeatPump     ,12,Warning6,Warning6,10,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,0,1,SplitHeatPump    ,1,0,1,0,0,-1,;,RoomHeatPump - Room (non-central) heat pump system                  ,,,,,
,,2006,2007,AirToWaterHeatPump,Warning1,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,0,0,1,0,0,-1,;,AirToWaterHeatPump - Air to water heat pump (able to heat DHW),,,,,
,,2006,2007,GroundSourceHeatPump,Warning1,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,0,0,1,0,0,-1,;,GroundSourceHeatPump - Ground source heat pump (able to heat DHW),,,,,
,,2006,2007,VCHP,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP - Variable Capacity Heat Pump,,SAC 11/2/18 - added,,,
,,2006,2007,VCHP2,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP2 - Variable Capacity Heat Pump,,SAC 11/2/18 - added,,,
,,2006,2007,HeatPumpV3,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP3,,,,,
,,2006,2007,EvapDirect       ,0,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,0,0,0,-1,;,EvapDirect - Direct evaporative cooling system                      ,,,,,
,,2006,2007,EvapIndirDirect  ,Warning1,Warning6,Warning6,13,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapIndirDirect - Indirect-direct evaporative cooling system        ,,,,,Special modelling
,,2006,2007,EvapIndirect     ,Warning1,Warning6,Warning6,13,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapIndirect - Indirect evaporative cooling system                  ,,,,,Special modelling
,,2006,2007,EvapCondenser    ,16,Warning6,Warning6,14,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapCondenser - Evaporatively-cooled condenser for split AC systems,,MJB 7/28/14 - added option,,,
;,,2006,2007,Evap/CC          ,Warning1,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,Evap/CC - Evaporatively-cooled condensers                           ,,SAC 4/20/14 - removed from selectable options,,,
;,,2006,2007,IceSAC           ,0,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,IceSAC - Ice storage air conditioning system                        ,,SAC 4/20/14 - removed from selectable options,,,
; RESNET2014  (based on IECC 2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2014,2014,NoCooling        ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,0,0,0,SplitAirCond     ,0,0,0,0,0,-1,;,NoCooling - No cooling equipment                                    ,,,,,
,,2014,2014,SplitAirCond     ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,SplitAirCond - Split air conditioning system                        ,,,,,
,,2014,2014,PkgTermAirCond,Warning1,Warning6,Warning6,7.6,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,0,0,SplitAirCond     ,0,0,1,0,0,-1,;,PkgTermAirCond - Packaged terminal air conditioner (PTAC),,,,,
,,2014,2014,SglPkgVertAirCond,Warning1,Warning6,Warning6,10,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,0,0,SplitAirCond     ,0,0,1,0,0,-1,;,SglPkgVertAirCond - Single package vertical A/C system,,,,,
,,2014,2014,PkgAirCond       ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,PkgAirCond - Central packaged A/C system (< 65 kBtuh)               ,,,,,
,,2014,2014,LrgPkgAirCond    ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,LrgPkgAirCond - Large packaged A/C system (>= 65 kBtuh)             ,,,,,
,,2014,2014,SDHVSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,"SDHVSplitAirCond - Small duct, high velocity, split A/C system                        ",,,,,
,,2014,2014,DuctlessMiniSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessMiniSplitAirCond – Ductless mini-split A/C system,,DR 8/29/16 - revised,,,
,,2014,2014,DuctlessMultiSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessMultiSplitAirCond - Ductless multi-split A/C system,,DR 8/29/16 - added,,,
,,2014,2014,DuctlessVRFAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessVRFAirCond - Ductless variable refrigerant flow (VRF) A/C system,,DR 8/29/16 - added,,,
,,2014,2014,DuctedMiniSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctedMiniSplitAirCond - Ducted mini-split A/C system,,,,,
,,2014,2014,DuctedMultiSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctedMultiSplitAirCond - Ducted multi-split A/C system,,,,,
,,2014,2014,Ducted+DuctlessMultiSplitAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,Ducted+DuctlessMultiSplitAirCond - Ducted+ductless multi-split A/C system,,,,,
,,2014,2014,RoomAirCond      ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,7,Warning3,Warning4,1,0,0,0,1,SplitAirCond     ,0,0,0,0,1,-1,;,RoomAirCond - Non-central room A/C system                           ,,,,,
,,2014,2014,SplitHeatPump    ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,SplitHeatPump - Split heat pump system                              ,,,,,
,,2014,2014,PkgTermHeatPump,Warning1,Warning6,Warning6,7.6,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,0,0,SplitHeatPump    ,0,0,1,0,0,-1,;,PkgTermHeatPump - Packaged terminal heat pump (PTHP),,,,,
,,2014,2014,SglPkgVertHeatPump,Warning1,Warning6,Warning6,10,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,0,0,SplitHeatPump    ,0,0,1,0,0,-1,;,SglPkgVertHeatPump - Single package vertical heat pump,,,,,
,,2014,2014,PkgHeatPump      ,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,PkgHeatPump - Central single-packaged heat pump system (< 65 kBtuh) ,,,,,
,,2014,2014,LrgPkgHeatPump   ,Warning1,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,1,1,0,SplitHeatPump    ,0,0,0,0,0,-1,;,LrgPkgHeatPump - Large packaged heat pump system (>= 65 kBtuh)      ,,,,,
;,,2014,2014,GasCooling       ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,0,0,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,GasCooling - Gas absorption cooling                                 ,,SAC 4/20/14 - removed from selectable options,,,
,,2014,2014,SDHVSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,"SDHVSplitHeatPump - Small duct, high velocity, central split heat pump                              ",,,,,
,,2014,2014,DuctlessMiniSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessMiniSplitHeatPump – Ductless mini-split heat pump system,,DR 8/29/16 - revised,,,
,,2014,2014,DuctlessMultiSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessMultiSplitHeatPump - Ductless multi-split heat pump system,,DR 8/29/16 - added,,,
,,2014,2014,DuctlessVRFHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessVRFHeatPump - Ductless variable refrigerant flow (VRF) heat pump system,,DR 8/29/16 - added,,,
,,2014,2014,DuctedMiniSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctedMiniSplitHeatPump - Ducted mini-split heat pump,,,,,
,,2014,2014,DuctedMultiSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctedMultiSplitHeatPump - Ducted multi-split heat pump,,,,,
,,2014,2014,Ducted+DuctlessMultiSplitHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,Ducted+DuctlessMultiSplitHeatPump - Ducted+ductless multi-split heat pump,,,,,
,,2014,2014,RoomHeatPump     ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,6.7,Warning3,Warning4,1,0,1,0,1,SplitHeatPump    ,0,0,0,0,1,-1,;,RoomHeatPump - Room (non-central) heat pump system                  ,,,,,
,,2014,2014,AirToWaterHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,AirToWaterHeatPump - Air to water heat pump (able to heat DHW),,,,,
,,2014,2014,HeatPumpDHWCombo,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,HeatPumpDHWCombo - Combined Heating / DHW Heat Pump,,SAC 04/02/23 (tic #1349),,,
,,2014,2014,GroundSourceHeatPump,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,GroundSourceHeatPump - Ground source heat pump (able to heat DHW),,,,,
,,2014,2014,VCHP,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP - Variable Capacity Heat Pump,,SAC 11/2/18 - added,,,
,,2014,2014,VCHP2,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP2 - Variable Capacity Heat Pump,,SAC 11/2/18 - added,,,
,,2014,2014,HeatPumpV3,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,1,0,0,SplitHeatPump    ,1,0,1,0,0,-1,;,VCHP3,,,,,
,,2014,2014,EvapDirect       ,0,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,0,0,0,-1,;,EvapDirect - Direct evaporative cooling system                      ,,,,,
,,2014,2014,EvapIndirDirect  ,Warning1,Warning6,Warning6,13,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapIndirDirect - Indirect-direct evaporative cooling system        ,,,,,Special modelling
,,2014,2014,EvapIndirect     ,Warning1,Warning6,Warning6,13,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapIndirect - Indirect evaporative cooling system                  ,,,,,Special modelling
,,2014,2014,EvapCondenser    ,16,Warning6,Warning6,14,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,0,0,1,0,0,-1,;,EvapCondenser - Evaporatively-cooled condenser for split AC systems,,MJB 7/28/14 - added option,,,
;,,2014,2014,Evap/CC          ,Warning1,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,Evap/CC - Evaporatively-cooled condensers                           ,,SAC 4/20/14 - removed from selectable options,,,
;,,2014,2014,IceSAC           ,0,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,IceSAC - Ice storage air conditioning system                        ,,SAC 4/20/14 - removed from selectable options,,,
; 2016 Title 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016,2017,NoCooling        ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,Warning3,Warning4,1,-1,0,0,0,SplitAirCond     ,0,0,0,0,0,-1,;,NoCooling - No cooling equipment                                    ,,,,,
,,2016,2017,SplitAirCond     ,14,Warning6,Warning6,11.7,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,SplitAirCond - Split air conditioning system                        ,,,,,
,,2016,2017,PkgAirCond       ,14,Warning6,Warning6,11,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,PkgAirCond - Central packaged A/C system (< 65 kBtuh)               ,,,,,
,,2016,2017,LrgPkgAirCond    ,13,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,0,1,0,SplitAirCond     ,1,0,0,0,0,-1,;,LrgPkgAirCond - Large packaged A/C system (>= 65 kBtuh)             ,,,,,
,,2016,2017,SDHVSplitAirCond,12,Warning6,Warning6,10,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,0,1,0,0,-1,;,"SDHVSplitAirCond - Small duct, high velocity, split A/C system                        ",,,,,
,,2016,2017,DuctlessMiniSplitAirCond,14,Warning6,Warning6,11.7,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessMiniSplitAirCond – Ductless mini-split A/C system,,,,,
,,2016,2017,DuctlessMultiSplitAirCond,14,Warning6,Warning6,11.7,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessMultiSplitAirCond - Ductless multi-split A/C system,,,,,
,,2016,2017,DuctlessVRFAirCond,13,Warning6,Warning6,11.3,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,0,1,0,0,-1,;,DuctlessVRFAirCond - Ductless variable refrigerant flow (VRF) A/C system,,,,,
,,2016,2017,RoomAirCond      ,Warning1,Warning6,Warning6,8.5,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,0,0,1,SplitAirCond     ,0,0,1,0,0,-1,;,RoomAirCond - Non-central room A/C system                           ,,,,,
,,2016,2017,SplitHeatPump    ,14,Warning6,Warning6,11.7,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,SplitHeatPump - Split heat pump system                              ,,,,,
,,2016,2017,PkgHeatPump      ,14,Warning6,Warning6,11.7,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,PkgHeatPump - Central single-packaged heat pump system (< 65 kBtuh) ,,,,,
,,2016,2017,LrgPkgHeatPump   ,Warning1,Warning6,Warning6,0,Warning7,Warning7,Warning5,Warning3,Warning4,0,1,1,1,0,SplitHeatPump    ,0,0,0,0,0,-1,;,LrgPkgHeatPump - Large packaged heat pump system (>= 65 kBtuh)      ,,,,,
;,,2016,2017,GasCooling       ,Warning1,Warning6,Warning6,Warning2,Warning7,Warning7,Warning5,0,0,0,1,0,1,0,N/A,0,0,0,0,0,-1,;,GasCooling - Gas absorption cooling                                 ,,,,,
,,2016,2017,SDHVSplitHeatPump,12,Warning6,Warning6,10,Warning7,Warning7,Warning5,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,1,0,0,-1,;,"SDHVSplitHeatPump - Small duct, high velocity, central split heat pump                              ",,,,,
,,2016,2017,DuctlessMiniSplitHeatPump,14,Warning6,Warning6,11.7,Warning7,Warning7,Warning5,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,0,1,0,0,-1,;,DuctlessMiniSplitHeatPump – Ductless mini-split heat pump system,,,,,
