; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
; Version ID: 2019 TDV CARBON ONLY,,,,,,,,,,,,,,,,
; MoDaHr,CZ1 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ2 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ3 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ4 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ5 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ6 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ7 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ8 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ9 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ10 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ11 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ12 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ13 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ14 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ15 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ16 Electricity Long-Run Carbon Emission Factors (ton/MWh)
11402,0.23329303,0.23329303,0.23329303,0.23329303,0.23329303,0.216287726,0.216287726,0.216287726,0.216287726,0.216287726,0.23329303,0.23329303,0.23329303,0.216287726,0.216287726,0.216287726
11403,0.232633843,0.232633843,0.232633843,0.232633843,0.232633843,0.215620759,0.215620759,0.215620759,0.215620759,0.215620759,0.232633843,0.232633843,0.232633843,0.215620759,0.215620759,0.215620759
11404,0.232701219,0.232701219,0.232701219,0.232701219,0.232701219,0.215701825,0.215701825,0.215701825,0.215701825,0.215701825,0.232701219,0.232701219,0.232701219,0.215701825,0.215701825,0.215701825
11405,0.234527735,0.234527735,0.234527735,0.234527735,0.234527735,0.229760299,0.229760299,0.229760299,0.229760299,0.229760299,0.234527735,0.234527735,0.234527735,0.229760299,0.229760299,0.229760299
11406,0.235806045,0.235806045,0.235806045,0.235806045,0.235806045,0.234931619,0.234931619,0.234931619,0.234931619,0.234931619,0.235806045,0.235806045,0.235806045,0.234931619,0.234931619,0.234931619
11407,0.236259281,0.236259281,0.236259281,0.236259281,0.236259281,0.237236996,0.237236996,0.237236996,0.237236996,0.237236996,0.236259281,0.236259281,0.236259281,0.237236996,0.237236996,0.237236996
11408,0.236275262,0.236275262,0.236275262,0.236275262,0.236275262,0.238064399,0.238064399,0.238064399,0.238064399,0.238064399,0.236275262,0.236275262,0.236275262,0.238064399,0.238064399,0.238064399
11409,0.235425595,0.235425595,0.235425595,0.235425595,0.235425595,0.078194051,0.078194051,0.078194051,0.078194051,0.078194051,0.235425595,0.235425595,0.235425595,0.078194051,0.078194051,0.078194051
11410,0.23478533,0.23478533,0.23478533,0.23478533,0.23478533,0.066308002,0.066308002,0.066308002,0.066308002,0.066308002,0.23478533,0.23478533,0.23478533,0.066308002,0.066308002,0.066308002
11411,0.078932126,0.078932126,0.078932126,0.078932126,0.078932126,0.055155389,0.055155389,0.055155389,0.055155389,0.055155389,0.078932126,0.078932126,0.078932126,0.055155389,0.055155389,0.055155389
11412,0.067319599,0.067319599,0.067319599,0.067319599,0.067319599,0.054446182,0.054446182,0.054446182,0.054446182,0.054446182,0.067319599,0.067319599,0.067319599,0.054446182,0.054446182,0.054446182
11413,0.066393854,0.066393854,0.066393854,0.066393854,0.066393854,0.053724253,0.053724253,0.053724253,0.053724253,0.053724253,0.066393854,0.066393854,0.066393854,0.053724253,0.053724253,0.053724253
11414,0.077387907,0.077387907,0.077387907,0.077387907,0.077387907,0.053691596,0.053691596,0.053691596,0.053691596,0.053691596,0.077387907,0.077387907,0.077387907,0.053691596,0.053691596,0.053691596
11415,0.07839942,0.07839942,0.07839942,0.07839942,0.07839942,0.076197442,0.076197442,0.076197442,0.076197442,0.076197442,0.07839942,0.07839942,0.07839942,0.076197442,0.076197442,0.076197442
11416,0.236025574,0.236025574,0.236025574,0.236025574,0.236025574,0.233994344,0.233994344,0.233994344,0.233994344,0.233994344,0.236025574,0.236025574,0.236025574,0.233994344,0.233994344,0.233994344
11417,0.238123609,0.238123609,0.238123609,0.238123609,0.238123609,0.241303901,0.241303901,0.241303901,0.241303901,0.241303901,0.238123609,0.238123609,0.238123609,0.241303901,0.241303901,0.241303901
11418,0.247028719,0.247028719,0.247028719,0.247028719,0.247028719,0.250011724,0.250011724,0.250011724,0.250011724,0.250011724,0.247028719,0.247028719,0.247028719,0.250011724,0.250011724,0.250011724
11419,0.247052033,0.247052033,0.247052033,0.247052033,0.247052033,0.254086636,0.254086636,0.254086636,0.254086636,0.254086636,0.247052033,0.247052033,0.247052033,0.254086636,0.254086636,0.254086636
11420,0.247040104,0.247040104,0.247040104,0.247040104,0.247040104,0.253809753,0.253809753,0.253809753,0.253809753,0.253809753,0.247040104,0.247040104,0.247040104,0.253809753,0.253809753,0.253809753
11421,0.247065445,0.247065445,0.247065445,0.247065445,0.247065445,0.252868046,0.252868046,0.252868046,0.252868046,0.252868046,0.247065445,0.247065445,0.247065445,0.252868046,0.252868046,0.252868046
11422,0.240725021,0.240725021,0.240725021,0.240725021,0.240725021,0.243363106,0.243363106,0.243363106,0.243363106,0.243363106,0.240725021,0.240725021,0.240725021,0.243363106,0.243363106,0.243363106
11423,0.236372715,0.236372715,0.236372715,0.236372715,0.236372715,0.237729782,0.237729782,0.237729782,0.237729782,0.237729782,0.236372715,0.236372715,0.236372715,0.237729782,0.237729782,0.237729782
11424,0.235907827,0.235907827,0.235907827,0.235907827,0.235907827,0.236257325,0.236257325,0.236257325,0.236257325,0.236257325,0.235907827,0.235907827,0.235907827,0.236257325,0.236257325,0.236257325
11501,0.247636645,0.247636645,0.247636645,0.247636645,0.247636645,0.242033217,0.242033217,0.242033217,0.242033217,0.242033217,0.247636645,0.247636645,0.247636645,0.242033217,0.242033217,0.242033217
11502,0.246868696,0.246868696,0.246868696,0.246868696,0.246868696,0.226965112,0.226965112,0.226965112,0.226965112,0.226965112,0.246868696,0.246868696,0.246868696,0.226965112,0.226965112,0.226965112
11503,0.245648108,0.245648108,0.245648108,0.245648108,0.245648108,0.226147247,0.226147247,0.226147247,0.226147247,0.226147247,0.245648108,0.245648108,0.245648108,0.226147247,0.226147247,0.226147247
11504,0.24581681,0.24581681,0.24581681,0.24581681,0.24581681,0.226390479,0.226390479,0.226390479,0.226390479,0.226390479,0.24581681,0.24581681,0.24581681,0.226390479,0.226390479,0.226390479
11505,0.247400318,0.247400318,0.247400318,0.247400318,0.247400318,0.228006582,0.228006582,0.228006582,0.228006582,0.228006582,0.247400318,0.247400318,0.247400318,0.228006582,0.228006582,0.228006582
11506,0.24885481,0.24885481,0.24885481,0.24885481,0.24885481,0.247797003,0.247797003,0.247797003,0.247797003,0.247797003,0.24885481,0.24885481,0.24885481,0.247797003,0.247797003,0.247797003
11507,0.250116856,0.250116856,0.250116856,0.250116856,0.250116856,0.253682054,0.253682054,0.253682054,0.253682054,0.253682054,0.250116856,0.250116856,0.250116856,0.253682054,0.253682054,0.253682054
11508,0.250281427,0.250281427,0.250281427,0.250281427,0.250281427,0.253702653,0.253702653,0.253702653,0.253702653,0.253702653,0.250281427,0.250281427,0.250281427,0.253702653,0.253702653,0.253702653
11509,0.249200284,0.249200284,0.249200284,0.249200284,0.249200284,0.239012438,0.239012438,0.239012438,0.239012438,0.239012438,0.249200284,0.249200284,0.249200284,0.239012438,0.239012438,0.239012438
11510,0.232727342,0.232727342,0.232727342,0.232727342,0.232727342,0.076560289,0.076560289,0.076560289,0.076560289,0.076560289,0.232727342,0.232727342,0.232727342,0.076560289,0.076560289,0.076560289
11511,0.226908658,0.226908658,0.226908658,0.226908658,0.226908658,0.064125479,0.064125479,0.064125479,0.064125479,0.064125479,0.226908658,0.226908658,0.226908658,0.064125479,0.064125479,0.064125479
11512,0.225956724,0.225956724,0.225956724,0.225956724,0.225956724,0.063487377,0.063487377,0.063487377,0.063487377,0.063487377,0.225956724,0.225956724,0.225956724,0.063487377,0.063487377,0.063487377
11513,0.065589846,0.065589846,0.065589846,0.065589846,0.065589846,0.063457447,0.063457447,0.063457447,0.063457447,0.063457447,0.065589846,0.065589846,0.065589846,0.063457447,0.063457447,0.063457447
11514,0.06640631,0.06640631,0.06640631,0.06640631,0.06640631,0.064089371,0.064089371,0.064089371,0.064089371,0.064089371,0.06640631,0.06640631,0.06640631,0.064089371,0.064089371,0.064089371
11515,0.078429889,0.078429889,0.078429889,0.078429889,0.078429889,0.065932471,0.065932471,0.065932471,0.065932471,0.065932471,0.078429889,0.078429889,0.078429889,0.065932471,0.065932471,0.065932471
11516,0.249235621,0.249235621,0.249235621,0.249235621,0.249235621,0.247703638,0.247703638,0.247703638,0.247703638,0.247703638,0.249235621,0.249235621,0.249235621,0.247703638,0.247703638,0.247703638
11517,0.250967395,0.250967395,0.250967395,0.250967395,0.250967395,0.254930845,0.254930845,0.254930845,0.254930845,0.254930845,0.250967395,0.250967395,0.250967395,0.254930845,0.254930845,0.254930845
11518,0.2594202,0.2594202,0.2594202,0.2594202,0.2594202,0.265975999,0.265975999,0.265975999,0.265975999,0.265975999,0.2594202,0.2594202,0.2594202,0.265975999,0.265975999,0.265975999
11519,0.265053272,0.265053272,0.265053272,0.265053272,0.265053272,0.274844601,0.274844601,0.274844601,0.274844601,0.274844601,0.265053272,0.265053272,0.265053272,0.274844601,0.274844601,0.274844601
11520,0.260450444,0.260450444,0.260450444,0.260450444,0.260450444,0.270493624,0.270493624,0.270493624,0.270493624,0.270493624,0.260450444,0.260450444,0.260450444,0.270493624,0.270493624,0.270493624
11521,0.259464378,0.259464378,0.259464378,0.259464378,0.259464378,0.267878833,0.267878833,0.267878833,0.267878833,0.267878833,0.259464378,0.259464378,0.259464378,0.267878833,0.267878833,0.267878833
11522,0.254090166,0.254090166,0.254090166,0.254090166,0.254090166,0.260209412,0.260209412,0.260209412,0.260209412,0.260209412,0.254090166,0.254090166,0.254090166,0.260209412,0.260209412,0.260209412
11523,0.250658792,0.250658792,0.250658792,0.250658792,0.250658792,0.253733667,0.253733667,0.253733667,0.253733667,0.253733667,0.250658792,0.250658792,0.250658792,0.253733667,0.253733667,0.253733667
11524,0.249615486,0.249615486,0.249615486,0.249615486,0.249615486,0.247451015,0.247451015,0.247451015,0.247451015,0.247451015,0.249615486,0.249615486,0.249615486,0.247451015,0.247451015,0.247451015
11601,0.240428125,0.240428125,0.240428125,0.240428125,0.240428125,0.236788796,0.236788796,0.236788796,0.236788796,0.236788796,0.240428125,0.240428125,0.240428125,0.236788796,0.236788796,0.236788796
11602,0.238768543,0.238768543,0.238768543,0.238768543,0.238768543,0.234146584,0.234146584,0.234146584,0.234146584,0.234146584,0.238768543,0.238768543,0.238768543,0.234146584,0.234146584,0.234146584
11603,0.23288082,0.23288082,0.23288082,0.23288082,0.23288082,0.228097964,0.228097964,0.228097964,0.228097964,0.228097964,0.23288082,0.23288082,0.23288082,0.228097964,0.228097964,0.228097964
11604,0.229083094,0.229083094,0.229083094,0.229083094,0.229083094,0.224217829,0.224217829,0.224217829,0.224217829,0.224217829,0.229083094,0.229083094,0.229083094,0.224217829,0.224217829,0.224217829
11605,0.240361126,0.240361126,0.240361126,0.240361126,0.240361126,0.235926436,0.235926436,0.235926436,0.235926436,0.235926436,0.240361126,0.240361126,0.240361126,0.235926436,0.235926436,0.235926436
11606,0.249289228,0.249289228,0.249289228,0.249289228,0.249289228,0.247412267,0.247412267,0.247412267,0.247412267,0.247412267,0.249289228,0.249289228,0.249289228,0.247412267,0.247412267,0.247412267
11607,0.249975769,0.249975769,0.249975769,0.249975769,0.249975769,0.25392536,0.25392536,0.25392536,0.25392536,0.25392536,0.249975769,0.249975769,0.249975769,0.25392536,0.25392536,0.25392536
11608,0.249990578,0.249990578,0.249990578,0.249990578,0.249990578,0.254031578,0.254031578,0.254031578,0.254031578,0.254031578,0.249990578,0.249990578,0.249990578,0.254031578,0.254031578,0.254031578
11609,0.242219747,0.242219747,0.242219747,0.242219747,0.242219747,0.242330686,0.242330686,0.242330686,0.242330686,0.242330686,0.242219747,0.242219747,0.242219747,0.242330686,0.242330686,0.242330686
11610,0.080421559,0.080421559,0.080421559,0.080421559,0.080421559,0.077207777,0.077207777,0.077207777,0.077207777,0.077207777,0.080421559,0.080421559,0.080421559,0.077207777,0.077207777,0.077207777
11611,0.077850721,0.077850721,0.077850721,0.077850721,0.077850721,0.064375501,0.064375501,0.064375501,0.064375501,0.064375501,0.077850721,0.077850721,0.077850721,0.064375501,0.064375501,0.064375501
11612,0.076496197,0.076496197,0.076496197,0.076496197,0.076496197,0.063585089,0.063585089,0.063585089,0.063585089,0.063585089,0.076496197,0.076496197,0.076496197,0.063585089,0.063585089,0.063585089
11613,0.076244385,0.076244385,0.076244385,0.076244385,0.076244385,0.063351945,0.063351945,0.063351945,0.063351945,0.063351945,0.076244385,0.076244385,0.076244385,0.063351945,0.063351945,0.063351945
11614,0.077023922,0.077023922,0.077023922,0.077023922,0.077023922,0.074560787,0.074560787,0.074560787,0.074560787,0.074560787,0.077023922,0.077023922,0.077023922,0.074560787,0.074560787,0.074560787
11615,0.078321098,0.078321098,0.078321098,0.078321098,0.078321098,0.075553281,0.075553281,0.075553281,0.075553281,0.075553281,0.078321098,0.078321098,0.078321098,0.075553281,0.075553281,0.075553281
11616,0.247705239,0.247705239,0.247705239,0.247705239,0.247705239,0.247039356,0.247039356,0.247039356,0.247039356,0.247039356,0.247705239,0.247705239,0.247705239,0.247039356,0.247039356,0.247039356
11617,0.250211556,0.250211556,0.250211556,0.250211556,0.250211556,0.254749058,0.254749058,0.254749058,0.254749058,0.254749058,0.250211556,0.250211556,0.250211556,0.254749058,0.254749058,0.254749058
11618,0.268435737,0.268435737,0.268435737,0.268435737,0.268435737,0.275830296,0.275830296,0.275830296,0.275830296,0.275830296,0.268435737,0.268435737,0.268435737,0.275830296,0.275830296,0.275830296
11619,0.268456705,0.268456705,0.268456705,0.268456705,0.268456705,0.2809301,0.2809301,0.2809301,0.2809301,0.2809301,0.268456705,0.268456705,0.268456705,0.2809301,0.2809301,0.2809301
11620,0.268447783,0.268447783,0.268447783,0.268447783,0.268447783,0.281014001,0.281014001,0.281014001,0.281014001,0.281014001,0.268447783,0.268447783,0.268447783,0.281014001,0.281014001,0.281014001
11621,0.268471985,0.268471985,0.268471985,0.268471985,0.268471985,0.280004568,0.280004568,0.280004568,0.280004568,0.280004568,0.268471985,0.268471985,0.268471985,0.280004568,0.280004568,0.280004568
11622,0.25585171,0.25585171,0.25585171,0.25585171,0.25585171,0.262102102,0.262102102,0.262102102,0.262102102,0.262102102,0.25585171,0.25585171,0.25585171,0.262102102,0.262102102,0.262102102
11623,0.250084947,0.250084947,0.250084947,0.250084947,0.250084947,0.254487028,0.254487028,0.254487028,0.254487028,0.254487028,0.250084947,0.250084947,0.250084947,0.254487028,0.254487028,0.254487028
11624,0.249663861,0.249663861,0.249663861,0.249663861,0.249663861,0.249521388,0.249521388,0.249521388,0.249521388,0.249521388,0.249663861,0.249663861,0.249663861,0.249521388,0.249521388,0.249521388
11701,0.239059767,0.239059767,0.239059767,0.239059767,0.239059767,0.234840611,0.234840611,0.234840611,0.234840611,0.234840611,0.239059767,0.239059767,0.239059767,0.234840611,0.234840611,0.234840611
11702,0.235254195,0.235254195,0.235254195,0.235254195,0.235254195,0.229881434,0.229881434,0.229881434,0.229881434,0.229881434,0.235254195,0.235254195,0.235254195,0.229881434,0.229881434,0.229881434
11703,0.227746709,0.227746709,0.227746709,0.227746709,0.227746709,0.223392085,0.223392085,0.223392085,0.223392085,0.223392085,0.227746709,0.227746709,0.227746709,0.223392085,0.223392085,0.223392085
11704,0.225795039,0.225795039,0.225795039,0.225795039,0.225795039,0.073407126,0.073407126,0.073407126,0.073407126,0.073407126,0.225795039,0.225795039,0.225795039,0.073407126,0.073407126,0.073407126
11705,0.234944751,0.234944751,0.234944751,0.234944751,0.234944751,0.22939509,0.22939509,0.22939509,0.22939509,0.22939509,0.234944751,0.234944751,0.234944751,0.22939509,0.22939509,0.22939509
11706,0.245578836,0.245578836,0.245578836,0.245578836,0.245578836,0.241004306,0.241004306,0.241004306,0.241004306,0.241004306,0.245578836,0.245578836,0.245578836,0.241004306,0.241004306,0.241004306
11707,0.253598284,0.253598284,0.253598284,0.253598284,0.253598284,0.251918092,0.251918092,0.251918092,0.251918092,0.251918092,0.253598284,0.253598284,0.253598284,0.251918092,0.251918092,0.251918092
11708,0.25561598,0.25561598,0.25561598,0.25561598,0.25561598,0.256614402,0.256614402,0.256614402,0.256614402,0.256614402,0.25561598,0.25561598,0.25561598,0.256614402,0.256614402,0.256614402
11709,0.251186164,0.251186164,0.251186164,0.251186164,0.251186164,0.246856331,0.246856331,0.246856331,0.246856331,0.246856331,0.251186164,0.251186164,0.251186164,0.246856331,0.246856331,0.246856331
11710,0.231418363,0.231418363,0.231418363,0.231418363,0.231418363,0.06258247,0.06258247,0.06258247,0.06258247,0.06258247,0.231418363,0.231418363,0.231418363,0.06258247,0.06258247,0.06258247
11711,0.221187663,0.221187663,0.221187663,0.221187663,0.221187663,0.049335968,0.049335968,0.049335968,0.049335968,0.049335968,0.221187663,0.221187663,0.221187663,0.049335968,0.049335968,0.049335968
11712,0.041382926,0.041382926,0.041382926,0.041382926,0.041382926,0.027832747,0.027832747,0.027832747,0.027832747,0.027832747,0.041382926,0.041382926,0.041382926,0.027832747,0.027832747,0.027832747
11713,0.040881357,0.040881357,0.040881357,0.040881357,0.040881357,0.014495211,0.014495211,0.014495211,0.014495211,0.014495211,0.040881357,0.040881357,0.040881357,0.014495211,0.014495211,0.014495211
11714,0.028587892,0.028587892,0.028587892,0.028587892,0.028587892,0.014866022,0.014866022,0.014866022,0.014866022,0.014866022,0.028587892,0.028587892,0.028587892,0.014866022,0.014866022,0.014866022
11715,0.029135557,0.029135557,0.029135557,0.029135557,0.029135557,0.027628682,0.027628682,0.027628682,0.027628682,0.027628682,0.029135557,0.029135557,0.029135557,0.027628682,0.027628682,0.027628682
11716,0.248718947,0.248718947,0.248718947,0.248718947,0.248718947,0.244276283,0.244276283,0.244276283,0.244276283,0.244276283,0.248718947,0.248718947,0.248718947,0.244276283,0.244276283,0.244276283
11717,0.266405388,0.266405388,0.266405388,0.266405388,0.266405388,0.268317622,0.268317622,0.268317622,0.268317622,0.268317622,0.266405388,0.266405388,0.266405388,0.268317622,0.268317622,0.268317622
11718,0.270893008,0.270893008,0.270893008,0.270893008,0.270893008,0.275205143,0.275205143,0.275205143,0.275205143,0.275205143,0.270893008,0.270893008,0.270893008,0.275205143,0.275205143,0.275205143
11719,0.270910876,0.270910876,0.270910876,0.270910876,0.270910876,0.275654255,0.275654255,0.275654255,0.275654255,0.275654255,0.270910876,0.270910876,0.270910876,0.275654255,0.275654255,0.275654255
11720,0.270903465,0.270903465,0.270903465,0.270903465,0.270903465,0.275754088,0.275754088,0.275754088,0.275754088,0.275754088,0.270903465,0.270903465,0.270903465,0.275754088,0.275754088,0.275754088
11721,0.270926101,0.270926101,0.270926101,0.270926101,0.270926101,0.275354377,0.275354377,0.275354377,0.275354377,0.275354377,0.270926101,0.270926101,0.270926101,0.275354377,0.275354377,0.275354377
11722,0.270953441,0.270953441,0.270953441,0.270953441,0.270953441,0.275026772,0.275026772,0.275026772,0.275026772,0.275026772,0.270953441,0.270953441,0.270953441,0.275026772,0.275026772,0.275026772
11723,0.264097476,0.264097476,0.264097476,0.264097476,0.264097476,0.265786748,0.265786748,0.265786748,0.265786748,0.265786748,0.264097476,0.264097476,0.264097476,0.265786748,0.265786748,0.265786748
11724,0.252907684,0.252907684,0.252907684,0.252907684,0.252907684,0.253655001,0.253655001,0.253655001,0.253655001,0.253655001,0.252907684,0.252907684,0.252907684,0.253655001,0.253655001,0.253655001
11801,0.242996646,0.242996646,0.242996646,0.242996646,0.242996646,0.23923605,0.23923605,0.23923605,0.23923605,0.23923605,0.242996646,0.242996646,0.242996646,0.23923605,0.23923605,0.23923605
11802,0.221501048,0.221501048,0.221501048,0.221501048,0.221501048,0.216828027,0.216828027,0.216828027,0.216828027,0.216828027,0.221501048,0.221501048,0.221501048,0.216828027,0.216828027,0.216828027
11803,0.219296316,0.219296316,0.219296316,0.219296316,0.219296316,0.204374895,0.204374895,0.204374895,0.204374895,0.204374895,0.219296316,0.219296316,0.219296316,0.204374895,0.204374895,0.204374895
11804,0.220168012,0.220168012,0.220168012,0.220168012,0.220168012,0.20520892,0.20520892,0.20520892,0.20520892,0.20520892,0.220168012,0.220168012,0.220168012,0.20520892,0.20520892,0.20520892
11805,0.226791298,0.226791298,0.226791298,0.226791298,0.226791298,0.223047529,0.223047529,0.223047529,0.223047529,0.223047529,0.226791298,0.226791298,0.226791298,0.223047529,0.223047529,0.223047529
11806,0.253979055,0.253979055,0.253979055,0.253979055,0.253979055,0.250492356,0.250492356,0.250492356,0.250492356,0.250492356,0.253979055,0.253979055,0.253979055,0.250492356,0.250492356,0.250492356
11807,0.270314671,0.270314671,0.270314671,0.270314671,0.270314671,0.272081139,0.272081139,0.272081139,0.272081139,0.272081139,0.270314671,0.270314671,0.270314671,0.272081139,0.272081139,0.272081139
11808,0.271174464,0.271174464,0.271174464,0.271174464,0.271174464,0.274025054,0.274025054,0.274025054,0.274025054,0.274025054,0.271174464,0.271174464,0.271174464,0.274025054,0.274025054,0.274025054
11809,0.245835757,0.245835757,0.245835757,0.245835757,0.245835757,0.233427395,0.233427395,0.233427395,0.233427395,0.233427395,0.245835757,0.245835757,0.245835757,0.233427395,0.233427395,0.233427395
11810,0.051289108,0.051289108,0.051289108,0.051289108,0.051289108,0.165619254,0.165619254,0.165619254,0.165619254,0.165619254,0.051289108,0.051289108,0.051289108,0.165619254,0.165619254,0.165619254
11811,0.037597517,0.037597517,0.037597517,0.037597517,0.037597517,0.014021121,0.014021121,0.014021121,0.014021121,0.014021121,0.037597517,0.037597517,0.037597517,0.014021121,0.014021121,0.014021121
11812,0.014416528,0.014416528,0.014416528,0.014416528,0.014416528,0.013682328,0.013682328,0.013682328,0.013682328,0.013682328,0.014416528,0.014416528,0.014416528,0.013682328,0.013682328,0.013682328
11813,0.014256036,0.014256036,0.014256036,0.014256036,0.014256036,0.013522665,0.013522665,0.013522665,0.013522665,0.013522665,0.014256036,0.014256036,0.014256036,0.013522665,0.013522665,0.013522665
11814,0.014233052,0.014233052,0.014233052,0.014233052,0.014233052,0.013528465,0.013528465,0.013528465,0.013528465,0.013528465,0.014233052,0.014233052,0.014233052,0.013528465,0.013528465,0.013528465
11815,0.027296319,0.027296319,0.027296319,0.027296319,0.027296319,0.014065252,0.014065252,0.014065252,0.014065252,0.014065252,0.027296319,0.027296319,0.027296319,0.014065252,0.014065252,0.014065252
11816,0.241847,0.241847,0.241847,0.241847,0.241847,0.217933574,0.217933574,0.217933574,0.217933574,0.217933574,0.241847,0.241847,0.241847,0.217933574,0.217933574,0.217933574
11817,0.273774389,0.273774389,0.273774389,0.273774389,0.273774389,0.276636654,0.276636654,0.276636654,0.276636654,0.276636654,0.273774389,0.273774389,0.273774389,0.276636654,0.276636654,0.276636654
11818,0.274847599,0.274847599,0.274847599,0.274847599,0.274847599,0.280408226,0.280408226,0.280408226,0.280408226,0.280408226,0.274847599,0.274847599,0.274847599,0.280408226,0.280408226,0.280408226
11819,0.274872079,0.274872079,0.274872079,0.274872079,0.274872079,0.280672389,0.280672389,0.280672389,0.280672389,0.280672389,0.274872079,0.274872079,0.274872079,0.280672389,0.280672389,0.280672389
11820,0.274874308,0.274874308,0.274874308,0.274874308,0.274874308,0.280745478,0.280745478,0.280745478,0.280745478,0.280745478,0.274874308,0.274874308,0.274874308,0.280745478,0.280745478,0.280745478
11821,0.27490103,0.27490103,0.27490103,0.27490103,0.27490103,0.280558896,0.280558896,0.280558896,0.280558896,0.280558896,0.27490103,0.27490103,0.27490103,0.280558896,0.280558896,0.280558896
11822,0.274935355,0.274935355,0.274935355,0.274935355,0.274935355,0.279909339,0.279909339,0.279909339,0.279909339,0.279909339,0.274935355,0.274935355,0.274935355,0.279909339,0.279909339,0.279909339
11823,0.273000785,0.273000785,0.273000785,0.273000785,0.273000785,0.276125205,0.276125205,0.276125205,0.276125205,0.276125205,0.273000785,0.273000785,0.273000785,0.276125205,0.276125205,0.276125205
11824,0.258418366,0.258418366,0.258418366,0.258418366,0.258418366,0.26081865,0.26081865,0.26081865,0.26081865,0.26081865,0.258418366,0.258418366,0.258418366,0.26081865,0.26081865,0.26081865
11901,0.251692372,0.251692372,0.251692372,0.251692372,0.251692372,0.248278302,0.248278302,0.248278302,0.248278302,0.248278302,0.251692372,0.251692372,0.251692372,0.248278302,0.248278302,0.248278302
11902,0.244933271,0.244933271,0.244933271,0.244933271,0.244933271,0.239855114,0.239855114,0.239855114,0.239855114,0.239855114,0.244933271,0.244933271,0.244933271,0.239855114,0.239855114,0.239855114
11903,0.238858894,0.238858894,0.238858894,0.238858894,0.238858894,0.232744544,0.232744544,0.232744544,0.232744544,0.232744544,0.238858894,0.238858894,0.238858894,0.232744544,0.232744544,0.232744544
11904,0.238498573,0.238498573,0.238498573,0.238498573,0.238498573,0.23222266,0.23222266,0.23222266,0.23222266,0.23222266,0.238498573,0.238498573,0.238498573,0.23222266,0.23222266,0.23222266
11905,0.24610446,0.24610446,0.24610446,0.24610446,0.24610446,0.241328751,0.241328751,0.241328751,0.241328751,0.241328751,0.24610446,0.24610446,0.24610446,0.241328751,0.241328751,0.241328751
11906,0.252027885,0.252027885,0.252027885,0.252027885,0.252027885,0.253164338,0.253164338,0.253164338,0.253164338,0.253164338,0.252027885,0.252027885,0.252027885,0.253164338,0.253164338,0.253164338
11907,0.255081958,0.255081958,0.255081958,0.255081958,0.255081958,0.259808793,0.259808793,0.259808793,0.259808793,0.259808793,0.255081958,0.255081958,0.255081958,0.259808793,0.259808793,0.259808793
11908,0.255099006,0.255099006,0.255099006,0.255099006,0.255099006,0.260710273,0.260710273,0.260710273,0.260710273,0.260710273,0.255099006,0.255099006,0.255099006,0.260710273,0.260710273,0.260710273
11909,0.252105612,0.252105612,0.252105612,0.252105612,0.252105612,0.252867424,0.252867424,0.252867424,0.252867424,0.252867424,0.252105612,0.252105612,0.252105612,0.252867424,0.252867424,0.252867424
11910,0.233340623,0.233340623,0.233340623,0.233340623,0.233340623,0.23494137,0.23494137,0.23494137,0.23494137,0.23494137,0.233340623,0.233340623,0.233340623,0.23494137,0.23494137,0.23494137
11911,0.22115504,0.22115504,0.22115504,0.22115504,0.22115504,0.212342871,0.212342871,0.212342871,0.212342871,0.212342871,0.22115504,0.22115504,0.22115504,0.212342871,0.212342871,0.212342871
11912,0.215003471,0.215003471,0.215003471,0.215003471,0.215003471,0.062876197,0.062876197,0.062876197,0.062876197,0.062876197,0.215003471,0.215003471,0.215003471,0.062876197,0.062876197,0.062876197
11913,0.05480168,0.05480168,0.05480168,0.05480168,0.05480168,0.062314708,0.062314708,0.062314708,0.062314708,0.062314708,0.05480168,0.05480168,0.05480168,0.062314708,0.062314708,0.062314708
11914,0.064904568,0.064904568,0.064904568,0.064904568,0.064904568,0.063148683,0.063148683,0.063148683,0.063148683,0.063148683,0.064904568,0.064904568,0.064904568,0.063148683,0.063148683,0.063148683
11915,0.065374633,0.065374633,0.065374633,0.065374633,0.065374633,0.21484127,0.21484127,0.21484127,0.21484127,0.21484127,0.065374633,0.065374633,0.065374633,0.21484127,0.21484127,0.21484127
11916,0.251677309,0.251677309,0.251677309,0.251677309,0.251677309,0.251729522,0.251729522,0.251729522,0.251729522,0.251729522,0.251677309,0.251677309,0.251677309,0.251729522,0.251729522,0.251729522
