; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
; Version ID: 2019 TDV CARBON ONLY,,,,,,,,,,,,,,,,
; MoDaHr,CZ1 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ2 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ3 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ4 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ5 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ6 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ7 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ8 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ9 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ10 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ11 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ12 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ13 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ14 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ15 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ16 Electricity Long-Run Carbon Emission Factors (ton/MWh)
52709,0.225341064,0.225341064,0.225341064,0.225341064,0.225341064,0.062076027,0.062076027,0.062076027,0.062076027,0.062076027,0.225341064,0.225341064,0.225341064,0.062076027,0.062076027,0.062076027
52710,0.225332191,0.225332191,0.225332191,0.225332191,0.225332191,0.051696561,0.051696561,0.051696561,0.051696561,0.051696561,0.225332191,0.225332191,0.225332191,0.051696561,0.051696561,0.051696561
52711,0.225410989,0.225410989,0.225410989,0.225410989,0.225410989,0.051737736,0.051737736,0.051737736,0.051737736,0.051737736,0.225410989,0.225410989,0.225410989,0.051737736,0.051737736,0.051737736
52712,0.2254642,0.2254642,0.2254642,0.2254642,0.2254642,0.062525021,0.062525021,0.062525021,0.062525021,0.062525021,0.2254642,0.2254642,0.2254642,0.062525021,0.062525021,0.062525021
52713,0.2255673,0.2255673,0.2255673,0.2255673,0.2255673,0.062661094,0.062661094,0.062661094,0.062661094,0.062661094,0.2255673,0.2255673,0.2255673,0.062661094,0.062661094,0.062661094
52714,0.225639184,0.225639184,0.225639184,0.225639184,0.225639184,0.073612317,0.073612317,0.073612317,0.073612317,0.073612317,0.225639184,0.225639184,0.225639184,0.073612317,0.073612317,0.073612317
52715,0.225670781,0.225670781,0.225670781,0.225670781,0.225670781,0.074531422,0.074531422,0.074531422,0.074531422,0.074531422,0.225670781,0.225670781,0.225670781,0.074531422,0.074531422,0.074531422
52716,0.225746697,0.225746697,0.225746697,0.225746697,0.225746697,0.230490093,0.230490093,0.230490093,0.230490093,0.230490093,0.225746697,0.225746697,0.225746697,0.230490093,0.230490093,0.230490093
52717,0.227739829,0.227739829,0.227739829,0.227739829,0.227739829,0.235744967,0.235744967,0.235744967,0.235744967,0.235744967,0.227739829,0.227739829,0.227739829,0.235744967,0.235744967,0.235744967
52718,0.254371044,0.254371044,0.254371044,0.254371044,0.254371044,0.262427759,0.262427759,0.262427759,0.262427759,0.262427759,0.254371044,0.254371044,0.254371044,0.262427759,0.262427759,0.262427759
52719,0.312894778,0.312894778,0.312894778,0.312894778,0.312894778,0.322627736,0.322627736,0.322627736,0.322627736,0.322627736,0.312894778,0.312894778,0.312894778,0.322627736,0.322627736,0.322627736
52720,0.366823324,0.366823324,0.366823324,0.366823324,0.366823324,0.388058053,0.388058053,0.388058053,0.388058053,0.388058053,0.366823324,0.366823324,0.366823324,0.388058053,0.388058053,0.388058053
52721,0.313997289,0.313997289,0.313997289,0.313997289,0.313997289,0.333391354,0.333391354,0.333391354,0.333391354,0.333391354,0.313997289,0.313997289,0.313997289,0.333391354,0.333391354,0.333391354
52722,0.28086675,0.28086675,0.28086675,0.28086675,0.28086675,0.295356985,0.295356985,0.295356985,0.295356985,0.295356985,0.28086675,0.28086675,0.28086675,0.295356985,0.295356985,0.295356985
52723,0.235715922,0.235715922,0.235715922,0.235715922,0.235715922,0.240353519,0.240353519,0.240353519,0.240353519,0.240353519,0.235715922,0.235715922,0.235715922,0.240353519,0.240353519,0.240353519
52724,0.225303603,0.225303603,0.225303603,0.225303603,0.225303603,0.2278091,0.2278091,0.2278091,0.2278091,0.2278091,0.225303603,0.225303603,0.225303603,0.2278091,0.2278091,0.2278091
52801,0.231905142,0.231905142,0.231905142,0.231905142,0.231905142,0.231469171,0.231469171,0.231469171,0.231469171,0.231469171,0.231905142,0.231905142,0.231905142,0.231469171,0.231469171,0.231469171
52802,0.231840787,0.231840787,0.231840787,0.231840787,0.231840787,0.230463608,0.230463608,0.230463608,0.230463608,0.230463608,0.231840787,0.231840787,0.231840787,0.230463608,0.230463608,0.230463608
52803,0.231601676,0.231601676,0.231601676,0.231601676,0.231601676,0.215030367,0.215030367,0.215030367,0.215030367,0.215030367,0.231601676,0.231601676,0.231601676,0.215030367,0.215030367,0.215030367
52804,0.231539819,0.231539819,0.231539819,0.231539819,0.231539819,0.21447453,0.21447453,0.21447453,0.21447453,0.21447453,0.231539819,0.231539819,0.231539819,0.21447453,0.21447453,0.21447453
52805,0.231794581,0.231794581,0.231794581,0.231794581,0.231794581,0.214926879,0.214926879,0.214926879,0.214926879,0.214926879,0.231794581,0.231794581,0.231794581,0.214926879,0.214926879,0.214926879
52806,0.231826698,0.231826698,0.231826698,0.231826698,0.231826698,0.230670226,0.230670226,0.230670226,0.230670226,0.230670226,0.231826698,0.231826698,0.231826698,0.230670226,0.230670226,0.230670226
52807,0.231848953,0.231848953,0.231848953,0.231848953,0.231848953,0.231523871,0.231523871,0.231523871,0.231523871,0.231523871,0.231848953,0.231848953,0.231848953,0.231523871,0.231523871,0.231523871
52808,0.231893916,0.231893916,0.231893916,0.231893916,0.231893916,0.216795444,0.216795444,0.216795444,0.216795444,0.216795444,0.231893916,0.231893916,0.231893916,0.216795444,0.216795444,0.216795444
52809,0.231968606,0.231968606,0.231968606,0.231968606,0.231968606,0.217540243,0.217540243,0.217540243,0.217540243,0.217540243,0.231968606,0.231968606,0.231968606,0.217540243,0.217540243,0.217540243
52810,0.231949796,0.231949796,0.231949796,0.231949796,0.231949796,0.218049972,0.218049972,0.218049972,0.218049972,0.218049972,0.231949796,0.231949796,0.231949796,0.218049972,0.218049972,0.218049972
52811,0.232019712,0.232019712,0.232019712,0.232019712,0.232019712,0.217040256,0.217040256,0.217040256,0.217040256,0.217040256,0.232019712,0.232019712,0.232019712,0.217040256,0.217040256,0.217040256
52812,0.232076483,0.232076483,0.232076483,0.232076483,0.232076483,0.217701081,0.217701081,0.217701081,0.217701081,0.217701081,0.232076483,0.232076483,0.232076483,0.217701081,0.217701081,0.217701081
52813,0.232161364,0.232161364,0.232161364,0.232161364,0.232161364,0.217604152,0.217604152,0.217604152,0.217604152,0.217604152,0.232161364,0.232161364,0.232161364,0.217604152,0.217604152,0.217604152
52814,0.232223388,0.232223388,0.232223388,0.232223388,0.232223388,0.230700463,0.230700463,0.230700463,0.230700463,0.230700463,0.232223388,0.232223388,0.232223388,0.230700463,0.230700463,0.230700463
52815,0.234872358,0.234872358,0.234872358,0.234872358,0.234872358,0.233860336,0.233860336,0.233860336,0.233860336,0.233860336,0.234872358,0.234872358,0.234872358,0.233860336,0.233860336,0.233860336
52816,0.23630259,0.23630259,0.23630259,0.23630259,0.23630259,0.241043981,0.241043981,0.241043981,0.241043981,0.241043981,0.23630259,0.23630259,0.23630259,0.241043981,0.241043981,0.241043981
52817,0.239538936,0.239538936,0.239538936,0.239538936,0.239538936,0.247749726,0.247749726,0.247749726,0.247749726,0.247749726,0.239538936,0.239538936,0.239538936,0.247749726,0.247749726,0.247749726
52818,0.268108311,0.268108311,0.268108311,0.268108311,0.268108311,0.27680256,0.27680256,0.27680256,0.27680256,0.27680256,0.268108311,0.268108311,0.268108311,0.27680256,0.27680256,0.27680256
52819,0.313395893,0.313395893,0.313395893,0.313395893,0.313395893,0.327443841,0.327443841,0.327443841,0.327443841,0.327443841,0.313395893,0.313395893,0.313395893,0.327443841,0.327443841,0.327443841
52820,0.375042235,0.375042235,0.375042235,0.375042235,0.375042235,0.386631794,0.386631794,0.386631794,0.386631794,0.386631794,0.375042235,0.375042235,0.375042235,0.386631794,0.386631794,0.386631794
52821,0.307090998,0.307090998,0.307090998,0.307090998,0.307090998,0.344856439,0.344856439,0.344856439,0.344856439,0.344856439,0.307090998,0.307090998,0.307090998,0.344856439,0.344856439,0.344856439
52822,0.280546507,0.280546507,0.280546507,0.280546507,0.280546507,0.31160342,0.31160342,0.31160342,0.31160342,0.31160342,0.280546507,0.280546507,0.280546507,0.31160342,0.31160342,0.31160342
52823,0.236836464,0.236836464,0.236836464,0.236836464,0.236836464,0.251030269,0.251030269,0.251030269,0.251030269,0.251030269,0.236836464,0.236836464,0.236836464,0.251030269,0.251030269,0.251030269
52824,0.231989683,0.231989683,0.231989683,0.231989683,0.231989683,0.234399998,0.234399998,0.234399998,0.234399998,0.234399998,0.231989683,0.231989683,0.231989683,0.234399998,0.234399998,0.234399998
52901,0.225758592,0.225758592,0.225758592,0.225758592,0.225758592,0.226145391,0.226145391,0.226145391,0.226145391,0.226145391,0.225758592,0.225758592,0.225758592,0.226145391,0.226145391,0.226145391
52902,0.225696933,0.225696933,0.225696933,0.225696933,0.225696933,0.073439851,0.073439851,0.073439851,0.073439851,0.073439851,0.225696933,0.225696933,0.225696933,0.073439851,0.073439851,0.073439851
52903,0.225327236,0.225327236,0.225327236,0.225327236,0.225327236,0.072957679,0.072957679,0.072957679,0.072957679,0.072957679,0.225327236,0.225327236,0.225327236,0.072957679,0.072957679,0.072957679
52904,0.224919725,0.224919725,0.224919725,0.224919725,0.224919725,0.072393826,0.072393826,0.072393826,0.072393826,0.072393826,0.224919725,0.224919725,0.224919725,0.072393826,0.072393826,0.072393826
52905,0.225223369,0.225223369,0.225223369,0.225223369,0.225223369,0.072761273,0.072761273,0.072761273,0.072761273,0.072761273,0.225223369,0.225223369,0.225223369,0.072761273,0.072761273,0.072761273
52906,0.225685537,0.225685537,0.225685537,0.225685537,0.225685537,0.224858588,0.224858588,0.224858588,0.224858588,0.224858588,0.225685537,0.225685537,0.225685537,0.224858588,0.224858588,0.224858588
52907,0.225753031,0.225753031,0.225753031,0.225753031,0.225753031,0.225584931,0.225584931,0.225584931,0.225584931,0.225584931,0.225753031,0.225753031,0.225753031,0.225584931,0.225584931,0.225584931
52908,0.225806678,0.225806678,0.225806678,0.225806678,0.225806678,0.073624347,0.073624347,0.073624347,0.073624347,0.073624347,0.225806678,0.225806678,0.225806678,0.073624347,0.073624347,0.073624347
52909,0.225811798,0.225811798,0.225811798,0.225811798,0.225811798,0.063459193,0.063459193,0.063459193,0.063459193,0.063459193,0.225811798,0.225811798,0.225811798,0.063459193,0.063459193,0.063459193
52910,0.225867672,0.225867672,0.225867672,0.225867672,0.225867672,0.063499286,0.063499286,0.063499286,0.063499286,0.063499286,0.225867672,0.225867672,0.225867672,0.063499286,0.063499286,0.063499286
52911,0.225928341,0.225928341,0.225928341,0.225928341,0.225928341,0.06361904,0.06361904,0.06361904,0.06361904,0.06361904,0.225928341,0.225928341,0.225928341,0.06361904,0.06361904,0.06361904
52912,0.225990625,0.225990625,0.225990625,0.225990625,0.225990625,0.063809314,0.063809314,0.063809314,0.063809314,0.063809314,0.225990625,0.225990625,0.225990625,0.063809314,0.063809314,0.063809314
52913,0.226025849,0.226025849,0.226025849,0.226025849,0.226025849,0.064670874,0.064670874,0.064670874,0.064670874,0.064670874,0.226025849,0.226025849,0.226025849,0.064670874,0.064670874,0.064670874
52914,0.226472089,0.226472089,0.226472089,0.226472089,0.226472089,0.07591644,0.07591644,0.07591644,0.07591644,0.07591644,0.226472089,0.226472089,0.226472089,0.07591644,0.07591644,0.07591644
52915,0.228207401,0.228207401,0.228207401,0.228207401,0.228207401,0.227218406,0.227218406,0.227218406,0.227218406,0.227218406,0.228207401,0.228207401,0.228207401,0.227218406,0.227218406,0.227218406
52916,0.228483749,0.228483749,0.228483749,0.228483749,0.228483749,0.229704546,0.229704546,0.229704546,0.229704546,0.229704546,0.228483749,0.228483749,0.228483749,0.229704546,0.229704546,0.229704546
52917,0.230483348,0.230483348,0.230483348,0.230483348,0.230483348,0.239090633,0.239090633,0.239090633,0.239090633,0.239090633,0.230483348,0.230483348,0.230483348,0.239090633,0.239090633,0.239090633
52918,0.233331463,0.233331463,0.233331463,0.233331463,0.233331463,0.248888403,0.248888403,0.248888403,0.248888403,0.248888403,0.233331463,0.233331463,0.233331463,0.248888403,0.248888403,0.248888403
52919,0.246765281,0.246765281,0.246765281,0.246765281,0.246765281,0.280786427,0.280786427,0.280786427,0.280786427,0.280786427,0.246765281,0.246765281,0.246765281,0.280786427,0.280786427,0.280786427
52920,0.241111137,0.241111137,0.241111137,0.241111137,0.241111137,0.347542943,0.347542943,0.347542943,0.347542943,0.347542943,0.241111137,0.241111137,0.241111137,0.347542943,0.347542943,0.347542943
52921,0.246698555,0.246698555,0.246698555,0.246698555,0.246698555,0.332191274,0.332191274,0.332191274,0.332191274,0.332191274,0.246698555,0.246698555,0.246698555,0.332191274,0.332191274,0.332191274
52922,0.231022171,0.231022171,0.231022171,0.231022171,0.231022171,0.291026295,0.291026295,0.291026295,0.291026295,0.291026295,0.231022171,0.231022171,0.231022171,0.291026295,0.291026295,0.291026295
52923,0.23103909,0.23103909,0.23103909,0.23103909,0.23103909,0.241099538,0.241099538,0.241099538,0.241099538,0.241099538,0.23103909,0.23103909,0.23103909,0.241099538,0.241099538,0.241099538
52924,0.228090069,0.228090069,0.228090069,0.228090069,0.228090069,0.230312947,0.230312947,0.230312947,0.230312947,0.230312947,0.228090069,0.228090069,0.228090069,0.230312947,0.230312947,0.230312947
53001,0.226566305,0.226566305,0.226566305,0.226566305,0.226566305,0.213846114,0.213846114,0.213846114,0.213846114,0.213846114,0.226566305,0.226566305,0.226566305,0.213846114,0.213846114,0.213846114
53002,0.226339401,0.226339401,0.226339401,0.226339401,0.226339401,0.21142307,0.21142307,0.21142307,0.21142307,0.21142307,0.226339401,0.226339401,0.226339401,0.21142307,0.21142307,0.21142307
53003,0.225705571,0.225705571,0.225705571,0.225705571,0.225705571,0.198140584,0.198140584,0.198140584,0.198140584,0.198140584,0.225705571,0.225705571,0.225705571,0.198140584,0.198140584,0.198140584
53004,0.225040893,0.225040893,0.225040893,0.225040893,0.225040893,0.196416082,0.196416082,0.196416082,0.196416082,0.196416082,0.225040893,0.225040893,0.225040893,0.196416082,0.196416082,0.196416082
53005,0.225089724,0.225089724,0.225089724,0.225089724,0.225089724,0.197083496,0.197083496,0.197083496,0.197083496,0.197083496,0.225089724,0.225089724,0.225089724,0.197083496,0.197083496,0.197083496
53006,0.226206695,0.226206695,0.226206695,0.226206695,0.226206695,0.198761794,0.198761794,0.198761794,0.198761794,0.198761794,0.226206695,0.226206695,0.226206695,0.198761794,0.198761794,0.198761794
53007,0.226336056,0.226336056,0.226336056,0.226336056,0.226336056,0.198740875,0.198740875,0.198740875,0.198740875,0.198740875,0.226336056,0.226336056,0.226336056,0.198740875,0.198740875,0.198740875
53008,0.224931523,0.224931523,0.224931523,0.224931523,0.224931523,0.047287997,0.047287997,0.047287997,0.047287997,0.047287997,0.224931523,0.224931523,0.224931523,0.047287997,0.047287997,0.047287997
53009,0.21174189,0.21174189,0.21174189,0.21174189,0.21174189,0.036511956,0.036511956,0.036511956,0.036511956,0.036511956,0.21174189,0.21174189,0.21174189,0.036511956,0.036511956,0.036511956
53010,0.061920312,0.061920312,0.061920312,0.061920312,0.061920312,0.036542483,0.036542483,0.036542483,0.036542483,0.036542483,0.061920312,0.061920312,0.061920312,0.036542483,0.036542483,0.036542483
53011,0.062482137,0.062482137,0.062482137,0.062482137,0.062482137,0.04718767,0.04718767,0.04718767,0.04718767,0.04718767,0.062482137,0.062482137,0.062482137,0.04718767,0.04718767,0.04718767
53012,0.062921269,0.062921269,0.062921269,0.062921269,0.062921269,0.047470476,0.047470476,0.047470476,0.047470476,0.047470476,0.062921269,0.062921269,0.062921269,0.047470476,0.047470476,0.047470476
53013,0.063043894,0.063043894,0.063043894,0.063043894,0.063043894,0.048145949,0.048145949,0.048145949,0.048145949,0.048145949,0.063043894,0.063043894,0.063043894,0.048145949,0.048145949,0.048145949
53014,0.063121982,0.063121982,0.063121982,0.063121982,0.063121982,0.048179977,0.048179977,0.048179977,0.048179977,0.048179977,0.063121982,0.063121982,0.063121982,0.048179977,0.048179977,0.048179977
53015,0.212971672,0.212971672,0.212971672,0.212971672,0.212971672,0.048314362,0.048314362,0.048314362,0.048314362,0.048314362,0.212971672,0.212971672,0.212971672,0.048314362,0.048314362,0.048314362
53016,0.227138625,0.227138625,0.227138625,0.227138625,0.227138625,0.059952566,0.059952566,0.059952566,0.059952566,0.059952566,0.227138625,0.227138625,0.227138625,0.059952566,0.059952566,0.059952566
53017,0.228007129,0.228007129,0.228007129,0.228007129,0.228007129,0.226643234,0.226643234,0.226643234,0.226643234,0.226643234,0.228007129,0.228007129,0.228007129,0.226643234,0.226643234,0.226643234
53018,0.230158983,0.230158983,0.230158983,0.230158983,0.230158983,0.235723987,0.235723987,0.235723987,0.235723987,0.235723987,0.230158983,0.230158983,0.230158983,0.235723987,0.235723987,0.235723987
53019,0.246478259,0.246478259,0.246478259,0.246478259,0.246478259,0.255854553,0.255854553,0.255854553,0.255854553,0.255854553,0.246478259,0.246478259,0.246478259,0.255854553,0.255854553,0.255854553
53020,0.246822656,0.246822656,0.246822656,0.246822656,0.246822656,0.310964218,0.310964218,0.310964218,0.310964218,0.310964218,0.246822656,0.246822656,0.246822656,0.310964218,0.310964218,0.310964218
53021,0.246794378,0.246794378,0.246794378,0.246794378,0.246794378,0.309525683,0.309525683,0.309525683,0.309525683,0.309525683,0.246794378,0.246794378,0.246794378,0.309525683,0.309525683,0.309525683
53022,0.244534548,0.244534548,0.244534548,0.244534548,0.244534548,0.272696834,0.272696834,0.272696834,0.272696834,0.272696834,0.244534548,0.244534548,0.244534548,0.272696834,0.272696834,0.272696834
53023,0.228415323,0.228415323,0.228415323,0.228415323,0.228415323,0.245306991,0.245306991,0.245306991,0.245306991,0.245306991,0.228415323,0.228415323,0.228415323,0.245306991,0.245306991,0.245306991
53024,0.227456328,0.227456328,0.227456328,0.227456328,0.227456328,0.232873398,0.232873398,0.232873398,0.232873398,0.232873398,0.227456328,0.227456328,0.227456328,0.232873398,0.232873398,0.232873398
53101,0.227346756,0.227346756,0.227346756,0.227346756,0.227346756,0.22773473,0.22773473,0.22773473,0.22773473,0.22773473,0.227346756,0.227346756,0.227346756,0.22773473,0.22773473,0.22773473
53102,0.226789805,0.226789805,0.226789805,0.226789805,0.226789805,0.211890521,0.211890521,0.211890521,0.211890521,0.211890521,0.226789805,0.226789805,0.226789805,0.211890521,0.211890521,0.211890521
53103,0.22582948,0.22582948,0.22582948,0.22582948,0.22582948,0.024675705,0.024675705,0.024675705,0.024675705,0.024675705,0.22582948,0.22582948,0.22582948,0.024675705,0.024675705,0.024675705
53104,0.2250797,0.2250797,0.2250797,0.2250797,0.2250797,0.024388403,0.024388403,0.024388403,0.024388403,0.024388403,0.2250797,0.2250797,0.2250797,0.024388403,0.024388403,0.024388403
53105,0.225551744,0.225551744,0.225551744,0.225551744,0.225551744,0.024626681,0.024626681,0.024626681,0.024626681,0.024626681,0.225551744,0.225551744,0.225551744,0.024626681,0.024626681,0.024626681
53106,0.226502883,0.226502883,0.226502883,0.226502883,0.226502883,0.197269667,0.197269667,0.197269667,0.197269667,0.197269667,0.226502883,0.226502883,0.226502883,0.197269667,0.197269667,0.197269667
53107,0.226536196,0.226536196,0.226536196,0.226536196,0.226536196,0.19741039,0.19741039,0.19741039,0.19741039,0.19741039,0.226536196,0.226536196,0.226536196,0.19741039,0.19741039,0.19741039
53108,0.213869821,0.213869821,0.213869821,0.213869821,0.213869821,0.014121757,0.014121757,0.014121757,0.014121757,0.014121757,0.213869821,0.213869821,0.213869821,0.014121757,0.014121757,0.014121757
53109,0.166341511,0.166341511,0.166341511,0.166341511,0.166341511,0.014123058,0.014123058,0.014123058,0.014123058,0.014123058,0.166341511,0.166341511,0.166341511,0.014123058,0.014123058,0.014123058
53110,0.166558828,0.166558828,0.166558828,0.166558828,0.166558828,0.014287093,0.014287093,0.014287093,0.014287093,0.014287093,0.166558828,0.166558828,0.166558828,0.014287093,0.014287093,0.014287093
53111,0.178735936,0.178735936,0.178735936,0.178735936,0.178735936,0.014724832,0.014724832,0.014724832,0.014724832,0.014724832,0.178735936,0.178735936,0.178735936,0.014724832,0.014724832,0.014724832
53112,0.191653043,0.191653043,0.191653043,0.191653043,0.191653043,0.164158123,0.164158123,0.164158123,0.164158123,0.164158123,0.191653043,0.191653043,0.191653043,0.164158123,0.164158123,0.164158123
53113,0.192090822,0.192090822,0.192090822,0.192090822,0.192090822,0.16449616,0.16449616,0.16449616,0.16449616,0.16449616,0.192090822,0.192090822,0.192090822,0.16449616,0.16449616,0.16449616
53114,0.225820315,0.225820315,0.225820315,0.225820315,0.225820315,0.189442341,0.189442341,0.189442341,0.189442341,0.189442341,0.225820315,0.225820315,0.225820315,0.189442341,0.189442341,0.189442341
53115,0.22673923,0.22673923,0.22673923,0.22673923,0.22673923,0.200678641,0.200678641,0.200678641,0.200678641,0.200678641,0.22673923,0.22673923,0.22673923,0.200678641,0.200678641,0.200678641
53116,0.22745662,0.22745662,0.22745662,0.22745662,0.22745662,0.212537221,0.212537221,0.212537221,0.212537221,0.212537221,0.22745662,0.22745662,0.22745662,0.212537221,0.212537221,0.212537221
53117,0.228734196,0.228734196,0.228734196,0.228734196,0.228734196,0.225464861,0.225464861,0.225464861,0.225464861,0.225464861,0.228734196,0.228734196,0.228734196,0.225464861,0.225464861,0.225464861
53118,0.229157596,0.229157596,0.229157596,0.229157596,0.229157596,0.232239179,0.232239179,0.232239179,0.232239179,0.232239179,0.229157596,0.229157596,0.229157596,0.232239179,0.232239179,0.232239179
53119,0.231197523,0.231197523,0.231197523,0.231197523,0.231197523,0.240704152,0.240704152,0.240704152,0.240704152,0.240704152,0.231197523,0.231197523,0.231197523,0.240704152,0.240704152,0.240704152
53120,0.257973248,0.257973248,0.257973248,0.257973248,0.257973248,0.26837658,0.26837658,0.26837658,0.26837658,0.26837658,0.257973248,0.257973248,0.257973248,0.26837658,0.26837658,0.26837658
53121,0.249103151,0.249103151,0.249103151,0.249103151,0.249103151,0.266685368,0.266685368,0.266685368,0.266685368,0.266685368,0.249103151,0.249103151,0.249103151,0.266685368,0.266685368,0.266685368
53122,0.230653315,0.230653315,0.230653315,0.230653315,0.230653315,0.257853746,0.257853746,0.257853746,0.257853746,0.257853746,0.230653315,0.230653315,0.230653315,0.257853746,0.257853746,0.257853746
53123,0.228886146,0.228886146,0.228886146,0.228886146,0.228886146,0.235936035,0.235936035,0.235936035,0.235936035,0.235936035,0.228886146,0.228886146,0.228886146,0.235936035,0.235936035,0.235936035
53124,0.228497827,0.228497827,0.228497827,0.228497827,0.228497827,0.231066714,0.231066714,0.231066714,0.231066714,0.231066714,0.228497827,0.228497827,0.228497827,0.231066714,0.231066714,0.231066714
60101,0.242867,0.242867,0.242867,0.242867,0.242867,0.242771515,0.242771515,0.242771515,0.242771515,0.242771515,0.242867,0.242867,0.242867,0.242771515,0.242771515,0.242771515
60102,0.242835726,0.242835726,0.242835726,0.242835726,0.242835726,0.241561983,0.241561983,0.241561983,0.241561983,0.241561983,0.242835726,0.242835726,0.242835726,0.241561983,0.241561983,0.241561983
60103,0.242824724,0.242824724,0.242824724,0.242824724,0.242824724,0.236003995,0.236003995,0.236003995,0.236003995,0.236003995,0.242824724,0.242824724,0.242824724,0.236003995,0.236003995,0.236003995
60104,0.242731575,0.242731575,0.242731575,0.242731575,0.242731575,0.235958903,0.235958903,0.235958903,0.235958903,0.235958903,0.242731575,0.242731575,0.242731575,0.235958903,0.235958903,0.235958903
60105,0.242737992,0.242737992,0.242737992,0.242737992,0.242737992,0.235786785,0.235786785,0.235786785,0.235786785,0.235786785,0.242737992,0.242737992,0.242737992,0.235786785,0.235786785,0.235786785
60106,0.242827565,0.242827565,0.242827565,0.242827565,0.242827565,0.237742409,0.237742409,0.237742409,0.237742409,0.237742409,0.242827565,0.242827565,0.242827565,0.237742409,0.237742409,0.237742409
60107,0.242906195,0.242906195,0.242906195,0.242906195,0.242906195,0.23669462,0.23669462,0.23669462,0.23669462,0.23669462,0.242906195,0.242906195,0.242906195,0.23669462,0.23669462,0.23669462
60108,0.239214964,0.239214964,0.239214964,0.239214964,0.239214964,0.230316129,0.230316129,0.230316129,0.230316129,0.230316129,0.239214964,0.239214964,0.239214964,0.230316129,0.230316129,0.230316129
60109,0.2336556,0.2336556,0.2336556,0.2336556,0.2336556,0.203200956,0.203200956,0.203200956,0.203200956,0.203200956,0.2336556,0.2336556,0.2336556,0.203200956,0.203200956,0.203200956
60110,0.233698911,0.233698911,0.233698911,0.233698911,0.233698911,0.052572921,0.052572921,0.052572921,0.052572921,0.052572921,0.233698911,0.233698911,0.233698911,0.052572921,0.052572921,0.052572921
60111,0.233310888,0.233310888,0.233310888,0.233310888,0.233310888,0.06278937,0.06278937,0.06278937,0.06278937,0.06278937,0.233310888,0.233310888,0.233310888,0.06278937,0.06278937,0.06278937
60112,0.233007332,0.233007332,0.233007332,0.233007332,0.233007332,0.062829172,0.062829172,0.062829172,0.062829172,0.062829172,0.233007332,0.233007332,0.233007332,0.062829172,0.062829172,0.062829172
60113,0.233415772,0.233415772,0.233415772,0.233415772,0.233415772,0.063241343,0.063241343,0.063241343,0.063241343,0.063241343,0.233415772,0.233415772,0.233415772,0.063241343,0.063241343,0.063241343
60114,0.233955798,0.233955798,0.233955798,0.233955798,0.233955798,0.063818253,0.063818253,0.063818253,0.063818253,0.063818253,0.233955798,0.233955798,0.233955798,0.063818253,0.063818253,0.063818253
60115,0.241556531,0.241556531,0.241556531,0.241556531,0.241556531,0.230406253,0.230406253,0.230406253,0.230406253,0.230406253,0.241556531,0.241556531,0.241556531,0.230406253,0.230406253,0.230406253
60116,0.243078704,0.243078704,0.243078704,0.243078704,0.243078704,0.235255993,0.235255993,0.235255993,0.235255993,0.235255993,0.243078704,0.243078704,0.243078704,0.235255993,0.235255993,0.235255993
60117,0.243313696,0.243313696,0.243313696,0.243313696,0.243313696,0.241284493,0.241284493,0.241284493,0.241284493,0.241284493,0.243313696,0.243313696,0.243313696,0.241284493,0.241284493,0.241284493
60118,0.246286986,0.246286986,0.246286986,0.246286986,0.246286986,0.247869482,0.247869482,0.247869482,0.247869482,0.247869482,0.246286986,0.246286986,0.246286986,0.247869482,0.247869482,0.247869482
60119,0.246557641,0.246557641,0.246557641,0.246557641,0.246557641,0.271266648,0.271266648,0.271266648,0.271266648,0.271266648,0.246557641,0.246557641,0.246557641,0.271266648,0.271266648,0.271266648
60120,0.246520476,0.246520476,0.246520476,0.246520476,0.246520476,0.342071039,0.342071039,0.342071039,0.342071039,0.342071039,0.246520476,0.246520476,0.246520476,0.342071039,0.342071039,0.342071039
60121,0.246512309,0.246512309,0.246512309,0.246512309,0.246512309,0.341683292,0.341683292,0.341683292,0.341683292,0.341683292,0.246512309,0.246512309,0.246512309,0.341683292,0.341683292,0.341683292
60122,0.246558008,0.246558008,0.246558008,0.246558008,0.246558008,0.302605029,0.302605029,0.302605029,0.302605029,0.302605029,0.246558008,0.246558008,0.246558008,0.302605029,0.302605029,0.302605029
60123,0.246554711,0.246554711,0.246554711,0.246554711,0.246554711,0.264591671,0.264591671,0.264591671,0.264591671,0.264591671,0.246554711,0.246554711,0.246554711,0.264591671,0.264591671,0.264591671
