; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
; Version ID: 2019 TDV RESOLVE GHG Only,,,,,,,,,,,,,,,,
; MoDaHr,Electricity TDV (CZ1; kBtu/kWh),Electricity TDV (CZ2; kBtu/kWh),Electricity TDV (CZ3; kBtu/kWh),Electricity TDV (CZ4; kBtu/kWh),Electricity TDV (CZ5; kBtu/kWh),Electricity TDV (CZ6; kBtu/kWh),Electricity TDV (CZ7; kBtu/kWh),Electricity TDV (CZ8; kBtu/kWh),Electricity TDV (CZ9; kBtu/kWh),Electricity TDV (CZ10; kBtu/kWh),Electricity TDV (CZ11; kBtu/kWh),Electricity TDV (CZ12; kBtu/kWh),Electricity TDV (CZ13; kBtu/kWh),Electricity TDV (CZ14; kBtu/kWh),Electricity TDV (CZ15; kBtu/kWh),Electricity TDV (CZ16; kBtu/kWh)
42406,0.195486228,0.195486228,0.195486228,0.195486228,0.195486228,0.192589601,0.192589601,0.192589601,0.192589601,0.192589601,0.195486228,0.195486228,0.195486228,0.192589601,0.192589601,0.192589601
42407,0.19550129,0.19550129,0.19550129,0.19550129,0.19550129,0.193170862,0.193170862,0.193170862,0.193170862,0.193170862,0.19550129,0.19550129,0.19550129,0.193170862,0.193170862,0.193170862
42408,0.195067736,0.195067736,0.195067736,0.195067736,0.195067736,0.189975845,0.189975845,0.189975845,0.189975845,0.189975845,0.195067736,0.195067736,0.195067736,0.189975845,0.189975845,0.189975845
42409,0.193850575,0.193850575,0.193850575,0.193850575,0.193850575,0.092059705,0.092059705,0.092059705,0.092059705,0.092059705,0.193850575,0.193850575,0.193850575,0.092059705,0.092059705,0.092059705
42410,0.193895879,0.193895879,0.193895879,0.193895879,0.193895879,0.029482536,0.029482536,0.029482536,0.029482536,0.029482536,0.193895879,0.193895879,0.193895879,0.029482536,0.029482536,0.029482536
42411,0.187488546,0.187488546,0.187488546,0.187488546,0.187488546,0.091585596,0.091585596,0.091585596,0.091585596,0.091585596,0.187488546,0.187488546,0.187488546,0.091585596,0.091585596,0.091585596
42412,0.18769745,0.18769745,0.18769745,0.18769745,0.18769745,0.183554936,0.183554936,0.183554936,0.183554936,0.183554936,0.18769745,0.18769745,0.18769745,0.183554936,0.183554936,0.183554936
42413,0.192265128,0.192265128,0.192265128,0.192265128,0.192265128,0.186993254,0.186993254,0.186993254,0.186993254,0.186993254,0.192265128,0.192265128,0.192265128,0.186993254,0.186993254,0.186993254
42414,0.194518118,0.194518118,0.194518118,0.194518118,0.194518118,0.188811326,0.188811326,0.188811326,0.188811326,0.188811326,0.194518118,0.194518118,0.194518118,0.188811326,0.188811326,0.188811326
42415,0.194498591,0.194498591,0.194498591,0.194498591,0.194498591,0.188965928,0.188965928,0.188965928,0.188965928,0.188965928,0.194498591,0.194498591,0.194498591,0.188965928,0.188965928,0.188965928
42416,0.195716377,0.195716377,0.195716377,0.195716377,0.195716377,0.191731912,0.191731912,0.191731912,0.191731912,0.191731912,0.195716377,0.195716377,0.195716377,0.191731912,0.191731912,0.191731912
42417,0.195682687,0.195682687,0.195682687,0.195682687,0.195682687,0.196262187,0.196262187,0.196262187,0.196262187,0.196262187,0.195682687,0.195682687,0.195682687,0.196262187,0.196262187,0.196262187
42418,0.19721932,0.19721932,0.19721932,0.19721932,0.19721932,4.25993778,4.25993778,4.25993778,4.25993778,4.25993778,0.19721932,0.19721932,0.19721932,4.25993778,4.25993778,4.25993778
42419,4.32346798,4.32346798,4.32346798,4.32346798,4.32346798,5.158067735,5.158067735,5.158067735,5.158067735,5.158067735,4.32346798,4.32346798,4.32346798,5.158067735,5.158067735,5.158067735
42420,4.323221346,4.323221346,4.323221346,4.323221346,4.323221346,5.363016988,5.363016988,5.363016988,5.363016988,5.363016988,4.323221346,4.323221346,4.323221346,5.363016988,5.363016988,5.363016988
42421,4.322850586,4.322850586,4.322850586,4.322850586,4.322850586,5.410111347,5.410111347,5.410111347,5.410111347,5.410111347,4.322850586,4.322850586,4.322850586,5.410111347,5.410111347,5.410111347
42422,0.197001807,0.197001807,0.197001807,0.197001807,0.197001807,4.953655373,4.953655373,4.953655373,4.953655373,4.953655373,0.197001807,0.197001807,0.197001807,4.953655373,4.953655373,4.953655373
42423,0.196965879,0.196965879,0.196965879,0.196965879,0.196965879,4.321236782,4.321236782,4.321236782,4.321236782,4.321236782,0.196965879,0.196965879,0.196965879,4.321236782,4.321236782,4.321236782
42424,0.195539011,0.195539011,0.195539011,0.195539011,0.195539011,0.195452973,0.195452973,0.195452973,0.195452973,0.195452973,0.195539011,0.195539011,0.195539011,0.195452973,0.195452973,0.195452973
42501,4.570716341,4.570716341,4.570716341,4.570716341,4.570716341,4.54578242,4.54578242,4.54578242,4.54578242,4.54578242,4.570716341,4.570716341,4.570716341,4.54578242,4.54578242,4.54578242
42502,4.565364715,4.565364715,4.565364715,4.565364715,4.565364715,4.476517764,4.476517764,4.476517764,4.476517764,4.476517764,4.565364715,4.565364715,4.565364715,4.476517764,4.476517764,4.476517764
42503,4.563968028,4.563968028,4.563968028,4.563968028,4.563968028,4.476050802,4.476050802,4.476050802,4.476050802,4.476050802,4.563968028,4.563968028,4.563968028,4.476050802,4.476050802,4.476050802
42504,4.562945463,4.562945463,4.562945463,4.562945463,4.562945463,4.475718344,4.475718344,4.475718344,4.475718344,4.475718344,4.562945463,4.562945463,4.562945463,4.475718344,4.475718344,4.475718344
42505,4.564602262,4.564602262,4.564602262,4.564602262,4.564602262,4.490506614,4.490506614,4.490506614,4.490506614,4.490506614,4.564602262,4.564602262,4.564602262,4.490506614,4.490506614,4.490506614
42506,4.569813646,4.569813646,4.569813646,4.569813646,4.569813646,4.568141522,4.568141522,4.568141522,4.568141522,4.568141522,4.569813646,4.569813646,4.569813646,4.568141522,4.568141522,4.568141522
42507,4.570021492,4.570021492,4.570021492,4.570021492,4.570021492,4.566473964,4.566473964,4.566473964,4.566473964,4.566473964,4.570021492,4.570021492,4.570021492,4.566473964,4.566473964,4.566473964
42508,4.29809252,4.29809252,4.29809252,4.29809252,4.29809252,4.249221925,4.249221925,4.249221925,4.249221925,4.249221925,4.29809252,4.29809252,4.29809252,4.249221925,4.249221925,4.249221925
42509,0.097485458,0.097485458,0.097485458,0.097485458,0.097485458,0,0,0,0,0,0.097485458,0.097485458,0.097485458,0,0,0
42510,0.09753783,0.09753783,0.09753783,0.09753783,0.09753783,0,0,0,0,0,0.09753783,0.09753783,0.09753783,0,0,0
42511,0.097506006,0.097506006,0.097506006,0.097506006,0.097506006,0,0,0,0,0,0.097506006,0.097506006,0.097506006,0,0,0
42512,0.097553023,0.097553023,0.097553023,0.097553023,0.097553023,0,0,0,0,0,0.097553023,0.097553023,0.097553023,0,0,0
42513,0.163504256,0.163504256,0.163504256,0.163504256,0.163504256,0,0,0,0,0,0.163504256,0.163504256,0.163504256,0,0,0
42514,4.260115897,4.260115897,4.260115897,4.260115897,4.260115897,4.095258771,4.095258771,4.095258771,4.095258771,4.095258771,4.260115897,4.260115897,4.260115897,4.095258771,4.095258771,4.095258771
42515,4.544014554,4.544014554,4.544014554,4.544014554,4.544014554,4.459656863,4.459656863,4.459656863,4.459656863,4.459656863,4.544014554,4.544014554,4.544014554,4.459656863,4.459656863,4.459656863
42516,4.546554806,4.546554806,4.546554806,4.546554806,4.546554806,4.475055265,4.475055265,4.475055265,4.475055265,4.475055265,4.546554806,4.546554806,4.546554806,4.475055265,4.475055265,4.475055265
42517,4.746575051,4.746575051,4.746575051,4.746575051,4.746575051,4.821080856,4.821080856,4.821080856,4.821080856,4.821080856,4.746575051,4.746575051,4.746575051,4.821080856,4.821080856,4.821080856
42518,5.252057072,5.252057072,5.252057072,5.252057072,5.252057072,5.326145239,5.326145239,5.326145239,5.326145239,5.326145239,5.252057072,5.252057072,5.252057072,5.326145239,5.326145239,5.326145239
42519,5.427565898,5.427565898,5.427565898,5.427565898,5.427565898,5.532583723,5.532583723,5.532583723,5.532583723,5.532583723,5.427565898,5.427565898,5.427565898,5.532583723,5.532583723,5.532583723
42520,5.427578897,5.427578897,5.427578897,5.427578897,5.427578897,5.530269714,5.530269714,5.530269714,5.530269714,5.530269714,5.427578897,5.427578897,5.427578897,5.530269714,5.530269714,5.530269714
42521,5.42702435,5.42702435,5.42702435,5.42702435,5.42702435,5.702309441,5.702309441,5.702309441,5.702309441,5.702309441,5.42702435,5.42702435,5.42702435,5.702309441,5.702309441,5.702309441
42522,5.423526918,5.423526918,5.423526918,5.423526918,5.423526918,5.535777481,5.535777481,5.535777481,5.535777481,5.535777481,5.423526918,5.423526918,5.423526918,5.535777481,5.535777481,5.535777481
42523,4.950177477,4.950177477,4.950177477,4.950177477,4.950177477,5.029990326,5.029990326,5.029990326,5.029990326,5.029990326,4.950177477,4.950177477,4.950177477,5.029990326,5.029990326,5.029990326
42524,4.742801544,4.742801544,4.742801544,4.742801544,4.742801544,4.807930163,4.807930163,4.807930163,4.807930163,4.807930163,4.742801544,4.742801544,4.742801544,4.807930163,4.807930163,4.807930163
42601,5.044788933,5.044788933,5.044788933,5.044788933,5.044788933,5.03963652,5.03963652,5.03963652,5.03963652,5.03963652,5.044788933,5.044788933,5.044788933,5.03963652,5.03963652,5.03963652
42602,5.044408814,5.044408814,5.044408814,5.044408814,5.044408814,4.95740732,4.95740732,4.95740732,4.95740732,4.95740732,5.044408814,5.044408814,5.044408814,4.95740732,4.95740732,4.95740732
42603,4.761498373,4.761498373,4.761498373,4.761498373,4.761498373,4.680533242,4.680533242,4.680533242,4.680533242,4.680533242,4.761498373,4.761498373,4.761498373,4.680533242,4.680533242,4.680533242
42604,4.842443324,4.842443324,4.842443324,4.842443324,4.842443324,4.749151284,4.749151284,4.749151284,4.749151284,4.749151284,4.842443324,4.842443324,4.842443324,4.749151284,4.749151284,4.749151284
42605,5.043775395,5.043775395,5.043775395,5.043775395,5.043775395,4.95640184,4.95640184,4.95640184,4.95640184,4.95640184,5.043775395,5.043775395,5.043775395,4.95640184,4.95640184,4.95640184
42606,5.043984688,5.043984688,5.043984688,5.043984688,5.043984688,4.971705293,4.971705293,4.971705293,4.971705293,4.971705293,5.043984688,5.043984688,5.043984688,4.971705293,4.971705293,4.971705293
42607,5.04420116,5.04420116,5.04420116,5.04420116,5.04420116,4.970232306,4.970232306,4.970232306,4.970232306,4.970232306,5.04420116,5.04420116,5.04420116,4.970232306,4.970232306,4.970232306
42608,4.756141196,4.756141196,4.756141196,4.756141196,4.756141196,4.585832129,4.585832129,4.585832129,4.585832129,4.585832129,4.756141196,4.756141196,4.756141196,4.585832129,4.585832129,4.585832129
42609,4.491836765,4.491836765,4.491836765,4.491836765,4.491836765,0.092774654,0.092774654,0.092774654,0.092774654,0.092774654,4.491836765,4.491836765,4.491836765,0.092774654,0.092774654,0.092774654
42610,4.252847171,4.252847171,4.252847171,4.252847171,4.252847171,0,0,0,0,0,4.252847171,4.252847171,4.252847171,0,0,0
42611,4.190185916,4.190185916,4.190185916,4.190185916,4.190185916,0,0,0,0,0,4.190185916,4.190185916,4.190185916,0,0,0
42612,4.187914699,4.187914699,4.187914699,4.187914699,4.187914699,0,0,0,0,0,4.187914699,4.187914699,4.187914699,0,0,0
42613,4.193863456,4.193863456,4.193863456,4.193863456,4.193863456,0,0,0,0,0,4.193863456,4.193863456,4.193863456,0,0,0
42614,4.299595348,4.299595348,4.299595348,4.299595348,4.299595348,0,0,0,0,0,4.299595348,4.299595348,4.299595348,0,0,0
42615,4.487713607,4.487713607,4.487713607,4.487713607,4.487713607,0,0,0,0,0,4.487713607,4.487713607,4.487713607,0,0,0
42616,4.710636504,4.710636504,4.710636504,4.710636504,4.710636504,0.062133188,0.062133188,0.062133188,0.062133188,0.062133188,4.710636504,4.710636504,4.710636504,0.062133188,0.062133188,0.062133188
42617,4.982034279,4.982034279,4.982034279,4.982034279,4.982034279,4.651065496,4.651065496,4.651065496,4.651065496,4.651065496,4.982034279,4.982034279,4.982034279,4.651065496,4.651065496,4.651065496
42618,5.111039527,5.111039527,5.111039527,5.111039527,5.111039527,5.216281118,5.216281118,5.216281118,5.216281118,5.216281118,5.111039527,5.111039527,5.111039527,5.216281118,5.216281118,5.216281118
42619,5.10961441,5.10961441,5.10961441,5.10961441,5.10961441,5.837886755,5.837886755,5.837886755,5.837886755,5.837886755,5.10961441,5.10961441,5.10961441,5.837886755,5.837886755,5.837886755
42620,5.108798508,5.108798508,5.108798508,5.108798508,5.108798508,5.842983573,5.842983573,5.842983573,5.842983573,5.842983573,5.108798508,5.108798508,5.108798508,5.842983573,5.842983573,5.842983573
42621,5.10815309,5.10815309,5.10815309,5.10815309,5.10815309,5.873295117,5.873295117,5.873295117,5.873295117,5.873295117,5.10815309,5.10815309,5.10815309,5.873295117,5.873295117,5.873295117
42622,5.108750522,5.108750522,5.108750522,5.108750522,5.108750522,5.815741059,5.815741059,5.815741059,5.815741059,5.815741059,5.108750522,5.108750522,5.108750522,5.815741059,5.815741059,5.815741059
42623,5.108829326,5.108829326,5.108829326,5.108829326,5.108829326,5.504359877,5.504359877,5.504359877,5.504359877,5.504359877,5.108829326,5.108829326,5.108829326,5.504359877,5.504359877,5.504359877
42624,5.108440904,5.108440904,5.108440904,5.108440904,5.108440904,5.18408229,5.18408229,5.18408229,5.18408229,5.18408229,5.108440904,5.108440904,5.108440904,5.18408229,5.18408229,5.18408229
42701,4.662925447,4.662925447,4.662925447,4.662925447,4.662925447,4.721147489,4.721147489,4.721147489,4.721147489,4.721147489,4.662925447,4.662925447,4.662925447,4.721147489,4.721147489,4.721147489
42702,4.662321464,4.662321464,4.662321464,4.662321464,4.662321464,4.716361816,4.716361816,4.716361816,4.716361816,4.716361816,4.662321464,4.662321464,4.662321464,4.716361816,4.716361816,4.716361816
42703,4.662025336,4.662025336,4.662025336,4.662025336,4.662025336,4.717830638,4.717830638,4.717830638,4.717830638,4.717830638,4.662025336,4.662025336,4.662025336,4.717830638,4.717830638,4.717830638
42704,4.661846981,4.661846981,4.661846981,4.661846981,4.661846981,4.711022089,4.711022089,4.711022089,4.711022089,4.711022089,4.661846981,4.661846981,4.661846981,4.711022089,4.711022089,4.711022089
42705,4.661844821,4.661844821,4.661844821,4.661844821,4.661844821,4.716763113,4.716763113,4.716763113,4.716763113,4.716763113,4.661844821,4.661844821,4.661844821,4.716763113,4.716763113,4.716763113
42706,4.662152906,4.662152906,4.662152906,4.662152906,4.662152906,4.734704976,4.734704976,4.734704976,4.734704976,4.734704976,4.662152906,4.662152906,4.662152906,4.734704976,4.734704976,4.734704976
42707,4.664461132,4.664461132,4.664461132,4.664461132,4.664461132,4.756458176,4.756458176,4.756458176,4.756458176,4.756458176,4.664461132,4.664461132,4.664461132,4.756458176,4.756458176,4.756458176
42708,4.664222419,4.664222419,4.664222419,4.664222419,4.664222419,4.675705683,4.675705683,4.675705683,4.675705683,4.675705683,4.664222419,4.664222419,4.664222419,4.675705683,4.675705683,4.675705683
42709,4.599763339,4.599763339,4.599763339,4.599763339,4.599763339,4.564647692,4.564647692,4.564647692,4.564647692,4.564647692,4.599763339,4.599763339,4.599763339,4.564647692,4.564647692,4.564647692
42710,4.599581191,4.599581191,4.599581191,4.599581191,4.599581191,4.557747391,4.557747391,4.557747391,4.557747391,4.557747391,4.599581191,4.599581191,4.599581191,4.557747391,4.557747391,4.557747391
42711,4.574318447,4.574318447,4.574318447,4.574318447,4.574318447,4.281178588,4.281178588,4.281178588,4.281178588,4.281178588,4.574318447,4.574318447,4.574318447,4.281178588,4.281178588,4.281178588
42712,4.568931281,4.568931281,4.568931281,4.568931281,4.568931281,0,0,0,0,0,4.568931281,4.568931281,4.568931281,0,0,0
42713,4.573894667,4.573894667,4.573894667,4.573894667,4.573894667,0.091692604,0.091692604,0.091692604,0.091692604,0.091692604,4.573894667,4.573894667,4.573894667,0.091692604,0.091692604,0.091692604
42714,4.596907752,4.596907752,4.596907752,4.596907752,4.596907752,4.49219741,4.49219741,4.49219741,4.49219741,4.49219741,4.596907752,4.596907752,4.596907752,4.49219741,4.49219741,4.49219741
42715,4.598685197,4.598685197,4.598685197,4.598685197,4.598685197,4.496963808,4.496963808,4.496963808,4.496963808,4.496963808,4.598685197,4.598685197,4.598685197,4.496963808,4.496963808,4.496963808
42716,4.664501884,4.664501884,4.664501884,4.664501884,4.664501884,4.621064224,4.621064224,4.621064224,4.621064224,4.621064224,4.664501884,4.664501884,4.664501884,4.621064224,4.621064224,4.621064224
42717,4.664466605,4.664466605,4.664466605,4.664466605,4.664466605,4.627799599,4.627799599,4.627799599,4.627799599,4.627799599,4.664466605,4.664466605,4.664466605,4.627799599,4.627799599,4.627799599
42718,4.666959315,4.666959315,4.666959315,4.666959315,4.666959315,4.781141436,4.781141436,4.781141436,4.781141436,4.781141436,4.666959315,4.666959315,4.666959315,4.781141436,4.781141436,4.781141436
42719,4.670723592,4.670723592,4.670723592,4.670723592,4.670723592,5.903129157,5.903129157,5.903129157,5.903129157,5.903129157,4.670723592,4.670723592,4.670723592,5.903129157,5.903129157,5.903129157
42720,4.670950873,4.670950873,4.670950873,4.670950873,4.670950873,6.704097471,6.704097471,6.704097471,6.704097471,6.704097471,4.670950873,4.670950873,4.670950873,6.704097471,6.704097471,6.704097471
42721,4.670517695,4.670517695,4.670517695,4.670517695,4.670517695,6.97969152,6.97969152,6.97969152,6.97969152,6.97969152,4.670517695,4.670517695,4.670517695,6.97969152,6.97969152,6.97969152
42722,4.67127949,4.67127949,4.67127949,4.67127949,4.67127949,5.543518706,5.543518706,5.543518706,5.543518706,5.543518706,4.67127949,4.67127949,4.67127949,5.543518706,5.543518706,5.543518706
42723,4.671467071,4.671467071,4.671467071,4.671467071,4.671467071,4.913829754,4.913829754,4.913829754,4.913829754,4.913829754,4.671467071,4.671467071,4.671467071,4.913829754,4.913829754,4.913829754
42724,4.666476033,4.666476033,4.666476033,4.666476033,4.666476033,4.741908613,4.741908613,4.741908613,4.741908613,4.741908613,4.666476033,4.666476033,4.666476033,4.741908613,4.741908613,4.741908613
42801,4.649703586,4.649703586,4.649703586,4.649703586,4.649703586,4.708695157,4.708695157,4.708695157,4.708695157,4.708695157,4.649703586,4.649703586,4.649703586,4.708695157,4.708695157,4.708695157
42802,4.649164816,4.649164816,4.649164816,4.649164816,4.649164816,4.594030752,4.594030752,4.594030752,4.594030752,4.594030752,4.649164816,4.649164816,4.649164816,4.594030752,4.594030752,4.594030752
42803,4.648687321,4.648687321,4.648687321,4.648687321,4.648687321,4.592605705,4.592605705,4.592605705,4.592605705,4.592605705,4.648687321,4.648687321,4.648687321,4.592605705,4.592605705,4.592605705
42804,4.648479522,4.648479522,4.648479522,4.648479522,4.648479522,4.59319689,4.59319689,4.59319689,4.59319689,4.59319689,4.648479522,4.648479522,4.648479522,4.59319689,4.59319689,4.59319689
42805,4.648460995,4.648460995,4.648460995,4.648460995,4.648460995,4.594458849,4.594458849,4.594458849,4.594458849,4.594458849,4.648460995,4.648460995,4.648460995,4.594458849,4.594458849,4.594458849
42806,4.648666936,4.648666936,4.648666936,4.648666936,4.648666936,4.614614533,4.614614533,4.614614533,4.614614533,4.614614533,4.648666936,4.648666936,4.648666936,4.614614533,4.614614533,4.614614533
42807,4.649171423,4.649171423,4.649171423,4.649171423,4.649171423,4.741861683,4.741861683,4.741861683,4.741861683,4.741861683,4.649171423,4.649171423,4.649171423,4.741861683,4.741861683,4.741861683
42808,4.650233208,4.650233208,4.650233208,4.650233208,4.650233208,4.623248146,4.623248146,4.623248146,4.623248146,4.623248146,4.650233208,4.650233208,4.650233208,4.623248146,4.623248146,4.623248146
42809,4.646536067,4.646536067,4.646536067,4.646536067,4.646536067,4.477029234,4.477029234,4.477029234,4.477029234,4.477029234,4.646536067,4.646536067,4.646536067,4.477029234,4.477029234,4.477029234
42810,4.551053582,4.551053582,4.551053582,4.551053582,4.551053582,0.089801938,0.089801938,0.089801938,0.089801938,0.089801938,4.551053582,4.551053582,4.551053582,0.089801938,0.089801938,0.089801938
42811,4.548331239,4.548331239,4.548331239,4.548331239,4.548331239,0.02693062,0.02693062,0.02693062,0.02693062,0.02693062,4.548331239,4.548331239,4.548331239,0.02693062,0.02693062,0.02693062
42812,4.459682984,4.459682984,4.459682984,4.459682984,4.459682984,0,0,0,0,0,4.459682984,4.459682984,4.459682984,0,0,0
42813,4.460907731,4.460907731,4.460907731,4.460907731,4.460907731,0,0,0,0,0,4.460907731,4.460907731,4.460907731,0,0,0
42814,4.525792763,4.525792763,4.525792763,4.525792763,4.525792763,0.088730973,0.088730973,0.088730973,0.088730973,0.088730973,4.525792763,4.525792763,4.525792763,0.088730973,0.088730973,0.088730973
42815,4.552917602,4.552917602,4.552917602,4.552917602,4.552917602,0.089818626,0.089818626,0.089818626,0.089818626,0.089818626,4.552917602,4.552917602,4.552917602,0.089818626,0.089818626,0.089818626
42816,4.649421565,4.649421565,4.649421565,4.649421565,4.649421565,0.092937689,0.092937689,0.092937689,0.092937689,0.092937689,4.649421565,4.649421565,4.649421565,0.092937689,0.092937689,0.092937689
42817,4.651327065,4.651327065,4.651327065,4.651327065,4.651327065,4.618597664,4.618597664,4.618597664,4.618597664,4.618597664,4.651327065,4.651327065,4.651327065,4.618597664,4.618597664,4.618597664
42818,4.652633964,4.652633964,4.652633964,4.652633964,4.652633964,4.76866821,4.76866821,4.76866821,4.76866821,4.76866821,4.652633964,4.652633964,4.652633964,4.76866821,4.76866821,4.76866821
42819,4.812668513,4.812668513,4.812668513,4.812668513,4.812668513,5.852275057,5.852275057,5.852275057,5.852275057,5.852275057,4.812668513,4.812668513,4.812668513,5.852275057,5.852275057,5.852275057
42820,4.812287527,4.812287527,4.812287527,4.812287527,4.812287527,6.402346714,6.402346714,6.402346714,6.402346714,6.402346714,4.812287527,4.812287527,4.812287527,6.402346714,6.402346714,6.402346714
42821,4.65487297,4.65487297,4.65487297,4.65487297,4.65487297,6.405385806,6.405385806,6.405385806,6.405385806,6.405385806,4.65487297,4.65487297,4.65487297,6.405385806,6.405385806,6.405385806
42822,4.655476525,4.655476525,4.655476525,4.655476525,4.655476525,5.533189747,5.533189747,5.533189747,5.533189747,5.533189747,4.655476525,4.655476525,4.655476525,5.533189747,5.533189747,5.533189747
42823,4.654236918,4.654236918,4.654236918,4.654236918,4.654236918,4.771613247,4.771613247,4.771613247,4.771613247,4.771613247,4.654236918,4.654236918,4.654236918,4.771613247,4.771613247,4.771613247
42824,4.650612388,4.650612388,4.650612388,4.650612388,4.650612388,4.729382922,4.729382922,4.729382922,4.729382922,4.729382922,4.650612388,4.650612388,4.650612388,4.729382922,4.729382922,4.729382922
42901,4.560781766,4.560781766,4.560781766,4.560781766,4.560781766,4.640677286,4.640677286,4.640677286,4.640677286,4.640677286,4.560781766,4.560781766,4.560781766,4.640677286,4.640677286,4.640677286
42902,4.525878315,4.525878315,4.525878315,4.525878315,4.525878315,4.506982307,4.506982307,4.506982307,4.506982307,4.506982307,4.525878315,4.525878315,4.525878315,4.506982307,4.506982307,4.506982307
42903,4.525497198,4.525497198,4.525497198,4.525497198,4.525497198,4.478177603,4.478177603,4.478177603,4.478177603,4.478177603,4.525497198,4.525497198,4.525497198,4.478177603,4.478177603,4.478177603
42904,4.525297795,4.525297795,4.525297795,4.525297795,4.525297795,4.47824101,4.47824101,4.47824101,4.47824101,4.47824101,4.525297795,4.525297795,4.525297795,4.47824101,4.47824101,4.47824101
42905,4.52532713,4.52532713,4.52532713,4.52532713,4.52532713,4.479112611,4.479112611,4.479112611,4.479112611,4.479112611,4.52532713,4.52532713,4.52532713,4.479112611,4.479112611,4.479112611
42906,4.56007017,4.56007017,4.56007017,4.56007017,4.56007017,4.517635608,4.517635608,4.517635608,4.517635608,4.517635608,4.56007017,4.56007017,4.56007017,4.517635608,4.517635608,4.517635608
42907,4.589080173,4.589080173,4.589080173,4.589080173,4.589080173,4.547551516,4.547551516,4.547551516,4.547551516,4.547551516,4.589080173,4.589080173,4.589080173,4.547551516,4.547551516,4.547551516
42908,4.527040543,4.527040543,4.527040543,4.527040543,4.527040543,0.154710607,0.154710607,0.154710607,0.154710607,0.154710607,4.527040543,4.527040543,4.527040543,0.154710607,0.154710607,0.154710607
42909,4.319425366,4.319425366,4.319425366,4.319425366,4.319425366,0,0,0,0,0,4.319425366,4.319425366,4.319425366,0,0,0
42910,0.095854705,0.095854705,0.095854705,0.095854705,0.095854705,0,0,0,0,0,0.095854705,0.095854705,0.095854705,0,0,0
42911,0.095110264,0.095110264,0.095110264,0.095110264,0.095110264,0,0,0,0,0,0.095110264,0.095110264,0.095110264,0,0,0
42912,0.094918125,0.094918125,0.094918125,0.094918125,0.094918125,0,0,0,0,0,0.094918125,0.094918125,0.094918125,0,0,0
42913,0.094939719,0.094939719,0.094939719,0.094939719,0.094939719,0,0,0,0,0,0.094939719,0.094939719,0.094939719,0,0,0
42914,0.095893925,0.095893925,0.095893925,0.095893925,0.095893925,0,0,0,0,0,0.095893925,0.095893925,0.095893925,0,0,0
42915,0.158970731,0.158970731,0.158970731,0.158970731,0.158970731,0,0,0,0,0,0.158970731,0.158970731,0.158970731,0,0,0
42916,4.32601385,4.32601385,4.32601385,4.32601385,4.32601385,0.064647264,0.064647264,0.064647264,0.064647264,0.064647264,4.32601385,4.32601385,4.32601385,0.064647264,0.064647264,0.064647264
42917,4.529573749,4.529573749,4.529573749,4.529573749,4.529573749,4.468012509,4.468012509,4.468012509,4.468012509,4.468012509,4.529573749,4.529573749,4.529573749,4.468012509,4.468012509,4.468012509
42918,4.705688243,4.705688243,4.705688243,4.705688243,4.705688243,4.819925644,4.819925644,4.819925644,4.819925644,4.819925644,4.705688243,4.705688243,4.705688243,4.819925644,4.819925644,4.819925644
42919,4.705716708,4.705716708,4.705716708,4.705716708,4.705716708,5.63106876,5.63106876,5.63106876,5.63106876,5.63106876,4.705716708,4.705716708,4.705716708,5.63106876,5.63106876,5.63106876
42920,4.707595503,4.707595503,4.707595503,4.707595503,4.707595503,5.967626491,5.967626491,5.967626491,5.967626491,5.967626491,4.707595503,4.707595503,4.707595503,5.967626491,5.967626491,5.967626491
42921,4.706626929,4.706626929,4.706626929,4.706626929,4.706626929,7.109200612,7.109200612,7.109200612,7.109200612,7.109200612,4.706626929,4.706626929,4.706626929,7.109200612,7.109200612,7.109200612
42922,4.70689195,4.70689195,4.70689195,4.70689195,4.70689195,5.42739468,5.42739468,5.42739468,5.42739468,5.42739468,4.70689195,4.70689195,4.70689195,5.42739468,5.42739468,5.42739468
42923,4.706459535,4.706459535,4.706459535,4.706459535,4.706459535,4.805279869,4.805279869,4.805279869,4.805279869,4.805279869,4.706459535,4.706459535,4.706459535,4.805279869,4.805279869,4.805279869
42924,4.614807396,4.614807396,4.614807396,4.614807396,4.614807396,4.70721097,4.70721097,4.70721097,4.70721097,4.70721097,4.614807396,4.614807396,4.614807396,4.70721097,4.70721097,4.70721097
43001,4.51273594,4.51273594,4.51273594,4.51273594,4.51273594,4.585524614,4.585524614,4.585524614,4.585524614,4.585524614,4.51273594,4.51273594,4.51273594,4.585524614,4.585524614,4.585524614
43002,4.511374093,4.511374093,4.511374093,4.511374093,4.511374093,4.40865444,4.40865444,4.40865444,4.40865444,4.40865444,4.511374093,4.511374093,4.511374093,4.40865444,4.40865444,4.40865444
43003,4.510851963,4.510851963,4.510851963,4.510851963,4.510851963,4.406619123,4.406619123,4.406619123,4.406619123,4.406619123,4.510851963,4.510851963,4.510851963,4.406619123,4.406619123,4.406619123
43004,4.510707182,4.510707182,4.510707182,4.510707182,4.510707182,4.407286288,4.407286288,4.407286288,4.407286288,4.407286288,4.510707182,4.510707182,4.510707182,4.407286288,4.407286288,4.407286288
