;,B,B,B,C,C,C,D,D,D,E,E,E,F,F,F,G,G,G,H,H,H,I,I,I,J,J,J,K,K,K,L,L,L,M,M,M,N,N,N,O,O,O,P,P,P,Q,Q,Q
;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm
21509,23.0299001,268.88,435.9,22.7947444,268.88,435.9,22.9684661,268.88,435.9,22.805666,268.88,435.9,22.9408208,268.88,435.9,22.3015659,271.15,435.9,22.90123,264.48,435.9,21.9674332,271.15,435.9,21.8428587,271.15,435.9,21.8660671,271.15,435.9,22.7275083,268.88,435.9,22.7565188,268.88,435.9,22.9063495,268.88,435.9,22.0148739,271.15,435.9,22.1029293,271.15,435.9,23.1343379,271.15,435.9
21510,21.4827872,268.88,435.9,21.2476315,268.88,435.9,21.4213532,268.88,435.9,21.2585531,268.88,435.9,21.3937079,268.88,435.9,20.4046205,271.15,435.9,21.007015,264.48,435.9,20.0704878,271.15,435.9,19.9459133,271.15,435.9,19.9691217,271.15,435.9,21.1803954,268.88,435.9,21.2094059,268.88,435.9,21.3592366,268.88,435.9,20.1175872,271.15,435.9,20.2059839,271.15,435.9,21.2373925,271.15,435.9
21511,20.7599138,268.88,435.9,20.5247581,268.88,435.9,20.6988211,268.88,435.9,20.536021,268.88,435.9,20.6711758,268.88,435.9,20.1612736,271.15,435.9,20.7640094,264.48,435.9,19.8271409,271.15,435.9,19.7025664,271.15,435.9,19.7257748,271.15,435.9,20.4578633,268.88,435.9,20.4868738,268.88,435.9,20.6363632,268.88,435.9,19.8742403,271.15,435.9,19.962637,271.15,435.9,20.9940456,271.15,435.9
21512,19.7930109,268.88,435.9,19.5581965,268.88,435.9,19.7319182,268.88,435.9,19.5691181,268.88,435.9,19.7042729,268.88,435.9,19.5445445,271.15,435.9,20.1483042,264.48,435.9,19.2104118,271.15,435.9,19.0858373,271.15,435.9,19.1090457,271.15,435.9,19.4909604,268.88,435.9,19.5199709,268.88,435.9,19.6698016,268.88,435.9,19.2575112,271.15,435.9,19.3459079,271.15,435.9,20.3773165,271.15,435.9
21513,19.1971011,268.88,435.9,18.9622867,268.88,435.9,19.1360084,268.88,435.9,18.9732083,268.88,435.9,19.1083631,268.88,435.9,19.0196251,271.15,435.9,19.6240674,264.48,435.9,18.6854924,271.15,435.9,18.5609179,271.15,435.9,18.5841263,271.15,435.9,18.8950506,268.88,435.9,18.9240611,268.88,435.9,19.0735505,268.88,435.9,18.7325918,271.15,435.9,18.8209885,271.15,435.9,19.8523971,271.15,435.9
21514,19.2363506,268.88,435.9,19.0015362,268.88,435.9,19.1752579,268.88,435.9,19.0124578,268.88,435.9,19.1476126,268.88,435.9,19.1431757,271.15,435.9,19.747618,264.48,435.9,18.809043,271.15,435.9,18.6844685,271.15,435.9,18.7076769,271.15,435.9,18.9343001,268.88,435.9,18.9633106,268.88,435.9,19.1128,268.88,435.9,18.8564837,271.15,435.9,18.9445391,271.15,435.9,19.9759477,271.15,435.9
21515,20.7356815,268.88,435.9,20.5005258,268.88,435.9,20.6742475,268.88,435.9,20.5114474,268.88,435.9,20.6469435,268.88,435.9,20.4032553,271.15,435.9,21.0056498,264.48,435.9,20.0691226,271.15,435.9,19.9445481,271.15,435.9,19.9677565,271.15,435.9,20.433631,268.88,435.9,20.4626415,268.88,435.9,20.6121309,268.88,435.9,20.116222,271.15,435.9,20.2046187,271.15,435.9,21.2360273,271.15,435.9
21516,21.7548033,268.88,435.9,21.5199889,268.88,435.9,21.6937106,268.88,435.9,21.5309105,268.88,435.9,21.6660653,268.88,435.9,21.2554814,271.15,435.9,21.8565107,264.48,435.9,20.9213487,271.15,435.9,20.7967742,271.15,435.9,20.8199826,271.15,435.9,21.4527528,268.88,435.9,21.4817633,268.88,435.9,21.6312527,268.88,435.9,20.9684481,271.15,435.9,21.0568448,271.15,435.9,22.0882534,271.15,435.9
21517,27.8173152,268.88,435.9,27.5821595,268.88,435.9,27.7558812,268.88,435.9,27.5930811,268.88,435.9,27.7285772,268.88,435.9,27.2654331,271.15,435.9,27.8582712,264.48,435.9,26.9313004,271.15,435.9,26.8067259,271.15,435.9,26.8299343,271.15,435.9,27.5152647,268.88,435.9,27.5442752,268.88,435.9,27.6937646,268.88,435.9,26.9783998,271.15,435.9,27.0667965,271.15,435.9,28.0982051,271.15,435.9
21518,29.65897,268.88,435.9,29.4241556,268.88,435.9,29.5978773,268.88,435.9,29.4350772,268.88,435.9,29.570232,268.88,435.9,28.9637419,271.15,435.9,29.5548735,264.48,435.9,28.6296092,271.15,435.9,28.5050347,271.15,435.9,28.5282431,271.15,435.9,29.3569195,268.88,435.9,29.38593,268.88,435.9,29.5354194,268.88,435.9,28.6770499,271.15,435.9,28.7651053,271.15,435.9,29.7965139,271.15,435.9
21519,29.65897,268.88,435.9,29.4238143,268.88,435.9,29.597536,268.88,435.9,29.4347359,268.88,435.9,29.5698907,268.88,435.9,28.9664723,271.15,435.9,29.5572626,264.48,435.9,28.6323396,271.15,435.9,28.5074238,271.15,435.9,28.5309735,271.15,435.9,29.3569195,268.88,435.9,29.3855887,268.88,435.9,29.5354194,268.88,435.9,28.679439,271.15,435.9,28.7678357,271.15,435.9,42.2171035,271.15,435.9
21520,29.6565809,268.88,435.9,29.4214252,268.88,435.9,29.5951469,268.88,435.9,29.4323468,268.88,435.9,29.5678429,268.88,435.9,28.9692027,271.15,435.9,29.5603343,264.48,435.9,28.63507,271.15,435.9,28.5104955,271.15,435.9,28.5340452,271.15,435.9,29.3545304,268.88,435.9,29.3831996,268.88,435.9,29.5330303,268.88,435.9,28.6825107,271.15,435.9,28.7705661,271.15,435.9,48.4011182,271.15,435.9
21521,29.5323477,268.88,435.9,29.297192,268.88,435.9,29.4709137,268.88,435.9,29.3081136,268.88,435.9,29.4436097,268.88,435.9,28.8367783,271.15,435.9,29.4279099,264.48,435.9,28.5026456,271.15,435.9,28.3780711,271.15,435.9,28.4012795,271.15,435.9,29.2302972,268.88,435.9,29.2589664,268.88,435.9,29.4087971,268.88,435.9,28.549745,271.15,435.9,28.6381417,271.15,435.9,41.6133438,271.15,435.9
21522,29.167498,268.88,435.9,28.9326836,268.88,435.9,29.1064053,268.88,435.9,28.9436052,268.88,435.9,29.07876,268.88,435.9,28.0565665,271.15,435.9,28.648722,264.48,435.9,27.7224338,271.15,435.9,27.5978593,271.15,435.9,27.6210677,271.15,435.9,28.8654475,268.88,435.9,28.894458,268.88,435.9,29.0439474,268.88,435.9,27.7695332,271.15,435.9,27.8579299,271.15,435.9,28.8893385,271.15,435.9
21523,28.6514524,268.88,435.9,28.416638,268.88,435.9,28.5903597,268.88,435.9,28.4275596,268.88,435.9,28.5627144,268.88,435.9,27.495128,271.15,435.9,28.0879661,264.48,435.9,27.1609953,271.15,435.9,27.0364208,271.15,435.9,27.0596292,271.15,435.9,28.3494019,268.88,435.9,28.3784124,268.88,435.9,28.5282431,268.88,435.9,27.2080947,271.15,435.9,27.2964914,271.15,435.9,28.3279,271.15,435.9
21524,26.7688416,268.88,435.9,26.5340272,268.88,435.9,26.7077489,268.88,435.9,26.5449488,268.88,435.9,26.6801036,268.88,435.9,25.6865793,271.15,435.9,26.2814652,264.48,435.9,25.3524466,271.15,435.9,25.2278721,271.15,435.9,25.2514218,271.15,435.9,26.4667911,268.88,435.9,26.4958016,268.88,435.9,26.645291,268.88,435.9,25.3998873,271.15,435.9,25.4879427,271.15,435.9,26.5196926,271.15,435.9
21601,26.5657681,268.88,435.9,26.3306124,268.88,435.9,26.5043341,268.88,435.9,26.341534,268.88,435.9,26.4766888,268.88,435.9,25.6087629,271.15,435.9,26.2036488,264.48,435.9,25.2746302,271.15,435.9,25.1500557,271.15,435.9,25.1732641,271.15,435.9,26.2633763,268.88,435.9,26.2923868,268.88,435.9,26.4422175,268.88,435.9,25.3217296,271.15,435.9,25.4101263,271.15,435.9,26.4415349,271.15,435.9
21602,26.798876,268.88,435.9,26.5637203,268.88,435.9,26.737442,268.88,435.9,26.5746419,268.88,435.9,26.710138,268.88,435.9,25.8760008,271.15,435.9,26.4705454,264.48,435.9,25.5418681,271.15,435.9,25.4172936,271.15,435.9,25.440502,271.15,435.9,26.4968255,268.88,435.9,26.5254947,268.88,435.9,26.6753254,268.88,435.9,25.5889675,271.15,435.9,25.6773642,271.15,435.9,26.7087728,271.15,435.9
21603,26.8155997,268.88,435.9,26.580444,268.88,435.9,26.7541657,268.88,435.9,26.5913656,268.88,435.9,26.7268617,268.88,435.9,25.8917006,271.15,435.9,26.4865865,264.48,435.9,25.5575679,271.15,435.9,25.4329934,271.15,435.9,25.4565431,271.15,435.9,26.5135492,268.88,435.9,26.5425597,268.88,435.9,26.6920491,268.88,435.9,25.6050086,271.15,435.9,25.693064,271.15,435.9,26.7248139,271.15,435.9
21604,26.8053607,268.88,435.9,26.5705463,268.88,435.9,26.744268,268.88,435.9,26.5814679,268.88,435.9,26.7166227,268.88,435.9,25.8930658,271.15,435.9,26.4876104,264.48,435.9,25.5589331,271.15,435.9,25.4340173,271.15,435.9,25.457567,271.15,435.9,26.5033102,268.88,435.9,26.5323207,268.88,435.9,26.6818101,268.88,435.9,25.6060325,271.15,435.9,25.6944292,271.15,435.9,26.7258378,271.15,435.9
21605,27.1773777,268.88,435.9,26.9425633,268.88,435.9,27.116285,268.88,435.9,26.9534849,268.88,435.9,27.0886397,268.88,435.9,26.2251507,271.15,435.9,26.819354,264.48,435.9,25.891018,271.15,435.9,25.7664435,271.15,435.9,25.7896519,271.15,435.9,26.8753272,268.88,435.9,26.9043377,268.88,435.9,27.0538271,268.88,435.9,25.9381174,271.15,435.9,26.0265141,271.15,435.9,27.0579227,271.15,435.9
21606,28.1487175,268.88,435.9,27.9135618,268.88,435.9,28.0876248,268.88,435.9,27.9248247,268.88,435.9,28.0599795,268.88,435.9,27.0224275,271.15,435.9,27.6159482,264.48,435.9,26.6882948,271.15,435.9,26.5637203,271.15,435.9,26.5869287,271.15,435.9,27.846667,268.88,435.9,27.8756775,268.88,435.9,28.0251669,268.88,435.9,26.7357355,271.15,435.9,26.8237909,271.15,435.9,27.8551995,271.15,435.9
21607,28.2203905,268.88,435.9,27.9855761,268.88,435.9,28.1592978,268.88,435.9,27.9964977,268.88,435.9,28.1316525,268.88,435.9,27.1295957,271.15,435.9,27.7227751,264.48,435.9,26.795463,271.15,435.9,26.6708885,271.15,435.9,26.6940969,271.15,435.9,27.91834,268.88,435.9,27.9473505,268.88,435.9,28.0968399,268.88,435.9,26.8425624,271.15,435.9,26.9309591,271.15,435.9,27.9623677,271.15,435.9
21608,28.1589565,268.88,435.9,27.9238008,268.88,435.9,28.0978638,268.88,435.9,27.9350637,268.88,435.9,28.0702185,268.88,435.9,27.0562162,271.15,435.9,27.6493956,264.48,435.9,26.7220835,271.15,435.9,26.597509,271.15,435.9,26.6207174,271.15,435.9,27.856906,268.88,435.9,27.8859165,268.88,435.9,28.0354059,268.88,435.9,26.7691829,271.15,435.9,26.8575796,271.15,435.9,27.8889882,271.15,435.9
21609,23.3715414,268.88,435.9,23.1363857,268.88,435.9,23.3101074,268.88,435.9,23.1473073,268.88,435.9,23.2828034,268.88,435.9,22.9746095,271.15,435.9,23.5729084,264.48,435.9,22.6404768,271.15,435.9,22.5159023,271.15,435.9,22.5391107,271.15,435.9,23.0694909,268.88,435.9,23.0981601,268.88,435.9,23.2479908,268.88,435.9,22.6875762,271.15,435.9,22.7759729,271.15,435.9,23.8073815,271.15,435.9
21610,21.2302252,268.88,435.9,20.9950695,268.88,435.9,21.1687912,268.88,435.9,21.0059911,268.88,435.9,21.1414872,268.88,435.9,20.6981385,271.15,435.9,21.3001917,264.48,435.9,20.3640058,271.15,435.9,20.2394313,271.15,435.9,20.2626397,271.15,435.9,20.9281747,268.88,435.9,20.9568439,268.88,435.9,21.1066746,268.88,435.9,20.4114465,271.15,435.9,20.4995019,271.15,435.9,21.5309105,271.15,435.9
21611,20.6882408,268.88,435.9,20.4530851,268.88,435.9,20.6268068,268.88,435.9,20.4640067,268.88,435.9,20.5995028,268.88,435.9,20.0465968,271.15,435.9,20.6493326,264.48,435.9,19.7124641,271.15,435.9,19.5878896,271.15,435.9,19.611098,271.15,435.9,20.3861903,268.88,435.9,20.4148595,268.88,435.9,20.5646902,268.88,435.9,19.7595635,271.15,435.9,19.8479602,271.15,435.9,20.8793688,271.15,435.9
21612,20.3206607,268.88,435.9,20.0858463,268.88,435.9,20.259568,268.88,435.9,20.0967679,268.88,435.9,20.2319227,268.88,435.9,19.9619544,271.15,435.9,20.5650315,264.48,435.9,19.6278217,271.15,435.9,19.5032472,271.15,435.9,19.5264556,271.15,435.9,20.0186102,268.88,435.9,20.0476207,268.88,435.9,20.1971101,268.88,435.9,19.6749211,271.15,435.9,19.7633178,271.15,435.9,20.7947264,271.15,435.9
21613,20.2855068,268.88,435.9,20.0506924,268.88,435.9,20.2244141,268.88,435.9,20.061614,268.88,435.9,20.1967688,268.88,435.9,19.9513741,271.15,435.9,20.5544512,264.48,435.9,19.6172414,271.15,435.9,19.4926669,271.15,435.9,19.5158753,271.15,435.9,19.9834563,268.88,435.9,20.0124668,268.88,435.9,20.1619562,268.88,435.9,19.6643408,271.15,435.9,19.7527375,271.15,435.9,20.7841461,271.15,435.9
21614,20.3022305,268.88,435.9,20.0670748,268.88,435.9,20.2407965,268.88,435.9,20.0779964,268.88,435.9,20.2134925,268.88,435.9,19.9582001,271.15,435.9,20.5612772,264.48,435.9,19.6240674,271.15,435.9,19.4994929,271.15,435.9,19.5227013,271.15,435.9,20.00018,268.88,435.9,20.0291905,268.88,435.9,20.1786799,268.88,435.9,19.6711668,271.15,435.9,19.7595635,271.15,435.9,20.7909721,271.15,435.9
21615,20.6684454,268.88,435.9,20.433631,268.88,435.9,20.6073527,268.88,435.9,20.4445526,268.88,435.9,20.5797074,268.88,435.9,20.0452316,271.15,435.9,20.6483087,264.48,435.9,19.7110989,271.15,435.9,19.5865244,271.15,435.9,19.6097328,271.15,435.9,20.3663949,268.88,435.9,20.3954054,268.88,435.9,20.5448948,268.88,435.9,19.7581983,271.15,435.9,19.846595,271.15,435.9,20.8780036,271.15,435.9
21616,21.2513858,268.88,435.9,21.0165714,268.88,435.9,21.1902931,268.88,435.9,21.027493,268.88,435.9,21.1626478,268.88,435.9,20.9960934,271.15,435.9,21.597464,264.48,435.9,20.6619607,271.15,435.9,20.5370449,271.15,435.9,20.5605946,271.15,435.9,20.9493353,268.88,435.9,20.9783458,268.88,435.9,21.1278352,268.88,435.9,20.7090601,271.15,435.9,20.7971155,271.15,435.9,21.8288654,271.15,435.9
21617,27.1186741,268.88,435.9,26.8838597,268.88,435.9,27.0575814,268.88,435.9,26.8947813,268.88,435.9,27.0299361,268.88,435.9,26.3463122,271.15,435.9,26.9405155,264.48,435.9,26.0121795,271.15,435.9,25.887605,271.15,435.9,25.9108134,271.15,435.9,26.8166236,268.88,435.9,26.8456341,268.88,435.9,26.9951235,268.88,435.9,26.0596202,271.15,435.9,26.1476756,271.15,435.9,27.1790842,271.15,435.9
21618,28.2026429,268.88,435.9,27.9674872,268.88,435.9,28.1415502,268.88,435.9,27.9787501,268.88,435.9,28.1139049,268.88,435.9,27.252805,271.15,435.9,27.8456431,264.48,435.9,26.9186723,271.15,435.9,26.7940978,271.15,435.9,26.8173062,271.15,435.9,27.9005924,268.88,435.9,27.9296029,268.88,435.9,28.0790923,268.88,435.9,26.9657717,271.15,435.9,27.0541684,271.15,435.9,28.085577,271.15,435.9
21619,28.2033255,268.88,435.9,27.9685111,268.88,435.9,28.1422328,268.88,435.9,27.9794327,268.88,435.9,28.1145875,268.88,435.9,27.2565593,271.15,435.9,27.8493974,264.48,435.9,26.9224266,271.15,435.9,26.7978521,271.15,435.9,26.8210605,271.15,435.9,27.901275,268.88,435.9,27.9302855,268.88,435.9,28.0797749,268.88,435.9,26.969526,271.15,435.9,27.0579227,271.15,435.9,55.1100523,271.15,435.9
21620,42.2396293,268.88,435.9,27.901275,268.88,435.9,28.0749967,268.88,435.9,27.9121966,268.88,435.9,28.0476927,268.88,435.9,27.1063873,271.15,435.9,27.6995667,264.48,435.9,26.7722546,271.15,435.9,26.6476801,271.15,435.9,26.6708885,271.15,435.9,27.8343802,268.88,435.9,27.8630494,268.88,435.9,28.0128801,268.88,435.9,26.819354,271.15,435.9,26.9077507,271.15,435.9,64.1391438,271.15,435.9
21621,48.3755207,268.88,435.9,27.7514443,268.88,435.9,27.925166,268.88,435.9,27.7623659,268.88,435.9,27.8975207,268.88,435.9,26.9449524,271.15,435.9,27.5384731,264.48,435.9,26.6108197,271.15,435.9,26.4862452,271.15,435.9,26.5094536,271.15,435.9,27.6842082,268.88,435.9,27.7132187,268.88,435.9,27.8627081,268.88,435.9,26.6579191,271.15,435.9,26.7463158,271.15,435.9,59.8995152,271.15,435.9
21622,27.9859174,268.88,435.9,27.751103,268.88,435.9,27.9248247,268.88,435.9,27.7620246,268.88,435.9,27.8971794,268.88,435.9,26.9473415,271.15,435.9,27.5408622,264.48,435.9,26.6132088,271.15,435.9,26.4886343,271.15,435.9,26.5118427,271.15,435.9,27.6838669,268.88,435.9,27.7128774,268.88,435.9,27.8623668,268.88,435.9,26.6603082,271.15,435.9,26.7487049,271.15,435.9,27.7801135,271.15,435.9
21623,27.6671432,268.88,435.9,27.4323288,268.88,435.9,27.6060505,268.88,435.9,27.4432504,268.88,435.9,27.5784052,268.88,435.9,26.669182,271.15,435.9,27.2627027,264.48,435.9,26.3350493,271.15,435.9,26.2104748,271.15,435.9,26.2336832,271.15,435.9,27.3650927,268.88,435.9,27.3941032,268.88,435.9,27.5435926,268.88,435.9,26.3821487,271.15,435.9,26.4705454,271.15,435.9,27.501954,271.15,435.9
21624,27.0681617,268.88,435.9,26.8333473,268.88,435.9,27.007069,268.88,435.9,26.8442689,268.88,435.9,26.9794237,268.88,435.9,26.1077435,271.15,435.9,26.7022881,264.48,435.9,25.7736108,271.15,435.9,25.6490363,271.15,435.9,25.6722447,271.15,435.9,26.7661112,268.88,435.9,26.7951217,268.88,435.9,26.9446111,268.88,435.9,25.8207102,271.15,435.9,25.9091069,271.15,435.9,26.9405155,271.15,435.9
21701,26.6029698,268.88,435.9,26.3681554,268.88,435.9,26.5418771,268.88,435.9,26.379077,268.88,435.9,26.5142318,268.88,435.9,25.5756568,271.15,435.9,26.1705427,264.48,435.9,25.2415241,271.15,435.9,25.1169496,271.15,435.9,25.140158,271.15,435.9,26.3009193,268.88,435.9,26.3299298,268.88,435.9,26.4794192,268.88,435.9,25.2886235,271.15,435.9,25.3770202,271.15,435.9,26.4084288,271.15,435.9
21702,26.9381264,268.88,435.9,26.7029707,268.88,435.9,26.8766924,268.88,435.9,26.7138923,268.88,435.9,26.8490471,268.88,435.9,25.9527933,271.15,435.9,26.5473379,264.48,435.9,25.6186606,271.15,435.9,25.4940861,271.15,435.9,25.5172945,271.15,435.9,26.6360759,268.88,435.9,26.6647451,268.88,435.9,26.8145758,268.88,435.9,25.66576,271.15,435.9,25.7541567,271.15,435.9,26.7855653,271.15,435.9
21703,26.9961474,268.88,435.9,26.7609917,268.88,435.9,26.9347134,268.88,435.9,26.7719133,268.88,435.9,26.9070681,268.88,435.9,26.1213955,271.15,435.9,26.7155988,264.48,435.9,25.7872628,271.15,435.9,25.6626883,271.15,435.9,25.6858967,271.15,435.9,26.6940969,268.88,435.9,26.7227661,268.88,435.9,26.8725968,268.88,435.9,25.8343622,271.15,435.9,25.9227589,271.15,435.9,26.9541675,271.15,435.9
21704,26.9541675,268.88,435.9,26.7190118,268.88,435.9,26.8927335,268.88,435.9,26.7299334,268.88,435.9,26.8650882,268.88,435.9,26.1899968,271.15,435.9,26.7842001,264.48,435.9,25.8558641,271.15,435.9,25.7312896,271.15,435.9,25.754498,271.15,435.9,26.652117,268.88,435.9,26.6807862,268.88,435.9,26.8306169,268.88,435.9,25.9029635,271.15,435.9,25.9913602,271.15,435.9,27.0227688,271.15,435.9
21705,27.2968327,268.88,435.9,27.0620183,268.88,435.9,27.23574,268.88,435.9,27.0729399,268.88,435.9,27.2080947,268.88,435.9,26.5343685,271.15,435.9,27.1282305,264.48,435.9,26.2002358,271.15,435.9,26.0756613,271.15,435.9,26.0988697,271.15,435.9,26.9947822,268.88,435.9,27.0237927,268.88,435.9,27.1732821,268.88,435.9,26.2476765,271.15,435.9,26.3357319,271.15,435.9,27.3671405,271.15,435.9
21706,28.5043521,268.88,435.9,28.2695377,268.88,435.9,28.4432594,268.88,435.9,28.2804593,268.88,435.9,28.4156141,268.88,435.9,27.6210677,271.15,435.9,28.2135645,264.48,435.9,27.286935,271.15,435.9,27.1623605,271.15,435.9,27.1855689,271.15,435.9,28.2023016,268.88,435.9,28.2313121,268.88,435.9,28.3808015,268.88,435.9,27.3340344,271.15,435.9,27.4224311,271.15,435.9,28.4538397,271.15,435.9
21707,28.4995739,268.88,435.9,28.2647595,268.88,435.9,28.4384812,268.88,435.9,28.2756811,268.88,435.9,28.4108359,268.88,435.9,27.6278937,271.15,435.9,28.2203905,264.48,435.9,27.293761,271.15,435.9,27.1691865,271.15,435.9,27.1923949,271.15,435.9,28.1975234,268.88,435.9,28.2265339,268.88,435.9,28.3760233,268.88,435.9,27.3412017,271.15,435.9,27.4292571,271.15,435.9,28.4606657,271.15,435.9
21708,28.4773894,268.88,435.9,28.2422337,268.88,435.9,28.4159554,268.88,435.9,28.2531553,268.88,435.9,28.3883101,268.88,435.9,27.6080983,271.15,435.9,28.2005951,264.48,435.9,27.2739656,271.15,435.9,27.1493911,271.15,435.9,27.1725995,271.15,435.9,28.1753389,268.88,435.9,28.2040081,268.88,435.9,28.3538388,268.88,435.9,27.321065,271.15,435.9,27.4094617,271.15,435.9,28.4408703,271.15,435.9
21709,23.1353618,268.88,435.9,22.9002061,268.88,435.9,23.0739278,268.88,435.9,22.9111277,268.88,435.9,23.0462825,268.88,435.9,22.4647073,271.15,435.9,23.0708561,264.48,435.9,22.1305746,271.15,435.9,22.0060001,271.15,435.9,22.0292085,271.15,435.9,22.8333113,268.88,435.9,22.8619805,268.88,435.9,23.0118112,268.88,435.9,22.177674,271.15,435.9,22.2660707,271.15,435.9,23.2974793,271.15,435.9
21710,19.8622948,268.88,435.9,19.6274804,268.88,435.9,19.8012021,268.88,435.9,19.638402,268.88,435.9,19.7735568,268.88,435.9,19.0841308,271.15,435.9,19.6923274,264.48,435.9,18.7499981,271.15,435.9,18.6254236,271.15,435.9,18.648632,271.15,435.9,19.5602443,268.88,435.9,19.5892548,268.88,435.9,19.7387442,268.88,435.9,18.7970975,271.15,435.9,18.8854942,271.15,435.9,19.9169028,271.15,435.9
21711,19.6377194,268.88,435.9,19.4025637,268.88,435.9,19.5762854,268.88,435.9,19.4134853,268.88,435.9,19.5486401,268.88,435.9,18.3977765,271.15,435.9,19.0063144,264.48,435.9,18.0636438,271.15,435.9,17.9390693,271.15,435.9,17.9622777,271.15,435.9,19.3356689,268.88,435.9,19.3643381,268.88,435.9,19.5141688,268.88,435.9,18.1107432,271.15,435.9,18.1991399,271.15,435.9,19.2305485,271.15,435.9
21712,19.634989,268.88,435.9,19.3998333,268.88,435.9,19.573555,268.88,435.9,19.4107549,268.88,435.9,19.5459097,268.88,435.9,18.3895853,271.15,435.9,18.9984645,264.48,435.9,18.0554526,271.15,435.9,17.9308781,271.15,435.9,17.9540865,271.15,435.9,19.3329385,268.88,435.9,19.3616077,268.88,435.9,19.5114384,268.88,435.9,18.1028933,271.15,435.9,18.1909487,271.15,435.9,19.2223573,271.15,435.9
21713,19.6216783,268.88,435.9,19.3865226,268.88,435.9,19.5602443,268.88,435.9,19.3974442,268.88,435.9,19.5329403,268.88,435.9,18.3001647,271.15,435.9,18.9087026,264.48,435.9,17.966032,271.15,435.9,17.8414575,271.15,435.9,17.8646659,271.15,435.9,19.3196278,268.88,435.9,19.348297,268.88,435.9,19.4981277,268.88,435.9,18.0131314,271.15,435.9,18.1015281,271.15,435.9,19.1329367,271.15,435.9
21714,19.6087089,268.88,435.9,19.3735532,268.88,435.9,19.5472749,268.88,435.9,19.3844748,268.88,435.9,19.5199709,268.88,435.9,18.2919735,271.15,435.9,18.9008527,264.48,435.9,17.9578408,271.15,435.9,17.8332663,271.15,435.9,17.856816,271.15,435.9,19.3066584,268.88,435.9,19.3353276,268.88,435.9,19.4851583,268.88,435.9,18.0052815,271.15,435.9,18.0933369,271.15,435.9,19.1250868,271.15,435.9
21715,19.5923265,268.88,435.9,19.3571708,268.88,435.9,19.5308925,268.88,435.9,19.3680924,268.88,435.9,19.5035885,268.88,435.9,18.409722,271.15,435.9,19.0203077,264.48,435.9,18.0755893,271.15,435.9,17.9510148,271.15,435.9,17.9742232,271.15,435.9,19.290276,268.88,435.9,19.3189452,268.88,435.9,19.4687759,268.88,435.9,18.1226887,271.15,435.9,18.2110854,271.15,435.9,19.242494,271.15,435.9
21716,21.5711839,268.88,435.9,21.3360282,268.88,435.9,21.5097499,268.88,435.9,21.3469498,268.88,435.9,21.4824459,268.88,435.9,19.2711632,271.15,435.9,19.8817489,264.48,435.9,18.9370305,271.15,435.9,18.812456,271.15,435.9,18.8356644,271.15,435.9,21.2691334,268.88,435.9,21.2978026,268.88,435.9,21.4476333,268.88,435.9,18.9844712,271.15,435.9,19.0725266,271.15,435.9,20.1042765,271.15,435.9
21717,28.5149324,268.88,435.9,28.280118,268.88,435.9,28.4538397,268.88,435.9,28.2910396,268.88,435.9,28.4261944,268.88,435.9,26.604335,271.15,435.9,27.2149207,264.48,435.9,26.2702023,271.15,435.9,26.1456278,271.15,435.9,26.1688362,271.15,435.9,28.2128819,268.88,435.9,28.2418924,268.88,435.9,28.3913818,268.88,435.9,26.3173017,271.15,435.9,26.4056984,271.15,435.9,27.437107,271.15,435.9
