; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
; Version ID: 2019 TDV RESOLVE 42 MMT,,,,,,,,,,,,,,,,
; MoDaHr,Electricity TDV (CZ1; kBtu/kWh),Electricity TDV (CZ2; kBtu/kWh),Electricity TDV (CZ3; kBtu/kWh),Electricity TDV (CZ4; kBtu/kWh),Electricity TDV (CZ5; kBtu/kWh),Electricity TDV (CZ6; kBtu/kWh),Electricity TDV (CZ7; kBtu/kWh),Electricity TDV (CZ8; kBtu/kWh),Electricity TDV (CZ9; kBtu/kWh),Electricity TDV (CZ10; kBtu/kWh),Electricity TDV (CZ11; kBtu/kWh),Electricity TDV (CZ12; kBtu/kWh),Electricity TDV (CZ13; kBtu/kWh),Electricity TDV (CZ14; kBtu/kWh),Electricity TDV (CZ15; kBtu/kWh),Electricity TDV (CZ16; kBtu/kWh)
50122,1.80173619,1.80173619,1.80173619,1.80173619,1.80173619,2.008492435,2.008492435,2.008492435,2.008492435,2.008492435,1.80173619,1.80173619,1.80173619,2.008492435,2.008492435,2.008492435
50123,1.801669048,1.801669048,1.801669048,1.801669048,1.801669048,1.830853793,1.830853793,1.830853793,1.830853793,1.830853793,1.801669048,1.801669048,1.801669048,1.830853793,1.830853793,1.830853793
50124,1.74463587,1.74463587,1.74463587,1.74463587,1.74463587,1.770431455,1.770431455,1.770431455,1.770431455,1.770431455,1.74463587,1.74463587,1.74463587,1.770431455,1.770431455,1.770431455
50201,1.653164584,1.653164584,1.653164584,1.653164584,1.653164584,1.674727668,1.674727668,1.674727668,1.674727668,1.674727668,1.653164584,1.653164584,1.653164584,1.674727668,1.674727668,1.674727668
50202,1.652943804,1.652943804,1.652943804,1.652943804,1.652943804,1.675068825,1.675068825,1.675068825,1.675068825,1.675068825,1.652943804,1.652943804,1.652943804,1.675068825,1.675068825,1.675068825
50203,1.652821005,1.652821005,1.652821005,1.652821005,1.652821005,1.667594302,1.667594302,1.667594302,1.667594302,1.667594302,1.652821005,1.652821005,1.652821005,1.667594302,1.667594302,1.667594302
50204,1.652740419,1.652740419,1.652740419,1.652740419,1.652740419,1.640271372,1.640271372,1.640271372,1.640271372,1.640271372,1.652740419,1.652740419,1.652740419,1.640271372,1.640271372,1.640271372
50205,1.652694463,1.652694463,1.652694463,1.652694463,1.652694463,1.660852207,1.660852207,1.660852207,1.660852207,1.660852207,1.652694463,1.652694463,1.652694463,1.660852207,1.660852207,1.660852207
50206,1.652761898,1.652761898,1.652761898,1.652761898,1.652761898,1.682781813,1.682781813,1.682781813,1.682781813,1.682781813,1.652761898,1.652761898,1.652761898,1.682781813,1.682781813,1.682781813
50207,1.65288776,1.65288776,1.65288776,1.65288776,1.65288776,1.68092016,1.68092016,1.68092016,1.68092016,1.68092016,1.65288776,1.65288776,1.65288776,1.68092016,1.68092016,1.68092016
50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50217,1.636216625,1.636216625,1.636216625,1.636216625,1.636216625,0,0,0,0,0,1.636216625,1.636216625,1.636216625,0,0,0
50218,1.65360725,1.65360725,1.65360725,1.65360725,1.65360725,1.64592238,1.64592238,1.64592238,1.64592238,1.64592238,1.65360725,1.65360725,1.65360725,1.64592238,1.64592238,1.64592238
50219,1.653490738,1.653490738,1.653490738,1.653490738,1.653490738,1.696905411,1.696905411,1.696905411,1.696905411,1.696905411,1.653490738,1.653490738,1.653490738,1.696905411,1.696905411,1.696905411
50220,1.653426765,1.653426765,1.653426765,1.653426765,1.653426765,1.963042184,1.963042184,1.963042184,1.963042184,1.963042184,1.653426765,1.653426765,1.653426765,1.963042184,1.963042184,1.963042184
50221,1.653655111,1.653655111,1.653655111,1.653655111,1.653655111,1.961978729,1.961978729,1.961978729,1.961978729,1.961978729,1.653655111,1.653655111,1.653655111,1.961978729,1.961978729,1.961978729
50222,1.653854807,1.653854807,1.653854807,1.653854807,1.653854807,1.841770149,1.841770149,1.841770149,1.841770149,1.841770149,1.653854807,1.653854807,1.653854807,1.841770149,1.841770149,1.841770149
50223,1.653793868,1.653793868,1.653793868,1.653793868,1.653793868,1.687158913,1.687158913,1.687158913,1.687158913,1.687158913,1.653793868,1.653793868,1.653793868,1.687158913,1.687158913,1.687158913
50224,1.653545834,1.653545834,1.653545834,1.653545834,1.653545834,1.677926096,1.677926096,1.677926096,1.677926096,1.677926096,1.653545834,1.653545834,1.653545834,1.677926096,1.677926096,1.677926096
50301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50401,1.715593488,1.715593488,1.715593488,1.715593488,1.715593488,1.685259883,1.685259883,1.685259883,1.685259883,1.685259883,1.715593488,1.715593488,1.715593488,1.685259883,1.685259883,1.685259883
50402,1.715421195,1.715421195,1.715421195,1.715421195,1.715421195,1.68359133,1.68359133,1.68359133,1.68359133,1.68359133,1.715421195,1.715421195,1.715421195,1.68359133,1.68359133,1.68359133
50403,1.715273027,1.715273027,1.715273027,1.715273027,1.715273027,1.683606954,1.683606954,1.683606954,1.683606954,1.683606954,1.715273027,1.715273027,1.715273027,1.683606954,1.683606954,1.683606954
50404,1.715193585,1.715193585,1.715193585,1.715193585,1.715193585,1.684121915,1.684121915,1.684121915,1.684121915,1.684121915,1.715193585,1.715193585,1.715193585,1.684121915,1.684121915,1.684121915
50405,1.715208143,1.715208143,1.715208143,1.715208143,1.715208143,1.684654622,1.684654622,1.684654622,1.684654622,1.684654622,1.715208143,1.715208143,1.715208143,1.684654622,1.684654622,1.684654622
50406,1.71527432,1.71527432,1.71527432,1.71527432,1.71527432,1.690588427,1.690588427,1.690588427,1.690588427,1.690588427,1.71527432,1.71527432,1.71527432,1.690588427,1.690588427,1.690588427
50407,1.71537575,1.71537575,1.71537575,1.71537575,1.71537575,1.691257181,1.691257181,1.691257181,1.691257181,1.691257181,1.71537575,1.71537575,1.71537575,1.691257181,1.691257181,1.691257181
50408,1.715726273,1.715726273,1.715726273,1.715726273,1.715726273,0,0,0,0,0,1.715726273,1.715726273,1.715726273,0,0,0
50409,1.715880533,1.715880533,1.715880533,1.715880533,1.715880533,0,0,0,0,0,1.715880533,1.715880533,1.715880533,0,0,0
50410,1.71600738,1.71600738,1.71600738,1.71600738,1.71600738,0,0,0,0,0,1.71600738,1.71600738,1.71600738,0,0,0
50411,1.716267895,1.716267895,1.716267895,1.716267895,1.716267895,0,0,0,0,0,1.716267895,1.716267895,1.716267895,0,0,0
50412,1.716527765,1.716527765,1.716527765,1.716527765,1.716527765,0,0,0,0,0,1.716527765,1.716527765,1.716527765,0,0,0
50413,1.716511167,1.716511167,1.716511167,1.716511167,1.716511167,0,0,0,0,0,1.716511167,1.716511167,1.716511167,0,0,0
50414,1.71625214,1.71625214,1.71625214,1.71625214,1.71625214,0,0,0,0,0,1.71625214,1.71625214,1.71625214,0,0,0
50415,1.716032363,1.716032363,1.716032363,1.716032363,1.716032363,0,0,0,0,0,1.716032363,1.716032363,1.716032363,0,0,0
50416,1.716053565,1.716053565,1.716053565,1.716053565,1.716053565,0,0,0,0,0,1.716053565,1.716053565,1.716053565,0,0,0
50417,1.715770701,1.715770701,1.715770701,1.715770701,1.715770701,1.637014761,1.637014761,1.637014761,1.637014761,1.637014761,1.715770701,1.715770701,1.715770701,1.637014761,1.637014761,1.637014761
50418,1.715654807,1.715654807,1.715654807,1.715654807,1.715654807,1.70812024,1.70812024,1.70812024,1.70812024,1.70812024,1.715654807,1.715654807,1.715654807,1.70812024,1.70812024,1.70812024
50419,1.74423195,1.74423195,1.74423195,1.74423195,1.74423195,1.793114387,1.793114387,1.793114387,1.793114387,1.793114387,1.74423195,1.74423195,1.74423195,1.793114387,1.793114387,1.793114387
50420,1.823160663,1.823160663,1.823160663,1.823160663,1.823160663,2.201253049,2.201253049,2.201253049,2.201253049,2.201253049,1.823160663,1.823160663,1.823160663,2.201253049,2.201253049,2.201253049
50421,1.823415608,1.823415608,1.823415608,1.823415608,1.823415608,2.376628521,2.376628521,2.376628521,2.376628521,2.376628521,1.823415608,1.823415608,1.823415608,2.376628521,2.376628521,2.376628521
50422,1.744743372,1.744743372,1.744743372,1.744743372,1.744743372,2.030607386,2.030607386,2.030607386,2.030607386,2.030607386,1.744743372,1.744743372,1.744743372,2.030607386,2.030607386,2.030607386
50423,1.716246762,1.716246762,1.716246762,1.716246762,1.716246762,1.798842545,1.798842545,1.798842545,1.798842545,1.798842545,1.716246762,1.716246762,1.716246762,1.798842545,1.798842545,1.798842545
50424,1.715977174,1.715977174,1.715977174,1.715977174,1.715977174,1.737809208,1.737809208,1.737809208,1.737809208,1.737809208,1.715977174,1.715977174,1.715977174,1.737809208,1.737809208,1.737809208
50501,1.753108952,1.753108952,1.753108952,1.753108952,1.753108952,1.752023133,1.752023133,1.752023133,1.752023133,1.752023133,1.753108952,1.753108952,1.753108952,1.752023133,1.752023133,1.752023133
50502,1.752921892,1.752921892,1.752921892,1.752921892,1.752921892,1.71344179,1.71344179,1.71344179,1.71344179,1.71344179,1.752921892,1.752921892,1.752921892,1.71344179,1.71344179,1.71344179
50503,1.752793011,1.752793011,1.752793011,1.752793011,1.752793011,1.713612816,1.713612816,1.713612816,1.713612816,1.713612816,1.752793011,1.752793011,1.752793011,1.713612816,1.713612816,1.713612816
50504,1.752716243,1.752716243,1.752716243,1.752716243,1.752716243,1.714180009,1.714180009,1.714180009,1.714180009,1.714180009,1.752716243,1.752716243,1.752716243,1.714180009,1.714180009,1.714180009
50505,1.752725502,1.752725502,1.752725502,1.752725502,1.752725502,1.714639824,1.714639824,1.714639824,1.714639824,1.714639824,1.752725502,1.752725502,1.752725502,1.714639824,1.714639824,1.714639824
50506,1.752802894,1.752802894,1.752802894,1.752802894,1.752802894,1.757922193,1.757922193,1.757922193,1.757922193,1.757922193,1.752802894,1.752802894,1.752802894,1.757922193,1.757922193,1.757922193
50507,1.752938454,1.752938454,1.752938454,1.752938454,1.752938454,1.785529507,1.785529507,1.785529507,1.785529507,1.785529507,1.752938454,1.752938454,1.752938454,1.785529507,1.785529507,1.785529507
50508,1.753127283,1.753127283,1.753127283,1.753127283,1.753127283,1.716116,1.716116,1.716116,1.716116,1.716116,1.753127283,1.753127283,1.753127283,1.716116,1.716116,1.716116
50509,1.753236798,1.753236798,1.753236798,1.753236798,1.753236798,1.653012193,1.653012193,1.653012193,1.653012193,1.653012193,1.753236798,1.753236798,1.753236798,1.653012193,1.653012193,1.653012193
50510,1.744578659,1.744578659,1.744578659,1.744578659,1.744578659,0,0,0,0,0,1.744578659,1.744578659,1.744578659,0,0,0
50511,1.672304387,1.672304387,1.672304387,1.672304387,1.672304387,0,0,0,0,0,1.672304387,1.672304387,1.672304387,0,0,0
50512,1.672733988,1.672733988,1.672733988,1.672733988,1.672733988,0,0,0,0,0,1.672733988,1.672733988,1.672733988,0,0,0
50513,1.672361477,1.672361477,1.672361477,1.672361477,1.672361477,0,0,0,0,0,1.672361477,1.672361477,1.672361477,0,0,0
50514,1.672316251,1.672316251,1.672316251,1.672316251,1.672316251,0,0,0,0,0,1.672316251,1.672316251,1.672316251,0,0,0
50515,1.672606656,1.672606656,1.672606656,1.672606656,1.672606656,0,0,0,0,0,1.672606656,1.672606656,1.672606656,0,0,0
50516,1.685014402,1.685014402,1.685014402,1.685014402,1.685014402,1.613479464,1.613479464,1.613479464,1.613479464,1.613479464,1.685014402,1.685014402,1.685014402,1.613479464,1.613479464,1.613479464
50517,1.753683448,1.753683448,1.753683448,1.753683448,1.753683448,1.675318474,1.675318474,1.675318474,1.675318474,1.675318474,1.753683448,1.753683448,1.753683448,1.675318474,1.675318474,1.675318474
50518,1.753347279,1.753347279,1.753347279,1.753347279,1.753347279,1.747235153,1.747235153,1.747235153,1.747235153,1.747235153,1.753347279,1.753347279,1.753347279,1.747235153,1.747235153,1.747235153
50519,1.753255392,1.753255392,1.753255392,1.753255392,1.753255392,1.809560239,1.809560239,1.809560239,1.809560239,1.809560239,1.753255392,1.753255392,1.753255392,1.809560239,1.809560239,1.809560239
50520,1.75314562,1.75314562,1.75314562,1.75314562,1.75314562,2.211539597,2.211539597,2.211539597,2.211539597,2.211539597,1.75314562,1.75314562,1.75314562,2.211539597,2.211539597,2.211539597
50521,1.753448611,1.753448611,1.753448611,1.753448611,1.753448611,2.618922477,2.618922477,2.618922477,2.618922477,2.618922477,1.753448611,1.753448611,1.753448611,2.618922477,2.618922477,2.618922477
50522,1.753659108,1.753659108,1.753659108,1.753659108,1.753659108,2.104288945,2.104288945,2.104288945,2.104288945,2.104288945,1.753659108,1.753659108,1.753659108,2.104288945,2.104288945,2.104288945
50523,1.753602864,1.753602864,1.753602864,1.753602864,1.753602864,1.860774505,1.860774505,1.860774505,1.860774505,1.860774505,1.753602864,1.753602864,1.753602864,1.860774505,1.860774505,1.860774505
50524,1.753374265,1.753374265,1.753374265,1.753374265,1.753374265,1.776907368,1.776907368,1.776907368,1.776907368,1.776907368,1.753374265,1.753374265,1.753374265,1.776907368,1.776907368,1.776907368
50601,1.694255794,1.694255794,1.694255794,1.694255794,1.694255794,1.71358516,1.71358516,1.71358516,1.71358516,1.71358516,1.694255794,1.694255794,1.694255794,1.71358516,1.71358516,1.71358516
50602,1.694064463,1.694064463,1.694064463,1.694064463,1.694064463,1.705914212,1.705914212,1.705914212,1.705914212,1.705914212,1.694064463,1.694064463,1.694064463,1.705914212,1.705914212,1.705914212
50603,1.693935205,1.693935205,1.693935205,1.693935205,1.693935205,1.668229956,1.668229956,1.668229956,1.668229956,1.668229956,1.693935205,1.693935205,1.693935205,1.668229956,1.668229956,1.668229956
50604,1.693856117,1.693856117,1.693856117,1.693856117,1.693856117,1.667892314,1.667892314,1.667892314,1.667892314,1.667892314,1.693856117,1.693856117,1.693856117,1.667892314,1.667892314,1.667892314
50605,1.693834675,1.693834675,1.693834675,1.693834675,1.693834675,1.669527205,1.669527205,1.669527205,1.669527205,1.669527205,1.693834675,1.693834675,1.693834675,1.669527205,1.669527205,1.669527205
50606,1.693937541,1.693937541,1.693937541,1.693937541,1.693937541,1.717475464,1.717475464,1.717475464,1.717475464,1.717475464,1.693937541,1.693937541,1.693937541,1.717475464,1.717475464,1.717475464
50607,1.694065668,1.694065668,1.694065668,1.694065668,1.694065668,1.723878081,1.723878081,1.723878081,1.723878081,1.723878081,1.694065668,1.694065668,1.694065668,1.723878081,1.723878081,1.723878081
50608,1.694343665,1.694343665,1.694343665,1.694343665,1.694343665,1.676742147,1.676742147,1.676742147,1.676742147,1.676742147,1.694343665,1.694343665,1.694343665,1.676742147,1.676742147,1.676742147
50609,1.594524667,1.594524667,1.594524667,1.594524667,1.594524667,0,0,0,0,0,1.594524667,1.594524667,1.594524667,0,0,0
50610,1.594941623,1.594941623,1.594941623,1.594941623,1.594941623,0,0,0,0,0,1.594941623,1.594941623,1.594941623,0,0,0
50611,1.595277231,1.595277231,1.595277231,1.595277231,1.595277231,0,0,0,0,0,1.595277231,1.595277231,1.595277231,0,0,0
50612,1.595380874,1.595380874,1.595380874,1.595380874,1.595380874,0,0,0,0,0,1.595380874,1.595380874,1.595380874,0,0,0
50613,1.59519204,1.59519204,1.59519204,1.59519204,1.59519204,0,0,0,0,0,1.59519204,1.59519204,1.59519204,0,0,0
50614,1.595121195,1.595121195,1.595121195,1.595121195,1.595121195,0,0,0,0,0,1.595121195,1.595121195,1.595121195,0,0,0
50615,1.59472435,1.59472435,1.59472435,1.59472435,1.59472435,0,0,0,0,0,1.59472435,1.59472435,1.59472435,0,0,0
50616,1.594542555,1.594542555,1.594542555,1.594542555,1.594542555,0,0,0,0,0,1.594542555,1.594542555,1.594542555,0,0,0
50617,1.694393917,1.694393917,1.694393917,1.694393917,1.694393917,0,0,0,0,0,1.694393917,1.694393917,1.694393917,0,0,0
50618,1.694159271,1.694159271,1.694159271,1.694159271,1.694159271,1.683867187,1.683867187,1.683867187,1.683867187,1.683867187,1.694159271,1.694159271,1.694159271,1.683867187,1.683867187,1.683867187
50619,1.694096486,1.694096486,1.694096486,1.694096486,1.694096486,1.7370783,1.7370783,1.7370783,1.7370783,1.7370783,1.694096486,1.694096486,1.694096486,1.7370783,1.7370783,1.7370783
50620,1.928370687,1.928370687,1.928370687,1.928370687,1.928370687,2.002461638,2.002461638,2.002461638,2.002461638,2.002461638,1.928370687,1.928370687,1.928370687,2.002461638,2.002461638,2.002461638
50621,1.737698823,1.737698823,1.737698823,1.737698823,1.737698823,2.063310351,2.063310351,2.063310351,2.063310351,2.063310351,1.737698823,1.737698823,1.737698823,2.063310351,2.063310351,2.063310351
50622,1.737728828,1.737728828,1.737728828,1.737728828,1.737728828,1.907757723,1.907757723,1.907757723,1.907757723,1.907757723,1.737728828,1.737728828,1.737728828,1.907757723,1.907757723,1.907757723
50623,1.694796989,1.694796989,1.694796989,1.694796989,1.694796989,1.726245124,1.726245124,1.726245124,1.726245124,1.726245124,1.694796989,1.694796989,1.694796989,1.726245124,1.726245124,1.726245124
50624,1.694544097,1.694544097,1.694544097,1.694544097,1.694544097,1.712885415,1.712885415,1.712885415,1.712885415,1.712885415,1.694544097,1.694544097,1.694544097,1.712885415,1.712885415,1.712885415
50701,1.721208613,1.721208613,1.721208613,1.721208613,1.721208613,1.690928114,1.690928114,1.690928114,1.690928114,1.690928114,1.721208613,1.721208613,1.721208613,1.690928114,1.690928114,1.690928114
50702,1.672704846,1.672704846,1.672704846,1.672704846,1.672704846,1.650883818,1.650883818,1.650883818,1.650883818,1.650883818,1.672704846,1.672704846,1.672704846,1.650883818,1.650883818,1.650883818
50703,1.672558391,1.672558391,1.672558391,1.672558391,1.672558391,1.649273065,1.649273065,1.649273065,1.649273065,1.649273065,1.672558391,1.672558391,1.672558391,1.649273065,1.649273065,1.649273065
50704,1.672478972,1.672478972,1.672478972,1.672478972,1.672478972,1.649606614,1.649606614,1.649606614,1.649606614,1.649606614,1.672478972,1.672478972,1.672478972,1.649606614,1.649606614,1.649606614
50705,1.672457579,1.672457579,1.672457579,1.672457579,1.672457579,1.65091744,1.65091744,1.65091744,1.65091744,1.65091744,1.672457579,1.672457579,1.672457579,1.65091744,1.65091744,1.65091744
50706,1.72089706,1.72089706,1.72089706,1.72089706,1.72089706,1.697422776,1.697422776,1.697422776,1.697422776,1.697422776,1.72089706,1.72089706,1.72089706,1.697422776,1.697422776,1.697422776
50707,1.721107546,1.721107546,1.721107546,1.721107546,1.721107546,1.709193017,1.709193017,1.709193017,1.709193017,1.709193017,1.721107546,1.721107546,1.721107546,1.709193017,1.709193017,1.709193017
50708,1.673070586,1.673070586,1.673070586,1.673070586,1.673070586,1.646609877,1.646609877,1.646609877,1.646609877,1.646609877,1.673070586,1.673070586,1.673070586,1.646609877,1.646609877,1.646609877
50709,1.640684685,1.640684685,1.640684685,1.640684685,1.640684685,0,0,0,0,0,1.640684685,1.640684685,1.640684685,0,0,0
50710,1.640964078,1.640964078,1.640964078,1.640964078,1.640964078,0,0,0,0,0,1.640964078,1.640964078,1.640964078,0,0,0
50711,1.641192743,1.641192743,1.641192743,1.641192743,1.641192743,0,0,0,0,0,1.641192743,1.641192743,1.641192743,0,0,0
50712,1.624105246,1.624105246,1.624105246,1.624105246,1.624105246,0,0,0,0,0,1.624105246,1.624105246,1.624105246,0,0,0
50713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50716,1.641415422,1.641415422,1.641415422,1.641415422,1.641415422,0,0,0,0,0,1.641415422,1.641415422,1.641415422,0,0,0
50717,1.673264533,1.673264533,1.673264533,1.673264533,1.673264533,1.65314373,1.65314373,1.65314373,1.65314373,1.65314373,1.673264533,1.673264533,1.673264533,1.65314373,1.65314373,1.65314373
50718,1.721136887,1.721136887,1.721136887,1.721136887,1.721136887,1.712315843,1.712315843,1.712315843,1.712315843,1.712315843,1.721136887,1.721136887,1.721136887,1.712315843,1.712315843,1.712315843
50719,1.763134162,1.763134162,1.763134162,1.763134162,1.763134162,1.813180236,1.813180236,1.813180236,1.813180236,1.813180236,1.763134162,1.763134162,1.763134162,1.813180236,1.813180236,1.813180236
50720,1.812658079,1.812658079,1.812658079,1.812658079,1.812658079,2.107020261,2.107020261,2.107020261,2.107020261,2.107020261,1.812658079,1.812658079,1.812658079,2.107020261,2.107020261,2.107020261
50721,1.81254011,1.81254011,1.81254011,1.81254011,1.81254011,2.271244725,2.271244725,2.271244725,2.271244725,2.271244725,1.81254011,1.81254011,1.81254011,2.271244725,2.271244725,2.271244725
50722,1.81245226,1.81245226,1.81245226,1.81245226,1.81245226,2.077867695,2.077867695,2.077867695,2.077867695,2.077867695,1.81245226,1.81245226,1.81245226,2.077867695,2.077867695,2.077867695
50723,1.76344613,1.76344613,1.76344613,1.76344613,1.76344613,1.7985543,1.7985543,1.7985543,1.7985543,1.7985543,1.76344613,1.76344613,1.76344613,1.7985543,1.7985543,1.7985543
50724,1.7427404,1.7427404,1.7427404,1.7427404,1.7427404,1.773107394,1.773107394,1.773107394,1.773107394,1.773107394,1.7427404,1.7427404,1.7427404,1.773107394,1.773107394,1.773107394
50801,1.806337244,1.806337244,1.806337244,1.806337244,1.806337244,1.846951346,1.846951346,1.846951346,1.846951346,1.846951346,1.806337244,1.806337244,1.806337244,1.846951346,1.846951346,1.846951346
50802,1.765855168,1.765855168,1.765855168,1.765855168,1.765855168,1.736955403,1.736955403,1.736955403,1.736955403,1.736955403,1.765855168,1.765855168,1.765855168,1.736955403,1.736955403,1.736955403
50803,1.765702008,1.765702008,1.765702008,1.765702008,1.765702008,1.736809383,1.736809383,1.736809383,1.736809383,1.736809383,1.765702008,1.765702008,1.765702008,1.736809383,1.736809383,1.736809383
50804,1.765597205,1.765597205,1.765597205,1.765597205,1.765597205,1.736988737,1.736988737,1.736988737,1.736988737,1.736988737,1.765597205,1.765597205,1.765597205,1.736988737,1.736988737,1.736988737
50805,1.76556434,1.76556434,1.76556434,1.76556434,1.76556434,1.743499367,1.743499367,1.743499367,1.743499367,1.743499367,1.76556434,1.76556434,1.76556434,1.743499367,1.743499367,1.743499367
50806,1.805900009,1.805900009,1.805900009,1.805900009,1.805900009,1.838933902,1.838933902,1.838933902,1.838933902,1.838933902,1.805900009,1.805900009,1.805900009,1.838933902,1.838933902,1.838933902
50807,1.806022459,1.806022459,1.806022459,1.806022459,1.806022459,1.851890489,1.851890489,1.851890489,1.851890489,1.851890489,1.806022459,1.806022459,1.806022459,1.851890489,1.851890489,1.851890489
50808,1.766029212,1.766029212,1.766029212,1.766029212,1.766029212,1.729661054,1.729661054,1.729661054,1.729661054,1.729661054,1.766029212,1.766029212,1.766029212,1.729661054,1.729661054,1.729661054
50809,1.766219851,1.766219851,1.766219851,1.766219851,1.766219851,0,0,0,0,0,1.766219851,1.766219851,1.766219851,0,0,0
50810,1.766343932,1.766343932,1.766343932,1.766343932,1.766343932,0,0,0,0,0,1.766343932,1.766343932,1.766343932,0,0,0
50811,1.766501534,1.766501534,1.766501534,1.766501534,1.766501534,0,0,0,0,0,1.766501534,1.766501534,1.766501534,0,0,0
50812,1.766622532,1.766622532,1.766622532,1.766622532,1.766622532,0,0,0,0,0,1.766622532,1.766622532,1.766622532,0,0,0
50813,1.766635426,1.766635426,1.766635426,1.766635426,1.766635426,0,0,0,0,0,1.766635426,1.766635426,1.766635426,0,0,0
50814,1.766589729,1.766589729,1.766589729,1.766589729,1.766589729,0,0,0,0,0,1.766589729,1.766589729,1.766589729,0,0,0
50815,1.766500858,1.766500858,1.766500858,1.766500858,1.766500858,0,0,0,0,0,1.766500858,1.766500858,1.766500858,0,0,0
50816,1.766496823,1.766496823,1.766496823,1.766496823,1.766496823,0,0,0,0,0,1.766496823,1.766496823,1.766496823,0,0,0
50817,1.76609756,1.76609756,1.76609756,1.76609756,1.76609756,1.765268263,1.765268263,1.765268263,1.765268263,1.765268263,1.76609756,1.76609756,1.76609756,1.765268263,1.765268263,1.765268263
50818,1.82911441,1.82911441,1.82911441,1.82911441,1.82911441,1.863890424,1.863890424,1.863890424,1.863890424,1.863890424,1.82911441,1.82911441,1.82911441,1.863890424,1.863890424,1.863890424
50819,1.873888578,1.873888578,1.873888578,1.873888578,1.873888578,1.959729202,1.959729202,1.959729202,1.959729202,1.959729202,1.873888578,1.873888578,1.873888578,1.959729202,1.959729202,1.959729202
50820,1.873984092,1.873984092,1.873984092,1.873984092,1.873984092,2.197883915,2.197883915,2.197883915,2.197883915,2.197883915,1.873984092,1.873984092,1.873984092,2.197883915,2.197883915,2.197883915
50821,1.87422797,1.87422797,1.87422797,1.87422797,1.87422797,2.257910147,2.257910147,2.257910147,2.257910147,2.257910147,1.87422797,1.87422797,1.87422797,2.257910147,2.257910147,2.257910147
50822,1.874396914,1.874396914,1.874396914,1.874396914,1.874396914,2.196637011,2.196637011,2.196637011,2.196637011,2.196637011,1.874396914,1.874396914,1.874396914,2.196637011,2.196637011,2.196637011
50823,1.874429425,1.874429425,1.874429425,1.874429425,1.874429425,1.963704974,1.963704974,1.963704974,1.963704974,1.963704974,1.874429425,1.874429425,1.874429425,1.963704974,1.963704974,1.963704974
50824,1.87420015,1.87420015,1.87420015,1.87420015,1.87420015,1.911042405,1.911042405,1.911042405,1.911042405,1.911042405,1.87420015,1.87420015,1.87420015,1.911042405,1.911042405,1.911042405
50901,1.708160912,1.708160912,1.708160912,1.708160912,1.708160912,1.736523459,1.736523459,1.736523459,1.736523459,1.736523459,1.708160912,1.708160912,1.708160912,1.736523459,1.736523459,1.736523459
