;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
10205,7.3452,2.2311,4.9261,7.2765,2.2311,4.9261,7.3261,2.2311,4.9261,7.2817,2.2311,4.9261,7.3207,2.2311,4.9261,7.0568,2.2526,4.9261,7.1925,2.1891,4.9261,6.9651,2.2526,4.9261,6.9316,2.2526,4.9261,6.9369,2.2526,4.9261,7.2617,2.2311,4.9261,7.2696,2.2311,4.9261,7.3106,2.2311,4.9261,6.9804,2.2526,4.9261,7.0041,2.2526,4.9261,7.2919,2.2526,4.9261
10206,7.4352,2.2311,4.9261,7.3665,2.2311,4.9261,7.4162,2.2311,4.9261,7.3717,2.2311,4.9261,7.4107,2.2311,4.9261,7.1520,2.2526,4.9261,7.2876,2.1891,4.9261,7.0604,2.2526,4.9261,7.0268,2.2526,4.9261,7.0321,2.2526,4.9261,7.3517,2.2311,4.9261,7.3596,2.2311,4.9261,7.4006,2.2311,4.9261,7.0756,2.2526,4.9261,7.0993,2.2526,4.9261,7.3871,2.2526,4.9261
10207,7.4504,2.2311,4.9261,7.3817,2.2311,4.9261,7.4314,2.2311,4.9261,7.3869,2.2311,4.9261,7.4259,2.2311,4.9261,7.2462,2.2526,4.9261,7.3816,2.1891,4.9261,7.1546,2.2526,4.9261,7.1211,2.2526,4.9261,7.1264,2.2526,4.9261,7.3669,2.2311,4.9261,7.3748,2.2311,4.9261,7.4158,2.2311,4.9261,7.1698,2.2526,4.9261,7.1935,2.2526,4.9261,7.4814,2.2526,4.9261
10208,7.4533,2.2311,4.9261,7.3846,2.2311,4.9261,7.4342,2.2311,4.9261,7.3898,2.2311,4.9261,7.4288,2.2311,4.9261,7.2479,2.2526,4.9261,7.3833,2.1891,4.9261,7.1562,2.2526,4.9261,7.1227,2.2526,4.9261,7.1280,2.2526,4.9261,7.3698,2.2311,4.9261,7.3777,2.2311,4.9261,7.4187,2.2311,4.9261,7.1715,2.2526,4.9261,7.1952,2.2526,4.9261,7.4830,2.2526,4.9261
10209,7.4894,2.2311,4.9261,7.4207,2.2311,4.9261,7.4703,2.2311,4.9261,7.4258,2.2311,4.9261,7.4648,2.2311,4.9261,7.1734,2.2526,4.9261,7.3123,2.1891,4.9261,7.0818,2.2526,4.9261,7.0482,2.2526,4.9261,7.0536,2.2526,4.9261,7.4058,2.2311,4.9261,7.4138,2.2311,4.9261,7.4547,2.2311,4.9261,7.0970,2.2526,4.9261,7.1207,2.2526,4.9261,7.4086,2.2526,4.9261
10210,7.4759,2.2311,4.9261,7.4072,2.2311,4.9261,7.4568,2.2311,4.9261,7.4123,2.2311,4.9261,7.4513,2.2311,4.9261,7.0754,2.2526,4.9261,7.2143,2.1891,4.9261,6.9837,2.2526,4.9261,6.9502,2.2526,4.9261,6.9555,2.2526,4.9261,7.3923,2.2311,4.9261,7.4003,2.2311,4.9261,7.4413,2.2311,4.9261,6.9989,2.2526,4.9261,7.0226,2.2526,4.9261,7.3105,2.2526,4.9261
10211,7.4661,2.2311,4.9261,7.3974,2.2311,4.9261,7.4470,2.2311,4.9261,7.4026,2.2311,4.9261,7.4416,2.2311,4.9261,6.9504,2.2526,4.9261,7.0896,2.1891,4.9261,6.8588,2.2526,4.9261,6.8253,2.2526,4.9261,6.8306,2.2526,4.9261,7.3826,2.2311,4.9261,7.3905,2.2311,4.9261,7.4315,2.2311,4.9261,6.8740,2.2526,4.9261,6.8977,2.2526,4.9261,7.1856,2.2526,4.9261
10212,7.4658,2.2311,4.9261,7.3971,2.2311,4.9261,7.4467,2.2311,4.9261,7.4023,2.2311,4.9261,7.4413,2.2311,4.9261,7.1291,2.2526,4.9261,7.2681,2.1891,4.9261,7.0374,2.2526,4.9261,7.0039,2.2526,4.9261,7.0092,2.2526,4.9261,7.3823,2.2311,4.9261,7.3902,2.2311,4.9261,7.4312,2.2311,4.9261,7.0527,2.2526,4.9261,7.0764,2.2526,4.9261,7.3642,2.2526,4.9261
10213,7.4643,2.2311,4.9261,7.3956,2.2311,4.9261,7.4452,2.2311,4.9261,7.4008,2.2311,4.9261,7.4398,2.2311,4.9261,7.1242,2.2526,4.9261,7.2631,2.1891,4.9261,7.0325,2.2526,4.9261,6.9990,2.2526,4.9261,7.0043,2.2526,4.9261,7.3808,2.2311,4.9261,7.3887,2.2311,4.9261,7.4297,2.2311,4.9261,7.0478,2.2526,4.9261,7.0715,2.2526,4.9261,7.3593,2.2526,4.9261
10214,7.4666,2.2311,4.9261,7.3979,2.2311,4.9261,7.4475,2.2311,4.9261,7.4031,2.2311,4.9261,7.4421,2.2311,4.9261,6.9735,2.2526,4.9261,7.1126,2.1891,4.9261,6.8819,2.2526,4.9261,6.8483,2.2526,4.9261,6.8536,2.2526,4.9261,7.3831,2.2311,4.9261,7.3910,2.2311,4.9261,7.4320,2.2311,4.9261,6.8971,2.2526,4.9261,6.9208,2.2526,4.9261,7.2086,2.2526,4.9261
10215,7.4629,2.2311,4.9261,7.3942,2.2311,4.9261,7.4438,2.2311,4.9261,7.3994,2.2311,4.9261,7.4383,2.2311,4.9261,7.1554,2.2526,4.9261,7.2964,2.1891,4.9261,7.0637,2.2526,4.9261,7.0302,2.2526,4.9261,7.0355,2.2526,4.9261,7.3793,2.2311,4.9261,7.3873,2.2311,4.9261,7.4283,2.2311,4.9261,7.0790,2.2526,4.9261,7.1027,2.2526,4.9261,7.3905,2.2526,4.9261
10216,7.4894,2.2311,4.9261,7.4207,2.2311,4.9261,7.4704,2.2311,4.9261,7.4259,2.2311,4.9261,7.4649,2.2311,4.9261,7.2062,2.2526,4.9261,7.3472,2.1891,4.9261,7.1146,2.2526,4.9261,7.0810,2.2526,4.9261,7.0864,2.2526,4.9261,7.4059,2.2311,4.9261,7.4138,2.2311,4.9261,7.4548,2.2311,4.9261,7.1298,2.2526,4.9261,7.1535,2.2526,4.9261,7.4414,2.2526,4.9261
10217,7.5063,2.2311,4.9261,7.4376,2.2311,4.9261,7.4872,2.2311,4.9261,7.4427,2.2311,4.9261,7.4817,2.2311,4.9261,7.2939,2.2526,4.9261,7.4349,2.1891,4.9261,7.2023,2.2526,4.9261,7.1688,2.2526,4.9261,7.1741,2.2526,4.9261,7.4227,2.2311,4.9261,7.4307,2.2311,4.9261,7.4716,2.2311,4.9261,7.2175,2.2526,4.9261,7.2412,2.2526,4.9261,7.5291,2.2526,4.9261
10218,7.6199,2.2311,4.9261,7.5512,2.2311,4.9261,7.6008,2.2311,4.9261,7.5564,2.2311,4.9261,7.5954,2.2311,4.9261,7.4262,2.2526,4.9261,7.5672,2.1891,4.9261,7.3345,2.2526,4.9261,7.3010,2.2526,4.9261,7.3063,2.2526,4.9261,7.5364,2.2311,4.9261,7.5443,2.2311,4.9261,7.5853,2.2311,4.9261,7.3498,2.2526,4.9261,7.3735,2.2526,4.9261,7.6613,2.2526,4.9261
