; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
; Version ID: 2019 TDV Interim GHG Adder Only,,,,,,,,,,,,,,,,
; MoDaHr,Propane TDV (CZ1; kBtu/therm),Propane TDV (CZ2; kBtu/therm),Propane TDV (CZ3; kBtu/therm),Propane TDV (CZ4; kBtu/therm),Propane TDV (CZ5; kBtu/therm),Propane TDV (CZ6; kBtu/therm),Propane TDV (CZ7; kBtu/therm),Propane TDV (CZ8; kBtu/therm),Propane TDV (CZ9; kBtu/therm),Propane TDV (CZ10; kBtu/therm),Propane TDV (CZ11; kBtu/therm),Propane TDV (CZ12; kBtu/therm),Propane TDV (CZ13; kBtu/therm),Propane TDV (CZ14; kBtu/therm),Propane TDV (CZ15; kBtu/therm),Propane TDV (CZ16; kBtu/therm)
10316,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10317,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10318,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10319,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10320,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10321,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10322,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10323,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10324,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10401,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10402,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10403,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
10404,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575,37.92961575
