;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
10123,5.7972,1.9201,4.3849,5.7825,1.9201,4.3849,5.7855,1.9201,4.3849,5.7825,1.9201,4.3849,5.8001,1.9201,4.3849,5.68,1.942,4.3849,5.7884,1.9654,4.3849,5.6829,1.942,4.3849,5.6536,1.942,4.3849,5.6477,1.942,4.3849,5.7884,1.9201,4.3849,5.7884,1.9201,4.3849,5.7825,1.9201,4.3849,5.6477,1.942,4.3849,5.6565,1.942,4.3849,5.6389,1.942,4.3849
10124,5.381,1.9201,4.3849,5.3634,1.9201,4.3849,5.3664,1.9201,4.3849,5.3664,1.9201,4.3849,5.3839,1.9201,4.3849,5.1524,1.942,4.3849,5.2638,1.9654,4.3849,5.1583,1.942,4.3849,5.129,1.942,4.3849,5.1231,1.942,4.3849,5.3693,1.9201,4.3849,5.3722,1.9201,4.3849,5.3664,1.9201,4.3849,5.1231,1.942,4.3849,5.129,1.942,4.3849,5.1143,1.942,4.3849
10201,4.7304,1.9201,4.3849,4.7157,1.9201,4.3849,4.7186,1.9201,4.3849,4.7157,1.9201,4.3849,4.7333,1.9201,4.3849,4.6307,1.942,4.3849,4.7421,1.9654,4.3849,4.6366,1.942,4.3849,4.6073,1.942,4.3849,4.6014,1.942,4.3849,4.7216,1.9201,4.3849,4.7216,1.9201,4.3849,4.7186,1.9201,4.3849,4.6014,1.942,4.3849,4.6073,1.942,4.3849,4.5926,1.942,4.3849
10202,4.5633,1.9201,4.3849,4.5487,1.9201,4.3849,4.5516,1.9201,4.3849,4.5487,1.9201,4.3849,4.5662,1.9201,4.3849,4.4695,1.942,4.3849,4.5838,1.9654,4.3849,4.4754,1.942,4.3849,4.4461,1.942,4.3849,4.4402,1.942,4.3849,4.5545,1.9201,4.3849,4.5545,1.9201,4.3849,4.5516,1.9201,4.3849,4.4402,1.942,4.3849,4.4461,1.942,4.3849,4.4314,1.942,4.3849
10203,4.5018,1.9201,4.3849,4.4871,1.9201,4.3849,4.49,1.9201,4.3849,4.4871,1.9201,4.3849,4.5047,1.9201,4.3849,4.4109,1.942,4.3849,4.5223,1.9654,4.3849,4.4138,1.942,4.3849,4.3845,1.942,4.3849,4.3787,1.942,4.3849,4.493,1.9201,4.3849,4.493,1.9201,4.3849,4.49,1.9201,4.3849,4.3787,1.942,4.3849,4.3875,1.942,4.3849,4.3699,1.942,4.3849
10204,4.493,1.9201,4.3849,4.4783,1.9201,4.3849,4.4812,1.9201,4.3849,4.4783,1.9201,4.3849,4.4959,1.9201,4.3849,4.4021,1.942,4.3849,4.5164,1.9654,4.3849,4.408,1.942,4.3849,4.3787,1.942,4.3849,4.3728,1.942,4.3849,4.4842,1.9201,4.3849,4.4842,1.9201,4.3849,4.4812,1.9201,4.3849,4.3728,1.942,4.3849,4.3787,1.942,4.3849,4.364,1.942,4.3849
10205,4.8447,1.9201,4.3849,4.83,1.9201,4.3849,4.8329,1.9201,4.3849,4.83,1.9201,4.3849,4.8476,1.9201,4.3849,4.7333,1.942,4.3849,4.8447,1.9654,4.3849,4.7392,1.942,4.3849,4.7098,1.942,4.3849,4.704,1.942,4.3849,4.8359,1.9201,4.3849,4.8359,1.9201,4.3849,4.83,1.9201,4.3849,4.704,1.942,4.3849,4.7098,1.942,4.3849,4.6952,1.942,4.3849
10206,5.041,1.9201,4.3849,5.0234,1.9201,4.3849,5.0264,1.9201,4.3849,5.0264,1.9201,4.3849,5.044,1.9201,4.3849,4.9179,1.942,4.3849,5.0293,1.9654,4.3849,4.9209,1.942,4.3849,4.8916,1.942,4.3849,4.8857,1.942,4.3849,5.0322,1.9201,4.3849,5.0322,1.9201,4.3849,5.0264,1.9201,4.3849,4.8857,1.942,4.3849,4.8945,1.942,4.3849,4.8769,1.942,4.3849
10207,5.0791,1.9201,4.3849,5.0615,1.9201,4.3849,5.0645,1.9201,4.3849,5.0615,1.9201,4.3849,5.0821,1.9201,4.3849,4.9912,1.942,4.3849,5.126,1.9654,4.3849,4.9971,1.942,4.3849,4.9678,1.942,4.3849,4.9619,1.942,4.3849,5.0674,1.9201,4.3849,5.0703,1.9201,4.3849,5.0645,1.9201,4.3849,4.9619,1.942,4.3849,4.9678,1.942,4.3849,4.9531,1.942,4.3849
10208,5.4982,1.9201,4.3849,5.4836,1.9201,4.3849,5.4865,1.9201,4.3849,5.4836,1.9201,4.3849,5.5012,1.9201,4.3849,5.4103,1.942,4.3849,5.5451,1.9654,4.3849,5.4162,1.942,4.3849,5.3869,1.942,4.3849,5.381,1.942,4.3849,5.4894,1.9201,4.3849,5.4894,1.9201,4.3849,5.4865,1.9201,4.3849,5.381,1.942,4.3849,5.3869,1.942,4.3849,5.3722,1.942,4.3849
