;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
10120,26.2783935,223.11,492.61,26.0439204,223.11,492.61,26.2132052,223.11,492.61,26.061668,223.11,492.61,26.194775,223.11,492.61,25.8852159,225.26,492.61,26.344947,218.91,492.61,25.5722438,225.26,492.61,25.4579083,225.26,492.61,25.4759972,225.26,492.61,25.993408,223.11,492.61,26.0203707,223.11,492.61,26.1603037,223.11,492.61,25.6244627,225.26,492.61,25.7053508,225.26,492.61,26.6876122,225.26,492.61
10121,26.2794174,223.11,492.61,26.0449443,223.11,492.61,26.2142291,223.11,492.61,26.0626919,223.11,492.61,26.1954576,223.11,492.61,25.8544989,225.26,492.61,26.31423,218.91,492.61,25.5418681,225.26,492.61,25.4271913,225.26,492.61,25.4456215,225.26,492.61,25.9940906,223.11,492.61,26.0213946,223.11,492.61,26.1613276,223.11,492.61,25.5937457,225.26,492.61,25.6746338,225.26,492.61,26.6572365,225.26,492.61
10122,26.2794174,223.11,492.61,26.0449443,223.11,492.61,26.2142291,223.11,492.61,26.0626919,223.11,492.61,26.1957989,223.11,492.61,25.7357265,225.26,492.61,26.1957989,218.91,492.61,25.4230957,225.26,492.61,25.3084189,225.26,492.61,25.3265078,225.26,492.61,25.9944319,223.11,492.61,26.0213946,223.11,492.61,26.1613276,223.11,492.61,25.4749733,225.26,492.61,25.5558614,225.26,492.61,26.5381228,225.26,492.61
10123,26.1705427,223.11,492.61,25.9357283,223.11,492.61,26.1053544,223.11,492.61,25.9534759,223.11,492.61,26.0865829,223.11,492.61,25.3763376,225.26,492.61,25.8370926,218.91,492.61,25.0633655,225.26,492.61,24.94903,225.26,492.61,24.9671189,225.26,492.61,25.8852159,223.11,492.61,25.9125199,223.11,492.61,26.0521116,223.11,492.61,25.1155844,225.26,492.61,25.1964725,225.26,492.61,26.1787339,225.26,492.61
10124,26.0565485,223.11,492.61,25.8220754,223.11,492.61,25.9913602,223.11,492.61,25.839823,223.11,492.61,25.97293,223.11,492.61,25.1387928,225.26,492.61,25.5998891,218.91,492.61,24.826162,225.26,492.61,24.7114852,225.26,492.61,24.7299154,225.26,492.61,25.771563,223.11,492.61,25.7985257,223.11,492.61,25.9384587,223.11,492.61,24.8780396,225.26,492.61,24.9589277,225.26,492.61,25.9415304,225.26,492.61
10201,25.1944247,223.11,492.61,24.9599516,223.11,492.61,25.1292364,223.11,492.61,24.9776992,223.11,492.61,25.1104649,223.11,492.61,24.2172828,225.26,492.61,24.6804269,218.91,492.61,23.904652,225.26,492.61,23.7903165,225.26,492.61,23.8084054,225.26,492.61,24.9090979,223.11,492.61,24.9364019,223.11,492.61,25.0763349,223.11,492.61,23.9565296,225.26,492.61,24.0374177,225.26,492.61,25.0200204,225.26,492.61
10202,24.9534669,223.11,492.61,24.7189938,223.11,492.61,24.8886199,223.11,492.61,24.7367414,223.11,492.61,24.8698484,223.11,492.61,23.9602839,225.26,492.61,24.4237693,218.91,492.61,23.6473118,225.26,492.61,23.5329763,225.26,492.61,23.5510652,225.26,492.61,24.6684814,223.11,492.61,24.6957854,223.11,492.61,24.8353771,223.11,492.61,23.6991894,225.26,492.61,23.7804188,225.26,492.61,24.7626802,225.26,492.61
10203,24.9056849,223.11,492.61,24.6712118,223.11,492.61,24.8404966,223.11,492.61,24.6886181,223.11,492.61,24.8217251,223.11,492.61,23.8985086,225.26,492.61,24.3623353,218.91,492.61,23.5858778,225.26,492.61,23.4715423,225.26,492.61,23.4896312,225.26,492.61,24.6203581,223.11,492.61,24.6476621,223.11,492.61,24.7872538,223.11,492.61,23.6377554,225.26,492.61,23.7186435,225.26,492.61,24.7012462,225.26,492.61
10204,24.9391323,223.11,492.61,24.7046592,223.11,492.61,24.873944,223.11,492.61,24.7224068,223.11,492.61,24.8551725,223.11,492.61,23.9374168,225.26,492.61,24.4009022,218.91,492.61,23.6244447,225.26,492.61,23.5101092,225.26,492.61,23.5281981,225.26,492.61,24.6538055,223.11,492.61,24.6811095,223.11,492.61,24.8210425,223.11,492.61,23.6766636,225.26,492.61,23.7575517,225.26,492.61,24.7398131,225.26,492.61
10205,25.0691676,223.11,492.61,24.8346945,223.11,492.61,25.0039793,223.11,492.61,24.8524421,223.11,492.61,24.9855491,223.11,492.61,24.0848584,225.26,492.61,24.5480025,218.91,492.61,23.7718863,225.26,492.61,23.6575508,225.26,492.61,23.6756397,225.26,492.61,24.7841821,223.11,492.61,24.8111448,223.11,492.61,24.9510778,223.11,492.61,23.8241052,225.26,492.61,23.9049933,225.26,492.61,24.8872547,225.26,492.61
10206,25.3763376,223.11,492.61,25.1418645,223.11,492.61,25.3114906,223.11,492.61,25.1596121,223.11,492.61,25.2927191,223.11,492.61,24.409776,225.26,492.61,24.8725788,218.91,492.61,24.0971452,225.26,492.61,23.9824684,225.26,492.61,24.0005573,225.26,492.61,25.0913521,223.11,492.61,25.1183148,223.11,492.61,25.2582478,223.11,492.61,24.1490228,225.26,492.61,24.2299109,225.26,492.61,25.2121723,225.26,492.61
10207,25.4282152,223.11,492.61,25.1937421,223.11,492.61,25.3633682,223.11,492.61,25.2114897,223.11,492.61,25.3445967,223.11,492.61,24.7312806,225.26,492.61,25.1934008,218.91,492.61,24.4186498,225.26,492.61,24.3043143,225.26,492.61,24.3224032,225.26,492.61,25.1432297,223.11,492.61,25.1701924,223.11,492.61,25.3101254,223.11,492.61,24.4705274,225.26,492.61,24.5514155,225.26,492.61,25.5340182,225.26,492.61
10208,25.4381129,223.11,492.61,25.2036398,223.11,492.61,25.3729246,223.11,492.61,25.2213874,223.11,492.61,25.3544944,223.11,492.61,24.7370827,225.26,492.61,25.1992029,218.91,492.61,24.4241106,225.26,492.61,24.3097751,225.26,492.61,24.327864,225.26,492.61,25.1531274,223.11,492.61,25.1800901,223.11,492.61,25.3200231,223.11,492.61,24.4763295,225.26,492.61,24.5572176,225.26,492.61,25.539479,225.26,492.61
10209,25.5613222,223.11,492.61,25.3268491,223.11,492.61,25.4961339,223.11,492.61,25.3442554,223.11,492.61,25.4773624,223.11,492.61,24.4828142,225.26,492.61,24.9568799,218.91,492.61,24.1701834,225.26,492.61,24.0555066,225.26,492.61,24.0739368,225.26,492.61,25.2759954,223.11,492.61,25.3032994,223.11,492.61,25.4428911,223.11,492.61,24.222061,225.26,492.61,24.3029491,225.26,492.61,25.2855518,225.26,492.61
10210,25.5152467,223.11,492.61,25.2807736,223.11,492.61,25.4500584,223.11,492.61,25.2981799,223.11,492.61,25.4312869,223.11,492.61,24.1483402,225.26,492.61,24.6224059,218.91,492.61,23.8353681,225.26,492.61,23.7210326,225.26,492.61,23.7391215,225.26,492.61,25.2299199,223.11,492.61,25.2572239,223.11,492.61,25.3971569,223.11,492.61,23.8872457,225.26,492.61,23.9681338,225.26,492.61,24.9507365,225.26,492.61
10211,25.4817993,223.11,492.61,25.2473262,223.11,492.61,25.416611,223.11,492.61,25.2650738,223.11,492.61,25.3981808,223.11,492.61,23.7217152,225.26,492.61,24.1968048,218.91,492.61,23.4090844,225.26,492.61,23.2947489,225.26,492.61,23.3128378,225.26,492.61,25.1968138,223.11,492.61,25.2237765,223.11,492.61,25.3637095,223.11,492.61,23.460962,225.26,492.61,23.5418501,225.26,492.61,24.5244528,225.26,492.61
10212,25.4807754,223.11,492.61,25.2463023,223.11,492.61,25.4155871,223.11,492.61,25.2640499,223.11,492.61,25.3971569,223.11,492.61,24.3316183,225.26,492.61,24.8060253,218.91,492.61,24.0186462,225.26,492.61,23.9043107,225.26,492.61,23.9223996,225.26,492.61,25.1957899,223.11,492.61,25.2227526,223.11,492.61,25.3626856,223.11,492.61,24.0708651,225.26,492.61,24.1517532,225.26,492.61,25.1340146,225.26,492.61
10213,25.4756559,223.11,492.61,25.2411828,223.11,492.61,25.4104676,223.11,492.61,25.2589304,223.11,492.61,25.3920374,223.11,492.61,24.3148946,225.26,492.61,24.7889603,218.91,492.61,24.0019225,225.26,492.61,23.887587,225.26,492.61,23.9056759,225.26,492.61,25.1906704,223.11,492.61,25.2176331,223.11,492.61,25.3575661,223.11,492.61,24.0541414,225.26,492.61,24.1350295,225.26,492.61,25.1172909,225.26,492.61
10214,25.4835058,223.11,492.61,25.2490327,223.11,492.61,25.4183175,223.11,492.61,25.2667803,223.11,492.61,25.3998873,223.11,492.61,23.8005555,225.26,492.61,24.2753038,218.91,492.61,23.4879247,225.26,492.61,23.3732479,225.26,492.61,23.3913368,225.26,492.61,25.1985203,223.11,492.61,25.225483,223.11,492.61,25.365416,223.11,492.61,23.5398023,225.26,492.61,23.6206904,225.26,492.61,24.6029518,225.26,492.61
10215,25.4708777,223.11,492.61,25.2364046,223.11,492.61,25.4056894,223.11,492.61,25.2541522,223.11,492.61,25.3869179,223.11,492.61,24.4213802,225.26,492.61,24.9026132,218.91,492.61,24.1084081,225.26,492.61,23.9940726,225.26,492.61,24.0121615,225.26,492.61,25.1855509,223.11,492.61,25.2128549,223.11,492.61,25.3527879,223.11,492.61,24.160627,225.26,492.61,24.2415151,225.26,492.61,25.2237765,225.26,492.61
10216,25.5613222,223.11,492.61,25.3268491,223.11,492.61,25.4964752,223.11,492.61,25.3445967,223.11,492.61,25.4777037,223.11,492.61,24.5947606,225.26,492.61,25.0759936,218.91,492.61,24.2821298,225.26,492.61,24.167453,225.26,492.61,24.1858832,225.26,492.61,25.2763367,223.11,492.61,25.3032994,223.11,492.61,25.4432324,223.11,492.61,24.3340074,225.26,492.61,24.4148955,225.26,492.61,25.3974982,225.26,492.61
10217,25.6190019,223.11,492.61,25.3845288,223.11,492.61,25.5538136,223.11,492.61,25.4019351,223.11,492.61,25.5350421,223.11,492.61,24.8940807,225.26,492.61,25.3753137,218.91,492.61,24.5814499,225.26,492.61,24.4671144,225.26,492.61,24.4852033,225.26,492.61,25.3336751,223.11,492.61,25.3609791,223.11,492.61,25.5005708,223.11,492.61,24.6333275,225.26,492.61,24.7142156,225.26,492.61,25.6968183,225.26,492.61
10218,26.0067187,223.11,492.61,25.7722456,223.11,492.61,25.9415304,223.11,492.61,25.7899932,223.11,492.61,25.9231002,223.11,492.61,25.3456206,225.26,492.61,25.8268536,218.91,492.61,25.0326485,225.26,492.61,24.918313,225.26,492.61,24.9364019,225.26,492.61,25.7217332,223.11,492.61,25.7486959,223.11,492.61,25.8886289,223.11,492.61,25.0848674,225.26,492.61,25.1657555,225.26,492.61,26.1480169,225.26,492.61
10219,26.0074013,223.11,492.61,25.7729282,223.11,492.61,25.9425543,223.11,492.61,25.7906758,223.11,492.61,25.9237828,223.11,492.61,25.5473289,225.26,492.61,26.0285619,218.91,492.61,25.2346981,225.26,492.61,25.1200213,225.26,492.61,25.1381102,225.26,492.61,25.7224158,223.11,492.61,25.7493785,223.11,492.61,25.8893115,223.11,492.61,25.2865757,225.26,492.61,25.3674638,225.26,492.61,26.3497252,225.26,492.61
10220,26.00706,223.11,492.61,25.7725869,223.11,492.61,25.942213,223.11,492.61,25.7903345,223.11,492.61,25.9234415,223.11,492.61,25.5271922,225.26,492.61,26.0084252,218.91,492.61,25.2142201,225.26,492.61,25.0998846,225.26,492.61,25.1179735,225.26,492.61,25.7220745,223.11,492.61,25.7493785,223.11,492.61,25.8889702,223.11,492.61,25.266439,225.26,492.61,25.3473271,225.26,492.61,26.3295885,225.26,492.61
10221,26.0551833,223.11,492.61,25.8207102,223.11,492.61,25.989995,223.11,492.61,25.8384578,223.11,492.61,25.9715648,223.11,492.61,25.3684877,225.26,492.61,25.8418708,218.91,492.61,25.0555156,225.26,492.61,24.9411801,225.26,492.61,24.959269,225.26,492.61,25.7701978,223.11,492.61,25.7971605,223.11,492.61,25.9370935,223.11,492.61,25.1077345,225.26,492.61,25.1886226,225.26,492.61,26.170884,225.26,492.61
10222,25.7056921,223.11,492.61,25.471219,223.11,492.61,25.6405038,223.11,492.61,25.4889666,223.11,492.61,25.6220736,223.11,492.61,24.8968111,225.26,492.61,25.3705355,218.91,492.61,24.583839,225.26,492.61,24.4695035,225.26,492.61,24.4875924,225.26,492.61,25.4207066,223.11,492.61,25.4476693,223.11,492.61,25.5876023,223.11,492.61,24.6360579,225.26,492.61,24.716946,225.26,492.61,25.6992074,225.26,492.61
10223,25.4790689,223.11,492.61,25.2445958,223.11,492.61,25.4138806,223.11,492.61,25.2623434,223.11,492.61,25.3951091,223.11,492.61,24.7606324,225.26,492.61,25.2224113,218.91,492.61,24.4476603,225.26,492.61,24.3333248,225.26,492.61,24.3514137,225.26,492.61,25.1937421,223.11,492.61,25.2210461,223.11,492.61,25.3609791,223.11,492.61,24.4998792,225.26,492.61,24.5807673,225.26,492.61,25.5630287,225.26,492.61
10224,25.433676,223.11,492.61,25.1992029,223.11,492.61,25.368829,223.11,492.61,25.2169505,223.11,492.61,25.3500575,223.11,492.61,24.4432234,225.26,492.61,24.9060262,218.91,492.61,24.1305926,225.26,492.61,24.0162571,225.26,492.61,24.034346,225.26,492.61,25.1486905,223.11,492.61,25.1756532,223.11,492.61,25.3155862,223.11,492.61,24.1824702,225.26,492.61,24.2633583,225.26,492.61,25.245961,225.26,492.61
10301,25.5005708,223.11,492.61,25.2660977,223.11,492.61,25.4353825,223.11,492.61,25.2838453,223.11,492.61,25.4169523,223.11,492.61,24.47121,225.26,492.61,24.9336715,218.91,492.61,24.1582379,225.26,492.61,24.0439024,225.26,492.61,24.0619913,225.26,492.61,25.2155853,223.11,492.61,25.242548,223.11,492.61,25.382481,223.11,492.61,24.2104568,225.26,492.61,24.2913449,225.26,492.61,25.2736063,225.26,492.61
