TABLE HotSmlCECStd16070012TrmlUnit,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,
GuestRoom104_FPFC Fan,BaseSys2 Fan-4,ConstantVolume,BaseZnSys2-4,UNDEFINED,137.62,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom105_FPFC Fan,BaseSys2 Fan-5,ConstantVolume,BaseZnSys2-5,UNDEFINED,136.71,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom201_FPFC Fan,BaseSys2 Fan-6,ConstantVolume,BaseZnSys2-6,UNDEFINED,169.25,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom202_205_FPFC Fan,BaseSys2 Fan-7,ConstantVolume,BaseZnSys2-7,UNDEFINED,139.273,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom206_208_FPFC Fan,BaseSys2 Fan-8,ConstantVolume,BaseZnSys2-8,UNDEFINED,142.2,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom209_212_FPFC Fan,BaseSys2 Fan-9,ConstantVolume,BaseZnSys2-9,UNDEFINED,127.282,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom213_FPFC Fan,BaseSys2 Fan-10,ConstantVolume,BaseZnSys2-10,UNDEFINED,127.1,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom214_FPFC Fan,BaseSys2 Fan-11,ConstantVolume,BaseZnSys2-11,UNDEFINED,114.47,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom215_218_FPFC Fan,BaseSys2 Fan-12,ConstantVolume,BaseZnSys2-12,UNDEFINED,113.445,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom219_FPFC Fan,BaseSys2 Fan-13,ConstantVolume,BaseZnSys2-13,UNDEFINED,115.55,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom220_223_FPFC Fan,BaseSys2 Fan-14,ConstantVolume,BaseZnSys2-14,UNDEFINED,113.085,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom224_FPFC Fan,BaseSys2 Fan-15,ConstantVolume,BaseZnSys2-15,UNDEFINED,114.41,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom301_FPFC Fan,BaseSys2 Fan-16,ConstantVolume,BaseZnSys2-16,UNDEFINED,156.96,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom302_305_FPFC Fan,BaseSys2 Fan-17,ConstantVolume,BaseZnSys2-17,UNDEFINED,129.7,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom306_308_FPFC Fan,BaseSys2 Fan-18,ConstantVolume,BaseZnSys2-18,UNDEFINED,141.817,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom309_312_FPFC Fan,BaseSys2 Fan-19,ConstantVolume,BaseZnSys2-19,UNDEFINED,127.845,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom313_FPFC Fan,BaseSys2 Fan-20,ConstantVolume,BaseZnSys2-20,UNDEFINED,127.69,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom314_FPFC Fan,BaseSys2 Fan-21,ConstantVolume,BaseZnSys2-21,UNDEFINED,115.56,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom315_318_FPFC Fan,BaseSys2 Fan-22,ConstantVolume,BaseZnSys2-22,UNDEFINED,115.623,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom319_FPFC Fan,BaseSys2 Fan-23,ConstantVolume,BaseZnSys2-23,UNDEFINED,114.64,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom320_323_FPFC Fan,BaseSys2 Fan-24,ConstantVolume,BaseZnSys2-24,UNDEFINED,114.448,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom324_FPFC Fan,BaseSys2 Fan-25,ConstantVolume,BaseZnSys2-25,UNDEFINED,113.11,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom401_FPFC Fan,BaseSys2 Fan-26,ConstantVolume,BaseZnSys2-26,UNDEFINED,201.29,-99996,0.5,PowerPerUnitFlow,1.273,0.125,InAirStream,0.855
GuestRoom402_405_FPFC Fan,BaseSys2 Fan-27,ConstantVolume,BaseZnSys2-27,UNDEFINED,170.107,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom406_408_FPFC Fan,BaseSys2 Fan-28,ConstantVolume,BaseZnSys2-28,UNDEFINED,189.13,-99996,0.5,PowerPerUnitFlow,1.273,0.125,InAirStream,0.855
GuestRoom409_412_FPFC Fan,BaseSys2 Fan-29,ConstantVolume,BaseZnSys2-29,UNDEFINED,169.435,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom413_FPFC Fan,BaseSys2 Fan-30,ConstantVolume,BaseZnSys2-30,UNDEFINED,168.73,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom414_FPFC Fan,BaseSys2 Fan-31,ConstantVolume,BaseZnSys2-31,UNDEFINED,152.87,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom415_418_FPFC Fan,BaseSys2 Fan-32,ConstantVolume,BaseZnSys2-32,UNDEFINED,152.113,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom419_FPFC Fan,BaseSys2 Fan-33,ConstantVolume,BaseZnSys2-33,UNDEFINED,151.7,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom420_423_FPFC Fan,BaseSys2 Fan-34,ConstantVolume,BaseZnSys2-34,UNDEFINED,150.113,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
GuestRoom424_FPFC Fan,BaseSys2 Fan-35,ConstantVolume,BaseZnSys2-35,UNDEFINED,149.49,-99996,0.5,PowerPerUnitFlow,1.273,0.083,InAirStream,0.855
BaseSys5 ReliefFan,BaseRelief Fan,VariableSpeedDrive,BaseAirSys5,UNDEFINED,8162.797,0,0.4,StaticPressure,0.75,3,InAirStream,0.895
ENDTABLE,,,,,,,,,,,,
TABLE HotSmlCECStd16070012OACtrl,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,
;,,,,,,,,,,,,
BaseSys5 OACtrl,BaseSys5 OACtrl,DifferentialDryBulb,BaseAirSys5,Integrated,,,,,,,,
BaseSys5 OACtrl-2,BaseSys5 OACtrl-2,NoEconomizer,BaseAirSys5-2,UNDEFINED,,,,,,,,
BaseSys5 OACtrl-3,BaseSys5 OACtrl-3,NoEconomizer,BaseAirSys5-3,UNDEFINED,,,,,,,,
BaseSys5 OACtrl-4,BaseSys5 OACtrl-4,NoEconomizer,BaseAirSys5-4,UNDEFINED,,,,,,,,
ENDTABLE,,,,,,,,,,,,
