;,,,,,,,,,,,,,,
TABLE RetlMedCECStd22050012TrmlUnit,,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,,
;,,,,,(cfm),(cfm),( cfm),,,,,,,
Back_Space_TU,BaseVAVNoReheatTrmlUnit,VAVNoReheatBox,BaseAirSys7or3b,Back_Space Thermal Zone,3097.18,1548.59,-99996,,,,,,,
Core_Retail_TU,BaseVAVNoReheatTrmlUnit-2,VAVNoReheatBox,BaseAirSys7or3b-2,Core_Retail Thermal Zone,4043.01,2021.505,-99996,,,,,,,
Front_Retail_TU,BaseVAVNoReheatTrmlUnit-3,Uncontrolled,BaseAirSys7or3b-3,Front_Retail Thermal Zone,1973.181,-99996,-99996,,,,,,,
Point_Of_Sale_TU,BaseVAVNoReheatTrmlUnit-4,Uncontrolled,BaseAirSys7or3b-4,Point_Of_Sale Thermal Zone,1965.046,-99996,-99996,,,,,,,
ENDTABLE,,,,,,,,,,,,,,
TABLE RetlMedCECStd22050012CoilClg,,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,DXSEER,DXEER,NumClgStages,,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,,,
Back_Space_CoilClg,BaseSys7or3b CoilClg,DirectExpansion,BaseAirSys7or3b,n/a,79162.875,82591.467,-99996,-99996,11,2,,,,
Core_Retail_CoilClg,BaseSys7or3b CoilClg-2,DirectExpansion,BaseAirSys7or3b-2,n/a,114620.69,119584.982,-99996,-99996,11,2,,,,
Front_Retail_CoilClg,BaseSys7or3b CoilClg-3,DirectExpansion,BaseAirSys7or3b-3,n/a,61668.414,64339.31,-99996,14,11.407,1,,,,
Point_Of_Sale_CoilClg,BaseSys7or3b CoilClg-4,DirectExpansion,BaseAirSys7or3b-4,n/a,61723.724,64397.016,-99996,14,11.407,1,,,,
ENDTABLE,,,,,,,,,,,,,,
TABLE RetlMedCECStd22050012CoilHtg,,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,,,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,,,
Back_Space_CoilHtg,BaseSys7or3b CoilHtg,HeatPump,BaseAirSys7or3b,n/a,86020.059,82591.467,0,-99996,-99996,,,,,
Core_Retail_CoilHtg,BaseSys7or3b CoilHtg-2,HeatPump,BaseAirSys7or3b-2,n/a,124549.273,119584.982,0,-99996,-99996,,,,,
Front_Retail_CoilHtg,BaseSys7or3b CoilHtg-3,HeatPump,BaseAirSys7or3b-3,n/a,67010.207,64339.31,0,-99996,-99996,,,,,
Point_Of_Sale_CoilHtg,BaseSys7or3b CoilHtg-4,HeatPump,BaseAirSys7or3b-4,n/a,67070.308,64397.016,0,-99996,-99996,,,,,
Back_Space_SuppCoilHtg,BaseSys7or3b SuppCoilHtg,Resistance,BaseAirSys7or3b,n/a,65229.463,65229.463,0,-99996,-99996,,,,,
Core_Retail_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-2,Resistance,BaseAirSys7or3b-2,n/a,117498.625,117498.625,0,-99996,-99996,,,,,
Front_Retail_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-3,Resistance,BaseAirSys7or3b-3,n/a,50685.775,50685.775,0,-99996,-99996,,,,,
Point_Of_Sale_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-4,Resistance,BaseAirSys7or3b-4,n/a,50562.063,50562.063,0,-99996,-99996,,,,,
ENDTABLE,,,,,,,,,,,,,,
TABLE RetlMedCECStd22050012Fan,,,,,,,,,,,,,,
