;,,,,,,,,,,,,,,
TABLE RetlMedCECStd22050012TrmlUnit,,,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrBHP,MtrHP,MtrPos,MtrEff,PwrIdx
;,,,,,(cfm),(cfm),,,(inH2O),(hp),(hp),,(W/cfm),
Back_Space_Fan,BaseSys7or3b SupFan,VariableSpeedDrive,BaseAirSys7or3b,n/a,3097.18,1548.59,0.65,PowerPerUnitFlow,3.684,2.766,3,InAirStream,0.895,0.744
Core_Retail_Fan,BaseSys7or3b SupFan-2,VariableSpeedDrive,BaseAirSys7or3b-2,n/a,4043.01,2021.505,0.65,PowerPerUnitFlow,3.684,3.611,5,InAirStream,0.895,0.744
Front_Retail_Fan,BaseSys7or3b SupFan-3,ConstantVolume,BaseAirSys7or3b-3,n/a,1973.181,-99996,0.65,PowerPerUnitFlow,3.56,1.703,2,InAirStream,0.865,0.744
Point_Of_Sale_Fan,BaseSys7or3b SupFan-4,ConstantVolume,BaseAirSys7or3b-4,n/a,1965.046,-99996,0.65,PowerPerUnitFlow,3.56,1.696,2,InAirStream,0.865,0.744
ENDTABLE,,,,,,,,,,,,,,
TABLE RetlMedCECStd22050012OACtrl,,,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,,,
;,,,,,,,,,,,,,,
Back_Space_OACtrl,BaseSys7or3b OACtrl,FixedDryBulb,BaseAirSys7or3b,Integrated,,,,,,,,,,
Core_Retail_OACtrl,BaseSys7or3b OACtrl-2,FixedDryBulb,BaseAirSys7or3b-2,Integrated,,,,,,,,,,
Front_Retail_OACtrl,BaseSys7or3b OACtrl-3,FixedDryBulb,BaseAirSys7or3b-3,Integrated,,,,,,,,,,
Point_Of_Sale_OACtrl,BaseSys7or3b OACtrl-4,FixedDryBulb,BaseAirSys7or3b-4,Integrated,,,,,,,,,,
ENDTABLE,,,,,,,,,,,,,,
